# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.47156,13.48293,-2.00039,1.42652,0.25381,-0.47849,0.14076,0.53844
13.23464,13.65541,-1.49730,1.42037,0.39115,-0.91859,0.70171,-0.31063
13.03605,14.36336,-1.46951,0.79810,0.77178,-0.48377,0.39410,-0.52305
12.41385,14.38761,-0.47814,0.74595,0.83593,0.27536,-0.55396,0.57977
12.99512,13.81742,-2.10447,0.82693,0.36234,0.11995,0.53822,0.64038
13.19679,14.26556,-2.46040,0.76974,1.31218,0.46011,0.43741,0.66847
13.10975,13.85100,-0.05917,0.93605,0.31435,0.83960,-0.28386,-0.82137
12.56828,13.73188,-2.99769,1.02067,0.86779,0.62501,-0.91026,-0.45257
12.74913,13.36535,-2.74678,0.99624,0.68183,-0.76013,0.38063,-0.24819
12.51735,14.08676,-1.73226,1.02914,0.74340,-0.49246,0.87758,0.47062
12.54088,13.94206,-2.05882,1.37853,0.66116,0.14339,0.75049,0.89868
13.10877,13.55308,-0.63455,0.83787,1.01851,-0.10747,0.75212,-0.42981
12.74894,13.90364,-2.93880,0.72987,0.69314,0.80542,0.19727,0.26642
12.58834,13.75594,-2.65376,1.16566,0.35468,0.22097,-0.11008,0.98174
12.87101,13.69187,-1.20992,1.03346,1.12816,0.82052,-0.95819,-0.42671
12.91163,14.12752,-1.08900,1.49712,0.77742,-0.64692,-0.85049,0.41362
12.80753,13.31737,-1.15134,1.20049,1.36633,-0.66656,-0.99718,0.82943
12.51898,13.34821,-2.74128,0.94607,0.96913,0.48725,0.42138,-0.67614
13.14052,13.64558,-1.65147,0.92906,0.13691,-0.52435,-0.65656,0.59021
12.56556,14.19534,-2.62377,1.31726,0.31962,0.36282,0.26543,-0.68829
13.11874,13.45055,-1.86083,1.07133,0.26839,0.60121,0.51419,-0.11923
13.05486,13.99298,-0.46121,0.89867,1.14254,-0.74467,-0.45330,0.29723
12.52443,14.06581,-0.78480,1.19177,1.30643,0.43563,0.26371,0.13524
12.41138,13.69796,-1.50547,0.90039,0.03427,0.57959,0.77160,-0.63981
12.75016,13.21696,-0.72701,1.21912,1.10461,-0.96110,0.36637,0.86988
12.70956,14.33012,-0.51674,0.78168,0.45010,-0.82093,-0.51056,0.97249
13.27787,13.43963,-1.59872,0.77173,1.47903,-0.60900,0.03587,-0.95598
12.61255,13.97535,-2.61042,0.86917,0.32085,0.21311,0.20235,-0.14174
13.07786,13.86442,-1.06420,1.03378,0.79455,0.04772,-0.08244,-0.73463
12.75837,13.68112,-0.37534,1.10889,1.02186,0.45060,0.92648,0.19010
13.18871,13.61144,-0.91792,1.39912,0.49373,-0.30030,-0.67945,0.76231
13.01612,13.34278,-0.60002,1.06373,0.28399,0.14574,0.05382,-0.19733
12.75378,13.74249,-0.75680,1.06910,1.01029,-0.41152,0.34522,0.16170
13.23445,14.15102,-1.13927,1.12844,1.48196,-0.73041,-0.84055,-0.76718
12.95472,14.29117,-0.38270,1.38529,1.38590,0.60326,-0.19873,0.36580
13.05735,13.82825,-0.66496,0.89464,0.89211,-0.68230,-0.60594,0.59438
13.25126,14.34293,-0.35351,0.91213,1.03879,0.98995,0.58246,-0.45592
13.13063,13.45918,-0.28509,1.45221,0.56286,-0.21884,-0.12474,0.47777
12.94316,13.38190,-2.89874,1.16860,0.57296,0.20594,0.23052,-0.64897
12.67132,14.15142,-2.92530,1.45479,1.20041,-0.99744,-0.38935,0.27581
