# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
13.24009,13.40732,-1.53349,1.09805,1.01020,-0.57574,0.98749,0.92075
12.42487,13.77933,-2.41929,1.35908,0.72957,-0.78064,-0.27176,-0.55371
12.93370,14.15889,-1.37257,0.86784,0.14281,-0.14644,0.98310,-0.77832
12.59784,14.14854,-2.47452,0.95483,1.46624,-0.91883,-0.48882,-0.25212
12.46398,14.18542,-1.37535,1.03533,1.02271,0.57676,-0.07528,0.61352
13.15821,13.67964,-2.69939,1.15324,1.15045,0.33788,-0.63327,-0.84750
12.63442,14.37343,-0.90728,1.20231,1.07154,0.34933,-0.41600,-0.53339
12.62807,14.02265,-2.34326,1.24732,1.43782,-0.29963,0.39570,0.22686
12.78746,13.81815,-1.76283,1.23041,1.42973,0.65392,0.51488,-0.70658
13.03092,14.16628,-2.83524,1.34693,0.43760,0.91265,0.75362,-0.57477
12.57432,13.66504,-0.23100,1.20487,1.03624,0.82390,0.31868,0.47492
12.76279,13.43700,-0.30485,1.22903,1.29015,0.59918,0.53849,-0.80625
12.69125,13.30566,-1.43244,1.28337,0.53875,-0.56149,0.51395,0.15413
12.46202,13.59403,-1.14357,1.48768,0.95896,0.65054,-0.28734,0.37307
12.66542,13.33359,-2.73758,0.93560,1.11819,-0.49983,0.08551,-0.28090
13.17507,13.38338,-0.21297,0.98970,0.46538,-0.35988,-0.71625,0.65426
12.95492,13.84977,-0.53500,0.75276,1.33802,0.94935,0.40410,-0.04686
12.58665,14.16115,-2.25195,1.12872,0.11781,0.11260,-0.59621,-0.38312
13.00811,13.45965,-1.82936,1.10544,0.72495,-0.76363,-0.74737,0.42876
13.01411,14.04072,-1.16731,1.10854,1.04265,0.26107,-0.62196,0.13559
12.88110,13.66857,-1.87161,0.81964,0.67773,-0.45461,-0.32338,-0.35427
12.67587,14.08892,-1.20956,1.36210,1.34788,0.09187,0.07215,0.42860
13.28596,13.90075,-1.18308,1.44645,1.39536,0.84929,-0.01655,0.66277
13.06373,13.76866,-2.14607,1.34108,0.52783,0.92509,0.78361,-0.82403
12.78931,13.40333,-1.50419,1.10325,0.29026,0.41455,-0.74517,-0.80713
12.91828,14.06910,-1.29742,1.16020,1.06681,0.49925,0.89617,0.04280
12.53861,13.26461,-2.87519,0.81499,0.56166,-0.34216,-0.28208,-0.36776
12.47627,14.09670,-0.74144,1.21827,0.66704,0.70084,-0.76261,-0.88191
12.52247,13.77415,-2.16770,0.72950,1.37686,-0.90529,-0.91486,-0.14917
12.50512,14.21673,-1.08835,0.94638,1.22515,-0.28510,0.30488,0.68280
13.15678,13.88776,-0.44254,1.15317,0.74314,0.13886,-0.11526,-0.67064
12.91559,14.15809,-0.38535,0.71556,1.21914,0.90454,-0.15982,0.93867
12.96488,13.69014,-2.79997,0.91789,0.85406,-0.05423,0.93724,-0.07691
12.91064,13.73507,-0.33403,0.83114,0.77170,0.07962,0.75244,0.11599
12.88923,14.02285,-0.31069,1.12241,0.95628,0.06855,0.01680,0.82021
13.20325,13.70925,-2.47069,1.04191,0.94000,0.77792,0.64910,-0.42751
12.59981,13.26605,-0.59910,0.76243,1.42976,-0.95238,-0.35381,-0.82803
13.26878,14.01764,-2.69670,1.43235,0.10613,-0.18164,-0.58918,-0.86595
12.47331,13.31747,-0.08225,1.41898,0.01714,0.51403,-0.72202,-0.54143
13.17466,13.75813,-1.26365,1.26912,0.93969,-0.66987,-0.24023,-0.85866
12.98364,14.02296,-2.93821,0.93329,1.12750,0.87848,-0.40297,-0.06050
12.67063,14.14663,-1.63840,0.85702,1.02379,-0.66205,-0.56455,0.76200
12.96823,13.86459,-1.73758,1.21154,0.73657,-0.71003,0.59693,0.05202
12.62913,13.52049,-0.45143,1.37478,0.59192,-0.61159,-0.47569,0.81468
13.01198,13.70827,-2.85305,0.76995,0.25538,-0.15030,0.39794,-0.72315
