# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.92190,14.06367,-2.72121,0.98207,0.41504,-0.46924,0.71177,-0.61839
13.07775,13.23883,-2.93691,1.44188,0.24951,0.40262,-0.15078,-0.86808
12.52451,14.08187,-2.66176,1.30376,0.62554,0.38302,-0.78621,-0.79107
12.76972,13.60827,-2.28915,0.75792,0.42316,-0.16232,-0.42165,0.63977
12.40238,14.07097,-2.37601,0.90542,1.05724,0.61470,0.31687,-0.02924
13.28289,13.28699,-1.48930,1.37066,0.26779,0.87560,0.66169,-0.35348
13.02230,13.88269,-1.93581,0.83264,0.96358,-0.37557,-0.22802,-0.21105
12.65151,13.34759,-2.45755,1.21475,1.33417,0.88848,0.82631,0.39434
12.78137,14.39758,-1.37919,1.08529,1.38105,-0.84530,0.88037,-0.76372
13.00022,13.83868,-2.08176,1.01405,1.46407,-0.66288,-0.86068,0.33941
12.46614,14.37128,-2.70095,1.11975,1.42319,0.29003,-0.65117,0.14446
12.63723,13.51566,-0.89183,1.19397,1.12821,0.76069,-0.54061,-0.77269
12.78175,13.88732,-2.91746,1.15294,0.81816,0.66455,0.37371,0.35195
13.16505,13.45976,-0.03833,0.72223,0.45587,0.78056,-0.49077,-0.65822
12.93343,13.80284,-0.07204,0.88454,0.82037,-0.86415,0.16001,-0.12882
12.95099,13.70430,-1.83163,1.27103,1.03076,0.35322,-0.76350,-0.54925
12.76552,13.88564,-0.28463,0.71089,1.06519,-0.49836,0.01490,0.07980
13.14304,13.29565,-2.97328,0.72916,0.65112,-0.18484,0.84954,-0.37755
12.48510,14.16459,-1.93571,1.47420,1.35326,-0.73220,-0.31405,-0.09112
12.59696,13.41745,-2.38932,1.35729,0.14831,0.60405,0.98554,0.57826
12.87056,13.41968,-2.84257,1.36962,0.86369,0.28406,0.93034,0.00249
12.54988,13.52786,-0.50855,0.73865,0.08326,-0.10565,-0.03776,-0.28882
13.28342,13.90636,-2.25663,0.80565,1.02137,0.94271,0.47231,-0.49576
12.81308,13.67951,-0.18519,1.23164,1.15676,-0.48470,0.31225,0.85264
13.12945,13.90272,-1.72901,1.04460,1.45798,0.01777,0.88907,-0.31282
12.91693,13.43408,-2.82706,0.96492,0.53708,0.78481,-0.71568,0.83213
12.58533,13.81424,-0.83296,1.41630,0.64959,0.92296,-0.41331,-0.58926
13.06303,14.10417,-1.40227,0.96418,0.55847,-0.96192,0.95311,0.64053
13.00767,14.31616,-0.97781,1.11302,1.03945,0.15752,-0.29966,-0.85702
12.85402,13.44572,-0.06771,1.15399,1.42558,0.45337,0.80039,-0.50378
12.94831,13.49920,-2.61954,1.48540,1.13512,-0.42238,0.44962,0.45529
13.06059,13.35268,-2.04754,1.16965,1.20776,-0.63039,-0.21922,0.38334
13.11303,13.59234,-2.40868,1.47298,0.52568,0.10549,0.39121,0.46564
12.78332,14.20235,-1.77431,0.89932,0.32911,0.45788,-0.18653,-0.10591
12.66910,13.78759,-1.74057,0.89583,1.33346,-0.09769,0.28192,0.74159
12.68252,13.22470,-2.44407,0.91872,0.65426,-0.42609,0.40223,-0.38734
12.44958,14.13675,-0.13619,1.45116,0.20658,0.41113,0.97846,-0.51887
12.98833,13.33106,-1.08688,0.88680,0.32686,0.75856,0.26432,0.91910
12.44723,13.45400,-2.70964,1.26002,1.15781,0.71965,0.99289,-0.50322
12.42192,13.25503,-2.02478,1.25059,0.19891,-0.04602,-0.04847,0.62209
12.55470,13.90646,-0.94905,1.26427,1.33354,0.89344,-0.61285,0.25048
12.92293,13.78026,-2.71433,1.10126,0.37717,0.13461,0.34549,-0.58946
12.58923,13.33865,-1.16857,1.22240,0.63078,0.02826,-0.05941,-0.36169
12.86072,13.60559,-1.47409,1.00558,0.67855,0.65817,-0.55445,-0.73320
13.06953,13.89302,-2.87240,1.06795,0.34640,0.64974,0.36698,0.40453
12.47060,13.31206,-1.48417,1.22448,0.22618,0.55829,0.60897,-0.70668
12.64468,13.82758,-1.21980,1.25336,1.48071,-0.48673,-0.96141,0.32322
13.22310,14.20100,-0.64862,1.16565,0.35106,0.56300,-0.54469,-0.02564
13.13878,14.06338,-0.08362,0.94466,0.53487,-0.75123,-0.53545,0.68197
12.53597,13.64188,-0.83855,1.32476,0.99406,-0.36109,0.86468,-0.71466
12.71333,13.89676,-2.29595,0.86279,1.42241,0.03588,0.95223,0.02511
13.23578,13.83263,-1.52058,1.46309,0.80797,0.14963,0.93892,-0.42822
12.95093,14.29808,-2.18256,1.21326,1.34200,0.94728,0.45184,-0.31146
12.94767,14.07254,-0.64953,1.22244,0.65773,0.98451,-0.87526,0.48529
13.25208,14.32272,-0.58618,0.76048,0.70345,0.16909,0.46258,-0.21421
12.75600,13.36287,-0.28232,1.38558,0.44720,0.92082,0.18714,-0.78226
12.68663,14.07072,-2.97949,1.39970,0.01606,-0.27146,0.08264,-0.25332
13.09338,14.30283,-1.52360,1.16279,0.75778,0.39636,0.03498,0.66748
12.72508,14.22859,-0.00397,0.72097,1.27042,-0.49417,0.38667,0.20110
12.91801,13.68783,-2.50682,1.18811,1.13305,0.44348,-0.72854,-0.41032
12.81890,14.15678,-2.64548,1.47366,0.77061,0.47749,-0.14238,-0.92271
12.51332,13.22156,-0.54268,1.11062,1.29221,0.51729,0.38171,-0.47712
12.81754,13.39863,-2.34149,0.70955,1.04930,-0.14972,0.69804,-0.51037
13.04556,14.36632,-0.11787,1.26761,0.63860,-0.81428,-0.39481,-0.89919
12.84166,14.15977,-0.73302,1.00920,1.36687,0.72895,-0.41227,-0.41183
12.87601,14.08040,-2.35201,0.76778,0.15675,-0.77772,0.85216,0.86920
12.65619,13.21490,-1.07555,0.83086,1.14664,0.74074,0.89929,0.06396
12.49807,13.63529,-1.51903,1.33509,0.32246,-0.43659,-0.34319,0.61017
12.40121,14.08876,-1.40173,1.29736,0.72773,0.81955,-0.06992,0.28543
12.67122,14.17738,-2.29352,1.16237,0.99362,0.68350,-0.32560,-0.54293
13.29300,13.47449,-2.43967,1.21536,1.00740,-0.05363,-0.88277,0.24554
