# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
13.07993,14.37906,-2.07334,1.15981,1.41839,-0.46801,-0.57792,0.21718
13.28580,14.05775,-0.75573,1.05334,1.20013,-0.84882,-0.22711,0.10683
13.05281,13.90484,-2.66151,1.17395,1.22860,0.38089,0.32817,0.03309
13.05340,14.35083,-1.78265,1.01388,0.08831,-0.36012,-0.87661,-0.51254
12.75731,13.60830,-1.13763,1.48010,0.02916,0.89676,0.97570,0.94524
13.28005,13.45203,-0.90817,0.74247,0.86356,-0.82758,0.46874,0.02413
12.54805,13.52789,-0.48825,1.17008,0.88678,0.36349,-0.01394,-0.14593
12.83840,13.85299,-2.64625,0.73454,0.27418,-0.50571,-0.40847,0.74547
12.50372,14.06540,-2.65185,0.97356,0.76449,-0.79336,-0.85622,-0.84303
12.41805,13.37162,-1.70286,1.29809,1.24544,-0.72623,0.23639,-0.23886
12.55442,14.38741,-0.83133,1.38136,1.47883,0.12290,0.03770,-0.66897
12.75118,14.24309,-2.31306,1.49880,1.42061,-0.22069,0.37380,0.04274
13.21008,13.36371,-1.04449,0.70948,0.59101,-0.39538,-0.28029,-0.66371
12.73364,14.39435,-0.30477,0.95056,0.49703,0.74899,-0.75300,0.25342
13.13531,13.38683,-1.63421,1.42772,0.96067,-0.02570,0.01512,0.00966
12.60972,13.90046,-0.64208,1.34083,1.26473,0.15128,-0.31581,-0.33816
12.91839,14.34461,-1.64270,1.49492,0.57298,0.44192,0.75809,-0.56272
12.71335,13.74038,-2.06647,1.34508,1.22342,-0.40915,0.18188,-0.40493
13.16213,14.17640,-1.61615,1.36030,0.64518,-0.53781,-0.31906,0.56838
13.12170,13.88143,-1.64153,1.27358,1.18575,-0.77858,-0.26476,0.34531
13.01922,13.79606,-1.45038,1.10301,0.30336,0.34570,0.39632,-0.14402
12.58831,14.27061,-2.87687,1.20348,0.32998,0.73242,0.77067,0.90181
12.78563,13.40089,-0.39572,1.22861,0.77212,-0.03289,0.80960,0.24247
13.15048,13.35028,-0.03146,1.18458,0.97737,0.95400,-0.69512,-0.49989
12.62442,13.53933,-0.17273,1.40786,0.70999,-0.70193,-0.15697,-0.64482
12.61368,13.78624,-2.89898,1.04148,0.08310,0.41670,-0.74075,-0.28959
13.10404,14.04824,-1.12152,0.80597,1.16539,-0.92696,0.17338,0.89669
12.85623,13.28890,-1.02161,1.07903,1.31371,-0.43960,-0.98856,0.85708
13.14332,14.33128,-2.26275,1.06587,0.91228,-0.11463,0.73283,-0.51548
12.74188,14.20754,-1.49300,1.32918,0.44586,0.69333,-0.10442,-0.94022
12.62413,13.29700,-0.86202,0.91523,0.28979,0.07010,-0.03486,0.94868
12.80902,13.91259,-2.16274,0.84436,0.96671,-0.63732,-0.81391,0.18731
