# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
13.07030,13.39729,-1.75476,1.46899,0.25049,-0.01166,-0.12853,0.38870
13.12978,13.79334,-1.52366,0.98856,0.25388,-0.42828,0.36588,-0.70971
13.09977,13.60460,-1.83633,1.18565,0.56700,0.20659,0.57610,0.85219
12.80030,14.20686,-1.15717,0.84052,1.00900,0.38619,-0.79842,-0.56418
12.49788,13.90676,-2.06747,1.04433,0.66352,-0.23807,-0.97157,-0.54632
12.42632,13.21951,-2.40000,1.48459,0.77332,-0.09900,-0.17082,0.69897
13.29807,13.80583,-2.01466,1.36287,0.87058,-0.72421,-0.47930,-0.59916
12.49422,13.25592,-0.20881,0.82698,0.15458,0.88741,-0.85768,0.60731
12.46557,13.85766,-2.71874,1.28753,0.94835,0.12200,-0.80308,0.19642
12.61305,14.16963,-1.61073,0.71050,0.63388,-0.21632,0.10829,-0.97801
12.49947,13.50598,-0.65706,1.14913,1.24850,-0.61881,0.04589,-0.33515
13.13664,13.98414,-0.80320,1.08422,1.08331,0.29951,0.66743,-0.28334
12.42566,13.23055,-0.40559,0.79706,1.21112,-0.80284,0.28928,0.73124
13.10200,14.07473,-0.20629,0.97628,0.97612,0.95750,0.76719,-0.13052
13.12760,14.39749,-1.95847,1.36814,0.72598,-0.62411,0.16774,-0.37512
12.97124,14.21582,-1.70277,1.30173,0.75532,-0.52657,0.60401,0.92799
12.53714,13.50607,-2.68806,1.21401,0.43261,-0.78598,0.59245,-0.56312
12.48725,13.49646,-1.79757,1.32183,0.49551,0.82008,-0.42838,-0.48038
13.07825,14.13947,-2.53035,0.95193,1.04778,0.76096,0.74610,0.50618
12.52567,13.28563,-2.11154,1.39723,0.36033,0.34102,0.05824,0.88483
13.18868,13.46287,-1.54580,1.06169,0.97946,-0.33840,0.88194,-0.68391
12.54643,13.85855,-0.58484,0.85404,0.32155,-0.52069,-0.79677,0.36136
13.26359,13.63683,-1.95039,1.13221,0.24747,-0.92661,-0.05118,0.51023
12.56940,14.09817,-0.94129,0.88473,1.03253,0.67539,-0.08574,-0.12270
12.87639,13.63662,-0.06619,1.19505,0.16364,-0.06544,0.16846,-0.77000
13.15430,14.38661,-0.22626,0.72937,1.48684,0.58146,-0.12841,0.50137
13.29936,14.18388,-0.57095,0.72737,0.07817,0.48977,-0.37184,-0.24763
13.15634,13.91750,-2.97134,0.77547,1.43903,0.63197,0.67190,-0.86549
12.79293,13.90751,-1.43705,1.01192,0.37533,0.91768,0.77798,0.95259
12.76657,13.75463,-1.24578,0.83944,1.02164,0.33869,-0.83480,0.94192
13.25851,14.23203,-1.94502,1.02034,1.06122,0.27060,-0.41357,0.29976
12.66010,13.68892,-1.66939,1.44190,0.35596,-0.71611,0.13304,0.45930
12.47370,13.77176,-2.55784,0.81860,1.29117,0.96582,-0.54483,-0.53727
12.66313,13.93833,-2.46659,1.34808,0.85317,-0.99466,-0.42598,0.45851
13.16224,13.94587,-2.27629,1.16033,0.06378,0.88203,0.99687,-0.24061
12.44460,13.83567,-0.36593,0.84189,0.32383,0.39720,0.76293,0.24367
13.05188,13.64789,-2.23116,1.22584,1.04865,0.18663,-0.65849,0.90923
13.17362,13.49381,-0.39973,1.21264,0.71293,-0.44690,-0.48478,-0.48845
12.82619,13.77073,-1.72928,0.96022,1.02073,-0.37320,-0.63730,0.58915
13.06615,13.51434,-0.08062,1.08884,0.52707,0.41274,-0.22504,0.16863
12.84487,14.38600,-0.97108,1.15927,0.84470,-0.80257,0.78233,-0.85075
13.10197,13.36872,-1.13346,0.95315,1.35340,-0.21023,-0.59091,-0.63651
12.92661,13.75715,-0.45935,0.84501,1.23268,-0.71385,0.85330,-0.00423
12.91548,13.85142,-2.27418,1.43508,1.28676,0.74857,0.34258,-0.85667
13.09237,14.06274,-0.05782,0.96909,0.84355,0.19093,0.74089,0.16733
12.87498,14.33884,-0.42621,1.08863,0.17981,-0.15168,0.86822,0.01354
12.82762,13.73664,-2.55763,1.26827,0.80095,-0.48424,0.93547,-0.74661
12.63360,13.92009,-0.93915,1.07748,1.17140,0.05801,-0.18704,-0.87842
13.18940,14.00809,-1.23769,1.33018,0.97564,0.84907,-0.78497,-0.40687
13.25520,13.95929,-1.02766,1.04573,1.34810,0.25196,0.29693,0.57205
12.55974,14.07675,-2.51604,0.92743,0.17534,0.20615,-0.90150,-0.98244
12.98430,14.22834,-1.26196,0.83841,0.25811,0.49878,0.07170,-0.68023
13.28932,14.21599,-0.71238,1.47891,0.48718,0.41064,-0.29059,-0.41101
13.04038,13.49276,-1.56538,0.77268,0.76481,-0.16290,-0.32116,-0.85333
13.18588,13.75479,-0.81654,0.86390,1.10774,-0.28275,-0.50149,0.41755
13.22077,13.72375,-2.58103,1.04571,1.42682,0.31249,0.15816,0.88023
12.64865,14.21692,-0.58386,1.07557,0.14991,-0.21569,-0.38323,-0.44592
13.29803,14.36348,-2.41011,0.73117,0.95830,0.27494,-0.77915,-0.54223
13.26582,13.76116,-0.83030,0.73473,1.12840,0.48126,-0.39119,-0.74948
12.91108,14.16097,-1.10823,0.97845,1.25165,0.50486,-0.01223,0.19169
12.87011,13.67146,-2.37519,1.35142,0.20366,-0.30957,-0.66656,-0.98141
13.25268,14.25730,-2.66186,1.47942,0.85223,0.77617,0.73019,-0.08402
13.08248,13.36910,-0.98394,1.42442,1.38703,-0.78888,0.12252,0.11297
13.20116,13.95324,-0.69500,0.77783,1.01264,0.87959,-0.80355,0.38665
13.02893,13.94426,-1.10264,1.03306,1.14871,0.31533,0.66977,0.95887
13.01444,14.28469,-1.33009,1.44481,0.77699,-0.07091,-0.74402,-0.69274
12.45090,14.37873,-2.29851,1.32066,0.36086,0.20115,0.13413,-0.40468
13.18428,13.51939,-0.29668,1.16649,1.34894,0.73367,0.80688,0.41897
13.07615,13.65660,-0.33120,1.20659,0.25714,0.36757,0.71664,-0.76229
13.21605,14.15887,-0.46091,0.89844,0.94225,0.05789,-0.41463,0.58194
13.22021,13.91028,-1.23166,1.33648,0.96223,-0.48493,-0.62723,-0.92288
12.83640,13.28335,-1.22089,1.48888,1.48850,0.07599,0.88208,0.33563
13.11039,14.18665,-1.40836,0.89135,0.50235,0.13201,-0.82089,0.96491
12.82240,13.59422,-2.62008,1.08083,1.19983,-0.65673,0.33759,-0.95749
