# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.67026,14.23048,-2.32750,0.78585,0.80608,0.33668,-0.81227,-0.85580
12.94750,13.23402,-1.74218,1.10388,0.75391,-0.19665,-0.50562,0.45113
12.51310,13.39746,-2.03458,0.77498,0.97928,-0.27117,-0.17550,0.63518
13.04714,14.03999,-0.12683,1.48443,1.39472,0.23674,0.01587,0.95963
12.52392,14.16950,-2.96576,0.74897,1.48030,-0.77567,0.10842,0.21881
13.06714,13.66483,-2.12203,0.86209,0.17574,-0.66801,-0.61998,-0.42776
12.71195,13.69496,-1.87100,1.24324,0.77962,-0.46034,-0.52350,-0.57888
12.89043,13.81354,-0.96340,0.79346,0.21965,0.04917,-0.37832,0.92591
13.19602,13.38513,-1.60609,1.38341,0.32001,0.41762,0.23375,0.13406
13.27184,13.27929,-1.12020,0.96896,1.19644,-0.61431,-0.59025,0.22256
12.78609,14.17682,-2.68883,1.30821,0.83559,0.94618,0.46858,0.11527
13.02325,13.70900,-0.56934,1.00649,0.80782,0.28682,0.64969,0.73130
13.28950,13.34645,-2.35275,1.44660,0.32531,0.88698,0.45493,0.65784
12.91266,13.54427,-1.94212,1.07264,0.76472,-0.68235,0.54404,0.74338
12.86100,13.39885,-2.69476,1.12364,1.22506,-0.25883,0.90437,0.29873
13.27008,13.98523,-2.60292,1.12013,0.14530,-0.28550,0.35412,0.26124
12.74423,13.72977,-0.03121,0.86111,0.94461,0.70244,-0.65003,0.48204
12.90438,13.38394,-2.22507,1.02671,0.90113,-0.45206,0.13730,0.09880
12.59070,14.02568,-0.82590,1.38477,1.20278,0.19352,0.95346,0.68236
13.18802,13.60324,-1.49490,1.42671,0.35028,0.44649,0.10497,0.60129
12.78651,14.30930,-0.06044,1.11731,1.40313,0.96046,-0.44864,-0.64535
12.50649,13.29290,-0.14037,1.29319,0.26070,-0.32557,-0.33844,-0.75129
12.50420,13.43802,-2.48426,0.95850,0.64193,0.15967,0.03913,0.85555
13.08316,13.89253,-0.55407,0.87141,0.75728,0.82355,0.80055,0.16221
12.58664,13.37534,-0.32414,1.07095,0.73134,0.16813,-0.76915,0.03618
12.49507,13.60690,-0.37945,1.23891,1.22309,0.48829,-0.83079,0.53520
12.69021,13.41508,-2.91996,1.26545,1.45653,0.51040,0.45941,0.81608
12.81270,13.99057,-0.67343,0.78723,0.16043,0.25886,0.78266,-0.72934
12.85967,13.54236,-0.26543,0.82460,0.04217,0.80070,0.17164,-0.40582
12.88595,13.25907,-0.74950,1.10566,0.58745,0.67837,-0.13325,0.90468
12.92903,13.47452,-2.26881,0.79757,1.21262,0.19450,0.61939,0.83844
12.84989,14.30281,-1.37745,1.10980,0.61711,-0.88461,0.73586,-0.01061
12.52118,13.63827,-1.40356,1.19157,0.45234,0.53626,-0.43051,-0.50256
12.85757,13.70248,-0.53237,0.98192,1.27152,-0.86196,0.78808,-0.11771
13.28262,14.00463,-0.68505,0.71362,1.18646,0.69489,0.91267,0.01389
12.56248,14.16254,-0.27218,1.48454,1.06526,-0.64329,-0.43723,-0.02501
12.54611,14.18749,-1.78523,0.91771,0.02450,-0.39271,-0.82012,0.64865
12.87412,14.05959,-0.35368,1.41498,0.07830,-0.27594,0.21100,-0.97099
12.46901,14.06180,-0.08544,0.72341,0.05793,0.61934,-0.72371,-0.68950
12.63154,14.28216,-1.62477,0.96579,1.19257,-0.32283,0.82398,0.36017
12.78206,13.54806,-0.06007,1.26948,0.49178,-0.69925,-0.24819,0.06790
13.04680,13.93289,-0.99493,1.25029,0.55941,0.96324,-0.00379,0.41842
13.29409,13.65663,-1.73643,0.95450,0.54367,0.89181,-0.49311,0.20847
12.77526,14.15895,-0.72643,1.47073,1.15413,-0.74214,-0.27551,-0.42571
13.15522,13.96152,-1.87334,1.16823,0.42396,0.20259,0.40672,0.97804
13.09706,13.36082,-1.16401,0.80452,1.35139,0.20572,0.49311,-0.93459
12.60787,13.87370,-1.96994,1.18054,0.93050,0.66458,0.92612,-0.94242
12.54486,13.28717,-0.97546,1.35403,1.16886,-0.87417,0.39061,-0.16463
12.85703,13.52946,-2.51810,0.86378,1.24230,-0.94662,0.94986,0.02182
13.12712,13.43078,-1.13033,1.25405,0.55686,-0.79539,0.04720,-0.11637
12.44533,13.89215,-0.04649,1.08252,1.09532,-0.45494,-0.73592,0.12754
12.89476,13.30223,-2.02913,1.09447,0.67482,-0.67475,-0.24197,-0.08885
12.71826,14.26110,-1.69419,0.74772,1.04591,0.97316,0.87031,0.73137
13.16425,13.93676,-2.36627,1.02388,0.93714,-0.19858,-0.59440,-0.64855
12.89837,13.59064,-0.41194,1.14203,0.79539,-0.67714,-0.04732,-0.77511
13.16245,13.85533,-2.35636,0.93145,1.14414,-0.37533,-0.37852,-0.00165
12.67090,14.08730,-1.08791,1.39520,1.07387,0.32169,0.94911,-0.05877
12.83420,14.26410,-1.28207,0.96119,0.33352,-0.56454,0.68001,0.23000
12.42519,13.53581,-1.65651,0.85884,0.71999,-0.64209,-0.48546,-0.36724
12.64118,14.00441,-0.75686,1.16119,0.42600,-0.60157,-0.31490,-0.77425
12.88083,14.30342,-2.29745,1.23803,0.78503,-0.60785,0.48161,0.26126
12.88305,13.75839,-0.21077,1.28931,0.20905,0.17913,-0.70813,0.66582
12.55596,13.61693,-2.44452,0.76835,0.21073,-0.43998,0.07839,-0.53740
12.98314,13.44952,-1.79964,0.78748,1.34865,-0.50302,0.14453,0.49025
13.00869,14.26659,-0.86005,0.71870,0.26618,0.60029,0.24409,-0.65647
12.92882,14.29554,-1.63124,0.71333,0.03056,-0.06255,0.13211,0.98897
13.12471,14.39925,-1.65476,1.01090,1.01886,-0.12411,-0.19625,-0.32290
12.71279,14.18938,-0.45518,1.14582,0.02083,0.53764,-0.49457,-0.44117
12.94944,13.35021,-2.89815,1.16872,0.03319,0.24505,0.79249,-0.36320
13.28405,14.19284,-2.68510,0.90763,0.79252,-0.51588,-0.52742,-0.83831
13.25456,13.59533,-0.86363,1.13934,0.57603,-0.16604,-0.36717,-0.85108
13.18094,13.56964,-0.52713,0.94432,0.58759,0.43148,0.40336,0.99328
12.54922,13.87074,-1.08511,0.95769,1.31882,-0.43986,0.89350,-0.94147
12.88714,14.24028,-2.14159,1.15315,0.88401,0.87150,0.79526,0.01717
13.09879,14.18600,-1.93059,1.41084,0.02654,0.06514,-0.92504,0.62046
12.89774,14.26783,-1.21862,1.15432,1.46766,-0.71122,0.68624,0.42428
12.41702,13.30304,-2.63093,0.93323,0.42367,-0.38299,0.74056,-0.78458
12.41090,13.83246,-1.52048,0.74855,0.91390,0.23104,0.45414,-0.80169
13.02111,13.76628,-1.75570,1.25348,0.99199,0.45146,-0.81449,0.83980
13.10211,14.02569,-1.82654,1.33417,0.61388,0.04525,0.17411,-0.59627
12.97438,13.92596,-2.43958,1.09957,0.29610,0.05017,0.73154,-0.36833
12.72426,13.75128,-2.67864,1.13783,0.31731,-0.28307,-0.74475,-0.78072
12.44649,13.65867,-1.03709,1.34266,0.61846,-0.22670,-0.87575,-0.31179
12.88823,13.96162,-0.78068,1.26959,0.39591,0.43344,-0.65307,-0.89868
13.18999,13.61675,-2.38959,1.22796,1.44081,-0.23511,-0.28779,0.25315
12.43825,13.38669,-1.29961,0.95380,0.43501,0.35171,-0.30721,-0.07617
12.89446,13.21929,-2.43361,1.35802,0.10552,0.49982,-0.59411,-0.16232
13.08074,13.46442,-2.81157,1.04550,0.25917,0.61546,0.78070,-0.37365
12.89556,14.36022,-2.58493,1.13725,0.14612,0.22338,0.87845,-0.22429
12.41818,13.62845,-2.56394,0.79510,0.22806,0.55944,-0.61651,-0.05757
12.59103,13.63987,-2.95969,0.95677,1.13442,0.40884,0.90406,0.85722
13.21059,13.30632,-1.70503,1.40567,1.08377,0.61416,0.56979,0.21736
12.83777,13.58293,-2.13221,1.48259,0.36810,-0.38575,0.18958,0.89405
13.22401,13.85264,-1.20193,0.90601,1.18383,-0.15311,0.47708,-0.84232
12.59478,13.47080,-2.01893,1.27443,0.03004,-0.12268,-0.67785,0.34468
12.49816,13.56270,-1.43646,1.14462,0.36796,0.03803,0.15784,0.66362
12.68942,14.22671,-1.19687,1.30108,0.29031,-0.93620,-0.68692,0.94239
13.06573,13.28784,-0.01424,1.27447,0.48556,-0.88321,-0.61181,-0.83789
13.22681,13.73369,-2.08310,1.29787,0.42519,0.82772,-0.26671,0.66798
12.77989,13.85040,-0.32975,0.81302,0.27276,0.51848,0.34621,-0.29746
12.80140,13.43266,-0.82264,0.73884,0.62320,-0.65034,0.34718,0.08259
12.97769,13.24646,-1.37500,1.24965,0.99151,-0.41681,0.60024,-0.02126
12.79941,13.99844,-1.77463,1.02195,0.65880,0.86535,0.76914,-0.23977
12.59426,13.67194,-1.73240,0.70572,0.98036,-0.92086,0.05207,0.17506
12.58932,13.69793,-1.73486,1.01032,0.42799,0.61664,0.25576,0.16825
12.79988,13.57402,-1.96224,1.37175,1.14941,-0.11446,-0.36968,-0.37916
12.57149,13.87306,-1.98998,0.80131,0.62954,0.69721,0.04218,-0.06851
12.89149,13.25583,-1.65198,1.01823,1.29957,0.82133,-0.93504,0.25421
13.12116,13.71163,-1.42602,1.21220,1.46376,-0.40096,0.82673,-0.84433
12.61663,13.90037,-0.99391,0.78239,1.27628,-0.64010,0.32678,0.50478
12.72695,13.59515,-2.60914,1.33495,1.10431,0.52338,-0.12187,-0.83826
12.94628,13.71432,-2.15653,1.19887,0.63249,-0.60230,0.92180,-0.87782
12.52445,13.69992,-2.97863,0.97633,0.13211,0.93565,-0.67511,-0.36071
12.66330,13.45261,-2.87476,1.41240,0.36296,0.16374,0.80441,-0.73163
12.41902,13.31136,-2.45964,1.37505,0.38525,0.76392,-0.04190,0.82817
12.55476,13.61494,-1.35989,1.31527,0.73924,0.61651,0.36011,0.01061
12.94293,13.51442,-1.01885,1.37232,0.46946,-0.67842,0.36270,0.69842
13.19089,13.55235,-0.48137,0.88452,1.28002,0.76681,-0.29868,-0.56015
13.23170,13.77148,-2.74010,0.84618,0.78088,0.07617,-0.25794,-0.13756
13.22475,13.83226,-0.85478,1.09291,1.16401,0.69643,0.55135,-0.57165
12.51357,13.40329,-0.15051,1.35996,1.23103,-0.60767,-0.55247,0.80133
12.54509,13.99594,-2.35837,0.98336,0.57107,-0.61334,0.66747,0.72167
12.90851,13.99333,-2.44613,1.31276,1.18359,-0.35106,-0.22103,-0.18502
12.47871,13.76775,-0.24615,1.47105,1.32613,0.14437,0.49396,0.03067
13.04953,13.61876,-2.13905,1.22730,0.88004,-0.69501,-0.35797,0.29438
13.05948,14.16825,-0.89428,1.42472,0.76100,0.06000,-0.47233,0.03641
12.64961,13.33156,-1.35443,0.98861,0.40341,-0.21010,0.14631,-0.09566
12.57742,13.83800,-1.99224,0.80510,0.05859,-0.08322,0.58647,-0.30899
12.53490,13.44600,-0.54847,0.95773,1.12686,-0.31602,-0.85680,-0.02941
12.98166,13.66758,-0.80750,0.78229,0.63528,0.40120,-0.93706,-0.63743
12.53723,13.32193,-0.90396,1.07256,0.79992,0.63852,0.79115,0.16150
12.79231,14.00333,-0.08960,1.18997,1.34126,0.27700,-0.96413,0.57681
12.94163,13.37763,-0.96680,0.76654,0.06755,0.23247,0.07167,-0.87503
13.16032,13.89401,-1.76982,1.25318,0.57893,-0.31511,0.49757,-0.03050
13.23931,13.95986,-1.34434,1.07073,1.22332,0.28836,-0.19675,0.77497
12.76984,13.62313,-2.53970,0.92344,1.20938,-0.71239,0.52006,-0.01335
13.10125,13.39065,-2.43900,1.23860,0.09015,-0.68323,-0.79260,0.14854
13.14452,13.60728,-2.30542,0.82896,0.19185,-0.35232,0.34306,-0.84110
13.27002,13.43513,-1.63589,1.11968,0.55641,0.07933,-0.59096,-0.55434
12.85073,14.29147,-0.79918,1.17633,0.62871,-0.55972,0.17828,0.02692
12.49828,14.18069,-1.00197,1.47029,0.86452,0.08404,-0.39776,-0.08318
12.95579,13.98741,-1.96265,1.16077,1.30779,-0.98709,-0.65617,0.28339
12.61372,13.67643,-2.76998,1.47483,0.08447,0.50721,-0.25071,-0.23912
12.74421,14.02660,-0.02514,1.11920,1.35062,-0.48364,0.17791,0.82407
13.10634,13.78190,-0.91717,1.22204,0.66624,-0.09436,-0.89307,0.28687
13.05383,13.96906,-1.79428,1.39510,0.21957,-0.21996,0.99701,0.38892
13.07954,14.01773,-1.01296,1.16162,0.13608,0.10645,-0.92426,0.43936
12.88411,14.18387,-0.97590,1.17513,1.48547,-0.85371,-0.61260,-0.69485
12.40889,14.24343,-1.03269,1.03958,1.22032,-0.60186,-0.51154,0.07641
12.44799,13.94079,-2.38858,1.36052,0.98670,-0.03639,0.52589,-0.06966
12.74948,13.39378,-2.60541,1.00097,0.71599,-0.26575,-0.34455,0.94591
13.20594,13.90478,-1.56513,1.32252,0.31014,-0.85255,0.14248,-0.51813
13.13318,14.28856,-2.83346,1.35127,0.62235,0.54097,0.77440,-0.02821
12.49223,14.01815,-2.95282,0.85160,0.87264,0.21234,0.20150,0.77745
12.57485,13.54872,-0.31185,1.15233,0.57106,-0.46570,0.41626,-0.74670
13.14816,14.33878,-0.14839,1.14275,0.49419,0.88939,-0.63456,-0.45662
12.83426,14.37418,-2.07578,0.75493,0.89046,-0.32307,0.55999,-0.43387
13.13058,14.01026,-1.01313,1.44516,1.28768,0.88475,0.18878,0.34901
12.56280,13.28743,-2.34307,1.49829,0.56322,0.92750,-0.99786,-0.25909
12.86698,13.65427,-1.41156,0.79311,0.77586,-0.07711,-0.09436,-0.03705
12.89880,13.21630,-2.50014,1.45785,0.15555,-0.49796,-0.51562,-0.91325
12.90797,13.37546,-2.27721,0.92468,0.56819,0.38519,0.14716,-0.60525
13.06688,14.00648,-1.42278,0.88675,0.72032,0.48144,-0.15942,-0.51249
12.45478,13.56331,-1.68156,1.13904,0.61693,-0.35367,-0.51090,0.71969
12.42821,13.74110,-2.47482,0.95649,0.24078,-0.67290,0.83271,-0.67720
12.64180,14.02777,-2.61100,1.06521,0.14243,0.18075,-0.27743,0.02544
12.59116,13.51437,-2.53997,0.88868,0.48719,0.57268,0.33430,-0.50239
12.67583,14.06985,-0.97481,1.28837,1.19885,0.95840,-0.86496,-0.70982
13.21355,13.63491,-2.71534,0.88966,1.33235,-0.07101,0.82879,-0.34435
12.75914,13.88368,-2.75921,1.42265,0.31405,-0.53696,-0.11211,0.16104
12.71367,13.93534,-2.42133,1.14163,1.32460,-0.88407,-0.28092,0.49053
12.49476,13.89782,-0.03112,0.93351,0.90390,0.67700,-0.25613,-0.50805
12.51218,13.31936,-2.13098,0.85349,0.13539,0.04470,-0.81225,0.96556
12.44790,14.06215,-1.20459,1.10224,1.17114,-0.82143,-0.75661,0.45767
13.21336,13.48285,-2.93304,1.28618,0.01528,0.00749,-0.13533,-0.44641
12.63294,13.20405,-0.85065,1.28364,0.69498,0.41072,-0.65266,0.15347
12.86975,14.16959,-0.56476,1.17764,0.07064,0.64457,-0.22791,0.67281
12.66787,13.46689,-2.83011,0.91861,0.82170,-0.69848,-0.49992,0.45923
13.01669,13.34729,-2.58701,0.76594,1.43763,0.56656,-0.83294,0.71422
13.22303,13.43966,-1.18097,0.84947,0.49260,-0.40362,0.77112,-0.72697
13.04535,14.19661,-2.12093,1.25059,0.41225,0.59911,0.02096,0.22688
13.12654,13.44614,-0.44884,0.92356,0.88348,-0.52193,0.33359,-0.03514
12.99733,13.94713,-1.63102,0.81493,0.50346,-0.73587,0.33403,0.46405
12.90028,14.02637,-0.56520,1.20964,0.69133,-0.91948,-0.02584,-0.74136
13.10070,14.38915,-0.07930,1.27111,0.24963,-0.82992,0.24709,-0.48733
13.11797,13.93312,-0.11428,0.96961,1.15381,-0.39883,0.00437,0.60949
12.40245,14.32050,-2.51240,0.90818,1.36255,-0.53760,0.44673,-0.42376
12.69134,14.08053,-0.42953,1.14144,0.71612,0.31459,-0.80007,0.28841
13.16305,13.41608,-1.32207,1.43921,1.49469,0.61861,-0.03843,0.93297
13.26935,14.22512,-2.34892,1.02764,0.26299,-0.60551,-0.99425,0.08468
13.14587,14.15378,-2.58966,0.74283,0.58682,-0.03605,-0.67408,-0.42824
13.25759,13.37200,-1.22215,1.12908,0.17644,0.86889,0.02365,0.95455
13.24330,13.88458,-0.60947,1.16873,0.01872,0.11539,-0.19571,0.09986
12.80728,14.25904,-2.33498,0.85968,0.60032,-0.39477,0.51424,-0.56859
12.90709,13.87121,-0.25923,1.26570,0.68447,0.01288,0.07342,-0.47860
12.62214,14.03072,-0.53373,1.30507,0.42850,-0.45322,0.77315,-0.11646
13.27732,13.25372,-1.74398,0.75055,1.13611,-0.08236,0.61063,0.17685
