# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
13.08576,13.83984,-0.32465,0.83019,1.09137,-0.57204,-0.24799,-0.36423
12.68038,13.27820,-1.56236,1.48295,1.08371,0.58823,0.47061,-0.20316
13.20066,13.97780,-0.73360,0.82398,1.48960,0.22202,-0.12259,0.77667
12.82827,13.40884,-0.49385,1.32448,0.81443,0.54366,-0.82072,0.17907
12.52737,14.18892,-2.61441,1.01100,0.76150,0.92062,0.58781,-0.03150
13.19272,13.80539,-1.72679,0.93705,0.07987,-0.07043,0.39641,0.38475
12.98805,13.73542,-1.92640,0.70965,0.61816,-0.27828,0.73478,-0.41008
12.56988,14.22025,-2.98368,1.15059,0.14035,-0.08478,-0.29352,0.14095
13.10373,13.22339,-0.55603,1.12591,1.08002,0.17753,0.01578,0.74559
12.85599,14.04232,-0.58976,1.05431,0.57081,0.55235,-0.09532,0.60972
12.95450,14.02505,-2.42037,1.41246,0.85327,-0.76388,0.81468,-0.53045
12.54240,13.56253,-1.37091,1.19296,0.53984,-0.27788,-0.18228,0.05339
13.10988,14.38283,-0.51683,1.47988,0.77569,-0.98349,0.69292,0.50923
12.56770,13.79869,-2.27119,1.30543,0.22727,-0.50333,-0.54636,-0.71598
13.20192,14.35171,-0.14298,1.25847,0.49121,0.33759,-0.57479,0.17034
12.89541,14.05466,-2.78583,1.31489,1.48592,0.77129,0.71065,0.78452
12.51913,13.33328,-2.06762,1.41591,0.73223,-0.90237,0.95630,0.12792
13.07653,14.25202,-0.34736,1.21175,1.46825,0.89016,0.54559,0.95674
13.02481,13.74966,-1.56594,0.97217,0.48041,-0.08633,0.13799,-0.06298
12.78010,13.74102,-1.02630,1.49320,0.13426,0.32479,0.80301,-0.70951
12.61908,13.31761,-1.67341,0.74273,1.25588,-0.64559,0.98572,0.30633
12.50298,13.65122,-2.38486,1.10443,0.77385,-0.39062,0.17501,-0.19988
13.15713,13.26800,-0.12983,0.70353,0.41532,-0.48799,-0.39189,0.32426
12.59844,13.71866,-2.15892,0.82320,1.24024,0.53010,0.62142,0.55560
12.55178,13.34739,-2.06026,0.85433,0.22218,0.69919,-0.77575,-0.33979
13.23155,14.31634,-2.64319,1.00190,0.15919,0.90470,-0.86022,-0.14940
12.56125,13.91766,-1.36502,0.92518,0.76070,-0.92846,0.25345,0.03369
13.16031,13.91247,-2.21871,0.77520,1.06529,-0.23442,0.59870,0.79763
12.93560,13.78413,-2.66547,1.38155,1.31645,-0.08084,-0.55090,0.95710
12.48803,13.93417,-1.84641,1.47853,0.42537,-0.10785,0.17718,-0.95457
12.65181,13.96306,-2.32733,0.84893,1.35978,0.56282,0.91597,0.54534
12.97444,13.32851,-2.96041,0.72321,0.96103,-0.69428,0.57222,-0.96400
12.41453,13.21856,-2.45558,0.91980,0.50604,-0.84581,0.40925,-0.05769
13.00608,14.14104,-1.65243,1.46626,0.57463,-0.02876,0.25222,0.68906
12.74086,13.41839,-0.70473,0.92014,0.93829,0.34450,-0.34487,-0.72907
12.87315,13.88067,-1.69628,0.77624,1.17570,-0.60400,-0.63097,0.49085
13.22086,14.15472,-2.12547,0.90778,0.04316,-0.53995,0.49544,0.84150
12.40038,13.70551,-2.33538,1.48696,0.30142,-0.68022,-0.51417,-0.25585
12.94304,13.52435,-0.21655,0.90424,1.11975,-0.04798,-0.52880,0.16084
13.02317,13.31061,-1.95770,1.36028,0.92755,-0.00543,0.43493,-0.68039
12.53756,14.23271,-1.61552,1.11179,0.57350,0.64790,-0.46458,0.90217
12.89396,14.29566,-1.92664,0.81726,0.24058,0.02521,0.20630,-0.18239
13.24013,14.28920,-0.25925,1.22202,0.67930,-0.75578,-0.51402,0.94613
12.56538,14.10145,-2.31779,0.81105,1.24106,-0.39744,0.65127,0.74977
13.19090,13.83907,-2.40161,0.88377,1.22494,-0.60671,-0.95997,0.60729
12.48114,13.38960,-0.08981,1.18083,0.38934,0.62421,-0.73217,0.54899
12.73613,13.51348,-2.45656,0.86884,0.76191,0.92460,-0.45912,-0.51766
12.81351,13.80250,-2.69652,0.93762,0.31923,-0.07585,-0.58668,-0.70930
12.42497,13.38367,-0.76302,1.20919,1.42074,0.50359,-0.61886,-0.83210
12.92809,13.85876,-1.56639,1.28385,1.16618,0.35866,0.97673,0.88083
13.10901,13.94139,-0.34139,1.39589,0.53781,0.78967,0.10698,-0.87009
12.40289,13.29809,-2.34401,0.92210,0.82038,0.76472,-0.16090,-0.27185
12.63002,13.28660,-1.58444,1.46062,1.38750,-0.17353,-0.20564,0.13751
12.79850,14.26967,-1.55713,1.05631,0.92299,-0.59157,0.26179,-0.77647
12.79275,14.13992,-1.37671,0.88501,0.56293,-0.46350,-0.27136,-0.66584
12.65926,13.25795,-0.78813,1.44428,1.31520,0.69108,0.43823,-0.28524
12.71828,13.53236,-1.39666,0.88911,0.80146,-0.60148,0.83908,-0.54123
13.11726,13.40308,-0.38339,0.83237,1.06115,-0.52018,-0.23011,0.13240
12.85191,13.28680,-2.70499,1.47475,0.23111,0.14096,0.09161,-0.86868
12.86933,14.22426,-2.30352,1.02326,1.45349,0.03114,0.30891,-0.36117
12.91094,13.61246,-0.77343,1.05625,0.87452,-0.92178,0.37826,-0.13339
13.26871,14.24971,-2.27648,0.92701,0.53080,-0.09197,0.22192,-0.76848
12.65486,13.23552,-2.29064,1.39371,0.64302,0.14448,-0.72725,-0.37020
13.14359,13.96986,-2.25362,0.70682,0.35975,0.30723,0.90896,0.41288
12.55003,14.25250,-0.73819,1.33740,0.48062,0.82896,-0.55382,0.26684
12.93842,13.91254,-1.34742,1.42752,0.07184,0.80262,-0.97120,-0.63425
12.79597,13.74495,-0.36136,1.44556,0.69176,-0.26240,-0.01183,0.05839
12.92147,14.34366,-0.67617,1.11078,1.18498,0.03584,-0.59914,0.39628
12.96341,13.25600,-2.09618,0.71467,0.13582,-0.24166,0.46328,-0.62027
13.03863,14.19984,-1.17740,1.20479,1.45058,-0.10373,-0.96862,-0.79115
12.77664,14.24055,-0.35756,0.96129,0.46328,0.36420,-0.24440,0.65545
12.84330,13.71109,-0.18023,0.85106,1.49561,-0.52690,0.63791,0.28643
12.41833,13.21795,-1.96326,0.84465,0.45110,-0.76707,0.46923,-0.14087
13.17705,13.55375,-2.15573,1.19453,0.91171,0.55890,0.38867,-0.13574
12.64344,14.26476,-2.72993,0.75692,1.31759,-0.01554,-0.67201,0.11227
12.77473,14.25107,-2.54698,0.84479,1.04288,-0.11933,0.93289,-0.56938
12.99456,13.86758,-0.26033,0.87286,0.94351,-0.90217,0.83266,-0.26736
12.99955,14.06930,-1.37432,1.43992,1.11321,-0.05907,-0.39972,-0.53973
12.83627,13.21204,-0.38980,1.38708,0.93649,0.61640,-0.89747,-0.75898
12.52146,13.84738,-2.36083,0.93984,1.12694,-0.93888,-0.04154,-0.22847
12.94672,14.38777,-2.72672,1.29327,0.07030,-0.11902,0.64045,0.05588
12.60008,13.31098,-0.71352,1.45078,0.27824,-0.22254,0.54780,0.22068
12.44075,14.21076,-0.95706,1.09005,0.36245,0.36312,0.99139,0.07868
12.45094,14.38730,-1.81145,1.37574,1.18875,0.91741,-0.10737,-0.96806
12.66921,14.28470,-0.34543,1.04635,1.19976,-0.96849,-0.28498,-0.43945
12.81852,13.89719,-1.26296,1.35904,0.67694,0.97148,-0.41559,0.00668
12.44280,13.97121,-0.03065,1.25810,0.81215,-0.06155,-0.57691,-0.95039
12.59132,13.22185,-2.98698,0.88441,1.11391,-0.53900,-0.51890,0.56112
12.47283,13.79867,-1.97256,0.92263,0.68677,-0.26631,0.81744,-0.37370
12.76496,13.59293,-0.52412,1.46788,0.39143,0.04374,0.31182,0.97473
12.79089,13.40406,-1.97371,1.01308,0.47150,0.64068,-0.80096,-0.46168
12.42413,13.92242,-0.43405,0.74446,0.27947,0.07742,0.28309,-0.51215
12.48830,13.79237,-1.22117,0.78430,1.29196,-0.62230,0.95120,0.49951
12.63051,14.33279,-1.44394,0.83627,0.39710,-0.60992,0.33210,0.11027
12.61018,13.78943,-0.40878,1.23010,0.00633,0.74030,-0.81262,-0.48255
13.14377,14.02646,-0.73490,1.07624,0.05710,0.47185,-0.71856,0.15678
13.00764,14.01714,-0.91077,0.89068,0.76979,-0.61338,0.73518,-0.64680
13.09984,13.84336,-1.14843,1.49860,1.41322,0.43830,0.21497,-0.01777
12.90917,13.42575,-1.38962,1.44817,1.25941,-0.34548,0.66374,-0.16851
12.64702,14.31081,-2.17350,1.47908,1.19337,0.76083,-0.32659,0.57018
13.24726,13.24932,-2.04075,1.38779,1.00299,-0.59048,-0.30925,0.33631
13.02730,14.25325,-1.85286,1.19060,0.16592,-0.48508,0.31937,0.39540
12.46147,13.70327,-2.95044,0.70481,0.56158,-0.29260,-0.86623,-0.24399
12.73146,13.96449,-1.79544,1.41724,0.10844,-0.93965,0.75040,0.96803
13.29767,13.39247,-1.14675,1.10496,0.13481,0.75822,-0.52240,0.20690
12.45552,14.33525,-2.11952,1.38313,0.12856,0.65963,0.36739,-0.53712
12.48583,13.99841,-1.23026,0.79198,1.09507,0.53930,-0.02952,0.15447
13.06838,13.76879,-0.38807,0.82474,0.38497,-0.09389,0.26899,-0.31691
13.20649,13.25147,-0.51759,0.92307,1.37683,0.67486,-0.30439,-0.64179
12.64572,13.77099,-1.98438,1.17631,1.21297,-0.27606,0.13355,0.91554
12.73656,14.13822,-0.56614,1.25784,0.05230,-0.23243,0.16360,0.55737
12.77982,14.30726,-0.27440,1.39498,0.38305,0.93936,0.29712,0.25035
12.46819,13.32111,-2.49894,1.04892,0.81458,0.84290,0.20935,0.37232
13.04888,13.99242,-1.26245,1.21773,1.40535,0.19978,-0.13561,-0.88681
12.80294,13.43076,-1.46010,0.82705,1.09492,0.14079,0.39029,-0.19395
12.56436,14.30163,-2.25042,0.88096,0.64847,-0.12754,-0.76423,-0.04169
12.70872,13.30825,-0.18789,0.86683,0.91634,-0.62002,0.94191,-0.94033
12.85012,14.31836,-1.07790,1.49993,1.04537,-0.64506,0.53355,0.43128
13.16548,13.70769,-2.27714,0.86751,0.37895,-0.25092,0.81152,-0.87048
12.99413,14.34243,-0.57877,1.17940,0.10485,0.14347,0.91151,-0.62973
13.15210,13.57860,-0.33228,0.86003,0.34012,-0.50899,0.52516,0.37296
13.00499,13.92845,-2.24777,1.42769,1.22420,0.37612,0.71693,0.79859
