# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.85907,14.15113,-0.01088,0.89812,0.30444,0.00323,-0.01140,0.54183
12.95663,13.61999,-0.41607,0.83913,1.41904,-0.35533,-0.58553,0.54562
12.85502,14.22591,-2.62780,1.06549,1.26418,-0.81100,0.66445,-0.57339
13.25311,13.38897,-2.99742,1.46702,1.00255,-0.59782,0.61090,-0.93728
13.16409,13.56379,-2.53993,1.12517,1.01681,0.80008,-0.18561,0.26399
12.49424,14.07337,-0.13473,1.32195,1.36684,-0.17981,-0.07553,-0.52113
13.04079,13.77127,-2.71813,0.93710,1.32433,-0.87792,0.03638,0.72951
12.69241,14.25485,-0.08976,1.15933,0.15983,0.12884,0.86397,0.89504
13.01929,13.43527,-0.31644,0.75181,0.05317,-0.88302,-0.27268,-0.29360
13.29978,13.25192,-0.81124,1.15398,0.83568,0.56944,0.38855,-0.88270
13.26518,13.69131,-0.31244,0.92737,1.17548,-0.34791,-0.36118,-0.46960
13.20944,14.01682,-2.35725,1.41374,0.57077,-0.86277,0.82558,0.87725
13.21780,13.55789,-0.80574,0.72481,0.44433,-0.75355,0.42645,-0.84114
13.13263,13.73876,-2.39216,0.77284,1.11907,-0.62285,-0.59630,0.06465
12.61269,13.57198,-1.80188,0.77016,1.00796,0.11263,0.14692,-0.23199
12.40206,14.03251,-0.89187,1.19020,0.98783,-0.22840,0.71669,-0.30776
13.27268,13.30147,-0.26188,1.05769,1.12866,-0.78105,0.72197,0.98611
12.87262,13.33738,-0.57971,1.49746,0.41952,0.91042,0.20106,0.43029
12.49284,13.30595,-1.15427,0.70686,1.42962,0.35047,-0.30281,-0.60049
13.28469,14.13394,-1.06700,0.80265,1.24791,0.92471,-0.17127,0.28446
12.89771,13.89977,-0.25574,1.39638,0.69894,-0.81623,-0.02378,0.42601
12.51180,14.28577,-0.81884,0.85013,0.91571,0.09463,0.37062,0.67123
12.99068,13.79301,-1.57636,1.44403,0.41945,0.96494,-0.21070,-0.80324
12.90358,13.89715,-0.16219,1.33259,1.33319,0.74046,0.85984,-0.82525
12.61711,13.82978,-0.18569,0.77312,0.36146,-0.81400,-0.45249,0.19535
12.66688,13.82304,-0.91473,0.92495,0.28279,0.14701,0.50094,-0.73217
13.27255,13.63875,-2.30676,1.40540,0.44916,0.58076,0.73964,-0.10563
13.00356,13.35123,-2.19545,1.29357,0.40133,0.95964,0.03162,-0.14080
13.09133,14.08768,-1.95503,1.26727,0.31746,0.98598,-0.63298,-0.51405
13.02812,13.22701,-1.28334,1.01378,1.35482,-0.24366,0.87121,-0.87561
13.25319,13.97466,-2.53184,0.72042,1.30677,0.75637,-0.37535,-0.44623
12.47466,14.25079,-0.47355,1.25782,0.75826,-0.53252,0.14882,-0.32504
12.41835,14.13678,-1.49842,1.17568,0.85521,-0.64167,-0.34557,0.63044
12.52302,13.26703,-0.35163,1.40339,0.72868,-0.02252,0.60301,0.07062
13.26581,13.71909,-0.23211,0.88500,0.76434,0.88573,0.89427,0.58539
12.92591,13.86149,-0.48197,1.15213,0.77352,0.12722,0.90173,0.12581
12.73001,14.32507,-1.76265,1.09884,0.42133,0.31262,-0.82686,-0.40146
13.26261,14.30244,-1.25236,1.25649,1.00046,-0.14987,-0.78204,-0.59411
12.78529,13.73143,-2.36502,1.26022,0.83280,0.79084,0.15906,0.46005
13.01564,14.10400,-0.88226,1.14990,0.58663,-0.38513,-0.04715,-0.62506
13.09500,13.74321,-1.80516,1.28629,1.29183,-0.09851,-0.56641,-0.16478
12.61940,13.47361,-0.90399,0.74586,1.27571,-0.73711,0.14889,-0.05670
12.94525,14.05503,-0.67636,0.81279,1.45471,-0.43701,-0.44461,0.76830
12.53167,13.55512,-0.16430,0.76130,0.79657,-0.18970,-0.74925,0.73326
13.21538,14.20541,-0.22547,1.13614,1.34216,-0.83438,-0.23640,-0.60946
12.78446,13.32939,-0.06231,1.33476,1.28064,-0.85252,0.63140,0.77307
12.98383,13.32940,-2.73892,1.04999,1.03172,0.24600,0.74744,-0.71751
12.41431,13.53559,-2.89136,1.06965,1.07926,-0.92345,0.52541,-0.40124
12.59383,13.92995,-0.81785,1.08033,0.39329,-0.51863,-0.90466,0.31333
12.62164,13.49598,-1.49363,1.43286,0.29486,0.12363,-0.80561,0.75093
13.20445,13.98969,-2.51149,0.79939,0.06484,0.68414,-0.21850,0.71281
12.90663,14.24537,-2.48731,1.07194,1.01930,0.65075,-0.23378,0.80746
13.17503,13.35774,-2.42246,0.85143,0.66269,-0.30818,-0.82321,0.73871
12.58598,13.28109,-2.51597,0.90107,0.17194,-0.98529,0.45438,-0.96151
12.88547,14.30021,-2.08810,1.43120,0.60758,0.38886,0.36558,-0.67530
12.95449,14.29904,-2.97261,1.31066,1.02487,0.55383,0.78290,-0.06595
12.42137,13.90084,-2.43375,0.72531,0.57149,-0.80797,-0.87708,0.21683
12.87872,14.05566,-0.51276,0.72155,0.06516,-0.52132,-0.55065,0.97590
12.46658,13.60838,-1.88247,1.13379,1.15632,0.15134,-0.72982,0.80421
13.27116,13.66626,-1.75950,1.44986,0.40106,-0.27723,-0.43618,0.64532
12.68701,14.01341,-1.90309,1.33580,1.16413,-0.59507,-0.10201,0.31874
13.11306,14.24676,-1.35627,0.73312,1.35794,0.60111,-0.48352,0.55186
13.02986,13.27927,-1.10468,0.90367,0.18013,-0.57167,0.21298,-0.29714
