# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.80707,13.66433,-2.41876,1.03204,0.93646,-0.45479,-0.80212,-0.52193
12.69675,14.34495,-0.00002,1.42856,1.26222,0.64086,0.52774,0.83700
12.49135,13.73523,-1.92410,1.39967,1.18824,0.85152,-0.86667,0.81556
12.43731,13.87747,-0.61279,1.46162,1.16607,0.13940,-0.83024,0.38374
12.66849,14.12748,-1.62936,1.09898,0.59530,-0.51806,0.90762,0.20705
13.22319,14.19263,-0.08294,1.38564,0.00357,0.93858,0.00333,-0.85540
12.65035,13.64659,-2.64660,1.46556,0.40974,-0.60917,0.60112,0.54110
13.13175,13.20645,-1.25307,0.81095,1.46384,-0.48219,0.22416,-0.13411
12.40163,13.91409,-2.92148,1.15253,1.36785,0.63341,0.55565,0.69859
12.50647,13.92612,-1.53191,1.25747,0.36298,0.60477,-0.41985,-0.61850
12.78991,14.02175,-2.70373,0.77256,0.36162,-0.42723,-0.72043,0.36171
12.54192,13.24451,-2.23545,1.47342,0.90999,-0.35678,0.56988,0.56502
13.19859,13.86497,-0.38186,0.96720,0.65613,0.39418,-0.27078,-0.15292
12.72893,13.61079,-1.26837,1.06538,1.05979,-0.10729,-0.99550,0.56769
12.44627,13.84299,-1.86516,0.94534,0.06399,-0.46226,0.69142,-0.53314
12.69768,14.05378,-2.67227,1.12248,0.25769,-0.41528,-0.83833,-0.64921
12.97112,13.84646,-1.38677,1.42973,0.20485,0.70070,-0.47878,-0.27552
12.63121,13.55471,-2.06951,0.81268,0.19320,0.76408,0.21938,0.52032
12.40362,13.94563,-1.35502,1.48197,1.11507,0.32311,0.01742,-0.62038
13.26435,14.22023,-1.12424,0.70947,0.26243,0.41270,-0.28789,-0.04613
13.28097,13.71564,-1.59167,0.75380,0.01166,0.25344,-0.28285,-0.26005
12.48284,13.37219,-2.47586,1.27888,1.12541,0.06195,-0.92890,0.64793
12.82596,13.90876,-0.54761,1.18212,0.74992,-0.30713,0.36001,0.88962
13.03136,13.79872,-2.35820,0.85664,0.71300,0.24203,-0.10527,0.14182
12.85324,13.71666,-2.45906,0.93636,0.27913,-0.12841,0.76736,-0.37324
12.96556,14.03572,-1.89204,0.77270,0.01634,-0.74072,-0.33256,-0.20415
12.40655,14.00850,-2.32741,0.72126,0.85763,-0.15019,-0.83915,0.28608
12.47323,14.14050,-0.32573,0.76314,1.00253,0.62413,-0.40900,0.16954
12.72792,13.64527,-2.38786,1.42988,0.23711,-0.67990,0.17521,0.27338
12.74767,13.59785,-0.50216,1.14756,0.51681,-0.20789,0.58942,0.10311
12.45828,13.38128,-1.60424,1.13138,0.73950,-0.44941,0.60775,-0.79382
12.79911,13.78110,-0.76057,0.75432,0.59544,-0.00234,-0.68595,-0.90078
12.45584,13.67052,-0.77985,0.71284,0.58302,-0.56581,0.60085,0.10210
13.19170,13.67434,-1.94619,1.42711,0.32858,-0.93189,0.15653,-0.82224
12.61288,13.26240,-0.33813,0.76839,0.73096,0.01666,-0.82508,-0.26706
12.73014,14.20977,-2.26680,1.35154,1.32834,0.63158,-0.05220,0.33280
13.02764,14.22739,-2.78072,1.34764,0.90065,0.36123,-0.34927,-0.99341
12.94390,13.57033,-2.89677,1.33505,0.19613,0.94677,-0.78097,-0.06262
12.81846,13.76823,-0.78864,1.30139,0.30031,-0.04382,-0.84641,-0.80135
12.67575,13.93410,-1.29720,1.03749,0.92179,0.59635,-0.73502,-0.33126
12.75644,14.21444,-1.62514,1.26035,0.76057,0.72254,-0.51478,0.74118
12.67075,13.60625,-0.54326,0.93166,0.23360,-0.03539,-0.77365,0.46022
12.78616,14.37967,-2.44832,0.89134,1.42120,-0.64995,-0.81646,0.85802
13.09522,14.05110,-0.23664,1.24286,1.07666,-0.75055,-0.81671,0.45349
12.41186,14.22216,-1.44010,1.20471,0.55328,0.07561,-0.23044,-0.05065
12.44339,13.37216,-1.14684,1.00106,1.13650,0.39556,-0.65416,-0.10342
12.71764,14.38448,-1.97162,0.72709,0.81876,-0.16223,0.45866,-0.78244
