# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.56456,13.58026,-0.42892,0.81301,0.01587,0.57344,-0.42148,0.15652
12.87504,13.71348,-2.73788,1.35125,1.05840,0.31366,-0.93982,0.76831
12.81349,13.98555,-0.54387,1.35312,1.05551,-0.28886,-0.94416,0.78954
13.22779,13.84605,-2.71191,0.92031,1.45362,-0.01478,0.29795,0.92421
12.55190,13.85637,-2.69757,0.71642,1.42172,-0.58522,0.16732,0.85522
13.23490,13.26025,-0.71250,1.11205,0.90632,0.33288,-0.44314,0.93541
12.41033,13.59707,-1.41994,0.94627,1.13582,-0.96194,-0.12768,0.80271
13.29781,13.48407,-2.82076,1.35977,0.38160,-0.86772,-0.95255,0.77547
13.24060,13.87912,-0.31030,1.46099,0.58185,0.31746,0.40517,-0.36774
13.23828,14.38050,-0.72684,1.39102,0.65823,0.56988,0.26001,0.84829
13.07691,14.20396,-2.87945,0.89687,1.08500,0.84840,-0.13624,0.11904
13.08546,13.73469,-1.26415,0.84612,1.42372,0.21459,0.51092,-0.85661
12.88474,13.53936,-1.13319,1.06143,0.19525,0.51839,0.76957,-0.34708
12.79133,13.39046,-2.44814,1.33901,0.50793,0.81847,-0.22293,0.28597
12.83795,13.65021,-2.50671,1.27657,0.21890,-0.28197,0.32193,-0.22516
13.11937,13.64439,-0.96755,0.82909,0.93046,-0.68068,-0.31177,-0.35278
12.83419,14.06689,-1.00027,0.94051,0.11369,-0.76893,0.80479,-0.69594
13.00494,13.67824,-1.48834,0.99874,0.29055,-0.03678,-0.42732,0.62939
12.42112,13.43183,-1.27941,1.23000,1.45652,0.76951,0.83982,0.40893
12.61487,13.78411,-1.08120,0.81251,0.37877,-0.14771,-0.22081,0.49113
13.29690,13.58614,-2.20914,1.39599,0.31262,-0.83011,0.22326,-0.00473
13.09155,14.25123,-1.86432,0.81615,0.06760,-0.13008,-0.99725,-0.61040
12.69186,14.10540,-1.72949,1.35864,0.38267,0.50567,-0.49919,0.75549
12.94508,14.26794,-0.59925,1.37865,0.40149,-0.58513,0.44860,-0.31711
12.94744,13.60705,-1.01550,1.40343,0.44614,-0.52980,0.89243,-0.22083
12.98448,14.38526,-1.20113,1.34265,0.89486,-0.11304,0.21410,0.50102
13.14007,13.55721,-0.32401,0.88583,1.44019,0.51012,-0.88443,0.62657
13.23989,13.39473,-1.57910,0.89697,0.47438,0.05297,-0.33769,0.30485
12.79514,13.67516,-0.72154,0.85948,1.49909,0.21623,0.76337,-0.28502
13.20078,13.33485,-2.65693,1.13554,0.71604,-0.67940,0.93195,-0.36416
13.29351,14.24475,-0.71307,0.77852,1.26655,-0.08767,0.83712,0.47456
13.00558,13.95843,-2.98414,1.11532,0.04080,-0.93912,-0.16955,0.26674
13.26828,14.04871,-1.92278,0.72927,0.27400,0.25802,-0.71255,0.17166
12.76382,14.27539,-2.97291,1.28773,0.78871,-0.46325,-0.78220,0.15864
12.62465,14.02562,-0.92039,0.75348,0.20190,-0.05142,-0.89236,0.43709
13.12666,13.88330,-0.75704,1.42935,1.43497,0.46985,-0.40498,0.34433
12.70456,13.21029,-0.34958,0.98304,0.13332,-0.44430,-0.82051,0.70587
13.24009,13.35289,-0.82965,1.32123,1.08313,0.92088,-0.40247,0.68234
13.14772,13.30995,-1.11719,0.82972,0.73852,-0.55027,-0.67183,-0.23643
12.80025,13.92970,-0.02214,1.42470,1.45240,-0.44176,-0.92983,-0.80952
12.88684,14.08616,-1.96093,0.78980,0.99516,0.54509,-0.95329,-0.73468
12.70977,13.28293,-0.93128,1.25799,0.09757,-0.83105,-0.93171,-0.16878
13.25694,14.08691,-2.66212,1.30173,0.00089,0.82062,-0.83366,-0.44996
12.47594,13.81091,-1.27335,0.75379,0.99834,0.52292,-0.49166,-0.80367
12.90749,13.85564,-2.86960,1.35883,0.32840,-0.35382,0.28733,0.18886
13.04835,13.57979,-1.43740,1.17978,0.43793,-0.64022,-0.11585,0.33801
12.88329,14.06250,-2.13536,1.40895,0.94122,-0.58598,0.96112,-0.10281
13.07732,13.39964,-1.61829,0.82423,0.09359,-0.68745,-0.67287,-0.98822
13.05124,14.23631,-2.46124,0.72384,0.35477,0.55501,-0.32979,0.22129
12.58634,14.23116,-0.94454,1.10820,1.33581,0.72433,-0.85279,0.66476
13.14376,14.12127,-1.49495,0.87388,0.98043,0.33568,-0.41881,0.87979
13.08876,13.98821,-2.46224,1.27018,0.54680,-0.74946,-0.07764,-0.40696
13.12797,13.39142,-2.88454,1.35445,0.45000,0.72398,-0.08847,0.76441
12.81775,14.18536,-1.74762,1.26705,0.12877,0.78090,0.20991,0.56546
13.19015,13.99635,-2.50533,1.36579,0.54349,0.50310,0.69864,0.67565
12.42266,14.00865,-0.59720,1.01286,1.41743,-0.16439,-0.77597,-0.80731
13.06143,13.92734,-0.66652,1.32351,0.97361,0.72088,-0.72029,-0.85202
13.16244,13.99108,-0.78387,1.06089,0.00003,-0.27875,-0.84148,-0.02721
12.80571,13.24230,-1.47229,1.00792,0.26965,0.05442,0.39880,-0.85847
13.10018,13.95729,-0.04786,0.83810,0.76438,0.35880,-0.96351,0.63867
13.09806,14.32528,-2.90377,1.48355,1.10721,-0.99614,0.16068,0.10345
12.44221,14.20741,-0.50547,0.89967,1.02613,-0.77953,-0.94526,0.41808
12.40531,14.24356,-0.82612,1.34608,0.22081,0.60596,0.85304,-0.44310
12.67667,14.00304,-0.64273,1.13865,1.20204,0.24816,-0.63497,0.49432
12.88458,13.36559,-1.69802,0.99530,0.52871,-0.92191,0.68301,0.63845
12.40104,14.22181,-0.30268,1.05118,1.28874,0.88498,-0.87187,-0.40205
12.69737,13.74107,-2.17676,1.21976,1.02345,-0.91473,-0.10494,0.94654
13.04019,13.75887,-1.31033,1.19907,0.04634,0.99735,0.55459,0.51766
12.56912,13.63717,-2.71378,1.43413,0.74282,0.18726,-0.57258,0.44026
12.97728,13.33793,-0.89417,1.09460,1.26352,0.23451,-0.23304,0.77671
12.59418,13.84387,-0.22174,0.72783,1.10909,-0.86840,-0.20378,0.72766
13.25940,14.13787,-2.44767,1.13517,0.27832,-0.66443,-0.40953,0.86337
12.95731,13.29612,-1.88265,1.48658,0.86580,-0.01890,0.64325,-0.27494
12.44003,13.67790,-0.60536,0.81189,0.22547,-0.30745,0.59711,0.42686
12.62585,14.07907,-1.79483,0.92704,0.71502,0.22197,0.32855,-0.69260
13.27934,14.16419,-1.45740,0.79721,0.81755,0.55874,0.35683,-0.58702
13.00066,14.01379,-1.69277,0.78582,1.47137,-0.46902,-0.79074,-0.48135
13.08107,13.49661,-0.04405,1.09117,1.13804,-0.24932,-0.74062,0.00164
13.22447,14.33699,-1.54735,0.93564,0.93698,-0.70216,0.25025,-0.33927
12.93897,14.31767,-2.28812,0.75425,1.20658,0.81208,0.09326,0.01383
12.73042,14.12402,-0.27867,0.87015,1.06384,-0.95995,0.50027,0.77328
13.27493,14.01365,-2.17450,1.33264,1.27574,0.79334,0.25813,-0.61136
12.65066,13.97333,-1.47339,1.01354,0.09551,-0.82128,0.03722,0.40327
12.50686,13.79966,-1.75545,1.22639,0.49999,-0.99792,-0.05540,0.45174
12.89745,13.97006,-1.62249,0.87248,1.26610,-0.40655,-0.34259,-0.43816
12.65744,13.57201,-2.00667,1.01432,0.67638,0.02814,-0.82664,0.12000
13.10396,13.76522,-1.04374,1.13643,0.14389,-0.21257,0.85900,0.09029
13.03855,14.15449,-1.72410,0.78355,0.97205,-0.54569,0.29992,-0.99790
12.74852,14.17656,-2.94550,1.38788,0.78644,-0.79309,0.27841,0.62244
12.64708,14.27193,-0.58456,1.47826,0.71463,0.19964,-0.90780,-0.71495
13.27805,14.17368,-0.45165,0.78954,0.06000,-0.97836,-0.60685,-0.54625
12.75510,13.82853,-0.90522,1.02520,0.34508,0.78826,-0.33370,0.40676
12.55431,13.30461,-0.85857,1.38129,0.79291,0.22840,-0.58876,-0.52423
12.71328,14.22335,-2.34712,1.14734,0.30377,0.21255,-0.49487,0.36943
12.90419,13.40814,-0.01097,1.01418,1.05956,0.80457,-0.01911,0.72046
12.97227,13.45915,-1.33707,1.41624,0.54692,-0.65960,0.05148,0.56035
12.72926,13.35506,-1.72541,0.97760,0.28714,0.77298,-0.27483,0.68265
12.83644,13.30815,-2.57128,1.36503,0.79979,0.76149,0.00581,-0.03922
12.52582,13.97853,-1.93301,0.86170,0.80671,0.69894,-0.53607,-0.96399
12.83425,13.37683,-1.83797,1.24038,1.01639,-0.66749,0.67282,0.92644
12.63286,13.67917,-2.16287,0.99847,0.48049,0.07028,0.61562,-0.72685
12.68657,13.98219,-2.50045,0.70256,1.11830,-0.25047,-0.19404,0.93794
12.62472,13.40189,-2.45018,0.93750,0.90465,-0.17553,0.00820,-0.02162
13.11374,13.87483,-0.25309,0.74583,0.58933,0.74514,-0.64773,-0.36870
12.96581,14.26285,-2.26624,1.25039,1.07864,-0.67429,0.51915,-0.91261
12.88943,13.54466,-2.61512,1.31226,0.56766,0.21249,0.51397,-0.28306
12.47586,13.71450,-1.15052,0.88702,0.80104,0.73863,-0.50891,-0.26367
12.70591,14.14564,-2.91343,1.21114,0.92989,-0.58481,-0.27786,0.85837
12.74569,13.83552,-0.62006,1.31005,0.06202,0.05680,0.34752,0.79320
12.47593,13.83726,-1.36368,0.74893,1.09831,0.62507,0.58226,0.39670
12.76627,13.69028,-1.22475,0.78513,0.49151,0.77952,-0.84011,-0.05006
13.26951,14.11315,-0.66578,1.48504,0.48442,0.96172,-0.34579,-0.43302
12.98059,14.36405,-1.92489,1.03318,0.94881,-0.72156,0.58977,0.29052
13.14507,13.73671,-0.69740,0.70045,0.42688,-0.30211,-0.97911,-0.17495
13.16113,13.27413,-0.65487,1.24389,1.40774,-0.13940,-0.40074,-0.40571
12.66733,14.16184,-2.98168,1.10415,1.03472,0.80970,-0.52004,-0.55755
12.77467,14.11523,-0.51400,0.71128,0.69103,-0.47677,-0.50791,0.21916
12.43972,13.53509,-2.09820,1.04346,0.70711,-0.77501,-0.73072,0.37054
12.69595,13.89009,-1.57858,0.85908,0.40494,-0.89253,0.07593,-0.55445
12.63863,14.00260,-2.68903,1.41401,0.18291,-0.22554,-0.36263,-0.27351
12.75706,13.40846,-2.98060,1.31614,1.38505,0.71576,0.80312,-0.71081
13.09508,13.36142,-0.68859,0.71867,1.08492,-0.13273,0.34702,-0.49040
12.61983,13.58269,-2.87745,0.97686,1.31188,-0.95982,0.23025,0.72682
12.73180,14.27310,-0.01182,1.19560,0.14373,-0.59415,-0.87341,0.74846
13.13116,14.26187,-0.43891,1.01407,0.97382,-0.27919,0.31449,0.92582
12.73340,14.33223,-1.58286,0.80945,0.22941,0.59657,-0.62557,-0.47645
12.98698,13.86225,-1.83976,0.85593,0.32706,0.42974,-0.78982,0.24005
12.77106,13.76387,-1.14085,1.00830,0.40033,0.33393,0.84750,0.97875
12.50369,13.45268,-2.14150,0.74673,0.87316,-0.12875,0.60569,0.70790
12.42461,14.37698,-2.99446,0.70161,0.56308,0.22930,0.28099,-0.01164
12.52523,13.25397,-2.05278,0.84297,0.94992,-0.53711,0.60978,-0.20030
12.47744,13.50571,-2.80646,1.08243,0.22202,0.71148,0.79457,-0.38065
12.95595,14.11300,-2.73626,1.15481,0.47070,-0.22519,-0.31008,0.49014
12.59837,13.68253,-1.74587,1.21844,0.25527,0.38069,0.06141,-0.53196
13.26338,14.04304,-2.28164,0.89526,0.15529,0.57074,-0.07567,-0.57537
13.28638,13.38539,-2.28505,0.89417,0.73573,0.70513,0.26384,-0.75671
12.85507,13.40834,-0.44314,0.74304,1.04251,-0.68492,-0.68220,0.70950
13.03735,13.37330,-2.49580,0.70124,0.01470,-0.15274,-0.63487,0.60110
12.40549,13.88614,-0.01879,0.86658,0.14877,0.20513,0.16697,0.14676
12.64036,13.41114,-2.63736,1.47321,0.43037,0.54386,0.22439,0.68819
12.81631,13.72758,-2.89015,0.77796,0.70456,-0.32048,0.36149,0.15160
13.13675,13.35868,-1.45039,0.93280,0.52680,0.16759,-0.76202,0.67284
12.95155,13.90268,-0.47043,0.78537,0.13521,0.38175,0.02116,0.57734
12.90766,13.84052,-1.66870,0.85553,0.87697,0.60958,0.88141,0.83036
12.97651,14.07320,-0.24741,1.35999,0.65724,-0.25703,-0.35244,0.30377
13.09564,13.38274,-1.36323,1.20922,0.69922,0.65197,0.88299,0.65327
13.24115,14.23873,-0.04357,1.25114,1.34085,-0.66394,-0.71012,0.58443
13.05019,14.31899,-0.65452,1.02877,0.14514,0.98417,-0.78333,-0.60234
12.90115,13.60607,-1.71531,0.92935,1.15462,0.21869,-0.29396,-0.30165
12.84601,13.62772,-0.10757,0.73731,0.62098,-0.17463,0.27103,0.71914
12.63119,13.67399,-1.36297,1.45033,0.02830,-0.94866,0.41937,-0.98316
13.24024,14.27696,-2.75161,1.12343,1.28903,-0.57954,0.03367,-0.54643
13.11943,13.47650,-1.62355,0.98457,0.98295,-0.86712,-0.33064,-0.15433
12.72845,14.29763,-0.32985,0.86601,0.69424,0.27253,0.88783,-0.61231
12.73353,14.31406,-0.73333,1.26155,0.80173,-0.59863,-0.76482,0.05405
12.92674,13.81666,-0.28939,1.39389,0.87661,0.66056,-0.53219,-0.64553
12.69867,14.14380,-0.26834,1.38916,0.31934,0.76775,-0.07501,-0.63149
12.67389,14.15521,-2.22928,0.71710,1.09673,-0.10258,-0.16297,-0.15110
12.47355,13.82714,-0.84788,1.48845,0.47059,0.17088,-0.05509,-0.69804
13.03760,13.33409,-1.66675,0.70515,0.46761,0.29694,0.75215,-0.25785
12.40602,13.87312,-2.40764,0.81564,1.25281,0.80352,0.31796,-0.72008
12.72700,13.73324,-2.36303,1.38415,1.17931,-0.13147,0.34937,0.29951
12.66622,13.25560,-0.05130,0.86256,1.14449,0.87071,-0.04945,-0.31119
12.79033,13.27839,-0.14579,0.92409,0.86518,0.81561,-0.70206,-0.31436
12.80631,13.42571,-1.50191,1.25092,0.27207,0.35729,-0.43871,-0.84675
13.01194,13.55691,-1.72189,1.36836,1.17138,-0.17974,-0.69106,0.67157
12.49872,13.94709,-0.07736,1.20504,1.20793,0.67731,0.70593,0.71480
12.84177,13.27804,-2.63649,0.73677,0.72042,0.11209,0.44206,0.35395
12.72242,14.14071,-0.93238,1.10157,1.44795,0.22658,-0.75669,0.23298
12.89703,13.46836,-0.73907,1.46759,0.77354,-0.11507,0.32519,-0.55385
12.95132,13.57049,-2.15899,1.39315,0.19828,0.74779,-0.84396,-0.45491
12.95424,13.50131,-0.78075,1.25722,0.63029,-0.26383,-0.10348,-0.51802
13.06496,13.46308,-1.29259,1.30993,0.65218,0.79234,0.67942,-0.95959
13.17297,13.35757,-2.60563,0.94830,0.51754,-0.55544,0.43768,-0.46367
12.82752,14.33891,-1.83081,1.17392,0.65454,0.97722,0.29485,0.80619
