# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.59351,13.43996,-0.11540,1.11537,1.06080,0.54692,0.21928,-0.41510
13.07436,14.28433,-1.01729,1.06955,0.90926,0.21652,0.30715,-0.65890
13.05611,14.03052,-2.20674,1.38625,0.49687,0.32405,-0.77566,-0.10178
12.55846,13.87843,-0.98561,0.89285,1.08470,-0.97961,-0.42893,0.97091
13.18687,13.76006,-2.35510,0.84427,0.10343,0.48441,0.48110,-0.80119
12.63033,14.27395,-0.46382,0.92737,0.92982,0.78430,0.59721,-0.04400
12.43112,13.92085,-1.86177,1.30636,1.03576,0.58740,0.06120,-0.08467
13.14442,13.82358,-1.27889,0.71995,0.21018,-0.54881,-0.91506,0.43653
12.53109,13.21235,-2.13942,1.09642,0.42494,-0.91382,-0.16896,-0.10152
13.15590,14.33602,-0.06841,0.78848,1.25653,-0.09881,0.84590,-0.45727
12.49546,14.03039,-1.34744,1.02813,1.26775,-0.69449,-0.68332,0.95799
13.17538,14.23640,-2.69415,1.18798,0.11355,-0.53952,-0.43969,0.61132
13.02184,14.04237,-2.84952,1.15960,0.04043,0.06221,0.90614,0.38522
13.04007,14.33259,-0.83003,1.22728,0.57562,-0.22261,0.18107,-0.00069
12.65152,13.95309,-2.88030,0.84716,0.65392,-0.96507,-0.76620,0.70375
13.19110,13.41606,-0.59480,0.93889,0.15346,-0.68717,-0.28849,-0.51256
13.23214,14.02837,-0.31071,1.11353,0.17672,0.29319,-0.45397,0.80159
13.17017,13.39692,-0.83775,1.25823,0.98336,0.18267,0.68164,-0.87229
13.23357,14.38929,-1.54749,1.09760,0.03615,-0.46679,0.39584,0.52797
12.71019,13.43219,-0.99124,1.05793,1.28668,-0.84303,-0.37357,-0.38934
12.54693,14.10937,-0.43977,1.25304,0.43876,0.31596,0.59334,0.16693
13.02844,13.87594,-1.92900,0.95245,0.63637,0.85744,-0.46961,0.54150
12.97024,13.20471,-0.09255,1.48872,1.32247,-0.25069,0.76798,0.62438
13.20265,13.43360,-0.16888,1.01336,1.30510,0.12000,-0.04249,0.56253
12.49577,13.91436,-1.31159,0.71353,1.28941,0.87811,-0.82015,0.59239
13.25667,13.67491,-0.91550,1.01663,0.79092,0.30974,-0.42119,0.47376
12.42123,13.36103,-1.48533,0.70542,1.36551,0.39589,-0.30917,0.49395
12.85458,14.30575,-2.33854,1.24423,0.20350,-0.94749,0.85695,0.36351
12.76859,13.33532,-2.75358,1.02591,1.38173,-0.97951,-0.13255,0.48503
12.84518,13.80521,-1.23855,1.08763,0.60099,-0.97069,-0.38282,-0.14722
12.59598,14.17475,-2.71234,1.16456,0.18269,0.14186,0.60257,0.19709
12.92148,13.46979,-2.62413,1.13166,1.24536,0.66145,0.81973,-0.51696
12.79632,13.52866,-1.20049,1.11664,0.05058,-0.63049,0.48850,-0.86903
13.10187,14.10986,-2.17767,1.12742,1.09717,0.62556,-0.62456,0.30695
12.42573,13.90519,-2.65240,0.96502,1.07798,-0.50847,0.25637,0.86124
12.72124,13.41210,-2.74978,1.36435,0.28990,0.56239,0.77537,0.79561
12.63071,14.25760,-2.14166,0.86944,0.62639,-0.19558,0.67323,0.80664
12.67800,13.53808,-2.39944,1.29740,0.47658,-0.16121,0.03987,0.37587
12.96952,14.30469,-2.85025,1.44175,1.08796,-0.33151,0.39812,-0.03831
12.91849,13.96504,-2.72263,1.35440,0.06954,-0.28170,0.71115,0.68493
12.88228,13.32174,-2.57500,1.43833,1.15326,-0.11975,-0.72367,0.96662
13.08272,13.53069,-0.20094,0.88462,0.16069,-0.97599,0.46728,0.28728
12.51790,13.69439,-0.05175,1.46090,0.27793,-0.29158,0.86273,0.49983
