# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.58419,13.54632,-1.27720,1.03198,0.10726,-0.28051,0.71275,0.47862
12.98021,13.91474,-1.43094,0.85926,1.26152,-0.44474,-0.72868,0.24259
13.23742,13.81696,-1.66305,1.05433,1.15056,0.10377,-0.34118,-0.33417
12.49566,13.36303,-1.85663,1.10221,0.28429,0.93397,0.30602,-0.13288
12.83654,13.89739,-1.69996,1.38442,0.18544,0.20769,-0.48549,0.72675
12.76930,14.14305,-0.78097,1.40858,1.21725,0.94321,-0.33335,-0.45665
12.53045,14.19554,-0.00287,0.81280,1.34820,-0.73970,0.95469,-0.49961
12.80482,13.94585,-2.51079,0.75036,0.85533,0.11609,-0.27477,0.22861
13.18466,14.37519,-2.53919,0.73514,1.11203,-0.00412,-0.93475,0.11636
13.11751,13.35389,-2.50103,0.82318,1.03734,0.90006,-0.17945,0.51064
13.15241,13.99421,-1.81014,1.34408,0.34829,0.96118,-0.08393,-0.37096
12.65552,13.79606,-0.57831,1.03771,0.15715,-0.46445,0.07072,0.66941
13.01643,13.73319,-1.49674,1.21181,0.66991,-0.23319,0.23559,-0.67407
12.78738,14.35444,-1.13649,1.47957,1.37029,-0.66634,0.70760,0.53761
12.77408,13.95280,-1.87202,0.75104,1.49653,-0.74074,-0.12660,0.77159
12.58127,13.95305,-2.05130,0.71509,0.51478,0.16324,-0.15670,-0.07847
13.26303,13.86089,-0.35188,1.09123,0.41003,-0.23793,-0.86695,-0.66255
12.72481,13.22357,-0.25884,1.05359,1.27990,-0.24351,-0.01339,-0.68526
13.29013,13.60851,-2.19308,0.71212,1.49608,-0.99626,0.66339,0.96990
12.89822,14.34617,-0.47846,1.36571,0.40668,-0.19894,0.50674,0.11665
12.54388,14.03773,-0.85413,1.07168,0.14040,0.82365,0.73732,-0.72146
13.18830,13.20383,-2.14994,0.74770,1.21894,0.79422,0.88168,-0.11042
12.69918,13.51195,-2.73681,1.24573,0.32365,0.97262,-0.85324,-0.88735
12.52912,14.01120,-0.60449,1.44527,1.12359,0.31291,0.26183,-0.09116
12.85221,13.57063,-2.95699,1.36232,1.46159,-0.83148,-0.73228,0.65109
13.17582,14.36284,-2.39927,0.91875,1.08704,0.69250,-0.29603,-0.19793
12.95589,14.22129,-1.56091,0.88221,0.71608,-0.29171,0.40791,0.27289
12.86839,13.94633,-0.45254,1.14881,0.40170,-0.80354,0.52519,-0.97277
13.18195,13.75016,-0.12097,1.44442,0.41760,0.16478,-0.49314,0.30576
13.20530,14.20995,-0.29026,1.09308,0.66266,0.54282,-0.35514,-0.20287
13.13709,13.59917,-0.97555,1.37687,0.66008,0.05529,-0.65857,-0.01287
12.98935,14.38766,-2.75517,1.21564,1.11496,0.65746,-0.39786,-0.04372
12.69231,14.08418,-1.65305,1.22864,0.96124,0.32069,0.51679,-0.96216
12.46204,14.30456,-1.96101,0.77416,1.33207,-0.70492,-0.91232,0.38189
12.73012,13.34676,-0.17408,1.49495,0.82318,-0.08963,-0.76505,-0.75112
12.63945,13.33475,-0.33784,1.48450,0.50973,-0.53256,-0.16761,-0.09530
13.17218,13.84291,-1.60734,1.32802,0.43648,0.25039,0.08378,0.10587
13.15278,13.79572,-0.97270,0.71471,0.28440,-0.34369,-0.00029,-0.25442
12.75692,13.74749,-1.66437,1.28796,0.84342,0.85633,0.50469,0.31005
13.27395,13.83990,-0.17542,0.86565,1.02263,-0.08965,-0.64117,0.29356
13.10864,13.63314,-2.55758,1.33214,0.71282,-0.42495,-0.89483,0.45548
12.69110,13.73153,-1.08553,1.47429,1.01231,-0.48338,0.09208,0.62950
13.27558,13.74506,-2.30916,1.15061,0.23616,0.68992,0.88001,0.66516
13.29729,14.13836,-2.37572,1.49068,1.48595,0.91987,0.04001,-0.10872
12.74386,13.80328,-1.93492,0.82917,0.37177,-0.31574,0.34850,0.16660
13.25036,14.34619,-1.50729,0.85620,0.19807,-0.66354,0.77523,-0.74319
13.00380,14.00656,-1.68587,1.48297,0.89359,0.67895,0.04241,0.18658
