# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
13.28219,14.05920,-2.57245,1.33767,1.48184,-0.65409,0.59972,-0.49646
13.20893,13.30061,-2.73136,1.24043,0.20134,-0.76594,0.55577,0.29169
13.20116,13.59645,-0.82921,0.83580,0.19039,-0.82529,0.28381,0.30407
13.00728,13.27213,-0.60770,1.08810,1.49389,-0.06710,-0.08301,0.34763
12.54698,13.79829,-0.84133,1.03076,0.55165,0.48755,0.45724,0.55608
12.54598,13.99067,-0.41072,1.22848,0.63129,0.94236,0.57312,-0.46153
12.84135,13.94287,-2.98598,0.79278,0.76256,0.35524,-0.31828,0.77483
13.17563,13.95043,-2.16285,1.49063,0.15560,0.30366,-0.08539,0.38297
13.22711,13.29759,-0.43964,1.43002,0.50916,-0.46657,-0.05741,-0.24697
13.14986,13.58878,-2.60373,0.94316,0.81507,0.94433,0.66494,0.11131
12.64483,13.57293,-0.99362,0.95538,0.50985,-0.48608,0.81705,0.40258
13.28175,13.71147,-2.38727,1.15649,1.43497,-0.59772,0.56733,0.27055
13.15160,13.24876,-1.90847,1.06031,0.29279,0.32640,0.54013,0.31679
12.79432,13.38287,-2.44197,0.83853,1.11137,0.20562,0.10283,-0.03919
12.83450,13.61844,-1.24438,1.45868,1.25205,0.63146,-0.36349,0.57450
12.74971,13.69109,-0.82684,1.04081,1.06831,-0.40335,0.63260,0.71554
13.05242,14.21131,-2.57341,1.04786,1.42157,0.32344,0.79512,0.43610
12.66885,13.70520,-1.54325,0.73414,0.26427,0.31511,-0.78868,-0.54918
12.42902,13.92671,-1.48807,0.98369,0.03906,-0.46233,0.98374,0.55058
12.90945,13.93526,-0.91076,0.89792,1.15569,0.44531,-0.27047,0.09374
12.60149,13.31317,-0.93453,1.18777,1.04765,0.90642,-0.89790,-0.80905
12.41553,13.85617,-0.04958,0.99199,0.48399,0.81490,0.71547,-0.68922
12.96020,13.30267,-2.04907,0.94471,1.17555,-0.93370,0.22058,0.12567
13.18059,13.42349,-2.80689,0.78249,1.45616,-0.73365,0.23377,0.77716
13.12486,14.15369,-0.58249,1.30535,0.72330,0.97568,-0.04639,-0.88619
13.05558,13.74927,-2.05362,1.43850,1.08906,0.09621,-0.12479,0.18064
13.23069,13.47929,-0.00069,1.26709,1.13372,-0.08943,0.86442,0.33774
12.78164,14.09315,-2.82116,1.36778,0.20251,0.31792,-0.20446,0.65564
12.97949,14.01266,-1.06720,1.13869,1.30343,0.83578,-0.75354,0.11811
12.69638,13.80845,-0.87054,1.25535,0.28159,-0.22870,0.14536,-0.26489
12.90168,13.32025,-1.62269,1.47397,1.02256,0.78744,-0.00754,0.18537
13.00231,14.11224,-1.78428,0.87251,0.30197,0.44659,0.54792,0.26904
13.25237,13.29969,-1.46316,1.40243,0.99804,-0.95346,0.26061,-0.53637
12.61509,13.38771,-0.52124,1.28211,0.88547,-0.69665,0.50048,-0.18366
13.04974,14.02204,-0.45965,1.04011,0.98063,-0.44966,0.35993,0.05181
13.14473,13.72437,-0.53841,0.76585,0.62942,0.40530,0.92709,-0.08678
12.42916,14.34867,-1.98031,0.85302,0.41656,0.93538,0.81226,0.63957
12.95844,13.54149,-1.63833,1.34180,0.89135,0.79687,-0.90338,0.53615
12.83454,13.73467,-2.95156,1.45317,0.58375,-0.68727,0.57395,-0.91380
12.43354,14.11578,-1.71833,1.08195,0.15088,0.09018,0.60315,0.19508
12.89061,13.56071,-1.34901,0.97162,1.16918,0.21333,-0.82069,-0.98358
12.57986,13.33544,-2.86697,1.26813,1.12888,0.39214,0.09658,0.21292
12.65823,14.02941,-1.11872,1.33829,0.40568,-0.13739,-0.54515,0.15011
12.82777,13.44112,-0.55866,1.10612,0.19674,-0.79372,-0.18889,0.24198
12.79903,14.21462,-2.36367,1.22852,0.97139,0.89606,0.45093,-0.64748
12.85948,13.60050,-2.17411,1.00851,0.63909,-0.10569,-0.67009,0.80602
13.13638,13.93610,-1.49477,0.75100,0.13896,-0.03998,-0.91660,-0.70124
12.75245,13.98958,-0.39079,0.74706,0.65160,-0.42253,-0.68709,-0.27206
13.20514,13.36600,-1.60325,1.34151,1.40343,0.82025,-0.14399,-0.12209
13.08811,13.87829,-1.85942,1.41864,1.38736,0.15071,-0.88437,0.06833
13.12216,13.29901,-0.64830,0.73916,1.39658,0.48295,0.10447,0.83019
13.15839,14.00339,-1.86612,1.49278,1.04404,-0.03196,0.29448,0.37209
12.78903,13.38343,-1.25442,1.04980,0.62806,0.81599,-0.92797,-0.50802
12.52106,14.21846,-1.86198,1.28814,0.80555,0.06367,-0.45583,-0.16961
13.06386,14.14460,-2.89448,0.92170,1.40745,-0.11880,0.34576,-0.85547
13.23905,13.90135,-2.12030,0.95827,0.72556,0.66973,0.28115,0.18452
12.52264,13.46146,-2.56377,0.97142,0.89316,0.07463,0.10241,0.23488
13.22144,14.17189,-1.71212,1.29080,0.87961,0.27472,0.88808,-0.00031
13.02147,14.19265,-0.93346,1.13759,0.42763,-0.88889,0.00161,-0.04121
12.81105,13.48825,-0.53020,1.07053,0.17136,-0.36494,0.19027,0.56030
13.04192,13.44681,-1.08717,0.90420,1.24027,0.41538,0.99117,0.78854
12.41918,13.75654,-2.17169,0.83637,0.84777,-0.59794,-0.56648,0.65500
13.02999,13.47192,-1.66818,1.32355,0.79619,0.23147,0.04375,0.51015
13.26820,13.31072,-0.05935,1.26789,0.70051,0.06529,0.94408,-0.11613
13.17281,14.27860,-1.11030,0.90687,1.43874,0.10380,-0.66639,0.06713
12.45996,14.01421,-0.29184,1.34617,1.49372,-0.92818,0.28562,-0.63373
13.19481,14.29517,-1.68102,1.15027,1.12226,0.56938,-0.54651,0.98873
13.16269,14.37660,-0.55279,1.32774,0.03416,0.11714,0.87967,0.81298
12.45523,13.71586,-2.51979,0.79952,0.19549,-0.47381,-0.22664,-0.32464
12.86108,13.66961,-1.30869,1.13852,1.49238,-0.99666,0.41955,-0.49828
13.28670,14.19170,-2.96473,0.88897,0.75492,0.51400,0.99241,-0.98774
13.15461,14.24184,-0.27050,1.37118,0.87471,0.06475,0.17430,-0.92777
13.28930,13.83252,-2.81563,1.48154,1.36764,-0.37835,0.32523,0.18024
13.17636,14.38349,-1.32336,1.23652,0.18085,0.57650,-0.54348,-0.38419
12.45601,13.97213,-2.31806,0.74008,1.01230,-0.97762,0.65941,0.09677
12.46875,14.34283,-0.26158,0.96627,0.33976,-0.90446,-0.99239,-0.46389
12.75392,13.48204,-1.68200,1.06151,1.18783,0.47900,0.02014,-0.15098
12.96889,14.25462,-2.02653,1.11784,1.25454,0.65072,0.26701,-0.58016
12.76614,14.12213,-2.29644,1.44122,1.47392,-0.31259,0.59055,-0.17807
13.21353,13.85672,-1.82037,1.19875,0.77035,0.40680,-0.03012,-0.79946
13.22011,14.27220,-0.97389,0.72483,0.93445,0.15303,-0.56342,0.30768
12.79105,13.81920,-1.16116,1.35872,1.30833,0.76005,-0.03067,0.69682
13.13163,13.79508,-2.00738,1.28579,0.20542,-0.82987,-0.89472,-0.68984
12.69452,13.74108,-2.66142,0.70581,0.57025,0.68089,0.82158,-0.83104
13.22324,14.05562,-0.34450,1.11702,0.52951,0.22443,-0.32705,-0.48838
12.77419,14.30779,-2.37271,1.30873,1.41405,0.58992,-0.49371,-0.93004
13.11294,13.99649,-1.15535,0.77567,1.06420,-0.51167,0.97655,0.43451
12.95197,13.70262,-0.46465,0.97676,0.30953,-0.74227,-0.52827,-0.19249
12.68928,14.34214,-0.45061,0.77871,0.12829,-0.30481,0.57829,0.39592
12.55045,14.26735,-0.51125,1.32498,1.26872,-0.79028,-0.54465,-0.79165
12.95782,14.17448,-1.22849,1.36872,0.79716,-0.41367,-0.87860,-0.96992
12.65006,13.46127,-1.48664,1.28718,1.31250,-0.25243,0.39838,0.14869
13.25526,14.16637,-0.54449,1.42302,0.07007,0.56359,-0.55030,-0.31989
12.42311,13.67317,-0.28273,0.81350,1.49191,-0.50345,-0.05588,-0.39498
12.43391,13.48253,-2.61556,0.89033,0.84068,-0.00886,0.51213,0.20660
12.56472,13.22344,-1.64153,0.90799,1.11289,0.84135,0.96809,-0.31591
13.28522,13.61340,-2.99335,0.99663,0.98360,0.77363,-0.65988,-0.52602
12.75729,13.34844,-0.87004,1.20817,1.14715,-0.08118,0.77476,0.23803
12.71416,14.33271,-1.01490,1.21542,0.97855,0.83814,-0.68434,0.32468
12.85079,14.25549,-0.14021,0.92019,0.64581,0.61620,-0.39655,0.95119
12.50009,13.76430,-0.35867,0.84227,0.77441,-0.18248,0.31037,0.03404
12.98992,14.04360,-2.30669,1.15172,0.10925,0.44369,-0.33489,0.43978
12.74580,14.08904,-2.62261,1.00390,0.98937,-0.10239,0.73740,-0.23497
12.99363,13.71998,-1.37301,0.97959,0.98301,-0.49686,-0.81140,0.72551
12.67001,14.15557,-0.07921,1.28344,0.70244,0.95722,-0.24217,-0.46029
12.80918,13.43842,-1.21537,1.08137,0.81497,0.79288,-0.18594,0.85081
12.98557,13.90664,-2.85957,0.76155,0.02397,-0.78989,-0.71186,-0.72535
12.84224,13.37871,-0.01859,1.14167,0.64364,0.45360,0.45394,-0.71245
13.12213,14.22335,-0.91423,0.72497,0.27080,0.86647,-0.18759,-0.80577
12.54700,14.18781,-2.44173,1.34891,1.16175,-0.68595,0.92469,-0.25409
13.20886,14.05147,-1.43177,1.21079,0.74916,0.28996,0.37268,0.52254
13.19701,14.17646,-2.65934,1.30144,1.30268,0.34598,0.09375,0.97145
12.96973,14.28853,-0.87753,1.11730,0.37355,-0.00327,0.69802,-0.23809
12.58443,13.69222,-0.78716,1.31411,1.23506,0.56566,-0.78009,0.59050
12.56003,13.97734,-2.39307,0.92711,0.01825,-0.96844,-0.31498,-0.89055
12.59644,13.41799,-2.75040,1.34819,1.41191,-0.54134,0.97932,0.93346
12.96537,13.34319,-1.84378,0.94117,0.81575,-0.57383,0.45463,0.62540
12.80070,13.59459,-2.95193,0.97045,0.29088,-0.33729,0.14711,0.21155
12.91753,13.76968,-0.45791,0.88756,0.64142,0.13712,0.68773,-0.84634
12.92317,14.39873,-0.60434,1.45240,0.95663,0.26444,-0.74592,0.99171
12.49107,14.30172,-2.94145,0.90406,0.87902,0.32807,-0.07874,-0.51315
12.42778,14.19485,-0.81423,0.87164,0.64923,0.36804,0.00921,0.21967
12.84955,14.22342,-1.77575,1.45087,1.14596,0.29883,-0.02721,-0.97317
13.23670,13.38449,-0.57168,0.88972,1.43856,0.42479,0.40102,-0.91368
12.70342,13.39756,-0.49987,1.07713,1.25207,0.97292,0.81798,-0.77277
13.01265,13.60299,-2.62426,1.12560,1.33706,-0.01676,-0.78169,-0.67997
12.92926,13.61566,-1.53572,1.38830,1.49787,0.93222,0.58666,-0.32494
12.52869,14.15863,-1.91841,1.08556,1.08169,-0.00153,0.27858,0.52268
12.77634,13.70646,-0.50567,1.06685,1.40708,-0.97993,0.86182,0.79199
12.52446,13.41915,-1.72797,1.34474,1.45970,0.28655,-0.98480,0.85823
12.72002,13.86046,-0.70522,1.31202,0.69433,0.37559,0.24185,0.04470
13.27013,14.38663,-2.86144,0.77336,0.07198,-0.16950,0.27551,0.16983
12.63353,13.95103,-2.66542,1.18271,1.23709,-0.33095,-0.34595,0.47969
12.88197,14.12193,-1.28140,1.44682,0.60750,0.95114,-0.30173,0.13338
12.84168,13.58541,-2.38873,0.82524,0.90644,-0.01725,0.69426,-0.66912
12.50368,13.34051,-1.00673,0.73783,0.38232,0.29944,-0.94433,-0.99577
12.48415,14.06897,-2.23047,0.83458,0.35247,0.42288,0.54635,-0.82115
12.98646,13.20296,-2.52601,1.44148,0.14142,-0.08568,-0.03313,0.70090
13.07830,13.47913,-0.85771,0.95796,1.04248,0.44977,-0.91356,-0.69002
12.70801,13.93975,-0.88233,1.11944,0.04562,-0.45703,0.37736,-0.80007
13.11985,13.79818,-1.89645,1.43641,0.55925,-0.05580,0.92886,-0.06561
13.08219,13.85335,-0.96603,1.48751,0.08487,0.69851,0.86465,-0.07538
13.02635,13.41186,-2.39191,1.25111,1.41102,0.65960,-0.83563,0.85765
