# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.62689,13.69028,-0.97347,1.42679,0.68550,0.65611,-0.05492,-0.70723
12.91006,13.90327,-1.36809,0.94800,0.81354,-0.64487,0.92972,-0.45239
12.43189,13.21690,-2.41814,1.26681,1.23340,0.95961,-0.49851,0.67993
13.04042,14.00329,-0.28117,1.18598,1.08456,-0.59953,-0.73161,-0.17506
12.75045,13.81760,-2.84001,1.44725,0.86714,-0.07544,0.16973,-0.41155
13.08418,14.22417,-0.10991,1.30340,0.63257,0.54646,0.10172,0.70206
12.45415,13.76898,-0.61340,1.36392,0.98801,0.19989,-0.80777,-0.43000
13.22629,13.49488,-0.11434,0.89974,0.54546,0.10780,-0.40449,0.54623
13.18476,14.25885,-0.19492,1.18046,0.65672,-0.61414,-0.65470,0.52046
13.17889,13.72192,-2.26565,0.84750,0.20662,0.09630,0.85044,-0.02699
12.46009,13.62603,-1.26111,0.99839,0.35131,-0.38276,-0.38977,-0.59845
12.79656,14.28184,-2.83526,0.82469,0.33252,-0.25625,0.08949,-0.17513
13.27557,13.65528,-0.24225,1.37995,1.29600,-0.41667,-0.02408,-0.39508
12.88084,13.81468,-1.57725,1.19956,0.96619,0.43475,0.99115,0.57148
13.27337,13.98071,-1.86826,0.95490,1.03895,0.52096,0.26368,0.99426
13.13523,13.97813,-2.07145,1.24542,0.52404,-0.46508,0.28606,0.19393
12.93780,13.88747,-2.12590,1.04921,0.16288,-0.02235,0.54816,-0.92540
12.51478,14.02087,-0.07954,0.82480,0.15790,0.52703,0.78794,0.97403
12.55753,14.29135,-2.00356,0.73962,1.21306,-0.74832,0.09173,-0.32584
13.06582,13.99285,-2.81183,1.01859,0.47944,0.94580,-0.84856,-0.25107
13.07024,14.33048,-0.83547,0.82249,0.17049,0.56217,0.56964,0.23432
12.94855,13.76142,-1.05285,1.21037,0.95918,-0.91704,-0.76091,-0.68738
13.04509,13.30998,-0.84342,0.76915,1.33832,-0.19232,-0.11089,-0.50780
12.74570,13.84219,-2.78678,1.41617,1.21006,0.75509,0.54734,-0.69120
13.08396,13.50686,-1.43869,0.83178,0.61782,0.43416,0.62045,-0.59307
12.95165,13.50029,-2.92727,1.23404,0.62813,0.90452,0.82680,0.14605
12.44679,13.93397,-2.07122,1.22274,1.46233,0.77954,-0.64777,-0.06488
12.97776,14.23954,-0.36960,1.28794,0.11515,0.55013,-0.61948,0.42212
12.43580,13.54273,-2.47398,0.82438,1.33888,0.18660,0.13943,0.60453
12.75967,13.91143,-0.68131,1.31071,0.42655,0.67379,-0.24856,0.69891
12.64203,13.99651,-1.43598,1.24321,0.19410,-0.31109,0.70773,0.04933
13.11713,13.36275,-1.89434,1.12672,0.24129,-0.66598,-0.85600,0.08151
13.06299,13.80229,-1.46782,0.99356,0.79624,-0.47959,-0.67575,-0.29177
13.00128,13.62730,-1.87747,1.46085,0.63646,-0.43605,-0.22304,-0.75913
13.27543,13.31811,-2.72189,0.93018,0.70963,0.20301,0.42042,-0.09290
13.08890,14.39764,-2.78758,0.71888,1.03017,-0.56629,-0.46493,0.59196
12.41853,13.27090,-1.27588,1.23378,0.90151,-0.78808,0.22839,0.35581
13.28954,13.43536,-2.24823,1.11113,0.97827,0.69734,0.94165,-0.75905
13.00018,14.36646,-2.42027,1.14401,1.23935,-0.73617,0.85405,0.31958
12.43124,13.94360,-2.55639,0.81003,1.22402,0.25023,-0.42439,0.85461
12.60650,14.20663,-2.81200,1.13027,0.82009,0.88312,0.82384,0.23271
12.53203,13.26953,-0.47922,0.86958,0.74370,0.97270,-0.93439,-0.86435
12.83493,14.13816,-2.99991,1.40903,0.59704,-0.08003,-0.24845,-0.90482
13.27745,14.15159,-0.76255,0.95112,0.02461,-0.53999,-0.31855,-0.93507
12.46279,13.72380,-1.16420,0.82148,0.98113,0.49605,-0.44658,0.02507
12.98892,14.34978,-2.46425,0.91486,1.04966,-0.48255,-0.69655,-0.62525
13.21771,13.64850,-0.00798,1.15408,1.38374,0.38298,0.84830,-0.48420
12.78445,13.94323,-1.18880,1.38832,0.38156,-0.75755,-0.63291,0.37544
12.68646,13.73636,-1.99815,1.15880,1.32176,0.65069,0.48807,0.54538
12.65204,13.73558,-1.02480,1.18434,0.62279,-0.17064,-0.68884,-0.62493
12.93793,14.11541,-1.26279,0.78191,0.97989,0.62010,0.70446,0.49226
13.13093,13.50465,-2.04302,1.25190,0.75566,-0.28112,0.31489,0.58633
13.15671,14.07916,-2.69571,0.90697,1.20134,-0.60913,-0.36517,-0.70000
12.98799,14.22299,-0.30695,1.34152,0.87352,-0.50280,-0.00043,0.02957
13.21072,13.55250,-2.29174,0.89624,0.66034,0.75709,0.55062,-0.45113
13.24992,13.73097,-1.21093,0.73443,1.21348,0.36364,0.80756,0.53443
13.00953,13.21897,-0.68708,0.83963,0.84347,0.34055,-0.08600,0.30048
12.58904,14.08229,-2.88175,1.20319,1.02908,0.26806,0.24032,0.95715
12.54137,14.18203,-0.30661,0.89554,1.04511,-0.44808,-0.18041,-0.17108
12.71670,13.25995,-2.38071,0.71039,0.78231,-0.28215,-0.09615,-0.30415
12.94832,13.73145,-2.86935,1.48460,1.32500,-0.68935,-0.81198,-0.90747
13.19490,13.35464,-1.89140,1.01117,0.96935,0.74836,-0.32211,-0.64054
13.20110,13.30444,-1.06919,1.09843,0.95823,0.25269,-0.14557,-0.23041
12.78302,13.55224,-0.41026,0.79477,1.02433,-0.09000,0.78660,0.78657
12.79973,13.55828,-1.61115,1.47143,0.92495,0.97141,0.76747,0.83548
12.47083,13.79733,-0.52575,0.81783,0.99444,0.66951,-0.46386,0.77718
13.20904,14.35418,-2.38903,1.05932,1.00112,-0.88956,-0.77396,0.68809
12.40232,14.26448,-2.72602,1.29652,1.29981,0.57413,0.15664,0.60761
12.55680,13.67478,-0.52025,1.08339,0.18702,0.32928,-0.59525,0.18989
12.64725,14.06531,-2.96053,0.93810,0.89570,0.97601,0.89773,0.59560
12.58635,13.69177,-2.24133,1.00845,0.84961,0.26098,-0.70713,-0.69965
12.56888,14.31306,-0.17995,0.91825,0.59676,0.11327,0.76692,-0.16144
13.08215,13.73015,-2.49107,1.29580,0.24633,0.95172,-0.05641,0.91145
