# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.95585,13.83515,-0.89722,0.77598,0.53016,0.15314,0.62009,-0.27419
13.25524,13.87605,-1.88277,0.81471,0.08884,-0.15862,0.19411,0.32186
12.43121,13.93119,-2.08257,0.78552,0.89844,-0.66268,0.69331,0.03480
12.62857,13.81911,-2.16656,1.36393,0.83698,-0.07378,0.36593,-0.81464
13.07803,13.45919,-0.56582,1.30508,1.37786,-0.81321,0.15938,-0.60979
13.16688,13.45061,-0.76209,1.41031,1.43486,-0.14463,0.58143,0.41230
12.45260,13.51048,-1.98722,0.78649,0.97723,-0.96402,-0.42228,0.65154
12.67902,13.71975,-1.76572,1.39799,1.20882,-0.91544,-0.76122,0.26332
12.72596,13.32956,-2.31500,0.89342,0.74530,-0.63133,0.88322,-0.05430
12.86346,13.36081,-1.18869,1.11515,0.69428,-0.23662,0.16923,0.51085
13.24492,14.35723,-2.74275,1.01228,0.76657,-0.50650,0.80038,-0.79226
12.82101,13.78938,-2.33284,0.89490,0.95441,0.27183,-0.03156,0.09320
12.84440,14.01604,-2.76599,1.11636,0.85260,0.04605,-0.71184,0.32639
13.07754,13.64305,-1.10386,1.24441,1.15587,0.29159,0.74968,0.81581
12.82146,13.50314,-0.68116,0.80938,0.45425,0.27794,-0.81441,0.74017
13.19219,13.25923,-1.48160,1.40354,0.26111,-0.02239,-0.94937,-0.17676
12.69817,13.44718,-1.88710,0.94174,1.21710,0.11889,-0.40804,-0.63718
12.83230,13.42774,-1.99922,1.44467,1.10030,-0.46377,-0.08220,-0.73096
13.00001,13.99609,-0.92600,1.44386,0.59092,-0.16221,0.84022,-0.22820
12.72969,14.17945,-0.63798,1.31632,0.46589,0.37438,0.50921,-0.37778
12.43571,14.26316,-0.74002,1.28373,0.07738,0.72336,-0.67073,-0.65660
12.78484,13.25368,-0.40390,1.01656,1.22888,-0.48962,-0.44466,0.94182
13.02107,13.93693,-0.43994,1.03633,0.87489,0.52001,-0.00232,0.15085
12.67605,13.21252,-0.61036,1.12091,0.20985,-0.98757,-0.87236,0.34886
13.28612,14.00509,-2.96420,1.47228,0.47273,-0.94966,0.82998,0.10833
13.14713,13.49819,-0.16752,1.01954,0.26582,0.20945,-0.69945,0.53080
12.76274,13.55330,-0.27931,1.45238,0.53391,-0.09572,-0.99207,-0.57641
12.59516,13.87618,-1.82702,0.79358,0.68365,0.58785,0.68176,0.87345
12.98406,14.08718,-1.21406,1.05736,0.06509,-0.90654,-0.16346,0.74469
13.11091,14.23664,-0.84542,0.91484,0.44646,-0.30321,0.81532,0.85073
12.94483,14.01957,-1.95759,1.47866,0.37199,0.81322,-0.92051,0.07431
12.42780,13.35261,-2.59649,0.72377,0.57017,0.97941,0.12356,-0.97355
13.18181,14.23285,-0.61306,0.97130,0.38146,0.32269,-0.90231,0.75147
12.63991,13.37891,-0.42778,0.81556,1.45074,0.11558,0.67440,-0.32770
13.10512,14.33142,-0.35769,1.47116,1.11452,-0.73392,0.54943,-0.87296
12.43378,13.55581,-0.64116,1.00452,0.26960,-0.21156,0.53513,0.92869
12.92138,13.60365,-0.37126,1.47054,1.37517,-0.58934,-0.64994,0.00143
12.42494,14.36410,-2.78165,1.37272,1.45518,0.86947,-0.25374,0.43209
13.29826,13.20468,-1.50237,1.33059,0.53125,-0.46252,-0.95890,-0.48150
13.00841,13.89287,-1.41564,1.38513,0.84048,-0.39916,-0.26566,0.16755
12.68230,13.95403,-1.21205,0.92315,0.97963,-0.89191,0.23938,0.31935
12.64892,13.80293,-2.90461,1.45568,1.49295,-0.03533,0.66567,0.35942
12.51044,14.39102,-2.13509,1.49152,1.36608,0.41085,-0.82858,-0.10013
12.53889,13.45598,-2.55077,1.44172,0.59240,-0.89324,-0.38151,-0.26960
12.66551,13.95736,-0.86076,1.34892,0.45963,0.30986,0.96258,0.68654
12.80141,13.48854,-2.72978,1.02627,0.87978,-0.85074,0.87327,-0.76766
12.44215,13.91554,-2.25131,1.01588,1.24697,-0.18415,-0.82617,-0.79353
12.77870,13.85662,-2.50826,1.47455,1.34320,-0.20605,-0.56598,-0.75951
12.95772,13.93375,-0.34415,1.33526,0.57517,0.65401,-0.52371,-0.02308
13.17115,14.13012,-1.51846,0.70076,0.07217,-0.53562,-0.73938,-0.62219
13.17858,14.22165,-0.31639,1.22484,0.98010,-0.99268,-0.38357,-0.35527
13.28269,14.24574,-2.28749,1.11732,1.31309,0.17590,-0.43184,-0.04021
12.94823,14.37481,-2.27575,1.30113,0.65674,-0.90519,0.06241,0.85876
12.52221,14.24121,-2.19010,1.38053,0.86878,0.80451,0.15185,-0.28760
12.84100,13.66361,-1.47447,1.27275,1.47869,-0.52144,0.80143,-0.41108
12.68223,13.82307,-2.94983,0.94397,0.84538,-0.69070,0.84949,-0.39381
12.83800,13.72636,-1.35327,0.96836,0.23413,-0.34797,-0.48695,-0.76350
13.28746,14.29187,-0.40046,0.84437,0.08201,0.97193,0.01978,-0.54364
13.20026,13.85108,-1.40403,0.92292,0.99428,0.46762,0.70629,-0.83665
13.11589,13.50111,-0.80141,1.22987,0.15385,0.51358,0.09267,-0.93146
12.49814,14.18844,-1.82346,1.11604,1.08201,-0.39463,-0.63617,0.51413
12.54017,13.58889,-1.13963,0.71313,0.88900,0.50424,0.86365,-0.49276
12.80506,13.62097,-0.42176,0.85965,1.20359,0.96767,0.42449,0.03681
13.15746,13.55906,-2.30237,1.37868,0.82352,-0.53990,0.91553,-0.56053
12.93968,13.47252,-1.79420,1.05581,0.60120,-0.89221,0.51493,-0.43468
12.62606,13.56640,-0.62974,0.86535,0.64309,-0.65422,0.02537,-0.16458
12.42427,13.57607,-2.76514,1.41733,0.68985,0.45546,0.36614,0.11976
13.28905,14.23481,-0.89378,1.13416,1.31138,0.10936,0.63045,0.25610
12.68787,13.87077,-0.71401,1.49218,0.30623,-0.11940,-0.47599,0.92238
12.99438,14.22543,-0.54411,0.90050,0.20123,0.68914,-0.58781,-0.40062
12.53889,14.39892,-1.87693,1.36381,1.22479,0.97152,0.00810,0.01293
12.41188,14.07263,-2.61234,1.20611,0.22857,-0.85794,0.46536,-0.66600
12.65693,13.58766,-1.15545,0.80849,0.47459,0.21607,-0.34398,-0.33239
12.45628,13.76234,-2.33803,1.48901,0.32430,-0.64755,0.27429,-0.17708
12.80238,14.37085,-2.72663,1.45461,0.81213,-0.52228,-0.66014,0.90427
12.65198,14.29587,-1.73648,1.47664,1.38327,-0.09823,-0.37664,-0.19731
13.26991,13.93946,-1.69362,0.75085,1.43046,-0.07961,-0.81269,0.11845
12.97753,14.09650,-2.69353,1.45283,0.49443,0.71631,-0.16274,0.12032
12.85974,13.41719,-0.49003,1.19756,1.35037,-0.65085,-0.87741,-0.86517
13.18096,13.60953,-0.70232,1.26267,0.02959,0.67023,0.41140,-0.82522
12.85165,13.82664,-1.72536,1.01520,0.04616,0.73487,0.92074,0.24355
12.78063,13.28187,-2.33020,1.36143,1.04426,-0.42978,-0.70183,0.14589
12.72549,13.52205,-1.99404,1.28421,1.02985,-0.87612,0.95284,-0.72086
12.85837,14.13831,-0.58711,0.82418,0.07129,0.45112,-0.14215,-0.82057
12.63693,13.20292,-0.68623,1.19572,0.32374,-0.07537,0.93947,-0.90216
12.80582,14.33555,-1.78350,0.92181,0.48205,-0.69224,-0.11451,0.87997
12.73116,13.50766,-2.25124,1.27879,0.23428,0.99124,-0.38352,-0.36384
12.79303,13.35889,-1.37349,1.32888,0.06059,-0.46977,0.00985,0.70931
12.56673,13.60910,-0.00623,1.17014,0.52695,0.73331,-0.58038,-0.32787
12.54595,13.73055,-2.07944,0.74200,0.15602,0.03906,0.46936,-0.09519
13.16091,13.45268,-1.60912,1.25983,0.82660,-0.72270,0.46696,0.01841
12.78836,14.19455,-0.32421,0.89626,0.48415,0.09805,-0.34847,-0.27462
13.28012,13.71026,-1.93687,0.87453,0.70492,-0.82989,0.73767,0.72392
12.62628,13.30033,-2.99253,1.03090,0.88805,0.40183,0.65675,0.26442
13.23637,13.33623,-1.29317,1.26174,0.03600,0.70154,0.85232,-0.00169
12.67738,13.46625,-2.88934,0.71576,0.44104,0.01224,0.30968,0.01644
13.29753,13.35655,-0.29539,1.23109,0.98838,-0.59655,0.04953,-0.59647
12.74190,13.32142,-1.64515,0.89163,1.42278,-0.42935,-0.96192,0.74187
12.94753,14.01177,-1.48769,1.07261,1.45103,0.45946,0.03250,-0.27963
12.58802,13.63221,-0.84946,1.49469,1.07044,-0.68346,0.38822,0.49652
12.85808,14.30644,-1.64926,1.25200,0.30434,0.39191,-0.97191,0.27564
13.09816,14.15247,-2.30598,1.37053,0.70735,0.27271,-0.60949,0.27531
12.79397,13.66652,-1.94727,1.21796,1.13264,0.88489,0.66115,-0.53424
12.94602,14.16878,-0.96385,1.12931,0.82707,-0.46220,0.32424,0.18288
12.62569,13.72408,-0.32639,1.34372,1.40911,-0.94459,0.51082,-0.42335
13.08216,13.24303,-0.31822,0.71527,0.50658,0.38577,0.17275,0.60558
13.22326,13.40221,-2.05952,1.42688,0.38628,0.88367,-0.67628,-0.84056
12.48537,13.36420,-1.86207,0.76838,0.69295,-0.67551,-0.96976,-0.39394
12.57799,13.85194,-0.13755,1.42967,1.46000,0.42591,0.30810,0.49463
12.90557,13.60063,-2.97504,1.45930,0.20260,0.20754,0.24311,-0.50972
12.62313,13.65664,-1.90508,0.78427,1.35092,0.97709,0.85681,-0.71406
13.21116,13.63707,-0.36313,1.09645,0.63499,-0.13546,0.79987,0.65811
13.06499,14.08493,-0.22146,0.99777,0.04288,-0.31164,-0.65427,-0.72674
12.86666,14.20179,-2.32507,1.49979,1.31284,-0.74439,-0.64869,0.79759
12.58220,13.93663,-0.65976,1.37794,1.23531,-0.25658,-0.32894,0.24847
12.70753,13.99250,-2.05000,1.12421,0.60133,-0.13333,-0.17311,0.63758
12.91912,13.64713,-0.92501,1.22898,0.57573,-0.23776,0.67985,-0.26994
12.85467,14.25516,-0.39862,1.35479,0.30504,-0.69913,-0.70683,0.55898
12.87271,13.93927,-2.10837,1.49533,0.65420,0.30791,-0.53045,0.96523
12.80951,14.29824,-0.87711,1.29901,1.13238,0.01610,0.30083,-0.74075
12.99589,13.58649,-1.04045,1.09137,0.03806,0.18776,0.56345,-0.49265
12.49608,13.42969,-1.52039,0.88346,1.17707,-0.81619,0.82778,0.50602
12.92093,13.32441,-0.27011,1.27909,0.43747,0.73456,-0.11097,0.12750
13.15185,13.52845,-1.18002,1.17178,1.26955,0.89257,-0.31143,-0.31622
12.90070,13.86607,-2.23392,1.30906,0.04450,0.17632,0.05935,0.53352
12.49520,13.25124,-1.76946,0.92097,1.02896,-0.81530,0.64152,-0.86817
12.61328,14.35306,-0.71346,1.33302,1.14562,0.76562,0.07553,-0.55428
12.44654,14.37779,-1.52072,0.80925,1.09235,-0.57387,0.36750,0.86002
12.82770,13.99358,-0.12727,1.41216,1.42085,-0.62856,0.94292,0.08558
12.77388,14.25544,-0.29122,1.01367,1.04544,-0.19795,-0.74001,-0.76824
12.55961,13.30390,-2.91602,0.77307,0.53785,0.44928,-0.13781,-0.72750
13.23005,13.39239,-0.27247,0.73789,0.71608,-0.23578,0.33263,-0.35693
