# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.45972,14.16085,-1.78372,1.32053,0.77818,0.88680,0.46151,0.37802
13.14272,13.43143,-2.12730,0.89273,1.04695,0.46758,0.06815,-0.68998
12.52902,13.84239,-0.44931,1.41270,0.79707,0.89244,-0.18806,-0.27123
13.04275,13.26122,-1.14297,0.85092,1.23232,-0.13785,-0.75436,-0.12598
13.06854,13.71622,-1.88685,1.15779,0.61690,0.63326,-0.57735,0.40775
12.48683,14.26257,-1.84957,0.96057,1.12157,-0.36149,0.15832,0.90665
13.16553,13.27497,-1.42351,1.09073,0.52687,0.30568,0.39874,0.58470
13.02260,14.19234,-1.44377,1.32835,1.30737,-0.61351,0.60552,-0.81546
12.44748,13.74955,-2.66768,0.82258,1.07602,-0.75712,0.77845,0.04668
12.40567,13.69606,-2.16813,1.44390,1.32353,-0.44585,0.60675,-0.02068
13.28123,13.80891,-1.34156,1.30410,0.22559,0.07285,-0.59221,-0.34177
12.54060,13.97457,-2.16465,1.29814,0.32756,0.09685,-0.59434,-0.08097
12.62470,13.44915,-2.95395,1.37750,1.01741,-0.96784,0.41821,0.21491
12.93205,13.53769,-0.98083,1.45055,1.07414,-0.77884,-0.69298,0.64490
12.69456,13.72215,-2.44667,0.77063,1.04167,0.25336,-0.27956,0.21849
12.48468,13.64486,-1.06399,1.16023,0.17902,0.51599,0.82895,0.05526
12.63255,14.26034,-1.03060,0.74164,1.35148,-0.62644,0.38031,0.39198
13.15176,13.71670,-0.93387,0.94029,0.35141,-0.39368,-0.11733,0.60038
12.71785,14.26575,-2.34517,0.97108,1.17500,-0.93609,0.55789,0.21790
13.18900,13.38093,-2.10309,1.28816,0.39595,0.07619,0.62426,0.38808
12.63689,13.50106,-2.48825,1.10446,0.34160,-0.48280,0.04252,-0.17297
12.72145,13.26419,-1.05602,0.89013,0.10172,0.83214,0.68995,-0.30253
12.72626,13.56403,-1.67847,1.32678,0.42198,0.90767,-0.89312,-0.96638
13.22914,13.80368,-2.88636,1.32508,1.39839,0.45985,0.17279,-0.95433
12.89298,13.56608,-2.48560,0.82391,0.40965,-0.21986,0.26942,-0.20599
13.28760,13.83267,-1.66028,0.95995,1.11553,0.94977,-0.14624,-0.40288
12.53371,13.25860,-1.53735,0.70779,0.12182,0.85386,0.13715,-0.02222
12.81038,13.24043,-2.29871,0.83297,1.08876,0.53201,0.17480,-0.48664
12.99117,14.01633,-1.62051,1.00603,1.36651,0.52359,-0.07644,0.30799
13.14228,13.54896,-1.40242,0.89609,0.15134,0.12943,0.37281,-0.17636
12.98722,14.10524,-0.23953,0.72225,0.80839,0.21447,0.33820,-0.89049
12.96777,14.08112,-0.56457,1.13520,0.76132,-0.73599,-0.52786,0.76433
12.62775,13.41439,-0.74001,0.92739,0.79799,0.13122,-0.92654,0.11841
12.85927,13.53633,-2.52743,0.75144,0.88519,0.62931,-0.75203,0.39355
12.57003,13.70007,-0.51157,0.80220,0.23590,-0.77476,0.29254,-0.82770
12.51283,14.39396,-1.96873,1.29652,0.48829,-0.49681,0.57840,0.00422
12.73586,13.42671,-0.94105,1.02819,0.87188,-0.47119,-0.60722,-0.83176
13.26840,14.02289,-0.81669,1.10494,0.24477,-0.25793,-0.83726,0.71206
12.43277,13.25683,-2.77539,0.92626,1.24135,-0.71160,-0.72270,0.25471
13.25578,13.61003,-1.32339,1.17201,0.36640,-0.70618,-0.11281,0.15160
13.20964,14.27174,-2.62293,1.27602,0.03266,0.74507,-0.75981,0.57597
13.28920,13.69564,-1.42188,0.97663,0.82607,-0.70404,-0.74943,-0.79514
13.12619,13.52736,-2.95147,0.95625,0.74882,-0.46080,0.89056,-0.19193
12.89274,14.00727,-1.68159,1.42796,0.02231,-0.90409,0.57676,0.49761
12.50943,14.32427,-0.23415,0.96539,0.96536,0.00409,-0.90686,0.06286
12.70047,14.09965,-0.14396,1.00042,0.36700,0.97345,-0.62953,0.60092
12.90318,13.68494,-1.08352,0.91064,1.17550,-0.11198,0.29256,0.51294
12.83219,14.28665,-2.13540,0.95508,1.47649,-0.92068,-0.49446,0.96070
13.14553,14.07233,-2.81309,1.49160,0.04397,0.39400,0.60406,-0.90180
12.67216,13.24388,-2.04449,1.45398,0.53441,0.61238,-0.47402,0.92453
13.16902,13.90097,-0.21337,0.85795,0.73273,0.34753,-0.55720,-0.31607
13.08651,14.28739,-0.41806,1.11221,0.67672,0.78586,-0.69474,0.00292
12.59057,13.49176,-1.77575,1.15124,0.72840,0.17986,-0.13251,0.36607
12.65175,14.39098,-2.66631,1.03295,0.35362,-0.31690,-0.52494,0.76713
12.72522,13.27795,-0.17173,0.80620,0.52984,-0.46620,0.89493,0.49920
12.76605,14.08826,-1.24537,1.06890,0.55800,0.68393,0.90386,-0.64064
12.58911,13.57466,-2.88743,1.00797,1.18194,-0.37955,0.04307,-0.52065
12.57527,14.38008,-2.95944,1.29773,1.19488,-0.86298,-0.16821,-0.82814
12.91420,14.27422,-1.92286,1.10181,0.92829,0.70248,0.28293,-0.34243
13.07241,13.24018,-1.46763,1.46445,0.80574,-0.97136,-0.48447,0.41457
13.11426,14.19829,-2.51662,0.97145,0.92563,-0.06835,0.83114,0.65492
13.07612,13.55787,-0.82531,1.21658,1.15002,-0.51219,0.18920,-0.81012
13.13527,14.02648,-1.69907,0.94526,0.88992,0.25945,-0.53160,0.32134
13.25403,13.83047,-2.07632,0.77009,0.30161,0.98057,0.21933,-0.06001
12.98948,13.24134,-0.53530,0.88329,1.02067,-0.61988,0.02487,0.09678
12.67854,13.96725,-2.78780,0.79337,0.47868,-0.68531,0.26993,-0.03803
13.09664,13.35738,-2.31395,0.84176,0.27789,0.80866,-0.19100,-0.34648
12.71712,14.28656,-2.08643,1.38886,1.39782,-0.29505,-0.07222,-0.25751
12.73200,13.81768,-0.88449,0.92516,0.89072,-0.56037,0.83086,0.96397
12.84794,14.37951,-1.38087,1.34977,0.05237,0.40822,-0.14946,0.93234
12.83307,13.46008,-0.41427,1.37493,0.77095,-0.72624,0.96097,0.05604
13.14653,14.24974,-2.19945,0.87915,1.24031,0.10630,-0.81546,-0.43620
12.82046,13.77642,-2.48252,1.23327,0.85695,0.74774,0.82880,-0.00097
12.88578,14.20462,-2.82310,1.14169,1.04398,-0.93862,-0.78432,0.62005
12.40268,13.20891,-2.66909,0.70492,1.26643,0.81700,-0.69608,-0.81823
13.01488,13.53606,-0.42939,1.45137,0.14425,0.21453,-0.05229,0.23654
12.77449,13.61415,-0.84375,1.25322,0.09390,-0.04685,-0.40237,-0.02375
