# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.46372,14.17354,-2.32607,1.08282,0.11672,0.24326,0.97200,-0.68565
13.20800,13.56374,-1.51326,1.39761,0.98247,-0.72609,0.23060,-0.31098
13.07649,13.25151,-0.38503,1.21002,0.95380,0.26381,0.58146,0.99247
13.15827,13.25608,-1.64014,1.47083,1.24280,-0.55901,0.45362,0.65217
13.25128,14.15122,-2.90108,1.30237,1.25129,0.89159,-0.38893,-0.17236
12.83111,13.93767,-2.12018,1.41673,0.66588,-0.56132,0.22348,-0.14134
13.16939,14.17978,-2.85435,0.74093,0.51878,0.80504,0.49140,0.93285
13.00372,14.02914,-1.45177,0.98339,0.44647,0.02268,0.63203,0.52042
13.07356,13.64145,-1.86165,1.05359,0.09032,0.02714,0.54331,0.89051
12.80428,13.81002,-0.87643,0.95268,0.99524,-0.66415,0.07444,0.42153
12.41069,13.76237,-2.32564,0.72900,0.30063,0.96228,-0.29694,-0.27084
12.47168,13.85959,-1.24260,1.14268,0.28508,0.26830,0.26118,-0.65744
12.41622,13.99189,-0.26664,0.87114,1.12366,0.00587,0.61907,-0.05974
12.98847,13.65577,-1.65259,0.98418,0.74761,-0.12806,0.84256,-0.01484
12.61218,14.07426,-0.51281,1.37997,0.49969,-0.68216,-0.11003,-0.25992
13.00441,13.50543,-2.62792,0.99881,1.28729,0.94242,0.58919,0.90810
12.44726,13.93165,-0.57968,1.23207,0.97135,0.45435,-0.37712,0.23427
12.91482,13.39011,-2.23519,1.10477,0.72384,0.74658,0.94108,0.50026
12.44135,13.59161,-0.80834,0.77394,1.29518,0.96708,0.49898,0.82719
12.82379,13.45973,-2.45402,0.84590,0.09706,-0.87147,-0.90576,-0.97806
12.95308,13.76375,-0.34683,1.33712,0.11460,0.74469,-0.04602,-0.15621
12.86230,13.70739,-0.72599,1.48078,0.85308,0.69903,-0.26192,0.81772
12.88349,14.03834,-1.59011,1.12695,0.03866,-0.65434,-0.49843,-0.43468
12.94512,13.26459,-2.86365,1.46929,0.83082,-0.35801,0.37227,0.03511
12.96766,13.50273,-1.63413,0.95423,0.79947,0.20833,0.20640,0.27479
13.14394,13.34630,-2.26042,1.22366,0.73912,0.75567,-0.81499,0.46255
12.47703,13.53931,-1.48025,0.71807,0.52919,0.23972,0.40596,0.23794
12.65654,13.28668,-1.03113,0.93006,1.37511,0.50177,0.64112,0.51249
13.15372,13.28220,-2.43201,1.34915,0.12997,-0.07136,0.14269,-0.66070
12.59614,13.56696,-1.14615,1.22316,1.07819,0.68777,-0.64053,0.88796
12.42404,14.29775,-1.03121,0.76781,0.74982,0.73790,0.72968,0.38314
12.95923,13.38385,-2.48732,1.47532,1.36830,-0.34979,-0.57635,0.81888
12.94499,13.62054,-1.91144,0.79222,0.43765,-0.26480,0.57379,0.77976
13.09455,13.52037,-0.90390,1.37816,0.97885,-0.12863,-0.00324,-0.30751
12.56568,13.24934,-1.92984,1.33317,0.81557,-0.06051,-0.63656,0.89189
13.21999,13.92433,-0.49209,0.77097,0.90006,0.32781,-0.06501,0.78155
12.93208,13.44475,-2.35645,1.15129,0.27729,-0.48891,0.82535,0.07861
12.79551,14.33865,-1.76854,1.07274,1.14497,-0.04645,0.57822,0.29315
12.74416,13.80305,-0.14426,1.03468,0.56465,0.08550,0.48727,-0.88420
12.53596,14.17206,-0.22017,1.43453,0.47517,-0.92517,-0.34878,0.78093
13.28423,13.63263,-1.29387,1.07025,1.04326,-0.92474,-0.84859,0.52461
12.94030,13.89522,-1.63048,0.84338,0.87847,-0.68761,0.57443,-0.98013
13.09682,13.73639,-0.29308,0.70571,1.47526,-0.86122,-0.75384,0.63335
12.70067,14.20575,-1.12121,1.19138,0.11026,-0.99250,-0.43308,0.14703
12.69035,13.56103,-2.39551,1.45374,1.33008,-0.82205,-0.97172,-0.09769
13.01022,14.31386,-1.40315,1.05025,0.28030,0.38482,0.27078,0.31390
13.18222,14.04193,-0.94346,1.20893,0.70889,-0.46914,0.58027,0.14480
12.40290,13.55945,-2.98343,1.05982,0.90210,0.32005,0.50905,0.62433
12.84312,13.68144,-2.94424,0.98036,0.59916,-0.81659,-0.25511,0.40379
12.51491,14.20165,-1.14986,0.81431,1.43054,0.59574,-0.61344,0.62115
12.98564,13.56626,-0.60282,0.77370,0.03998,0.49869,0.96653,0.65660
12.82183,13.76396,-1.70760,1.38559,0.31996,-0.50473,-0.25417,-0.40733
12.43496,13.87093,-0.58982,1.22283,0.95052,-0.06417,0.16653,-0.75629
12.87670,13.84311,-0.26067,0.81679,1.39073,-0.20503,-0.87264,0.12007
13.18581,13.48107,-2.02208,0.76106,0.43017,-0.52480,0.98039,-0.41963
13.21833,14.13960,-0.62434,1.38892,1.07243,-0.97678,0.32329,0.65597
13.22791,13.74673,-0.60225,1.05599,0.25712,0.53319,0.32963,0.27197
13.05758,13.22365,-1.76071,1.00322,0.22658,0.30812,0.43423,0.08719
12.84627,14.39045,-0.03134,1.38261,0.06931,-0.61100,-0.53829,-0.23552
12.77687,13.56026,-2.22183,1.30063,1.16987,-0.55374,0.28266,-0.81684
12.86536,14.36934,-1.80890,1.04903,0.96521,0.24381,0.17127,0.49939
12.86137,13.97307,-0.84928,0.98618,1.22723,0.22199,0.95263,0.06198
12.67762,13.38583,-2.64116,1.28611,0.41929,-0.31070,0.31632,0.73912
12.61832,14.30190,-2.43777,1.05262,0.27360,0.47991,-0.86757,-0.31705
12.78602,13.75471,-0.01042,0.89470,0.46416,0.46499,0.53094,-0.18611
13.16058,14.17674,-2.28472,0.99522,0.80296,0.73254,-0.49448,0.94654
13.14282,14.37903,-1.88647,0.77175,1.01139,0.27426,0.89047,0.14467
12.75659,14.25013,-2.75166,1.37144,1.47251,-0.29293,0.48715,-0.21612
13.19108,13.99718,-2.75982,0.82201,1.09687,-0.34204,0.21112,0.62437
13.17136,14.27793,-2.25143,1.15079,1.27770,-0.36949,0.50084,-0.24946
13.10260,13.28319,-2.46538,0.93362,1.07340,0.52040,0.91077,0.02222
12.69137,13.22861,-0.80699,0.93220,0.46270,-0.77811,0.01619,-0.31359
12.53540,13.78430,-1.48914,1.08831,0.74000,-0.64600,-0.42300,0.91305
12.47526,13.56309,-2.94416,1.29122,0.75191,-0.01376,-0.53028,-0.06761
12.98425,14.00409,-0.11180,0.92501,1.17808,0.97789,-0.45718,-0.95008
12.73559,13.98155,-0.82723,0.72011,0.62614,0.16817,-0.56096,0.90083
12.40584,13.86484,-1.81836,0.78694,0.98410,0.75174,0.25338,0.75385
12.41505,13.91404,-2.90983,1.11380,0.83468,-0.57554,0.18043,-0.52631
13.21137,13.81555,-2.75948,0.83021,0.05993,0.00310,0.75308,0.77651
13.27696,14.20584,-1.83842,1.33173,0.71090,-0.55567,-0.87955,-0.79120
12.93074,13.54768,-0.40996,0.75754,0.75183,-0.53064,0.39382,0.05923
13.15802,13.90929,-0.22351,1.20781,0.08295,-0.32466,-0.77404,-0.19721
13.15668,13.77452,-0.15390,1.04094,0.43242,-0.09272,0.00315,-0.44305
12.49526,13.44895,-1.73321,1.16790,0.18520,-0.89427,-0.34572,-0.22005
12.65855,14.34127,-1.93602,1.32299,0.68811,0.08545,0.07677,-0.08166
13.12958,13.21499,-2.77652,1.42121,0.90008,0.93335,0.52482,0.46063
12.49467,13.55813,-2.66509,1.06671,0.29355,0.98824,0.66714,-0.52237
12.49536,13.43768,-0.05996,0.97858,1.10849,-0.02111,-0.72592,0.24774
13.13042,13.53053,-1.11056,1.45610,0.72720,-0.94463,0.30191,0.81690
12.97584,14.01272,-2.09834,0.91530,0.19449,0.30389,0.04176,-0.10875
12.60307,13.27768,-1.51222,0.71968,0.75613,0.57763,0.15514,0.76870
12.60865,13.83293,-0.27548,0.92038,1.15313,-0.53771,0.82194,0.08407
13.19536,13.37345,-0.76623,0.99050,0.18470,0.51945,0.24826,0.61364
13.29994,13.74968,-1.83461,1.26461,0.84490,0.26905,0.11571,0.67562
12.72682,13.25052,-2.89351,0.91645,1.44159,-0.44447,0.69872,-0.50790
12.74930,13.84415,-1.00288,1.43781,0.21183,0.32385,-0.00330,-0.61330
12.61005,13.78632,-2.42085,1.19850,1.07170,0.72403,-0.73780,0.35188
12.44621,13.56303,-1.39695,0.75485,0.56452,0.71395,0.37903,0.75467
12.45427,13.30753,-0.25966,0.89216,1.33388,0.09735,-0.70622,-0.42858
12.44713,13.56621,-2.24888,1.31185,0.12553,0.72767,-0.44116,0.19183
13.17183,14.37878,-2.74552,0.89211,0.21786,0.54318,0.76836,0.68412
12.63597,13.27455,-1.00989,1.10625,0.33405,-0.54732,0.91844,0.68704
13.23719,13.39845,-2.68829,0.78560,1.32168,0.76219,0.36729,0.74821
12.80461,14.36879,-0.30259,1.12701,0.60202,0.80129,-0.50762,0.95643
13.25435,13.52702,-2.73179,1.14963,0.81196,0.14204,-0.35775,0.47603
12.51982,14.08868,-0.53802,1.47991,1.32472,0.31102,-0.82908,-0.89284
12.61854,13.55057,-0.72525,0.77744,0.26455,-0.95248,0.57463,0.30264
12.74839,13.53732,-1.12110,0.78322,0.44443,0.18059,-0.74360,0.98123
13.23390,13.60330,-2.97262,1.18365,0.23836,-0.61005,0.40183,0.13044
13.11280,13.41528,-1.92585,0.80470,0.88523,0.07141,-0.77929,0.79341
12.54822,14.39394,-0.32007,1.43715,0.88313,0.68908,0.70937,0.85321
12.70041,13.51302,-0.65191,0.90054,1.20045,-0.72552,0.48352,-0.14777
12.67103,13.23498,-0.26007,0.78247,1.39663,-0.04454,-0.94929,0.93301
12.76816,14.06308,-1.30822,0.97800,1.08770,-0.12741,0.09913,-0.07941
12.48160,13.78103,-0.32725,0.83650,0.41266,0.17952,0.45563,-0.69482
12.59369,14.36113,-1.28220,0.85597,0.99592,-0.01897,0.77097,0.70827
