# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.48939,13.93263,-0.91453,1.00926,0.69060,-0.07578,0.69948,-0.06570
12.91546,13.67671,-2.91810,1.29875,1.17655,-0.85334,-0.73124,-0.05288
13.15211,13.74637,-2.55358,1.07379,0.07052,-0.79334,0.93905,0.46328
12.51125,14.01148,-1.54766,1.16567,1.17476,0.71413,0.26950,-0.96759
12.65558,13.76629,-2.54012,0.76929,1.36797,0.10197,0.54841,-0.49375
13.13630,13.42240,-0.24485,1.40142,1.40154,-0.21518,-0.72565,-0.81843
13.24808,14.34635,-1.54540,1.29029,1.14360,0.13770,-0.18368,0.51383
13.20739,13.86097,-0.12419,0.80142,0.09042,-0.69294,-0.89056,0.03145
13.08800,14.05224,-0.78221,0.91728,0.82142,0.94871,0.01263,-0.13837
12.54629,13.90381,-0.27945,1.25069,0.70383,-0.64700,-0.89553,-0.31991
12.43725,13.53369,-1.90680,0.90286,1.16329,-0.58640,-0.32106,0.06657
12.56039,14.24111,-1.33337,0.81691,0.69906,0.68070,0.67833,-0.72125
13.25197,14.11600,-2.32973,1.20317,0.81934,-0.04370,-0.24599,0.38095
13.29589,13.90849,-2.89443,1.07096,1.11684,0.52327,0.76319,-0.28847
12.40091,13.88050,-2.25256,1.37243,0.87690,-0.88551,-0.88790,0.71011
12.40088,13.27129,-1.65020,1.46807,0.08195,-0.57326,-0.02349,-0.18388
13.16916,14.06709,-2.85911,1.08832,1.39384,-0.87669,-0.53615,-0.44705
12.65644,14.12928,-0.84298,0.95264,0.37632,-0.31688,0.87251,0.64618
12.79173,13.40667,-0.85238,0.90030,0.00763,-0.76394,-0.03730,0.84553
12.57515,14.29099,-1.78336,1.45320,0.39753,-0.84285,-0.07595,-0.57197
13.25335,13.73615,-0.73273,1.22978,0.11400,0.74354,-0.47550,0.24187
12.66931,13.33098,-0.67303,1.12899,0.51429,-0.45847,-0.16067,0.54835
12.87663,13.75992,-0.33767,0.71837,0.58924,-0.92892,0.65795,-0.91047
12.59542,14.33116,-2.37048,0.73876,0.54691,-0.65659,0.59488,0.40131
