# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
13.06312,14.11348,-1.33547,1.06025,1.00542,-0.82080,0.90061,-0.60000
12.89456,13.53844,-1.82781,0.86397,0.70971,0.48108,0.00405,0.35884
13.12006,13.23136,-2.83674,1.10917,0.93024,-0.73557,0.66652,0.39430
13.18491,13.93208,-1.94656,1.48380,0.96119,0.46007,-0.61273,0.05589
13.15969,13.84879,-1.06393,1.30453,0.00210,-0.41489,0.27874,-0.90282
12.89497,13.77153,-1.59354,1.17504,0.11013,0.30211,0.52252,0.20019
12.95505,13.88518,-0.03975,1.32230,0.07685,-0.67593,0.53872,0.34916
13.21546,14.03453,-2.65644,1.44141,0.98474,-0.09400,-0.11403,-0.88102
12.60187,14.22100,-1.78588,1.40872,1.23614,0.59869,0.95677,-0.60053
12.95671,13.22182,-2.24570,0.95880,0.72446,0.19514,-0.32350,0.44690
12.86276,13.55453,-2.11354,0.94321,0.24530,0.35735,-0.06704,0.58497
12.93962,14.22126,-0.19510,0.88996,0.25356,0.89843,-0.57957,-0.53873
12.52901,14.29488,-1.59731,1.09673,0.31560,-0.65233,0.50541,-0.43925
13.27536,14.02805,-0.36603,0.95109,0.68124,-0.31715,0.93365,-0.71220
13.29133,13.93608,-2.03671,1.49514,0.08744,-0.36372,-0.49352,-0.07776
12.62499,14.04753,-1.83216,1.33714,0.53000,-0.68039,0.73919,-0.43455
12.75986,14.05819,-1.93944,1.10708,0.37285,-0.55098,0.56366,-0.19966
13.29415,13.34859,-0.34917,1.05378,0.82876,0.77169,0.18092,-0.08351
12.80174,13.55894,-0.36514,1.28722,0.34283,-0.58530,-0.51578,0.58851
12.76628,13.87097,-0.35095,1.43175,0.41903,-0.44094,-0.48097,0.51495
13.19473,13.63038,-1.59006,1.08860,0.85668,-0.92972,0.77843,0.35180
12.71955,13.61603,-2.37778,1.42835,0.07590,0.93436,-0.89161,0.66557
13.19053,13.21277,-2.27757,1.40164,0.93252,-0.15985,-0.42516,0.10823
12.51756,13.98200,-0.16539,1.47535,0.97290,-0.29051,0.40268,0.82506
13.23764,13.39110,-2.03665,1.02331,1.09248,-0.45433,0.40902,-0.14184
13.19692,13.72164,-1.98811,1.29214,0.92574,-0.27645,0.82066,-0.92149
12.45750,14.13819,-0.08756,0.77133,0.01548,-0.12413,-0.90095,-0.04334
13.16740,13.57645,-0.68152,1.33257,0.97050,0.07687,-0.08698,-0.94729
12.79270,13.53101,-2.57657,1.29510,1.36888,0.92389,0.70125,-0.49020
12.50653,14.30845,-2.03089,1.47642,0.30898,0.23264,0.44136,0.04694
12.43782,13.21075,-1.35289,1.32835,1.25058,-0.27091,0.85846,-0.28710
13.15475,14.35316,-2.65613,1.00875,0.02293,0.95717,-0.45626,-0.52101
12.40703,13.31222,-2.20212,0.73666,0.30108,0.39490,-0.20566,0.05999
12.60796,13.35282,-0.14850,0.78608,0.13508,-0.93810,0.54535,0.83863
13.23371,13.94704,-1.76902,1.22567,0.78888,-0.87699,-0.36373,-0.40707
13.27388,14.37575,-1.83236,1.12952,0.07257,0.19251,-0.70611,-0.35202
12.55139,13.96809,-1.69384,1.17229,0.61368,-0.81649,0.25178,-0.41582
12.93117,13.21297,-2.78775,1.36544,0.74815,-0.99568,0.03277,0.61361
13.15919,13.38387,-2.59671,0.98988,0.99176,-0.07465,0.60912,-0.14011
12.75278,14.17957,-0.65026,1.09003,0.06677,-0.10217,-0.72450,-0.32578
13.02043,14.08953,-0.83249,1.36628,1.39209,-0.89275,-0.11781,0.81215
12.46233,14.24104,-0.51984,1.37390,0.83085,0.70652,0.72577,0.29788
13.13728,14.12298,-0.43018,0.76791,1.33390,-0.31066,0.09348,0.93697
12.83528,13.56055,-0.90443,0.96096,0.41246,0.63469,0.24988,0.71385
12.76998,13.20280,-2.73887,0.90815,1.16220,0.74602,0.32107,-0.52843
13.12139,13.83425,-1.63095,1.00218,0.69965,-0.90743,-0.62269,-0.95694
12.96942,14.12832,-2.18797,1.26394,1.09114,0.12256,0.34424,-0.64740
13.02544,13.28857,-1.53162,1.21144,0.46497,-0.92887,0.42155,0.83644
12.75019,13.52995,-2.78191,0.97326,1.41362,0.23799,-0.34351,-0.74709
12.48886,14.16176,-1.01428,1.42739,1.42674,-0.43899,0.56093,-0.99384
12.40016,13.36733,-2.00617,1.06479,0.30693,-0.78730,-0.01335,0.82006
12.47804,13.61483,-2.94127,1.16665,1.17002,-0.68239,-0.36824,-0.04374
12.95443,13.80466,-2.31148,1.04758,0.12075,0.20216,0.68632,0.02492
12.80622,13.88251,-1.23161,1.33411,0.68732,-0.75885,0.09736,0.06005
12.84785,14.08545,-1.71731,1.49782,0.40778,-0.29166,0.35468,-0.57162
12.64580,13.41010,-0.25411,1.42004,1.30802,0.47072,-0.20444,-0.16959
12.77646,14.35551,-2.53463,0.77820,0.92520,0.22727,-0.62681,-0.66980
