# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.47509,13.81841,-1.43957,0.96275,0.05663,-0.89880,-0.03284,-0.97926
12.43958,14.02968,-0.61697,0.91100,0.87712,-0.36143,0.04946,0.68827
12.78469,13.69675,-2.80659,1.20429,0.34777,-0.56325,0.22852,-0.76638
13.22443,13.58458,-1.94843,1.22502,1.13983,0.69360,0.77115,0.67049
12.95275,13.54078,-0.13278,1.49397,0.56477,-0.72305,-0.37113,-0.70845
12.72507,13.79757,-2.83139,0.71403,0.64492,0.23843,-0.89183,0.68448
12.50074,13.83268,-1.16284,1.00197,0.47575,-0.29100,-0.69390,-0.51919
12.90145,14.35973,-1.67579,0.71792,0.13018,0.79033,0.30305,0.03964
12.48273,13.61731,-2.98864,1.21285,0.13407,0.92309,-0.90770,-0.24721
13.05380,13.40821,-1.60840,0.89321,0.84845,-0.62281,-0.74854,0.40187
12.73647,13.94340,-0.46108,0.74014,0.07906,-0.92118,-0.21522,0.23932
13.21149,13.61471,-1.32385,1.16257,0.84159,0.12917,0.59386,-0.17194
12.47317,13.38504,-1.22532,0.97304,0.57342,-0.66481,-0.55607,0.56127
12.42268,14.20243,-0.07540,1.41747,0.42768,-0.48595,0.36715,0.67671
13.10313,14.11991,-0.72893,0.83904,0.98272,0.50588,0.59017,-0.00588
13.16302,13.82160,-2.94990,1.23442,1.17750,-0.34969,0.14143,-0.52617
13.04901,13.29731,-0.67109,0.79796,1.04068,0.86026,0.42511,-0.59830
12.76169,13.27735,-1.61713,1.48614,0.58327,0.95825,-0.79360,0.49185
12.60058,14.18515,-2.38622,0.99595,1.44209,-0.68152,-0.19605,-0.72290
12.57055,13.97634,-0.08797,0.70144,0.59351,-0.47902,-0.34745,-0.41723
13.21401,14.11775,-2.56558,1.13993,0.04257,-0.15848,0.08749,0.60241
13.01769,13.79551,-2.21755,1.21016,1.17178,0.15341,0.43394,-0.46619
12.91808,13.45694,-1.47297,1.13072,0.15875,0.10877,-0.71496,-0.79922
12.95842,14.14538,-0.09989,1.06482,1.16344,0.03858,0.16124,0.33055
12.84285,13.89742,-0.47558,1.41058,0.50948,0.79236,0.39490,0.78442
13.07894,13.70344,-2.52665,1.09700,1.45822,-0.70831,-0.37705,0.66247
13.19291,14.27941,-2.92051,1.19149,1.01655,-0.74869,-0.96731,0.66771
12.89731,13.45339,-0.48421,1.25471,0.48432,-0.87123,0.46969,-0.23863
