# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.99063,14.25214,-0.82503,1.44479,1.20773,-0.62453,0.08569,-0.17031
12.54178,14.37097,-2.19049,1.32760,0.69614,0.71922,-0.45959,-0.69896
12.45274,13.71344,-1.54113,1.13352,0.79752,-0.41861,-0.64973,-0.77438
12.63563,14.01594,-0.25570,1.49492,0.57005,0.82488,0.72661,0.92413
13.15752,13.98136,-2.02384,1.30265,0.76794,-0.66593,-0.63952,-0.18493
13.03617,14.01415,-1.04100,0.71845,0.60281,0.86142,0.39007,-0.28398
12.96324,14.32395,-0.79711,1.36120,0.48639,0.56827,0.22919,0.70848
13.04478,13.25962,-1.53662,1.27491,0.82050,0.52836,-0.69813,0.00621
13.26196,13.61831,-0.44019,1.29935,0.05927,-0.10535,0.76259,-0.24761
12.72536,14.38226,-2.18744,0.70876,0.38281,0.35345,0.10465,0.90954
13.19024,14.21861,-2.90018,0.81129,0.77458,-0.12471,-0.51341,-0.22786
12.79604,14.38755,-0.32237,1.12967,0.50731,-0.17889,0.12736,-0.64142
12.75833,13.62754,-0.78201,1.06812,0.32644,0.87486,0.77837,-0.93289
12.91941,13.88442,-1.93610,1.38160,1.23568,0.61360,-0.54731,0.70843
13.08392,14.11920,-2.81853,1.43243,0.24535,-0.03512,-0.48551,0.55294
13.27044,13.89317,-0.63081,0.79432,0.91240,0.06586,0.72802,0.95796
12.97377,14.18715,-2.26772,1.46045,0.11308,-0.23675,0.78709,0.90333
12.52404,13.46752,-1.72809,1.46784,0.21584,0.69636,-0.87180,-0.66110
12.52327,13.34982,-2.74577,0.76404,1.27548,-0.60508,-0.46876,0.05237
13.24224,14.05547,-2.46741,1.16425,1.02246,-0.54964,-0.60955,-0.52250
12.54411,13.57451,-1.84067,1.43990,0.07494,-0.23925,0.87748,-0.07794
12.69021,13.60752,-0.01673,1.03698,0.00926,-0.41900,-0.42968,-0.28403
12.61518,13.81238,-2.29094,1.49789,1.03440,0.72484,0.46932,0.77126
12.93998,13.34096,-1.38932,0.76680,0.79431,-0.28638,-0.78276,0.28333
13.14532,13.61317,-0.47208,1.02541,0.78862,0.90141,0.79369,-0.36487
12.94481,14.22792,-1.01453,0.71988,0.08694,-0.98880,0.65348,0.82972
13.29563,14.39967,-0.94471,0.85635,1.12917,0.10720,-0.24072,-0.49613
13.29540,13.88835,-0.87597,1.04098,1.03997,-0.78628,-0.43102,0.17357
12.63782,13.20965,-1.50331,1.27872,0.15058,-0.76397,-0.82461,0.62278
12.82957,13.39098,-1.67160,1.04169,0.20143,-0.50869,0.35727,0.88751
13.17567,14.14284,-1.17339,1.04474,0.94123,0.53188,-0.80124,-0.74439
13.22686,13.91147,-1.53931,0.70639,1.18293,0.61287,-0.97185,0.14634
12.58090,13.54412,-2.32876,0.93514,0.51632,-0.05659,-0.03824,-0.80398
13.19339,13.69160,-0.49570,1.20058,1.00769,0.15163,0.02591,-0.84468
12.78656,13.73706,-1.55420,1.34731,0.29346,0.84987,-0.30074,-0.11649
13.15103,13.44539,-0.98802,1.37875,1.44033,0.20282,0.17960,-0.04329
12.74016,14.26453,-1.01779,0.81804,0.30689,-0.65570,-0.05533,0.09454
12.68253,13.20739,-1.41877,0.75447,1.32974,-0.16303,-0.03972,0.80546
12.64965,13.54612,-0.16512,0.88320,1.22919,-0.76480,-0.80901,-0.55151
12.75976,13.27608,-1.56282,1.43708,0.21125,-0.86536,0.37010,0.52876
12.53342,13.20068,-2.35578,0.88785,1.06981,0.96877,-0.31132,0.51046
12.48745,13.75892,-0.94487,1.20606,1.41035,0.20600,-0.22560,-0.43224
13.03643,13.48588,-0.38712,0.81172,0.73379,-0.62782,-0.13139,0.74524
13.09350,13.58146,-0.39721,1.06531,1.41198,0.43939,0.63450,0.00360
13.01344,13.96950,-2.71785,1.47940,1.49871,0.08508,-0.68439,-0.68856
12.70301,13.36085,-2.33459,1.11931,0.91053,0.25644,0.21215,0.56315
12.84760,14.27318,-0.60961,1.34604,0.58821,0.88587,-0.19785,-0.11985
13.21062,14.02492,-0.19642,0.86690,1.06417,0.05025,0.21566,0.93961
12.52530,14.13626,-0.61118,1.05959,1.39827,-0.44407,-0.80450,0.13482
13.15554,14.09929,-2.16218,0.97693,0.60672,0.08809,-0.70006,0.61915
13.03947,13.48172,-1.54414,1.14543,1.35987,-0.76659,-0.82790,0.96151
13.20911,13.69613,-0.41968,0.79689,0.81325,0.34374,0.69366,0.79016
12.64079,13.51664,-2.79559,1.48155,0.50681,-0.76522,-0.71117,-0.31588
12.92862,13.23415,-1.65216,1.46842,0.09713,0.91234,0.67733,-0.91574
12.85843,13.30606,-1.01179,1.45200,0.04569,-0.21832,-0.17978,0.69746
12.70439,13.81049,-0.37496,0.94792,0.66275,0.37873,0.65645,-0.27501
12.63486,14.10687,-1.46769,0.81432,0.95976,-0.40833,-0.54586,-0.58006
13.23455,14.28249,-1.75536,1.20245,0.02195,-0.56561,0.34724,-0.33575
12.60678,13.48619,-2.19995,0.81949,1.46989,0.73436,0.43205,-0.34468
12.59334,14.07942,-0.13092,1.34165,0.45992,0.10164,-0.59800,0.49162
12.93903,14.23884,-0.07238,1.44833,0.23788,0.67833,-0.24953,-0.08252
12.62829,13.76264,-0.91113,1.16212,1.15057,0.04264,-0.62976,0.31998
13.26869,13.63885,-1.97525,0.96394,0.14567,0.57965,-0.61067,0.84231
12.60118,14.25390,-2.78520,0.83780,0.29184,0.87218,0.13848,-0.24311
12.78861,13.74944,-2.44302,1.44489,0.74408,0.27850,0.11928,-0.89338
12.64379,13.20046,-1.35305,1.25967,0.07176,-0.01423,-0.62788,0.95057
12.87770,13.99697,-1.54500,0.81967,1.12174,0.74489,-0.30032,-0.23252
13.11844,13.94760,-2.57408,0.76475,1.01998,0.70836,0.57273,-0.89928
13.25728,13.84956,-0.80761,1.32705,0.54749,-0.65124,0.82030,-0.22808
12.90905,13.97950,-0.64105,1.30547,0.89887,0.14136,0.13010,0.01682
13.26207,13.57148,-1.63064,0.87464,1.26079,0.13377,-0.76865,0.06706
13.10824,13.22985,-0.20591,1.26778,0.68010,-0.71369,-0.26072,0.48987
12.67788,13.39074,-1.23125,1.46770,0.23104,-0.50452,-0.64155,-0.32230
13.12060,14.36595,-0.76557,1.13870,0.09625,0.52647,-0.48215,0.49072
12.46261,13.37474,-2.00166,1.39946,0.65536,-0.09680,0.18842,-0.42293
12.96508,14.27706,-2.43047,1.37516,0.61732,-0.47230,-0.62213,0.01620
13.16006,13.71639,-2.66395,0.88062,0.23601,-0.24772,0.69596,0.11049
13.05396,13.85176,-0.33656,0.70465,0.70181,0.35058,0.85454,0.86329
13.06037,13.90956,-1.38550,1.19751,0.43481,-0.17269,-0.89282,-0.40593
12.81132,14.30508,-0.81759,1.19830,0.27097,-0.19741,-0.00700,0.49881
12.76974,13.96099,-0.33337,1.07092,0.49977,0.95080,0.85718,0.07739
13.13131,14.02828,-1.41921,1.29569,0.28739,-0.02936,0.56378,0.56014
13.22544,13.41225,-1.06842,0.73553,1.48660,0.92329,0.63982,0.59413
13.18115,13.44769,-2.62265,0.90399,0.56342,0.22649,0.36036,0.49483
12.50517,14.25154,-2.40425,1.14045,1.19362,-0.92610,0.54241,-0.62923
13.23453,13.71141,-0.88969,1.10353,1.04128,-0.78236,-0.80723,0.79839
12.46562,13.26048,-1.92079,1.49751,0.31909,0.76718,-0.76098,-0.17997
13.06655,13.65913,-2.92113,0.73454,1.22484,0.30652,0.58601,0.75518
12.98190,13.82211,-2.46080,1.02074,0.47863,-0.52320,-0.70184,-0.11360
12.80176,14.13926,-0.11342,0.75347,0.74601,-0.69246,-0.22781,-0.22754
12.52564,13.69718,-1.69026,1.34407,0.12336,0.77554,-0.47956,0.64027
13.07185,13.83606,-0.55008,1.10558,0.93372,-0.79473,-0.87081,0.60258
12.47398,14.37983,-2.60765,0.79406,0.37839,-0.34315,-0.60772,-0.40655
12.70450,14.14250,-1.27440,1.14066,0.98167,0.22125,0.61750,0.76983
12.59227,13.98532,-0.63345,0.96933,1.27136,-0.81143,0.71232,-0.86177
13.10874,13.80134,-0.36241,0.83290,1.20306,0.14609,-0.70768,0.29966
12.41249,13.21182,-1.02524,0.87553,0.67825,-0.64608,0.09791,-0.24918
12.86782,13.97617,-0.14570,0.83189,0.07567,0.05795,0.14168,0.26899
13.02837,13.78766,-2.74967,1.49043,1.34083,0.96236,-0.27970,-0.19876
12.63745,13.62892,-2.55475,0.74704,0.23840,0.27005,-0.05153,0.83706
12.54298,14.06137,-0.62048,1.00419,0.03752,-0.63059,-0.55263,0.00489
12.85733,14.00621,-1.19187,1.26219,0.40743,-0.69999,0.49822,-0.28354
13.08211,13.46171,-1.12583,0.98634,0.25658,0.14484,-0.72987,-0.58802
12.59089,14.23282,-2.19100,1.44477,0.86833,-0.38718,0.78641,0.59783
12.45929,14.17216,-0.50743,0.94727,0.57079,0.06686,0.51198,-0.75144
13.25560,13.40266,-2.90572,1.34531,0.94704,-0.77681,-0.91398,-0.97231
12.97635,13.65632,-0.44547,1.09905,1.28011,0.18446,0.64091,-0.51870
12.79175,13.38916,-0.86685,1.35743,0.50444,-0.85615,-0.89832,0.25819
12.77248,13.60620,-1.35233,1.16812,0.40735,-0.51451,-0.21813,0.04114
12.66382,14.16929,-0.23595,1.00152,0.98112,0.18179,-0.88148,-0.14716
12.54747,14.39703,-1.25759,1.01962,1.06659,0.06279,0.93672,0.84864
13.21578,13.63240,-2.19614,1.40565,0.53824,0.49426,-0.20830,0.69866
12.94108,13.57020,-2.63418,0.97594,0.82699,-0.29097,0.21218,-0.35714
13.17812,14.09358,-2.84376,0.77521,0.39412,0.99431,-0.86294,-0.08682
12.48302,13.42245,-1.77381,1.14452,0.96219,0.92420,0.96043,-0.15967
12.57722,13.24188,-0.18880,1.20356,0.67538,-0.43532,-0.45506,0.52117
12.63811,13.68904,-0.29967,0.94098,0.99563,-0.37912,-0.48568,-0.71015
