# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.85032,13.52684,-0.59876,1.13892,1.05735,-0.28387,-0.13184,-0.89782
13.17999,13.63032,-2.31586,0.88044,0.67027,0.61191,0.95076,-0.69726
13.07450,14.32360,-2.59184,1.46064,0.05483,-0.15422,0.36624,-0.87709
13.10612,14.21366,-0.18285,1.19290,0.64409,0.28675,0.13518,-0.26550
12.52480,14.25640,-0.19759,1.41680,0.66250,-0.64605,-0.38953,-0.12386
12.66865,13.23517,-1.14828,1.47334,1.43936,0.82982,0.54158,0.69964
12.79812,14.20810,-1.43525,1.20132,1.46549,-0.09367,0.38694,0.30902
12.81264,14.29388,-2.50659,1.10162,1.20624,0.46293,0.90281,-0.68319
13.12861,13.49407,-2.50685,1.17847,0.27822,0.20051,0.17389,0.87612
12.65081,14.15789,-0.11382,0.91261,0.42838,-0.26835,0.42177,-0.75237
12.48777,13.41723,-2.03933,0.84612,1.03380,0.30057,-0.85816,0.70728
12.96205,13.34481,-1.39120,1.00833,0.21400,0.59815,-0.57297,-0.06748
12.40034,14.17186,-2.81029,1.30236,0.70765,0.04426,0.37566,-0.05420
12.83274,13.92313,-0.57994,0.98357,1.32382,-0.55568,-0.90293,0.93741
12.69121,13.90803,-0.17093,0.74536,1.11890,-0.22744,-0.09442,-0.83200
12.69089,13.90797,-1.50071,1.38704,0.87364,0.60141,-0.93387,-0.54584
12.60810,13.92146,-2.91166,0.91667,1.34086,0.16777,-0.15599,0.13228
13.28744,14.00477,-1.05529,1.13075,0.33008,-0.40522,0.94241,0.20305
12.49426,13.46239,-1.55335,0.84183,1.29090,-0.85293,0.35581,0.32494
13.03590,13.64404,-1.61599,1.28045,0.20047,-0.84729,0.51197,0.25108
12.57696,13.54457,-1.47349,1.07120,0.13927,0.78818,0.97245,0.14780
12.48595,13.84234,-1.53454,1.39317,0.73330,-0.10993,-0.75666,-0.79014
12.60842,13.20163,-0.47681,1.45386,0.36260,0.52662,-0.40741,0.98987
12.68657,14.04056,-1.89918,1.45162,0.82340,-0.18262,0.62964,0.83532
12.47547,13.92461,-2.09607,0.79289,0.38368,-0.57308,-0.31302,-0.19389
13.25080,13.47733,-0.92361,0.80301,0.72162,-0.65758,-0.52614,-0.11908
12.69643,13.83377,-0.28952,1.44353,1.30443,0.03455,-0.07715,0.58611
12.94144,14.13586,-0.64199,1.16286,0.94151,-0.93049,-0.64451,-0.70593
12.85639,13.78587,-0.45992,1.47158,0.68975,-0.26438,-0.25113,0.38715
12.98015,13.20389,-0.80730,1.39031,0.60694,-0.04581,0.93645,-0.12122
12.47112,14.23881,-1.64385,1.37884,0.78426,0.53065,0.48155,0.59333
13.08057,14.01747,-0.66922,1.03733,1.44969,-0.80912,0.58094,0.22627
12.91686,13.30258,-1.90172,0.92727,0.63437,0.27666,0.85301,0.79427
12.82041,14.14468,-0.56211,1.07678,1.32743,-0.38407,-0.03082,0.87479
12.82091,13.33072,-2.40068,0.90955,0.05604,-0.07608,0.68594,0.50907
12.59347,14.13160,-2.23710,0.80311,0.51464,-0.49552,-0.46106,0.61378
12.53080,13.75256,-2.13757,0.82576,0.11909,-0.20085,-0.61043,-0.33136
12.51706,13.70987,-0.00880,1.10406,0.27342,-0.21017,-0.90989,-0.79599
12.71485,14.00707,-1.85322,1.22766,0.22417,-0.18900,0.79944,-0.55888
12.42439,13.69579,-0.99609,0.89112,0.86315,0.01930,0.19428,-0.39937
13.24593,14.08820,-0.70155,1.10842,1.13932,0.17458,0.40565,0.51058
12.91563,13.78095,-1.02305,1.34915,0.68631,0.59111,0.83184,-0.72832
