# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
13.10593,13.33251,-1.40985,0.72948,0.73767,0.12344,-0.96375,0.93493
13.15439,13.94484,-0.23419,0.98188,0.06256,-0.36244,0.49242,-0.08058
12.81533,13.27219,-2.18493,0.85773,1.36079,-0.29233,-0.02027,0.04944
12.71612,13.27448,-1.70954,0.78007,0.06225,0.53184,0.30512,-0.56684
12.81841,13.79751,-1.37172,1.23673,1.29673,0.57860,0.54915,0.21614
13.12794,14.20158,-2.34012,1.41533,1.27319,-0.12757,0.18461,0.01041
12.74721,13.27734,-2.61208,0.77975,0.91197,0.44195,-0.50049,-0.42153
12.92733,14.30424,-2.35299,1.11787,0.89015,-0.09403,0.06515,0.90513
13.01779,13.52145,-2.28841,1.35204,0.75588,0.57740,0.17638,0.45396
12.89250,14.14000,-1.70304,1.23049,0.32179,-0.63751,-0.80982,-0.84856
12.90793,13.89082,-2.30029,0.83231,1.45720,0.94505,0.86017,-0.71645
12.70490,13.50333,-1.13006,0.94643,1.15526,-0.42015,-0.08646,-0.36160
13.06273,13.50603,-2.19526,1.45623,0.64006,-0.55977,-0.46484,-0.15190
12.85209,14.35626,-2.46957,1.36541,0.96122,0.91826,-0.77961,-0.55278
12.87251,14.26525,-1.94606,1.32804,0.13238,0.37760,0.50362,0.15787
13.26597,14.19545,-2.14022,1.00819,1.06090,-0.29162,0.90536,-0.85757
13.27601,14.18499,-0.87516,1.02773,0.79213,-0.10544,0.38844,0.73163
12.98026,13.95640,-1.99429,1.41589,0.31735,0.53913,0.85278,0.77042
13.10068,13.91363,-0.51939,1.23417,0.75495,0.13387,-0.84683,0.12085
12.45200,14.15124,-1.33898,1.47728,1.05850,-0.98261,-0.15731,0.27804
12.41284,14.09472,-1.14634,1.38839,0.95849,-0.44537,0.70003,0.46615
12.45649,14.21137,-0.80906,0.71542,0.53050,-0.30019,-0.62671,0.48590
12.57770,14.26160,-0.16228,1.49229,1.18493,0.81126,-0.27516,-0.51501
12.59219,14.23821,-1.83245,1.08618,1.02280,-0.09986,0.19791,-0.29390
12.74940,13.62915,-1.86503,1.17942,0.58431,0.04198,0.89966,-0.15468
13.05128,14.12968,-1.40005,0.71908,0.29577,-0.92171,-0.95642,-0.04185
12.53385,13.95343,-1.55608,0.71528,0.76020,0.44556,-0.25893,-0.19366
13.18955,13.65344,-2.26499,1.04336,0.02603,0.19034,-0.65645,-0.22770
12.42444,13.55900,-2.40615,0.96917,1.04944,0.92263,0.24263,0.33960
13.11650,14.23150,-1.70178,1.33357,0.81202,0.34275,-0.27027,-0.52271
13.09243,13.65677,-2.70286,0.74053,0.55073,-0.38120,0.78366,0.48085
12.80587,14.38174,-2.45566,1.48235,0.42054,0.66744,-0.29400,0.11084
12.85739,13.61188,-0.97272,1.21736,1.42369,0.13880,-0.46829,0.95623
12.98440,13.38577,-1.46450,1.27314,0.04159,-0.22084,-0.38453,-0.44989
12.85345,13.39463,-1.48437,1.28184,0.82629,-0.52137,0.70076,-0.49279
12.96344,14.25059,-0.59895,0.71593,0.13727,0.68412,-0.63317,0.10718
12.70691,14.13806,-0.56841,0.74834,0.68390,0.35495,0.70127,0.70817
12.48275,13.95327,-1.93146,1.20608,1.02950,-0.31226,-0.36644,0.03673
12.48342,13.70791,-0.54801,1.25204,0.10568,0.27178,0.16572,-0.34952
13.20650,13.81371,-0.25757,0.75557,0.32355,0.19827,-0.60214,-0.57944
12.87334,13.79651,-1.00733,1.11779,0.57371,-0.53074,0.91506,0.85841
13.14884,14.38739,-0.41146,0.87516,0.73867,0.64616,0.67573,-0.97117
12.84013,13.48901,-2.42771,0.76657,0.28006,-0.98661,-0.50373,-0.15150
13.10454,13.74045,-1.24573,1.13881,0.19182,-0.62401,-0.02271,0.65273
12.87242,13.71086,-1.14877,1.04293,1.06596,0.55752,-0.00923,0.11229
12.93899,13.82058,-2.18324,0.77242,0.51726,0.91646,0.77605,0.16951
12.83873,14.02874,-2.93152,0.71731,0.81267,-0.35962,-0.67024,0.24716
12.98777,13.24065,-0.30050,0.90242,1.18461,0.84504,-0.78796,-0.64839
13.18064,13.56708,-0.75623,1.24974,0.42420,-0.60183,-0.48783,-0.89765
12.74622,13.47249,-1.04678,1.37464,0.25972,-0.69739,-0.97877,0.21694
13.15417,14.17165,-1.71621,0.73580,0.51993,0.25746,-0.09999,-0.55527
12.65573,14.28969,-2.34147,1.14093,1.00191,-0.54452,0.38556,-0.53349
12.54497,13.42386,-1.83016,1.20906,0.32670,-0.84368,0.82648,-0.35899
13.19352,13.38368,-2.28177,1.41754,0.90087,0.85907,0.14725,-0.32209
12.80578,13.39173,-2.76740,1.06841,0.09492,-0.96867,-0.12095,-0.57976
12.41178,14.28729,-2.59738,1.34635,0.65443,0.97011,0.92814,-0.16824
12.50413,14.27438,-2.73089,0.75439,1.46400,-0.00814,0.63081,0.32600
13.04283,14.18972,-2.44317,1.43448,0.08402,-0.70837,0.27693,-0.56099
12.99442,14.05027,-0.07462,0.83305,0.79232,0.12056,-0.81622,-0.27105
12.86432,13.75420,-0.94814,1.45736,0.39084,-0.31712,0.01678,0.75498
13.14445,14.31477,-0.95225,1.39107,0.91132,0.22140,-0.13920,0.59792
12.74245,13.97100,-2.86447,1.07083,0.90640,0.14616,0.79806,-0.28036
13.08917,14.25699,-0.67142,1.03448,0.25783,-0.74482,-0.88197,-0.33063
12.94242,14.07597,-0.08054,0.99447,0.91337,0.76097,0.44939,0.39147
12.69732,13.53217,-2.33761,1.22743,1.31027,0.48251,0.82371,-0.57789
12.66263,14.12787,-1.97564,0.78502,0.43495,0.17272,0.85730,0.05650
12.55274,13.20503,-1.33670,1.30350,0.59431,-0.41624,0.97661,-0.65989
12.44740,13.63209,-2.41608,1.05655,0.82180,0.45056,-0.85912,-0.66961
13.15451,14.31884,-0.39958,1.28361,1.10682,-0.60398,0.04077,-0.14740
12.71838,13.76289,-0.77005,1.42565,0.38391,-0.69095,0.97855,0.01231
12.63632,14.11679,-2.84210,1.09535,1.02156,0.88156,-0.26803,0.90911
12.47948,14.08379,-1.90888,0.74664,1.00368,-0.16022,-0.69847,0.20459
12.84378,14.07177,-0.65828,0.77454,0.92834,-0.28633,0.72284,0.75677
12.52266,13.42781,-0.78818,1.21014,1.23524,0.22010,-0.95909,0.83688
13.11614,14.00751,-2.21164,0.80414,0.22066,0.00519,-0.46739,0.82010
12.67770,13.64635,-1.55417,1.16266,1.42072,-0.90152,-0.16756,0.24241
13.23151,14.11367,-1.50933,1.16239,0.64420,0.51261,0.69279,-0.03323
13.18473,13.71552,-2.00250,0.72214,0.24435,-0.23566,-0.33639,-0.57776
12.65371,13.36651,-1.12227,1.09636,0.47513,0.43366,0.53397,-0.19145
12.90409,14.09252,-1.35786,0.90284,1.44623,0.88885,-0.26615,0.83897
13.16668,14.31336,-0.64423,0.77845,0.64836,0.78856,-0.55298,-0.44825
12.54403,13.56667,-0.73723,1.17479,1.21617,0.63105,0.98169,0.67270
12.93996,13.77332,-2.55663,1.40908,0.89399,-0.08334,0.64299,-0.91886
12.79243,13.64067,-2.85623,1.29329,0.79485,-0.70450,-0.60766,-0.30788
12.62423,13.79155,-2.65526,0.73688,0.55742,-0.70175,0.37220,-0.79466
12.63902,14.18477,-1.38063,1.26109,0.09193,0.21581,0.16260,-0.03489
13.12775,13.82418,-1.46799,1.25248,0.76250,-0.26175,-0.48848,0.56418
13.04016,13.56737,-1.46196,1.33467,0.94020,-0.34124,-0.92685,-0.01606
12.66982,13.90110,-2.76152,0.77706,0.23690,0.15961,-0.70780,-0.59635
12.77653,13.84865,-1.85117,0.72185,0.57679,0.45369,-0.89592,-0.54204
12.93666,13.24130,-0.50471,0.81168,0.88914,-0.28422,-0.32604,-0.03389
12.94222,14.06397,-0.87451,0.96768,0.91062,0.83489,-0.69775,0.37908
12.92598,14.18057,-2.54096,0.84693,0.08162,0.22637,0.43177,-0.58317
12.52419,13.63079,-0.14717,0.85444,0.02364,-0.08994,0.18251,0.90646
12.55717,13.42126,-2.35016,0.94425,0.68109,0.80734,0.57138,0.42763
13.28219,14.01536,-2.61409,1.30618,1.29604,0.31915,-0.28251,0.24943
13.13800,13.98385,-0.57710,1.49994,1.43044,-0.66951,0.20688,0.35936
12.96768,13.46297,-0.05069,0.84860,0.26157,0.69591,0.72358,-0.55997
13.28466,13.81373,-2.99956,1.43123,1.48535,-0.93928,0.63191,0.56229
12.55509,13.24982,-1.56884,1.26806,0.92964,-0.20475,-0.64155,0.27706
12.90411,13.91975,-2.95862,1.32661,0.69857,-0.26654,0.23099,0.07915
12.90132,13.74961,-2.83882,1.32145,1.07026,0.61060,0.08930,-0.04524
12.91980,14.05668,-2.78210,0.98057,1.36733,0.75255,-0.48863,0.53672
12.44285,14.39401,-2.71059,0.91092,0.52462,-0.23508,-0.86130,-0.17235
12.47070,13.21139,-0.33283,1.42146,1.24272,-0.85158,-0.74230,0.64017
