# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
13.12498,13.44474,-2.54727,1.21371,0.86866,0.53543,0.32042,0.00141
12.93094,13.70477,-1.80460,1.19108,0.35044,-0.88517,-0.87437,-0.97517
13.06296,14.32631,-1.30352,0.94245,1.01457,-0.79658,0.27169,-0.62797
12.74591,14.31037,-1.16397,1.15382,0.55522,0.68791,0.57805,-0.78616
13.24201,14.30795,-1.18692,1.31787,0.40035,-0.18565,-0.41202,-0.88347
13.16080,14.26882,-0.16189,1.20221,0.92448,-0.94950,-0.76561,0.56070
12.67748,13.88976,-0.54243,1.30375,0.47351,-0.78771,-0.73718,0.25462
12.94809,13.29632,-2.69667,0.79408,1.38596,0.75606,0.06113,0.11279
12.97180,13.44239,-1.44500,0.87384,0.09601,0.20708,0.22563,-0.92447
13.09894,13.52542,-2.27151,1.37718,1.20506,0.43616,-0.35273,-0.02899
13.09957,14.36556,-0.69268,1.49549,0.43192,0.44615,0.43120,0.32567
12.78201,14.30047,-0.89619,1.20081,0.08990,-0.71775,0.66562,-0.94643
12.57703,14.39350,-1.78971,0.89990,0.84145,0.05752,0.01033,-0.45790
13.02276,13.53171,-2.85867,0.98650,1.46662,0.02480,-0.55115,-0.93802
12.77717,14.13572,-2.73989,1.44283,1.00746,-0.65075,0.17860,-0.45823
13.10690,13.78626,-2.70569,0.77304,0.60801,0.85934,-0.98521,0.79636
12.55693,14.15453,-1.32001,1.38402,0.29220,0.38805,-0.76745,-0.49795
12.72327,14.03192,-1.91477,1.36720,0.62666,-0.25996,0.39659,-0.07465
12.43530,13.43471,-1.85073,0.84564,1.46600,0.87420,0.29557,-0.01896
13.15542,14.11808,-0.91122,1.09638,1.38097,-0.78937,-0.09026,-0.42886
12.72028,13.44511,-2.92506,0.86266,1.00055,0.87952,0.65161,0.27778
12.58704,13.33463,-0.36636,1.09298,1.07923,0.32845,-0.29511,-0.20540
12.67829,13.37851,-1.60807,0.83000,0.85181,0.44301,-0.26326,0.72738
13.12012,13.83097,-1.79274,1.06629,0.57903,0.09928,-0.12856,0.22832
12.91491,14.13760,-0.11436,1.26342,1.29193,-0.41052,0.37410,-0.28672
