# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
13.09633,14.35373,-1.12089,1.41100,1.01334,0.94518,0.33617,0.29223
12.73356,14.33409,-1.03341,1.07604,0.98792,-0.90229,0.20049,-0.90075
13.09042,13.37377,-1.08172,1.44161,0.37112,-0.99059,-0.15333,0.67782
12.88966,13.93725,-0.44623,0.72854,1.36596,0.96001,0.76717,0.77670
13.02245,13.35043,-1.49597,1.23221,1.03673,-0.42820,-0.68248,0.05032
12.89017,14.11139,-0.84507,1.49965,1.18320,0.47669,-0.72042,0.23259
12.40402,13.80170,-1.71143,1.38235,1.19273,0.60542,0.67184,-0.71502
13.07368,13.65210,-2.27670,0.83170,0.87937,0.97415,0.17829,-0.69649
12.84099,13.45523,-2.57992,1.23383,0.02729,-0.16553,-0.20398,0.54529
12.76502,13.61101,-1.32085,0.73158,0.68579,-0.55561,-0.68711,-0.38487
12.95500,13.28892,-2.26392,1.39208,1.02687,0.81057,0.68456,-0.34022
12.42449,13.61929,-2.50726,0.97796,0.84868,-0.28146,-0.21570,0.02587
12.81864,13.47052,-1.84241,1.46573,0.24888,0.06333,-0.12701,0.22101
12.71683,13.41671,-0.13830,0.98200,0.48614,-0.07119,-0.94496,-0.20528
12.86683,13.80458,-0.29850,1.21818,1.45224,0.38318,0.11297,-0.37880
13.14262,14.06133,-2.81766,1.01814,1.11324,-0.78110,-0.08699,-0.94752
13.15933,13.77708,-1.33110,0.87383,0.64404,0.58902,0.62431,0.33308
12.46520,13.88068,-1.66897,1.22435,1.00842,-0.31123,-0.19557,-0.06946
13.26498,13.58972,-2.13666,0.86516,1.08973,-0.62246,0.74723,-0.75396
12.48589,14.25133,-0.04384,1.43860,0.23469,-0.14843,-0.31760,0.53009
12.77747,13.50638,-2.75761,1.26049,0.01226,0.00115,0.55485,-0.19206
12.92419,13.52181,-1.34286,1.43748,1.20074,-0.60790,-0.48865,0.30509
12.61745,13.84325,-0.12424,1.16700,0.57083,-0.76208,-0.48933,-0.64909
12.64705,13.79816,-2.48327,0.74079,0.43525,-0.57708,0.40127,-0.39918
12.54749,13.39454,-2.80322,1.19261,0.24552,-0.15621,0.34559,-0.92370
