# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.48033,13.20942,-1.54417,1.18685,0.60625,0.45297,-0.29515,0.75908
13.06167,13.33324,-2.06597,0.77379,1.48042,-0.77584,-0.21247,0.18146
12.43814,13.56295,-0.44693,0.76298,0.26616,0.20036,0.05485,-0.41664
12.60924,14.19253,-1.18047,0.84826,0.19532,0.36064,-0.04576,-0.97816
12.71876,13.73765,-1.44862,1.34246,0.37274,-0.61487,0.20462,-0.29452
12.56096,13.93380,-2.01865,1.08483,0.17836,-0.41212,-0.30307,-0.02455
12.42264,14.26795,-0.35238,1.22270,0.95097,-0.32917,-0.46076,0.33712
12.53521,13.63912,-1.30402,0.78855,1.19204,0.63010,0.61869,0.72488
12.83553,13.93143,-2.91643,0.73773,0.73964,-0.62476,0.13123,0.54912
12.76541,13.35767,-1.70996,1.12046,1.40832,0.59469,0.48696,0.77121
12.49277,13.48479,-2.54272,1.43078,0.81775,0.40107,0.43895,0.87769
12.54152,13.41401,-2.79916,0.98672,0.06853,-0.90440,-0.52163,-0.42960
12.69337,13.38758,-1.37828,1.32315,0.22346,0.40919,0.00550,-0.38663
13.07288,13.40681,-2.76357,1.46552,1.32946,-0.42980,0.28174,0.63090
12.81705,13.38662,-1.22888,1.43687,0.60611,0.67758,0.34884,0.26288
12.94576,14.09621,-1.93332,1.31645,0.38252,0.90543,-0.46683,-0.81772
12.94035,14.18958,-1.09796,0.83787,0.18048,-0.34738,-0.04310,0.01611
12.47363,13.55190,-2.52473,0.89430,1.34415,-0.43383,-0.78058,0.56224
12.77684,13.82613,-0.70740,1.23170,1.16698,0.09598,0.24901,0.83778
12.94073,13.31680,-0.50226,1.18225,1.08727,0.04296,-0.85404,-0.91815
12.80687,13.63936,-0.43517,1.02873,0.31079,0.01741,-0.85928,-0.33820
12.92089,13.55689,-0.69129,0.87950,1.31664,-0.07335,0.81071,0.35889
12.99996,13.46784,-2.73647,0.98920,0.71677,-0.62862,-0.29980,-0.83602
13.27923,13.21539,-2.46631,1.24335,0.48398,-0.44484,-0.56298,0.35168
12.45809,14.37542,-1.43514,1.26918,0.29138,-0.68629,-0.71799,0.57043
12.76980,13.61254,-2.37126,1.26780,0.92730,0.00613,0.71175,-0.22898
13.06423,13.87206,-0.90484,1.43310,1.09866,-0.32363,0.92653,-0.43111
12.52531,14.12322,-0.95114,1.36608,0.88628,-0.92538,-0.18651,0.50491
