# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.78300,13.95163,-1.47084,1.03005,1.32662,-0.05974,-0.49868,0.48288
13.09003,13.26554,-2.94037,1.12563,0.18020,0.30262,-0.84112,0.65771
12.88409,13.79808,-0.12857,0.99545,0.72883,0.54063,0.02612,-0.38793
12.42991,13.43271,-2.91228,1.34036,1.21161,-0.33667,-0.21795,-0.88673
12.47500,14.33721,-1.65912,0.95148,1.46476,-0.26672,0.17814,0.77504
12.58640,13.51759,-0.01704,1.36350,1.20590,0.67059,-0.49137,0.03771
12.58501,13.84606,-1.33349,1.15618,1.22584,-0.90150,-0.49900,-0.42002
13.14024,13.94816,-1.56385,0.75318,1.29895,0.48404,-0.49667,-0.15018
13.02795,14.14048,-0.98377,0.94587,1.03447,0.35051,-0.95542,0.48912
12.60359,13.90891,-2.62271,1.21044,0.24862,0.24281,-0.05241,-0.52162
12.49847,14.09984,-2.03043,0.80141,0.53186,0.20461,0.73257,-0.22987
13.22042,13.33291,-1.58376,1.25742,0.90882,0.47371,0.83536,-0.24020
13.25188,13.86611,-0.99438,1.09194,0.97897,-0.04750,-0.11328,0.90657
13.10212,13.54203,-1.53259,0.90498,0.74590,0.37951,-0.15006,-0.70826
13.09568,13.57061,-1.91048,1.03953,0.03422,0.70787,-0.22497,0.48029
12.41669,13.52391,-2.80490,1.44881,0.48438,-0.89164,-0.90648,0.40341
13.10563,13.57328,-1.80692,0.92864,0.90825,-0.67227,0.04606,0.23591
12.52438,13.22694,-0.21995,1.37893,0.38115,0.94832,-0.99132,0.45921
13.22229,13.70268,-0.44144,0.75472,1.42226,0.53471,0.82716,-0.12016
12.58060,13.35235,-0.18583,1.25505,0.42188,-0.77296,-0.25733,0.53925
13.01366,13.66919,-1.02153,1.28063,0.65087,0.28881,-0.40263,0.00570
12.65496,14.13686,-0.85632,1.28635,0.85305,0.22833,0.02953,0.89226
12.93938,13.82795,-2.13928,0.79128,0.43138,0.19960,0.04956,0.92778
13.12769,13.82889,-0.71066,1.08834,0.07749,-0.44942,0.60854,0.55456
13.22662,13.60236,-0.08881,1.42040,1.05122,0.76941,-0.79546,-0.66485
12.87234,13.25200,-2.44315,0.75783,0.39916,-0.43563,-0.08334,-0.92006
12.40409,13.99082,-0.93250,0.97868,1.20432,0.33139,-0.94035,0.86015
13.28105,14.22301,-1.73068,1.38162,1.06388,0.56018,-0.84663,-0.60762
13.19914,13.63475,-1.07209,1.22191,1.04801,0.97052,-0.06749,0.50973
13.19436,13.20106,-2.39449,1.45518,0.95757,-0.05677,-0.98558,-0.97803
12.80216,13.74105,-1.16613,0.83776,0.88437,0.28057,-0.26531,-0.36935
12.73204,13.56472,-2.06543,0.76538,0.05076,0.15776,-0.80688,-0.64985
12.59270,13.46593,-1.98667,0.83337,0.26873,-0.18828,-0.86921,0.27762
12.44140,13.91932,-0.99665,1.48086,0.63623,0.49358,-0.78384,-0.88247
12.90060,13.24899,-1.74786,0.73799,0.33121,0.06126,-0.81487,-0.52094
12.59695,14.13912,-0.59387,1.26286,0.74168,0.29587,0.15303,-0.84239
13.22035,14.20414,-2.95715,1.07613,0.34373,0.02689,0.76384,0.77878
13.22646,13.22759,-1.95515,1.38921,0.98681,0.56197,-0.81566,0.87662
12.99522,14.24813,-2.17650,1.25513,1.42639,0.53388,0.53034,0.41632
12.95180,14.36685,-0.44560,1.04864,0.03928,-0.32477,-0.15502,-0.74878
12.62450,13.88387,-0.04769,1.46998,0.11827,0.10126,-0.00418,0.82166
12.96352,14.20881,-1.80790,0.90285,1.44186,0.39073,0.83626,0.24293
13.12387,13.85086,-0.14326,1.43219,1.14626,0.26247,-0.01357,-0.20256
12.64138,13.37949,-0.41227,1.27958,0.64861,0.57160,-0.46084,0.80967
12.82940,14.24142,-2.40203,1.41546,0.14263,-0.38317,0.67262,0.52537
12.86489,13.88192,-2.70540,0.97705,1.14016,-0.34876,0.87888,-0.73324
12.64216,14.39877,-2.74817,1.14500,0.56961,0.14267,-0.31589,0.27303
12.57419,13.60182,-0.21280,0.81392,1.38071,-0.27442,-0.56861,-0.59545
12.87917,13.82941,-1.54693,1.01766,0.32486,0.71443,0.30594,0.48428
13.27285,13.89914,-1.36931,1.31615,1.30569,-0.17523,-0.27465,-0.93370
13.08539,14.39334,-0.01196,1.26277,0.46934,-0.57800,-0.61135,0.38513
13.29244,13.49970,-2.58733,1.16992,1.01183,-0.90275,0.91807,-0.64175
12.65638,13.82423,-1.11689,1.37578,0.00071,0.64831,-0.66929,-0.07304
12.51604,14.06067,-2.20751,1.14921,0.99928,-0.04875,-0.78186,-0.12898
12.76062,14.21923,-2.42202,0.95539,0.69845,-0.43413,0.95422,0.04789
12.93172,14.28015,-1.76385,1.44765,0.84541,-0.80978,0.63955,-0.13084
13.20527,13.42561,-2.50768,1.05843,1.45171,-0.36318,-0.35436,-0.65885
12.90890,14.16580,-0.56173,1.07669,1.24561,0.92564,-0.42668,-0.60424
13.08445,14.11747,-0.81405,0.75235,1.14572,-0.90241,0.43667,-0.15538
12.86442,13.71940,-1.98534,1.21298,0.38424,-0.73533,0.05662,0.35997
13.26636,13.62821,-2.46475,1.44041,0.73175,-0.43025,0.99051,-0.83678
13.03583,13.86034,-0.70365,0.79009,1.41387,0.62769,0.13669,0.64441
12.50098,14.00982,-2.69108,0.99006,1.45146,-0.44329,-0.89600,0.77331
12.83318,13.96837,-0.99975,1.20909,0.47551,-0.36894,-0.91186,0.06269
12.51561,14.36590,-2.05109,1.47636,0.55987,0.74050,0.09885,0.33471
12.97653,13.53086,-1.04482,0.90719,0.03023,0.68926,0.87127,-0.98075
12.82346,14.31276,-0.74229,0.92526,0.09280,0.61871,-0.11344,0.50249
12.92167,14.33590,-1.47908,1.49118,1.07490,0.06163,0.92412,-0.46807
13.21601,14.22013,-1.88094,1.31564,0.68125,0.02314,0.35086,-0.79327
13.24133,13.88841,-2.42372,1.19412,1.25405,-0.80288,0.50189,0.92244
13.17782,14.06202,-0.93031,0.93992,0.97243,-0.67442,-0.70515,-0.01264
12.42128,13.46840,-1.26329,1.29687,0.10480,0.82026,0.39130,-0.03086
12.57067,13.97756,-1.42394,1.21578,0.79933,-0.39281,0.48889,-0.11112
12.76274,13.39169,-2.69814,0.99820,1.29638,0.79508,0.37297,-0.38930
12.58133,14.31355,-0.60120,1.40543,0.25008,0.73803,0.73595,-0.85446
12.44364,13.88496,-1.76209,1.22277,0.75332,-0.81527,0.69400,0.10428
12.48511,13.99206,-2.34397,1.49108,0.05425,-0.92014,-0.85231,0.05149
12.88203,13.96706,-1.68096,0.78319,1.43150,-0.90253,-0.80101,0.99098
12.90882,14.09697,-1.32709,0.84152,1.07521,-0.71437,-0.49757,-0.65882
13.20985,13.42970,-1.47067,1.22127,0.74076,-0.49329,-0.44068,-0.24868
12.47151,13.43760,-1.07711,0.91651,0.15855,-0.19950,-0.84184,0.34112
12.95386,14.28220,-0.62239,1.33306,0.94778,-0.38092,-0.53033,-0.19243
13.22498,13.64717,-1.21611,0.70888,1.47924,-0.41819,-0.08518,-0.40092
12.43245,14.08425,-2.75865,1.11133,0.59317,-0.19163,-0.16866,-0.14434
13.04857,13.58375,-0.87761,1.41182,0.70546,-0.41815,0.92419,-0.83575
12.87451,13.21452,-2.49812,1.46303,0.77090,0.94409,-0.01295,0.46741
12.41637,13.57829,-1.68470,1.11578,1.22303,-0.60674,-0.48404,-0.63902
12.68695,14.02642,-0.67312,1.19852,0.43200,0.21392,-0.56433,-0.01393
13.19980,14.02712,-1.91650,1.39924,1.48019,-0.63260,0.53774,0.62384
12.52142,13.72396,-2.85740,1.08150,0.68224,-0.22301,-0.19411,0.53838
12.93005,13.31494,-2.85745,1.19073,0.73313,0.28275,0.97334,0.78346
13.19120,13.83557,-1.95961,1.46330,1.48950,0.85585,-0.50922,0.15900
12.97363,14.06048,-0.46491,0.87197,0.19288,-0.87076,-0.95651,0.65106
12.93860,13.93065,-1.31281,1.25631,0.68589,0.99619,0.59463,0.66825
12.50212,14.13186,-2.32255,1.13523,0.10937,0.99725,0.49268,-0.47206
13.20160,14.07063,-1.20815,1.41243,1.43310,0.37449,0.87644,0.32656
