# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.45090,13.84924,-2.96172,1.28491,0.13807,-0.78381,0.29672,0.64276
12.83452,13.25299,-2.69635,1.20607,0.90314,-0.86364,0.13887,-0.90568
13.20745,13.58362,-2.94084,0.93084,1.16909,-0.65579,0.18903,0.51833
13.19347,13.51697,-2.11184,1.21286,0.39771,-0.41636,-0.81598,0.07519
13.28734,14.06779,-2.93583,1.02664,1.46649,-0.08875,0.11793,-0.43056
12.63306,13.72386,-2.80215,1.21916,1.30126,0.82225,0.28997,0.94801
12.79578,13.63724,-0.54666,0.75400,0.19311,-0.41812,0.72897,0.07390
12.54883,14.05494,-1.67836,1.48265,0.53052,-0.32013,-0.69636,0.33091
12.47341,13.33351,-1.45264,0.82640,0.35071,-0.42402,0.41086,0.57662
12.95095,13.41542,-2.23490,1.01847,0.81967,0.35978,-0.53250,0.85361
12.97560,13.21908,-1.81351,1.27995,0.66036,0.32596,-0.53212,0.92963
13.22689,14.34561,-2.33051,1.11033,0.35828,0.96229,0.61938,-0.91155
12.81343,14.00106,-1.61085,1.46547,0.02756,0.85362,-0.07051,-0.01227
13.16984,14.04169,-0.16461,1.26867,0.95063,0.11250,-0.58741,-0.70265
13.27440,13.41292,-2.95985,1.35292,1.01478,-0.47460,-0.87279,0.69419
13.28952,14.23080,-1.67454,0.84028,0.17514,0.74916,-0.26590,0.31296
12.43613,14.21635,-1.14134,1.43851,0.29871,-0.80661,0.23195,0.15164
13.08194,13.34794,-0.71188,1.04095,0.59398,0.76599,0.89054,-0.26619
12.68097,13.79647,-0.31045,0.81075,0.09028,0.51079,0.79521,0.61169
12.84913,13.27315,-1.28248,1.04774,0.79048,-0.70054,0.11460,-0.44282
12.41495,14.02377,-0.89367,1.20840,0.55002,-0.57777,0.17849,0.44080
12.70415,14.16558,-0.63032,1.44368,0.33247,-0.25275,-0.81125,0.23719
13.00362,14.13129,-0.77974,0.89727,0.36846,-0.28531,-0.91897,-0.39600
13.01561,14.14846,-1.96251,0.82389,1.28470,-0.76244,-0.38920,-0.83341
12.80617,14.13330,-0.64405,1.10878,0.48055,0.48231,0.19747,-0.59239
13.17611,13.50574,-0.37238,1.34424,1.19995,0.77066,0.66187,-0.37352
13.02658,14.01810,-1.32291,1.08201,1.02670,0.46587,-0.52611,0.79946
12.89334,14.07302,-2.55534,0.81347,0.27370,0.99732,-0.95083,0.80903
13.24948,13.45657,-2.61914,0.79750,1.17190,-0.65183,-0.56510,0.47813
12.94246,13.73809,-0.00416,0.74771,0.72440,-0.40374,0.21174,-0.48151
12.76613,14.21442,-0.29281,1.48580,0.82923,0.48557,0.99665,-0.15574
12.72359,13.78999,-1.38446,1.15352,0.82459,-0.03146,0.28195,0.82840
12.98106,13.70038,-1.32937,0.95818,0.59992,-0.54679,-0.89156,0.58017
13.11383,13.83794,-2.78410,1.01930,0.20812,0.82107,0.43340,0.79856
12.87989,13.89867,-0.77949,1.02875,1.09515,-0.82591,-0.98862,0.35147
12.94610,14.37982,-2.75404,1.31241,1.45082,0.71561,-0.26302,-0.13751
12.45004,13.39355,-0.32471,1.10268,0.65994,0.78912,-0.88705,-0.07339
12.78614,14.06026,-0.02539,1.23045,0.08836,-0.25253,0.02960,0.04033
12.98808,14.09156,-1.45263,1.14232,0.07883,0.35611,0.42221,-0.04666
12.68844,13.31202,-0.79040,0.79769,0.89119,0.75706,0.36813,0.83169
12.62619,14.09040,-1.88008,0.91552,1.07395,-0.54917,-0.91159,0.89140
12.91215,13.85448,-0.76797,0.94133,0.07529,-0.05007,0.33448,-0.31721
13.18115,13.79209,-2.47494,0.90668,1.27639,0.00395,0.68336,-0.34238
13.15274,14.01989,-1.13433,1.20419,1.31174,-0.33216,-0.70469,-0.64667
12.76663,13.83826,-1.29621,1.21911,0.37161,0.78396,-0.90917,-0.01083
12.89839,13.42364,-0.92121,1.24363,0.80011,0.51565,-0.21945,-0.12799
13.11815,14.20610,-0.62599,1.34388,0.31276,-0.90355,0.09117,0.95380
12.78733,13.87342,-0.28312,0.74358,0.72810,0.61095,-0.36950,0.33612
13.17467,13.61139,-2.82942,0.79779,0.34413,0.29493,0.45424,0.22430
12.45966,13.30970,-1.71802,0.82718,1.09783,0.77942,-0.12028,-0.09374
12.42799,13.95809,-2.92735,1.37473,0.36057,-0.14009,0.98821,-0.27044
12.68653,14.27986,-2.84706,1.42895,0.72781,0.28265,0.67242,-0.10346
12.64426,13.22249,-1.07866,0.79776,0.67356,-0.90834,0.96209,-0.10502
13.17637,14.19998,-0.15272,0.79434,1.00969,0.10939,0.96435,-0.32524
12.53400,13.70720,-1.28541,1.09674,1.21115,-0.89194,0.69016,-0.14662
12.78091,13.89460,-1.08599,1.10497,1.40228,-0.58339,-0.46746,0.32488
12.45446,13.51031,-2.90838,1.15538,1.34986,-0.75721,0.94459,-0.06969
12.91202,13.52427,-1.77612,0.75262,0.26257,0.20782,-0.72540,0.71959
12.47741,13.31274,-1.37963,1.27937,0.41469,-0.47680,0.52297,-0.00933
12.55902,13.25130,-0.48661,1.30749,0.66684,0.92856,-0.13518,0.49237
12.75451,14.17058,-0.50336,0.70752,0.67642,-0.76814,0.30121,-0.01237
12.53541,13.98475,-1.08827,1.09354,0.69363,0.99573,-0.64292,-0.79781
13.02857,13.78690,-0.46484,0.98150,1.31109,-0.17492,-0.64103,0.50554
13.28417,13.22816,-1.78889,1.06420,0.54547,-0.35709,-0.37438,0.79349
13.17271,13.45408,-2.79267,1.22947,1.22879,0.85814,0.44517,-0.70103
12.46797,14.16770,-2.09136,0.95767,1.21158,0.87191,0.99631,0.18864
12.84230,13.38188,-2.92315,1.48455,0.53335,-0.57295,0.31014,-0.74325
13.20754,14.03505,-2.35224,0.74204,0.66419,-0.12835,0.18175,-0.89113
12.88256,13.27228,-1.45339,1.28568,0.18360,-0.51035,-0.10998,0.61625
13.06186,13.42915,-2.89480,0.94406,0.58227,-0.12937,0.05016,0.49729
13.02128,13.42669,-1.16654,0.86681,1.41389,-0.16718,-0.52130,-0.17068
12.72548,13.77702,-0.59801,1.49209,0.94331,-0.36309,-0.12182,-0.76844
