# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.99121,13.32435,-2.83639,0.77531,0.62042,0.99381,0.28972,-0.02248
13.08658,14.05637,-2.62961,1.02208,1.03267,-0.49222,0.86189,0.34127
13.08881,13.51351,-0.32502,0.74322,0.06971,-0.33878,0.35900,0.89130
13.25645,13.85524,-1.28363,0.80408,1.04676,0.68652,0.05230,-0.31069
12.66808,13.79857,-2.18545,1.28097,0.62841,-0.04780,0.20932,-0.60656
12.64606,13.27475,-1.66515,1.07911,1.02980,0.51936,-0.79608,0.42168
12.46466,13.78942,-1.34687,0.85983,0.03048,0.22864,0.38248,-0.86288
12.94128,13.25429,-0.61687,1.40889,0.25172,-0.06844,-0.89865,-0.65005
12.54871,14.05227,-0.09958,1.25382,0.41322,0.15524,-0.76871,0.44094
12.66950,14.22670,-2.92575,1.14267,0.90102,0.75301,0.15822,-0.47557
13.05677,13.70177,-2.86093,0.74803,0.42498,0.73140,0.49411,-0.26329
12.44732,13.23656,-1.05423,0.83819,0.96980,0.08408,-0.96425,-0.44734
12.66400,13.58518,-1.96484,1.18511,1.02472,-0.54160,0.07224,-0.01592
12.95071,14.15853,-2.69281,0.76365,1.02305,0.08471,-0.82441,0.52100
12.75941,14.34642,-2.69370,1.27223,0.62756,0.85196,-0.00001,-0.23312
12.77099,13.83677,-1.32229,0.82997,1.03324,0.40312,-0.81243,0.62578
13.04985,13.78734,-0.85457,1.19914,0.23520,-0.45879,0.34126,-0.11632
12.69909,14.11124,-2.25822,0.96044,0.41880,0.67847,-0.42477,0.39695
12.65848,13.61190,-0.71618,0.78925,0.57610,-0.08907,-0.20020,0.69381
12.71043,14.01674,-1.74611,1.09965,1.08180,0.49343,0.83196,0.33040
13.26541,13.91192,-2.75925,0.75634,0.07326,-0.98099,-0.42573,0.79346
13.12609,14.37426,-1.68674,1.36770,0.07792,-0.49625,0.06155,0.36089
12.87689,13.91367,-2.45277,1.30162,1.00440,0.98778,-0.58835,0.19055
12.68837,13.24167,-0.00611,0.90779,1.45996,0.08961,0.38835,0.11091
13.11678,14.22276,-2.01269,0.81358,0.32816,-0.24152,-0.53707,-0.35243
12.48198,14.07518,-1.57545,0.83457,1.24348,0.50054,-0.43206,-0.71318
12.89523,13.35536,-1.05710,0.98461,0.02738,-0.53208,-0.36127,0.13183
