# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.52078,14.32002,-0.68092,1.12373,0.51695,-0.60955,0.32711,-0.91358
13.18216,13.54128,-2.88309,1.45270,1.13165,0.32174,-0.94905,0.74252
12.52642,13.22855,-0.40272,1.02329,0.20775,-0.97976,0.40120,0.60816
12.98544,14.21658,-2.66299,1.05437,0.98537,-0.71914,-0.49296,-0.67334
12.79556,13.57556,-2.66709,1.10233,0.12328,-0.62308,-0.13817,0.52334
13.17658,13.57059,-1.23592,0.93859,0.27486,-0.69803,-0.67971,0.79539
12.74418,13.43823,-1.52775,1.32375,1.21349,-0.87142,-0.52923,-0.30377
13.09566,13.48304,-1.29232,0.85313,0.87553,-0.59010,0.92748,-0.84283
12.53737,14.08396,-1.33208,1.48950,0.37308,0.02113,0.98440,0.93359
13.17702,13.39115,-2.02197,1.38861,0.11936,0.51506,0.30974,0.56534
12.84641,14.20614,-0.03387,1.01624,0.35514,-0.70507,-0.66171,0.80197
13.13310,13.80070,-0.86700,1.07647,0.87154,-0.68709,0.87086,0.55895
12.88643,13.78896,-2.74466,1.31839,0.72237,0.41373,0.66350,-0.30853
12.75842,13.67197,-2.62223,1.26572,0.45290,0.13258,0.87440,-0.49679
12.90083,13.93994,-0.02041,0.75538,0.54262,0.70815,-0.83454,0.69744
12.88502,13.93407,-1.59802,1.41424,0.94716,0.32130,-0.80322,-0.18005
13.07977,13.79127,-0.35788,1.20488,0.99019,0.24223,-0.78813,-0.58038
12.40132,13.21838,-0.21925,0.76993,0.30676,-0.07082,-0.35040,0.31319
13.07006,13.67793,-0.45585,1.34119,0.81244,0.12258,-0.64133,-0.14848
12.92486,13.45060,-0.30675,1.31219,1.49507,0.06730,-0.45023,0.24126
12.43382,14.31375,-0.75254,0.86978,1.45689,0.69629,-0.11560,0.42061
12.53632,13.26448,-2.86081,0.86467,0.60234,0.88527,-0.43066,-0.57659
12.91719,13.40345,-2.40058,1.05662,1.39221,0.36004,0.04516,-0.84601
12.84709,13.79019,-1.95960,1.16314,1.37553,-0.95628,0.50430,-0.26750
12.71452,13.32567,-1.03284,0.89373,0.27842,-0.70058,0.18634,-0.84373
12.75645,14.30801,-0.06273,0.76867,1.06780,-0.51970,0.30463,-0.41912
12.57712,13.29917,-1.84121,1.19748,1.25043,0.35235,-0.12281,0.82048
13.14259,13.67650,-2.82110,1.30798,0.75295,0.81419,0.86629,0.85357
12.63769,14.09624,-2.37017,1.36177,0.58272,-0.26756,-0.01152,-0.68167
12.71002,13.91673,-1.54484,1.03442,0.11534,-0.53379,0.77133,0.39313
13.05557,13.71849,-0.97803,1.23462,0.96264,0.54434,0.24538,-0.33533
12.54254,13.38254,-1.35513,0.79273,0.29521,0.51937,-0.66808,-0.51315
12.62298,13.70825,-2.34588,1.31317,0.09681,-0.06523,0.00152,-0.73402
12.40591,14.33372,-0.47518,1.29479,0.57095,0.58887,0.17868,0.75408
12.83668,13.90736,-2.19724,1.05079,0.75115,0.17569,0.11534,-0.50574
13.24379,13.62379,-0.66212,1.10451,0.27653,-0.52392,0.96930,0.41245
12.99326,13.42446,-0.43650,1.25641,0.25975,0.84775,-0.47944,0.36064
12.56551,13.56875,-1.61241,0.70138,0.63094,0.59208,0.60447,-0.58589
13.02094,14.22408,-2.66701,1.35595,0.03330,0.79824,-0.98948,0.03605
12.68487,14.13234,-2.17118,1.37684,0.35354,0.51272,0.32130,-0.93018
13.07407,13.53227,-2.82231,0.72649,0.28691,-0.36658,-0.35831,0.91133
12.83954,14.20374,-1.77505,0.74001,1.49654,0.37924,-0.55725,0.43343
12.62864,13.28032,-0.46269,1.25540,0.35368,-0.58748,0.93746,-0.61375
12.42579,14.12520,-0.44116,1.27268,1.49552,-0.01398,0.00600,-0.87654
12.88434,14.21369,-2.83780,1.02795,0.30916,0.98879,-0.32879,-0.39585
12.58990,14.33039,-2.34567,1.28681,0.49330,-0.39331,0.73327,-0.38088
13.03921,13.81770,-1.26989,0.70042,1.28196,-0.23143,0.10495,0.58789
12.69284,13.65079,-0.19459,0.98886,1.11199,0.49560,0.59949,-0.20362
12.81103,13.46631,-1.11315,0.87531,1.31518,-0.21230,0.91717,0.01548
12.78279,14.27538,-1.75600,1.16825,1.17307,0.93469,-0.15387,-0.91094
13.09449,13.26805,-1.39512,0.74622,0.62759,-0.18803,0.47970,0.79316
13.08953,14.30961,-2.19868,1.26851,0.49830,-0.06455,-0.95606,-0.04260
12.73170,14.35793,-0.39228,1.36537,0.36367,0.79633,-0.23678,-0.74743
12.89714,13.92158,-2.45803,0.76556,0.96485,0.66559,0.74663,0.88759
13.14887,13.99275,-1.36980,1.42602,0.50388,-0.42228,0.65484,0.48100
12.60110,14.39191,-0.69040,0.74548,1.33022,-0.39398,0.31962,0.97209
13.29502,13.90393,-0.95833,1.36522,0.71490,0.52582,0.51189,-0.42248
12.63474,13.50306,-0.30234,0.94090,0.46730,0.06561,-0.87291,0.92647
12.65854,14.14783,-1.72330,1.24018,1.10061,-0.88939,0.99603,-0.12964
13.28645,14.06880,-0.03778,0.75433,0.39235,0.46028,0.61999,0.43638
12.85163,13.57344,-1.13711,1.03229,0.68380,-0.37682,-0.55932,0.14103
12.97944,13.24656,-2.52549,1.27842,0.41604,-0.95482,0.18273,-0.73360
12.66905,14.38188,-0.89251,0.72989,0.01070,-0.41933,-0.25918,0.87133
12.97370,13.74872,-1.12944,0.90351,0.51778,-0.35270,0.47959,0.01569
12.94923,14.13081,-0.07357,1.01888,0.68526,-0.29137,0.61402,-0.49867
13.28276,14.26478,-0.16238,1.20615,1.37142,0.04084,-0.09817,-0.07642
12.86368,13.77234,-1.68334,0.84998,0.51510,-0.58147,-0.70460,-0.30234
12.98379,13.52238,-2.52201,0.84041,0.11417,0.84489,-0.61431,-0.30843
12.56815,13.30037,-2.66662,1.12475,0.05650,0.17624,0.94569,0.95893
12.60687,13.66399,-0.40836,1.46354,0.94161,-0.37890,-0.27434,0.98502
12.42089,14.13962,-2.41128,1.00112,1.25556,0.97475,0.44787,-0.57783
13.13888,13.75123,-0.22921,1.38122,0.09562,0.94885,-0.61038,0.15582
12.67467,13.66935,-2.36208,1.37244,1.34832,0.77189,-0.27022,-0.06694
12.50648,13.84131,-1.76685,1.18130,0.25115,-0.25376,-0.58594,0.98200
12.46190,14.18105,-0.06057,0.71209,0.18600,-0.65839,0.98922,0.85888
12.52650,13.77547,-1.43193,1.07815,0.64430,0.32161,0.98285,0.50866
12.61798,13.95818,-1.64998,1.09090,0.05595,0.51046,-0.53691,0.94966
13.17819,13.97193,-1.65453,1.44781,0.97810,0.48802,0.00188,0.01481
12.52949,13.33553,-0.20811,1.43862,1.18926,0.30135,-0.79000,-0.34697
13.14248,13.76580,-1.15710,0.70419,1.30967,-0.77443,0.04823,-0.27139
13.07984,13.46613,-0.41174,1.49800,1.03249,-0.15714,0.92589,0.41466
12.51135,13.89391,-0.86997,1.23874,1.42741,0.54042,-0.68695,0.79921
12.48193,14.18873,-0.53707,1.08451,0.93909,0.05049,0.13580,0.58476
12.62568,14.21175,-2.02269,0.76249,1.04039,-0.33439,0.94741,-0.43040
13.07116,13.56702,-0.97594,0.81267,0.09443,-0.45936,0.64441,-0.90156
12.45225,14.38755,-2.12708,1.19943,0.12415,-0.38506,0.68695,0.89990
12.70669,13.46304,-1.99630,0.89730,0.13192,-0.72807,0.79717,-0.21648
12.60335,14.14393,-2.51623,0.75372,0.41633,-0.57150,0.60144,-0.25336
13.11606,13.63249,-2.05925,0.74551,1.44189,-0.14946,0.72496,0.31055
13.07411,14.11128,-1.22993,0.96820,0.50266,0.73398,-0.94248,0.82576
13.03399,13.86524,-2.22319,1.06707,1.41771,-0.12684,-0.06425,0.22097
12.68687,13.50066,-0.45848,1.14358,0.02710,-0.69559,0.62497,0.12649
12.95059,13.23674,-1.77740,1.17827,0.54110,-0.41157,0.12999,-0.04555
12.68962,13.47374,-0.30527,1.31217,0.71927,-0.02506,0.04021,-0.68112
12.87968,14.23976,-1.94271,0.78184,0.94522,0.81864,-0.62013,0.30064
13.18572,13.49150,-1.35491,0.72415,0.38728,-0.07630,0.87711,0.49723
12.47860,14.25132,-1.72012,1.23535,0.15389,-0.76693,-0.89295,0.26002
12.55554,14.34070,-2.12737,1.09217,0.21639,0.57635,-0.37095,0.08276
12.48084,13.87227,-2.18795,1.39554,0.57013,-0.69162,0.29442,0.11903
13.07036,13.59173,-0.04114,0.94012,0.47580,0.53354,-0.96123,0.70418
13.18284,13.85572,-0.30446,1.37844,0.98963,-0.41018,-0.20556,-0.06107
13.25296,13.64726,-0.27394,1.08481,1.14162,-0.54874,0.88555,0.34347
12.44023,13.96427,-0.30922,1.44843,0.82595,-0.50678,-0.16998,0.61016
13.02473,14.39690,-0.61411,0.87597,1.18983,-0.20488,0.88266,0.70461
13.10192,14.13314,-1.30882,0.76818,0.07487,0.17207,0.19859,-0.66215
12.97182,13.47662,-1.40747,1.24100,0.76340,0.74404,0.71147,0.99200
13.03115,14.34003,-1.48937,1.25322,0.87672,-0.23268,0.67105,0.34826
12.95226,14.29950,-0.30908,1.15973,0.84089,-0.02485,0.22221,-0.50216
13.27092,13.62327,-2.59600,1.11392,0.86659,0.36368,-0.19462,0.58191
12.62745,13.52740,-1.35478,1.22269,0.76011,-0.97349,-0.55898,0.80730
13.05244,13.92251,-1.29355,1.21540,1.42326,-0.03846,0.97097,-0.64674
12.90890,14.38413,-2.35627,1.00845,1.07762,0.39962,0.35692,0.96923
12.60840,13.82562,-2.89728,0.89692,0.10858,-0.46649,-0.73778,0.45654
12.98949,13.56316,-0.02741,0.87889,0.51355,0.48496,0.60048,0.70936
12.99253,14.03548,-2.47220,0.98888,0.72442,-0.19261,-0.34730,0.54227
12.66870,13.27292,-0.57687,0.88956,0.76909,-0.94532,-0.89104,-0.66320
13.14628,13.36138,-2.52113,0.93857,0.63332,0.03829,-0.72503,-0.86365
12.42191,13.89966,-2.02846,1.09936,0.85276,-0.52492,0.86991,-0.15439
