# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.43393,13.40633,-1.74321,0.71241,0.46195,-0.91641,-0.97028,-0.68942
12.62350,13.27689,-2.09269,1.40759,0.17592,-0.15944,0.88400,0.41193
12.44860,13.48601,-0.45813,1.15002,0.11133,0.66543,-0.60340,0.64409
12.94975,13.23828,-1.14009,0.92650,1.21124,0.72233,0.75672,-0.94820
13.18283,14.06332,-2.12986,0.93798,0.33611,0.30153,-0.98104,0.16736
13.07845,14.25024,-1.36358,0.86167,0.87680,-0.63185,0.76740,0.52004
13.15992,13.62919,-0.94895,1.32179,1.30129,-0.39498,-0.89583,0.99461
12.67028,13.99556,-0.67379,1.45999,1.42347,-0.46755,0.50378,0.45874
13.06635,13.80851,-2.48307,1.11314,0.67178,0.21173,-0.71835,-0.36340
12.79479,13.84609,-0.35122,0.93867,0.49722,-0.48209,0.44460,-0.04213
12.77211,13.40034,-0.93682,0.96851,0.46179,-0.18046,-0.17571,0.13708
13.22491,14.34752,-1.40487,1.39566,1.33317,0.06201,-0.71893,-0.59818
12.47224,13.33820,-0.86103,1.04638,0.38383,-0.04106,0.74951,0.12669
12.42164,13.62234,-0.30088,0.73946,0.75079,0.74935,-0.82208,-0.56427
12.85319,13.46899,-2.91170,0.96278,0.75952,0.41154,-0.89720,-0.70528
12.59013,13.28214,-1.17004,1.08875,0.66484,0.19015,-0.70763,-0.42241
12.59742,13.56034,-0.37834,0.88992,0.04641,-0.72736,0.84135,0.59037
13.02489,13.88971,-0.51904,0.95572,0.56805,-0.70861,-0.34913,0.20260
12.52476,13.46152,-1.14121,1.46781,0.86669,-0.39562,0.17932,0.64885
12.81056,13.83208,-1.48801,1.43557,0.41578,-0.31973,-0.97048,-0.39048
13.18249,14.37344,-0.44107,1.38059,0.99360,-0.51865,-0.95528,0.41311
12.97200,13.94222,-0.31915,1.36786,1.47528,-0.39041,-0.26605,-0.79912
12.92075,13.23736,-0.22264,0.90086,0.95447,-0.60315,-0.20469,-0.66599
12.56397,13.43828,-2.08823,0.94325,1.31962,0.56664,0.39560,-0.46867
12.40663,13.91495,-2.70002,1.06960,0.03834,0.06955,-0.93466,0.97661
13.10346,13.58036,-0.82961,1.17875,0.03479,0.29389,-0.28117,0.24297
12.70505,13.74040,-0.28408,1.49838,1.28401,-0.23789,0.45140,0.95889
12.99574,13.28522,-1.56975,0.93203,0.19517,-0.83638,-0.38478,-0.84233
12.46015,13.39529,-2.24184,1.33741,0.16269,-0.01696,-0.24585,-0.31635
12.78311,14.14325,-1.81445,1.44416,1.27192,-0.62119,0.11428,0.96925
12.48922,14.38265,-1.14107,0.80609,0.48285,0.41238,-0.29892,-0.26574
12.69504,13.91372,-2.09424,0.93444,0.37269,-0.07543,-0.00644,-0.24577
12.56279,13.35063,-0.98297,1.08890,0.56430,0.23169,0.01480,0.55417
12.98671,13.65463,-0.50354,0.81157,0.92501,0.43638,0.85649,0.93757
12.78221,13.86914,-2.90103,1.45014,1.02974,0.14910,0.74021,0.24496
13.22071,13.26453,-0.33673,1.02682,1.36024,0.05099,-0.00086,0.97512
13.17644,14.26934,-0.65504,1.42159,0.85961,-0.77026,-0.22706,-0.70175
12.77875,13.70548,-1.38114,1.39629,0.05759,0.21754,0.31462,0.47444
12.64733,13.59162,-1.12249,0.93003,0.60057,0.68725,-0.84262,-0.91058
12.70737,14.37680,-1.91508,1.39608,0.95207,0.42435,-0.63565,-0.45235
13.06472,13.32155,-2.55588,1.08627,0.04247,-0.53540,-0.12726,-0.07178
12.88678,14.08939,-2.79567,0.90338,1.48908,0.11772,0.44035,-0.61731
12.41116,13.27347,-1.57337,1.40996,0.90046,-0.01709,-0.85579,0.16053
13.16220,13.96364,-2.51974,0.78906,1.26023,-0.06576,-0.06765,0.60273
13.22919,13.65377,-1.76746,0.72437,0.72876,-0.98679,-0.13705,0.63074
12.69874,13.64804,-0.14855,1.24024,1.04690,-0.34859,-0.24964,-0.88926
12.82893,13.41579,-2.44248,1.35006,0.69305,-0.83970,0.37942,0.44333
12.77460,14.39304,-0.41910,1.05636,0.59098,0.76742,0.70023,-0.94661
12.51187,13.78643,-2.53251,0.71938,0.23623,0.28922,-0.27266,-0.50671
12.77580,13.67191,-2.04022,0.84414,0.01771,0.01033,0.12426,-0.19281
12.76453,13.58455,-0.43203,0.88659,0.33421,-0.12133,-0.62836,-0.97809
12.76293,13.45353,-2.49808,1.37180,0.91286,0.06748,-0.78570,0.27655
13.27914,13.68962,-2.35471,1.17989,0.54555,0.29465,-0.79282,0.67447
12.86649,13.24692,-2.74415,0.74087,1.14457,0.03325,0.83973,-0.00419
13.11843,13.31264,-2.77799,1.27114,1.23655,0.67564,0.33420,0.14871
12.67279,13.56997,-0.50076,1.14545,1.07734,0.19392,-0.11950,-0.30702
13.22039,13.33248,-0.04845,1.15882,0.44787,0.30074,-0.40696,-0.32387
12.75685,13.45923,-2.42342,1.29093,0.28967,0.79828,0.75265,0.71091
13.15035,14.31706,-1.47440,1.31400,0.06513,0.58273,0.10646,0.57419
12.94803,13.54961,-2.91797,1.07554,0.96548,-0.06598,-0.74532,-0.72043
13.17446,13.96733,-0.54833,1.43700,0.94342,0.22109,-0.03480,-0.52580
12.59936,13.97570,-2.17006,1.32374,0.39768,-0.51690,0.04056,-0.03258
12.97160,14.08827,-0.16346,0.99817,0.43891,-0.18243,-0.13151,-0.95407
12.81905,13.36704,-1.31136,0.95681,0.70702,-0.16261,0.38854,-0.82062
13.15946,13.80582,-1.63642,1.02677,1.47265,0.79784,-0.61007,-0.81179
12.90968,14.03471,-2.68363,1.30448,0.73974,-0.19921,-0.60299,-0.63981
13.14068,13.62292,-2.20594,1.25001,0.26971,-0.00323,0.49802,0.38550
12.97112,13.25897,-1.42184,1.42176,0.21494,0.15559,-0.49016,0.15352
13.05285,13.49830,-2.45652,1.40547,0.87658,-0.40408,-0.22206,0.68722
12.99952,13.27698,-0.54279,1.06760,1.47894,0.23424,0.88571,0.28960
12.87947,13.57132,-0.67349,1.25523,1.09275,-0.24062,0.18712,-0.07758
12.93360,13.91756,-0.42384,1.28771,1.01260,0.28181,0.37108,0.58244
12.43722,13.39825,-1.32603,1.38805,0.35673,0.64064,-0.30180,-0.07358
12.63882,14.20457,-2.14290,0.93153,0.16487,0.68707,0.83131,-0.54737
13.06818,13.88692,-2.80836,1.46256,1.25757,-0.47715,-0.93756,-0.62408
13.22024,14.04798,-0.99326,1.37520,0.95945,0.93690,0.15658,-0.18775
12.65929,14.20071,-2.08873,0.78022,1.34505,-0.03783,-0.33510,0.76888
13.20818,13.25176,-2.76505,0.74074,0.07246,0.10823,-0.55126,0.62687
12.86172,14.10395,-0.78695,0.89030,0.63287,-0.13510,0.71807,-0.94223
12.90794,13.73448,-2.01853,0.88978,0.97844,-0.50043,-0.76844,0.29752
12.99904,13.77043,-0.40364,1.48227,0.88963,-0.86406,-0.33040,0.32435
13.06995,13.85653,-1.13822,0.95513,1.05854,0.52562,0.83157,0.23418
12.97274,13.52337,-1.23412,1.31299,0.44330,0.34189,-0.00533,-0.32168
12.53035,13.51841,-2.33997,1.32789,1.22875,-0.75126,0.48231,-0.31871
12.75425,13.83726,-0.74374,0.86780,0.37662,0.36920,-0.60486,0.17046
13.08203,13.27067,-0.46229,1.32605,1.06768,0.86058,0.33007,-0.84747
13.08495,13.29221,-1.00550,1.44820,0.17331,-0.00736,-0.44260,0.36263
12.45168,13.75358,-0.55774,1.28452,0.99252,-0.81041,-0.55655,0.88665
13.11544,13.27670,-2.63597,1.01892,0.04740,0.64467,0.73457,0.62827
13.07413,14.29123,-2.45671,0.88783,1.26082,-0.90789,0.87399,-0.50477
13.09055,13.29439,-0.68658,0.78136,1.23929,-0.34226,0.52861,0.32839
12.94344,14.03670,-1.55315,1.01158,0.98930,0.90835,0.60023,-0.55629
12.69127,14.19420,-1.12644,0.78114,1.06398,-0.23480,-0.22062,0.90034
12.95607,13.78292,-2.82131,1.07543,0.05182,0.55260,-0.38696,-0.37040
12.43485,14.29703,-0.76011,1.03067,1.21084,0.12163,-0.38255,0.23875
13.22451,13.78894,-0.86515,1.08594,1.48423,-0.98803,-0.51888,0.29312
12.98250,13.40793,-1.26985,0.81694,1.21051,0.21610,0.81729,0.39851
12.84650,13.56128,-1.18332,1.33310,1.20258,-0.82397,-0.10954,-0.61585
13.15756,14.18808,-0.91250,0.75288,1.15753,-0.35252,-0.20272,0.21994
12.94798,14.05774,-2.89598,0.82390,0.73393,0.46693,-0.38387,-0.72759
12.71969,13.87971,-2.61739,1.00494,0.86720,0.06370,0.38307,0.14947
12.61241,13.93396,-2.96922,0.81498,1.01155,0.99475,-0.00727,-0.28373
13.29972,14.03668,-2.12296,1.32607,0.24445,-0.84434,-0.06423,0.64558
12.42645,14.11836,-0.26994,1.05362,0.12755,0.60418,-0.61153,0.60422
12.44580,14.16384,-2.08651,0.84841,0.85191,0.78822,0.23093,-0.77109
12.57345,14.04173,-0.64328,0.90175,1.33733,0.05932,-0.98479,-0.10523
12.49718,14.33468,-2.86126,1.14552,0.87794,0.19123,-0.24640,-0.04887
12.69942,13.21944,-0.48214,0.88411,0.10787,-0.58020,0.06853,-0.33222
12.88923,14.27816,-2.83745,1.46378,1.20392,0.88588,-0.44123,-0.05943
12.57093,14.10321,-2.28953,0.95022,1.29706,-0.17010,0.06106,0.76305
12.84457,13.87087,-2.25306,1.40589,0.95201,-0.02058,0.39192,-0.82874
12.74464,13.56581,-1.18560,0.87714,0.29759,0.81806,-0.26882,-0.46099
13.21786,13.20200,-2.54297,1.03422,1.41729,0.70730,0.39625,0.10139
13.27657,14.20246,-0.11875,0.92642,0.27925,0.54494,-0.03691,0.35783
13.08729,14.32078,-2.96832,1.13175,0.85611,-0.76330,-0.65638,-0.70057
13.17205,13.31078,-0.94762,0.81549,1.41026,-0.49277,-0.17695,-0.38480
12.53180,14.28302,-2.32634,1.08967,0.78342,-0.70674,-0.59021,-0.90111
12.61945,13.44594,-0.27799,0.83681,0.29493,-0.38545,0.92089,-0.27563
12.83434,13.24927,-2.18640,1.22407,1.21889,0.26600,0.79578,-0.12835
12.77073,13.36236,-2.73133,1.13949,0.95336,0.86945,0.10045,-0.82607
12.94507,14.17788,-1.74171,0.80375,0.33706,0.46513,-0.09974,0.34997
12.44837,13.85137,-2.34706,1.41801,0.85890,-0.84904,-0.88080,-0.84353
12.73188,13.43952,-2.40897,0.93369,0.22049,-0.37364,-0.20958,0.92586
13.03280,13.99862,-0.18965,1.24806,0.55533,0.10680,0.05000,0.75713
12.59627,14.36782,-1.58423,1.35206,1.33880,-0.53133,-0.92300,-0.85423
12.73275,14.11859,-0.71053,1.21033,1.40015,-0.08114,0.03876,-0.79179
12.43713,13.78196,-1.77007,0.99810,0.52808,0.38497,-0.86905,0.97502
12.51827,13.48580,-0.32342,1.20398,0.77676,0.88244,0.90415,0.72842
13.09267,13.26014,-2.36687,1.43311,0.37675,-0.32342,0.43886,0.83051
12.98433,13.95751,-0.80846,0.96921,0.65239,-0.53760,0.93695,0.32924
12.65072,14.00873,-0.20321,0.77959,1.21042,-0.69619,0.21984,-0.01149
12.73971,13.82954,-0.33158,1.08701,0.82896,-0.52393,-0.19741,-0.95520
12.42650,13.41217,-0.83483,1.36824,1.10719,-0.68654,0.86851,0.95101
12.86414,13.22274,-1.86840,1.44878,0.49511,-0.00206,0.19118,-0.07561
12.77197,13.46622,-2.00805,0.81811,1.02714,0.11757,0.69982,0.78884
12.46806,13.97053,-0.83050,1.35377,0.39940,0.56160,0.68556,-0.76733
12.80720,13.37874,-0.13326,0.82313,0.78425,0.99916,-0.34294,-0.01922
12.82106,13.37347,-0.32104,1.07880,1.43831,-0.16057,-0.97327,0.19841
12.40540,14.37647,-0.92024,1.20361,1.29365,0.10973,0.91518,0.44692
13.22673,14.01937,-1.88097,1.21076,0.67432,0.04626,-0.17832,0.00772
