# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.56546,14.25994,-2.10256,1.38116,0.00620,-0.94498,0.53589,-0.65110
12.92517,13.88702,-0.53058,1.46232,1.21043,-0.70345,0.92117,-0.06722
13.27663,13.85729,-2.56282,1.10365,1.11557,-0.56722,-0.23406,0.38909
12.95587,13.37678,-0.81410,0.79998,0.83508,0.05238,0.75636,-0.56402
12.41631,14.10766,-2.71135,1.24084,1.08381,-0.90059,0.86158,0.27559
12.90357,13.63496,-1.64550,1.23270,0.03831,0.89780,0.10985,0.30338
13.19803,13.70362,-1.80913,1.20419,0.29635,0.28331,0.38707,0.98983
13.28408,13.51871,-2.43094,1.04055,0.05013,-0.70048,-0.22137,0.48224
13.13741,14.06620,-0.57677,0.80337,1.30349,0.54219,-0.04358,-0.36013
12.94156,13.36389,-0.41063,0.85323,0.18761,0.36682,0.11015,0.74268
13.04265,14.26298,-1.15311,0.76672,0.39937,-0.70262,-0.44421,0.15504
12.75561,13.76914,-2.81610,0.73070,0.69469,-0.20567,0.11971,0.21402
12.97114,13.84674,-1.19263,1.23085,0.30879,0.99275,0.47588,-0.90772
13.03019,14.00326,-0.20213,0.96967,1.02931,0.04797,0.46745,0.87837
13.19915,13.45978,-1.11661,1.22117,0.24906,-0.05686,-0.94689,0.05203
12.76538,13.39283,-0.97544,1.22169,0.05174,0.01964,0.01444,-0.10639
13.18483,13.46168,-0.54898,0.82720,0.89847,0.08970,0.48671,0.50238
12.91890,13.72786,-1.67478,1.19896,0.76861,0.09695,0.06151,0.55432
13.26477,14.32719,-2.12072,0.83214,1.36140,-0.36321,0.41231,0.21744
12.70048,13.62171,-1.29349,1.25750,1.06730,-0.78039,0.85875,0.33245
12.45879,14.29019,-0.43808,1.46301,0.42003,-0.71913,-0.89615,0.84631
13.09952,13.30050,-1.35682,0.73782,1.41412,0.84630,-0.84730,0.32283
12.68779,14.30370,-1.02049,1.37158,1.27433,0.70647,0.59811,-0.32533
12.74411,14.15257,-2.67694,1.44590,1.03353,0.45355,0.65341,-0.54139
12.77672,13.41421,-0.63751,1.40579,0.61923,0.36512,-0.12110,0.45272
12.81531,13.72185,-1.61285,1.15536,1.06160,-0.76807,0.77824,0.39537
12.95807,13.44184,-1.55706,1.49843,0.76674,0.59039,-0.20853,0.79075
12.80227,13.89013,-0.10188,1.26865,0.70704,-0.62088,0.04029,-0.88467
12.47722,14.00608,-1.05348,1.24593,0.39260,-0.01412,-0.78151,0.21254
12.63664,13.80127,-1.60897,0.78919,0.14258,0.18878,0.04533,-0.76520
13.06814,13.84102,-1.19108,0.73588,0.85026,0.97761,0.31220,-0.26614
13.18616,13.49567,-2.09522,1.10666,1.32729,-0.02893,-0.42691,-0.02929
12.54739,13.39287,-2.97904,1.24796,1.07751,-0.36638,-0.98300,-0.59563
12.53829,13.67436,-2.19003,0.91499,1.19303,-0.69856,-0.14362,0.01608
12.91432,13.80000,-1.72235,1.42197,0.36825,-0.94883,0.92345,-0.41858
12.55793,13.36533,-2.56824,1.09790,0.22674,0.76045,-0.35466,-0.08956
12.62467,14.23437,-1.61940,1.27185,1.18035,-0.90938,0.86055,0.59555
12.74961,13.99802,-2.67963,1.05019,0.49092,0.28055,0.33390,-0.63672
12.63924,13.42893,-1.22777,0.94961,0.72493,0.72149,0.85543,-0.11301
13.11651,13.61623,-1.27314,0.91273,0.79097,0.61221,-0.11279,0.64329
12.75250,14.16156,-2.39839,0.76381,0.15697,-0.73937,0.86509,0.98862
12.75275,13.38823,-2.75487,0.80479,0.59084,0.18006,0.77188,0.50045
12.92145,13.59873,-2.04063,1.43819,1.16802,0.61617,-0.05133,0.97575
12.71511,13.56319,-1.97970,1.16346,0.55757,-0.49268,0.66510,-0.95611
12.52685,13.23701,-0.96993,0.75944,0.51376,0.06058,-0.14889,0.47381
12.49811,13.86658,-0.13952,1.34088,0.24357,-0.16103,-0.46172,0.41039
13.28282,13.30122,-0.73568,0.76022,0.04194,0.23501,-0.76712,0.85607
12.46588,13.62151,-1.35822,1.43351,0.87305,-0.26004,0.46370,0.20583
12.90416,13.82459,-1.92672,1.20780,0.62622,-0.96452,-0.56265,0.32137
13.21076,14.32405,-1.44912,0.80780,0.95514,-0.94619,0.14809,0.85489
12.80290,13.91535,-2.70908,1.09511,0.82113,-0.73310,0.61857,0.92746
12.60969,14.32713,-2.17329,0.72637,0.85308,0.83534,-0.99084,0.88144
12.46144,14.37373,-1.84150,1.34946,1.18904,-0.87283,0.03740,-0.36839
13.03623,13.82449,-2.14413,1.36638,1.22710,0.50155,-0.34786,-0.19132
13.17063,14.31361,-2.64045,1.00035,0.36450,-0.97497,0.43391,-0.00154
13.07136,13.77652,-1.90924,0.89199,0.11671,-0.38668,-0.60899,0.20894
13.22973,14.07118,-1.25613,1.23076,1.12765,-0.49701,-0.76939,0.86109
12.75519,13.82274,-1.08890,0.83872,1.15622,-0.05475,-0.15893,-0.94409
12.82677,13.37071,-2.28137,0.80355,0.38429,-0.74530,0.03963,-0.81023
12.84273,13.37327,-2.88917,0.98581,1.39328,-0.04488,0.70303,-0.87149
13.07424,14.16692,-1.63366,1.29665,0.06630,-0.26738,-0.80386,-0.15413
12.48465,13.34453,-1.76766,0.81671,0.14885,-0.92204,0.93702,-0.36744
12.64425,14.22119,-1.65796,1.05164,0.95713,0.78568,0.30730,0.25434
12.43529,14.18968,-2.02738,1.12067,0.50223,-0.50724,-0.21660,0.06010
13.00244,14.34393,-2.23547,0.95977,1.10915,-0.73173,0.03121,-0.62757
12.90924,13.92649,-0.62030,0.73408,0.86271,-0.81694,0.46807,-0.82944
12.72164,13.28168,-2.18459,1.40120,1.20032,-0.59192,-0.08799,0.53496
13.20157,14.14061,-2.60562,1.11409,1.18308,-0.64220,-0.16251,-0.76280
12.74874,13.55222,-0.21853,0.71619,0.85491,0.95108,-0.97189,-0.97922
13.15433,13.47893,-0.59420,1.32733,0.41058,0.29981,-0.54081,0.85850
12.64668,14.10472,-2.11761,0.91214,1.38286,-0.78356,0.41268,-0.92090
13.04554,13.54702,-0.41586,0.92890,0.52124,-0.49162,0.42317,-0.50673
12.68243,13.89584,-1.78749,0.81467,0.38153,0.45908,0.77418,-0.45594
12.74769,13.56988,-0.50355,0.73261,0.01986,-0.20374,-0.52028,0.91664
12.97090,13.82654,-0.94635,1.03985,0.09767,-0.36946,0.03259,-0.40808
12.85597,13.45742,-2.47517,0.74322,0.82504,-0.19906,0.92506,-0.46576
13.10888,13.81653,-1.72511,1.11474,0.96166,0.44443,-0.25963,0.57700
13.27863,14.30806,-1.56438,1.44108,0.23352,0.00337,-0.68224,-0.36609
12.62527,14.04087,-2.29228,0.93497,0.54724,0.77713,0.51359,-0.05461
13.18714,13.34257,-2.55506,1.08936,0.16148,-0.44281,0.75758,0.27858
12.57206,13.49288,-2.23263,1.43477,0.66343,0.79154,-0.46206,0.94322
12.95218,13.21143,-1.71551,0.80442,1.11878,-0.34293,-0.21686,-0.29569
12.44521,14.25586,-2.44764,0.91112,0.71199,0.06188,0.41933,-0.61969
12.87841,13.66932,-2.25732,1.11783,0.39229,0.54944,0.06885,0.91354
13.24085,14.32458,-2.76911,0.88907,1.26202,0.42352,0.65110,-0.27640
