# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.70661,13.82678,-2.12241,0.93331,0.68654,0.03879,0.18780,-0.29542
12.69814,13.94155,-2.88734,0.82995,1.19445,-0.06041,-0.47038,-0.61484
12.41967,13.86350,-0.23282,0.78941,0.64681,-0.01956,0.66995,0.46349
12.59683,13.34009,-0.18948,1.45010,0.24929,0.13855,0.29345,-0.79889
12.62666,14.31649,-0.88548,1.42941,0.04137,0.39781,-0.77371,-0.45820
13.00197,13.86877,-2.93205,0.88640,1.13742,-0.30603,0.62592,-0.29320
13.23560,13.78611,-2.82578,1.03027,1.26890,-0.93126,0.06294,-0.72531
12.47826,13.62910,-2.01448,0.74838,1.41721,0.37657,0.56361,0.71217
12.60288,14.21729,-1.18411,1.16230,0.95284,0.49980,0.61073,0.87342
12.99639,13.46816,-0.32794,1.48035,0.18380,0.65659,0.40023,-0.40220
13.01485,14.13080,-0.28774,1.12672,1.37260,0.77680,-0.15653,0.47591
12.45730,14.34391,-2.25783,0.89638,0.25382,-0.77844,-0.59094,0.38203
13.23921,13.29127,-2.56567,1.36905,1.35233,-0.32078,-0.39506,-0.18283
12.48718,13.68666,-2.50375,0.72181,1.06989,-0.16979,0.49053,0.37576
12.50933,13.43819,-1.94391,0.87196,0.03597,0.93646,-0.15163,0.29101
12.54344,13.24856,-1.16365,0.75966,1.07064,0.56227,-0.79253,-0.70932
12.48957,13.61244,-0.38976,1.01638,0.02446,-0.32077,0.11218,-0.99100
12.88520,13.84678,-2.49955,0.70020,0.26106,-0.95746,0.47666,0.71956
12.64563,14.33277,-0.16801,0.79747,0.93345,-0.01925,-0.01969,0.62570
12.85180,14.04156,-0.50313,1.49827,1.04710,-0.67080,-0.52361,0.16781
12.76339,14.15849,-2.60731,1.07999,0.44939,-0.74698,-0.05431,0.59944
13.13954,13.69836,-2.23040,1.20160,1.33045,0.62119,0.08442,-0.66120
13.10040,13.64413,-2.73817,0.98591,0.75376,-0.74266,0.07718,-0.02906
13.23534,13.26738,-2.62992,1.00434,0.08776,-0.01785,0.26550,0.11953
13.25496,13.56259,-2.87701,1.44116,1.27477,0.32377,-0.76585,0.07916
12.95546,13.20307,-0.27485,0.93784,0.85246,0.33291,-0.68946,-0.89153
12.78000,13.23913,-2.01475,1.15051,0.77243,-0.71361,0.91479,0.10628
12.62905,13.59682,-2.33625,1.24933,0.39486,-0.83264,0.56778,0.14936
13.20424,14.28462,-1.17476,1.13144,1.34047,-0.41824,0.98881,-0.80471
12.51081,13.85923,-1.42964,1.18998,0.72040,-0.83304,-0.05245,-0.52248
13.17417,13.99154,-1.00959,0.77131,0.21107,0.47648,-0.09439,-0.58510
12.46646,13.42508,-1.33160,0.75827,1.16811,0.84707,0.19767,0.96684
12.55386,13.43653,-1.32501,1.39160,1.40229,-0.65258,0.49574,0.42309
13.20840,13.86341,-0.18331,1.42561,1.31095,0.26555,-0.72304,0.28532
13.12496,14.22986,-1.70478,1.21083,0.51452,-0.26163,-0.82890,0.30690
13.29222,13.70418,-0.19846,1.31227,0.04250,0.53374,-0.03630,0.22502
12.69876,13.43808,-1.03953,1.30339,1.46599,-0.33136,0.40834,0.45194
12.63284,13.88697,-2.85237,1.38249,0.21059,-0.98011,0.82154,0.48091
