# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.56102,13.99600,-0.75923,1.49876,1.32395,0.57818,0.75219,-0.13964
12.57858,13.47388,-1.41701,1.28244,0.59925,-0.52762,-0.28679,-0.77307
13.03233,13.80183,-1.00390,1.03003,0.84949,-0.43379,0.15181,0.34049
12.68603,13.26338,-0.16538,0.83834,0.93640,-0.54391,0.26484,0.05836
13.12359,14.27631,-1.25456,1.46777,0.99665,0.87032,0.15590,-0.17757
12.81206,13.72140,-2.01585,0.93069,1.24923,-0.84495,0.19822,0.72823
12.62117,14.25211,-0.63830,1.41116,0.60790,0.26590,-0.28348,0.57322
12.49297,14.13556,-0.04479,0.85921,0.11467,0.21254,-0.17862,-0.96859
12.90815,13.55360,-0.15547,1.40048,0.73708,0.14124,-0.70399,0.78151
12.88722,13.46272,-2.79078,1.32481,0.71659,-0.85554,-0.43825,-0.86619
12.95909,14.29638,-1.61608,1.39770,0.72589,-0.55738,-0.62294,0.68500
12.64292,13.91610,-0.85358,0.85949,0.75896,0.55869,0.14049,0.42637
12.95676,13.51220,-1.94831,1.48880,1.32578,-0.91012,-0.97393,0.55477
12.41676,14.35713,-0.80154,0.90859,1.41314,-0.40229,-0.87976,-0.02858
13.10189,14.05992,-1.19103,1.30391,0.22536,0.52523,0.25161,0.18982
12.64252,13.67334,-1.63002,1.29632,1.08270,0.36120,0.67918,0.27247
12.87701,14.26781,-2.99663,1.17338,1.07674,-0.25429,-0.14546,0.87252
13.03662,13.28364,-1.76977,0.98104,0.71092,0.79067,0.47464,0.67693
12.60784,14.27747,-1.78029,1.12329,1.34908,-0.55039,-0.74297,0.34213
13.12996,13.41824,-2.47061,1.35746,0.73002,0.61843,-0.04669,-0.64223
12.96234,13.92940,-2.34390,0.81885,0.32837,0.17391,0.80093,0.71780
12.77376,13.93379,-1.59091,1.22173,0.31946,0.84943,-0.09759,0.91777
12.94978,13.48617,-1.14170,1.02985,0.63555,0.96818,0.40939,0.35294
12.71535,13.28642,-1.38991,0.94626,0.04999,-0.75135,-0.49524,0.77424
13.19251,13.71677,-2.61857,0.82085,1.12922,-0.95818,0.85950,-0.64726
12.52730,13.98303,-0.27682,1.18907,0.15451,-0.85867,-0.91321,0.43680
12.72325,13.21806,-0.11517,1.42614,0.76807,0.05915,-0.38793,-0.93854
13.28987,14.20554,-0.99146,0.89686,0.48950,0.95109,-0.13158,0.67019
12.52594,14.14738,-0.11931,1.24068,1.45070,0.29779,0.92930,-0.13621
13.17266,13.91374,-1.02016,1.34933,0.40351,0.10927,-0.84882,-0.81643
12.70222,13.84959,-1.86442,1.47881,1.13923,0.55424,-0.94623,-0.48342
12.87511,13.23322,-0.95275,0.78474,1.31714,0.05945,0.26660,-0.34277
12.86313,13.61185,-0.27975,0.84186,0.41707,0.59075,-0.98598,0.32907
12.61350,13.37616,-1.12818,1.02256,0.39437,-0.58925,0.56745,-0.58379
13.25670,13.50824,-0.07382,0.99440,0.46040,0.32074,0.54673,0.38017
12.67029,13.80022,-2.87444,0.70240,1.38322,0.72273,-0.80093,-0.01787
12.73894,13.96003,-1.68031,1.47651,1.22762,-0.58908,-0.77358,0.20290
13.21649,13.83621,-0.33458,0.91332,0.73844,-0.65138,0.13930,0.58965
12.45150,13.44254,-1.25926,1.28819,0.41786,-0.80300,-0.83688,-0.21211
12.52570,13.64359,-2.21149,1.03876,0.01109,-0.20529,-0.59419,0.89744
12.80281,14.16722,-2.03366,1.35821,0.27677,0.91887,0.21826,0.03902
12.56492,13.82376,-2.69433,1.05335,0.92707,-0.77048,-0.93462,-0.45512
12.45065,13.29229,-0.33862,0.80254,0.84987,0.35599,0.80062,0.79721
12.64125,13.38989,-2.32735,1.07402,0.27624,-0.42872,0.36495,0.37941
13.20854,13.56052,-1.26024,1.20061,0.28875,-0.12904,-0.10568,0.05870
12.79933,13.92031,-2.17946,1.06119,1.44130,0.63947,0.05045,0.34376
13.16602,14.02783,-2.45532,0.99392,0.74485,0.12273,-0.82339,-0.82532
12.79687,14.21722,-2.22696,1.46831,1.13070,-0.50858,0.21334,-0.10098
13.14300,14.32031,-0.91098,1.26011,1.42154,-0.00330,0.14518,0.81603
13.12210,14.17121,-1.46125,0.89604,1.15929,0.35409,0.62791,-0.11054
13.01514,13.63729,-0.37400,1.37111,1.27574,-0.63962,0.67171,0.61300
12.87155,14.32076,-2.53227,0.84293,0.31429,-0.34633,-0.96858,-0.86678
13.17679,13.32582,-0.30308,1.31397,0.45945,-0.37507,0.82519,0.47432
13.27929,13.92457,-2.43148,1.44109,0.44515,-0.20805,-0.94455,-0.62395
12.64498,13.56840,-1.59833,1.10939,0.59699,-0.43371,0.33672,0.76004
13.13657,14.12537,-1.17973,1.11516,0.41540,-0.19785,-0.69130,-0.49480
12.99145,13.75392,-1.83470,0.90632,0.37551,-0.11499,-0.79618,0.81590
13.15165,13.36407,-0.56977,1.20108,1.33431,-0.62995,-0.45087,0.55643
12.61943,13.28631,-0.35778,0.76943,0.82281,-0.37703,-0.44743,0.75686
12.61651,13.85474,-2.49892,1.42048,1.09732,-0.05015,0.31855,0.01320
12.88285,14.03925,-1.45865,0.74794,0.89747,-0.65470,-0.70156,0.61208
12.83104,13.48214,-2.83003,0.72249,0.57215,-0.02818,0.08277,0.48830
13.28057,14.32843,-1.55137,1.07114,1.17222,-0.90507,0.88532,-0.92845
12.78032,13.62277,-1.83529,1.28813,0.73186,-0.56295,0.98544,-0.37619
12.52026,13.30836,-1.08177,1.36867,1.22282,0.14848,-0.69662,-0.08982
12.40504,14.24711,-2.44460,1.05021,1.39085,-0.33028,0.41382,-0.64974
12.48492,13.61281,-0.84919,0.76306,0.50962,0.28741,0.81117,0.51050
12.50929,13.84891,-2.71041,1.28352,0.91508,0.95877,0.06511,0.12365
12.72157,14.12289,-1.80335,0.76386,0.68791,-0.75667,-0.36745,-0.32204
13.27103,13.53985,-0.67425,1.06050,0.48334,-0.48001,-0.45549,0.39247
12.66133,14.37398,-2.55787,1.10651,0.86279,-0.52825,0.48592,-0.15677
12.88200,13.56486,-1.10175,1.30789,0.25028,0.06546,-0.78019,0.78417
12.73406,13.88592,-0.25811,1.16767,0.35597,-0.03871,-0.47143,0.93456
12.87907,13.96983,-1.27568,1.19480,1.33002,0.10291,-0.36942,-0.58966
12.86511,13.53022,-0.94581,0.98959,0.52717,0.55490,-0.62740,-0.48999
12.85784,13.43449,-1.87115,0.91844,0.43407,0.97574,-0.36214,0.86129
12.76335,13.63846,-1.52335,0.99251,0.82306,0.12338,0.47052,0.37823
12.89700,13.82455,-1.24626,1.30867,0.14208,-0.04693,0.39428,-0.21218
13.25300,13.24048,-0.80796,0.85415,0.12930,0.23838,-0.25574,-0.40697
13.18757,14.21230,-2.98472,1.22835,0.24891,-0.13867,0.66952,-0.32550
12.83581,13.59903,-2.23561,1.21794,0.76621,0.75096,0.06706,0.69700
12.69536,13.48226,-2.83419,1.17879,0.38431,-0.67134,0.48912,0.40799
12.60424,14.36448,-2.11282,0.94213,0.20319,0.54921,0.58508,0.87421
13.10981,14.09861,-1.72483,0.95135,0.89578,-0.60169,-0.55066,-0.48251
13.15670,14.14157,-2.37079,1.07394,0.98817,-0.12288,-0.28964,-0.00100
13.29680,13.83602,-0.51537,1.16388,1.49923,-0.43571,-0.67927,-0.17651
12.41292,13.26373,-0.19034,1.18643,0.97834,0.69862,0.16885,0.38769
12.85670,13.25890,-1.41145,1.48120,1.20914,-0.36145,0.92026,-0.69908
12.58863,13.52856,-0.74091,1.37621,1.49769,0.38221,0.78953,0.81296
12.78275,14.30167,-1.57380,1.39964,0.36983,-0.47205,-0.73267,0.28109
12.89259,13.42921,-2.84225,0.97018,0.36766,0.26687,0.53696,0.92120
13.14683,14.25245,-0.22088,1.15344,0.49569,0.87862,-0.11370,-0.23848
