# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.66605,13.29506,-1.40325,1.43185,1.30319,0.46806,0.34061,0.12342
12.75279,14.06781,-2.92438,1.01650,0.27242,-0.98486,-0.62517,-0.96849
13.08440,13.54117,-0.48364,1.28232,0.53136,0.88605,-0.80574,0.79449
13.27315,14.21452,-2.38673,0.71896,0.31834,0.69761,0.65688,-0.79160
12.50105,13.80196,-2.45356,1.33892,0.24173,0.92878,0.89636,-0.17497
12.73397,13.43567,-2.41163,1.38906,0.52087,0.27159,0.64054,-0.08876
12.64475,13.99615,-0.07088,0.78621,0.98763,-0.50433,-0.16243,-0.34173
12.63987,13.46089,-2.59852,0.90248,0.20332,0.62829,-0.63842,0.61413
12.91862,14.12588,-1.09943,1.40483,1.29573,0.15046,0.99597,-0.66168
13.18494,13.31476,-1.08466,0.74291,1.11053,-0.74571,0.69522,-0.02946
12.75933,13.25175,-2.23683,1.18143,0.66670,0.55972,-0.15210,0.53741
12.72976,14.33112,-2.48487,1.19565,0.43109,0.04605,0.52960,0.95663
13.26270,14.02104,-0.20266,0.71134,1.41120,-0.58910,0.37674,0.70538
12.67753,14.11433,-2.40575,1.28846,1.16845,-0.55671,-0.56950,-0.95236
12.59092,14.35226,-0.66954,1.07849,0.28933,-0.40008,0.57288,0.20516
12.94032,13.80898,-0.36641,1.25428,0.31288,0.73468,0.62376,-0.53267
12.81210,13.63972,-1.81699,1.41742,1.21933,0.60165,0.74626,0.52319
12.95135,13.66891,-2.27734,0.98362,1.42360,-0.06623,-0.52730,-0.27266
12.84910,13.54480,-1.89738,1.17896,0.08647,0.62993,-0.75488,-0.76486
12.69280,13.92897,-2.60569,1.38675,1.27254,0.65594,0.06677,0.11963
13.19557,13.36897,-0.23076,1.47280,0.94803,0.16937,-0.95014,-0.71115
12.67682,13.64782,-2.08026,1.46137,0.79926,-0.95093,-0.47216,0.64312
12.73612,13.95711,-2.97960,1.25714,1.49282,-0.25562,-0.37045,-0.97213
13.28536,13.83984,-0.08966,1.00752,0.02557,-0.85639,-0.06316,-0.60800
12.47116,13.34227,-0.37030,0.76916,1.09181,0.22152,-0.92449,0.08065
12.84356,13.32688,-0.31618,1.44902,1.44341,0.99512,-0.29499,0.96119
12.89359,13.38121,-2.38844,0.81328,0.67456,-0.15679,-0.23022,-0.74315
12.49466,13.54449,-1.18826,1.46146,1.28267,-0.55593,-0.21667,-0.20967
12.65431,13.84833,-2.14445,0.89004,0.81970,0.52484,-0.65897,-0.52095
12.53113,14.24998,-2.89826,1.07415,0.40313,0.67707,-0.60371,0.43643
12.75664,14.11779,-0.50952,0.95669,1.28790,0.29637,0.85749,0.35257
12.45356,13.87937,-2.55602,1.38924,1.35258,0.44833,-0.78774,0.52211
12.58871,14.08889,-2.12377,1.20103,0.49645,-0.66296,-0.89424,-0.29317
12.95458,14.23620,-2.40701,0.95665,0.51554,-0.84735,0.99510,0.45593
