# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.68582,13.67004,-1.91934,1.00309,0.45105,-0.07019,0.74682,0.25641
13.02849,13.60315,-2.27525,1.00443,0.62362,0.42710,-0.52171,-0.97000
12.76102,13.35894,-2.69063,0.92489,0.49045,0.68376,0.62396,0.02444
12.61859,13.65962,-1.88521,1.04310,0.05838,-0.08737,0.20551,0.34115
12.43097,13.63370,-1.32903,0.98081,1.40557,-0.52582,-0.89059,0.76178
13.01491,13.97907,-2.95706,1.17499,0.43886,-0.52092,0.88573,0.42888
12.86022,13.55511,-1.70667,1.42932,0.78821,0.18225,0.92397,-0.95943
12.87743,14.39940,-0.46784,1.02519,1.20781,-0.74506,-0.22995,0.51079
12.41380,13.68752,-0.04830,1.14191,0.04899,0.53371,0.01963,0.76622
12.40002,13.45827,-2.74309,1.00607,0.26919,-0.17009,0.27494,-0.17785
12.91558,14.26112,-0.97705,0.72179,1.39387,0.37789,0.22719,-0.33730
12.80326,13.24874,-0.50303,0.95312,0.66599,0.33609,0.71006,0.40596
12.44264,13.99324,-2.67128,0.82267,1.24200,-0.41378,-0.29458,-0.80261
12.98498,14.37533,-1.11083,1.15391,0.29904,-0.06786,-0.62474,-0.12490
12.58531,13.35728,-0.99924,0.84575,1.49953,-0.92528,0.39717,-0.64031
12.94433,13.36972,-0.85834,0.89382,1.30296,-0.82111,0.56821,-0.91873
12.69970,14.36959,-2.93901,1.18488,0.18492,0.04619,0.98475,0.23545
12.77882,13.45756,-2.31534,1.24977,0.11635,-0.73246,-0.05488,0.57603
12.84568,13.21368,-2.01283,1.44009,1.07983,0.66439,0.59453,0.09623
12.88181,13.77958,-0.15203,1.47964,0.04803,0.53954,-0.14383,0.69413
12.95535,14.15811,-1.39672,0.72817,1.15226,0.20287,0.15365,-0.41549
12.86469,13.21563,-2.78829,1.15054,0.86230,0.14807,0.17294,-0.27497
13.21846,13.93458,-1.13256,1.10254,0.61466,0.59496,-0.53826,-0.70347
12.94086,13.80137,-0.04571,1.13206,0.87540,-0.90056,0.82997,0.15464
13.19817,13.80465,-1.24323,0.72544,1.07275,-0.17938,0.12132,-0.24162
13.09394,14.17238,-0.38973,1.20360,1.00682,0.80997,-0.25025,0.17408
13.04292,13.69583,-1.84896,0.98567,1.48573,-0.27379,0.39731,-0.09396
13.16389,14.09796,-2.86186,1.27715,0.64046,0.68477,-0.69139,0.30072
12.91112,13.22325,-1.23815,0.87350,1.26874,-0.37171,0.99201,-0.74514
12.82020,13.33869,-1.27539,0.75957,1.39602,0.09238,-0.79614,0.05306
13.19796,13.92556,-0.37364,1.48408,0.71079,-0.64242,0.75452,-0.21121
12.68089,14.07475,-1.85077,1.03225,1.41974,0.65119,-0.46575,-0.77326
13.07536,13.60582,-1.51625,0.90700,0.76355,-0.62381,0.14320,0.72876
12.73707,14.16980,-1.29912,0.75542,1.02077,0.19630,-0.29916,-0.25040
13.13589,13.73902,-2.58359,0.94729,1.32386,-0.70318,-0.18179,-0.49809
13.03693,13.43118,-2.81326,1.44894,1.45547,0.13071,-0.13283,-0.16154
12.84043,13.70765,-1.39021,0.86587,1.48256,-0.88361,-0.39252,-0.64584
13.10742,13.28218,-0.83131,1.36589,0.48858,-0.11041,0.81239,0.16038
12.62786,14.34340,-1.65877,1.06555,1.47196,-0.57885,0.60902,-0.57397
12.71741,14.11554,-2.03235,1.14907,0.39872,-0.67274,-0.11232,0.70658
12.86269,14.28089,-1.61316,1.08352,0.29062,-0.96500,0.74426,-0.40315
12.49803,13.76627,-1.75248,0.92573,1.22965,0.95420,-0.81960,-0.87427
12.46443,13.40661,-2.29709,0.97315,1.07977,0.93358,0.75780,-0.87686
13.16403,13.44097,-2.17899,1.38564,0.87636,-0.49670,-0.77401,0.60880
12.97157,13.34235,-0.29697,1.39950,0.94107,0.03000,0.28798,0.08688
12.45593,14.32362,-0.86566,1.03470,1.07836,-0.50662,0.72209,0.25627
12.73211,14.05956,-2.73110,0.94890,1.08543,0.53004,-0.75376,-0.74295
12.55916,14.02772,-0.02226,1.42599,0.68043,-0.93812,-0.58639,0.41037
13.18468,13.95671,-1.13237,0.72911,0.21724,0.48686,-0.73523,-0.95686
12.43088,14.05854,-1.07778,1.48032,0.27436,0.37374,0.45500,0.87577
12.52212,13.87468,-2.93137,0.94344,1.45815,-0.50476,0.33576,-0.32571
12.50327,13.39090,-0.49816,0.95389,0.22398,-0.17349,-0.04018,0.19810
12.99201,13.37974,-1.82488,1.26669,1.29511,-0.74671,-0.70910,-0.36309
13.04295,13.84963,-0.92183,0.87321,0.98224,0.25967,0.14514,-0.15824
13.15662,14.22730,-1.11457,0.71004,0.53041,-0.97010,-0.08549,-0.08729
13.23364,13.30721,-0.75094,1.21364,0.29637,-0.63299,-0.49585,-0.57566
12.66160,13.78837,-1.81718,1.10826,0.30248,0.71222,0.88956,-0.04280
12.95290,13.39871,-1.60938,1.45075,0.97941,0.68667,0.34639,-0.85595
12.95882,14.34682,-0.74673,1.22357,0.39979,-0.52059,-0.83850,-0.56678
12.46080,13.26780,-2.45995,1.36915,0.65056,0.21588,-0.84513,-0.05637
12.42222,13.97826,-0.50960,1.00712,0.16454,0.90008,0.03489,-0.94465
12.62006,14.29659,-2.13702,1.17081,0.87683,-0.34583,-0.58711,-0.90091
13.22928,14.01985,-0.04740,1.13917,1.07391,0.25053,-0.49695,-0.17515
13.03751,13.47306,-1.59003,0.79536,1.18501,-0.17982,0.99576,-0.35323
12.85991,13.76895,-1.13924,1.08976,0.50230,0.35847,-0.11727,-0.98951
12.47260,13.21775,-1.84384,0.78826,1.37426,-0.91868,0.51601,0.54846
13.28032,13.62314,-2.15008,1.02617,0.75921,0.92498,0.91067,0.16126
13.08118,13.64349,-0.80512,1.45404,0.28576,0.22383,-0.20264,0.40665
12.65834,14.01909,-2.53256,0.99754,1.38511,-0.48117,0.51578,-0.08341
12.67564,13.84109,-1.44777,1.33873,0.52342,-0.41715,0.51966,-0.75380
13.01292,14.37039,-1.57040,0.71665,0.90658,-0.50643,0.73642,0.79192
12.55816,13.39429,-2.70081,0.94399,0.30472,-0.37194,0.95995,0.46415
12.83769,13.70561,-1.90150,1.42209,0.96766,0.71106,0.49739,0.37066
13.10225,13.86964,-1.76380,0.86720,0.21505,0.09000,0.29965,0.93712
13.29724,13.53122,-0.84800,1.02960,1.26239,0.19766,-0.59779,0.34864
13.06437,14.03936,-1.46277,1.03831,0.02331,-0.08482,-0.84288,0.47262
13.23464,13.66451,-1.00496,0.90567,0.28495,-0.57051,0.67311,-0.85410
12.93006,13.31652,-0.75469,1.19035,0.90201,0.03346,-0.98517,-0.74140
12.53769,13.39564,-0.75084,0.97847,0.03727,0.00388,-0.61770,-0.04758
12.61905,13.83452,-2.10731,0.87918,1.12233,-0.14536,-0.63621,-0.89276
12.73498,14.17429,-0.78218,1.21083,0.91679,0.76428,-0.11106,-0.84155
12.87926,13.90421,-0.29180,0.82219,1.37926,-0.07455,-0.40646,-0.13744
12.46265,14.22100,-0.80966,1.17457,1.24498,-0.56578,-0.37178,-0.03551
12.79673,14.18523,-2.66889,1.43859,1.47900,0.92403,-0.56692,-0.74606
12.62953,14.17411,-2.47282,1.45318,0.88857,-0.20467,-0.21323,0.85966
12.72047,14.25768,-1.07187,1.28547,0.51703,-0.50456,-0.49348,0.54724
13.16103,14.22697,-0.33389,1.45107,1.07728,0.86097,0.97055,0.40790
12.74032,14.15155,-1.14850,0.95111,0.07317,-0.93472,0.22028,0.72107
12.92156,14.23741,-1.35979,1.13374,1.02863,-0.60375,-0.57485,-0.00384
13.23577,13.62982,-1.93390,1.13729,0.79489,-0.51700,-0.43982,-0.10224
13.27800,13.56033,-2.50441,0.96786,0.81197,0.39986,0.66085,0.51357
13.23059,13.84633,-1.90409,1.35628,0.24019,-0.74021,0.03237,0.03288
12.40826,13.32987,-2.57544,0.99678,0.73061,-0.08937,-0.67466,-0.77358
12.89757,13.20346,-0.85150,0.81077,0.70565,-0.08042,0.44029,-0.90523
13.21919,13.78782,-1.66888,0.82705,0.37076,0.52122,-0.24454,-0.70996
13.29183,13.78672,-0.96872,1.31659,1.08894,0.61045,-0.91197,0.06515
13.28280,13.71227,-2.07549,1.13359,0.84638,-0.10841,0.83584,0.34801
12.59326,14.08802,-1.58339,1.21420,0.41108,-0.70574,0.09503,-0.24355
13.19804,13.96160,-1.77009,1.19519,1.38733,-0.27972,0.24838,-0.81260
12.87852,13.68733,-2.37462,0.88744,0.53939,0.37375,-0.37686,0.65185
12.62599,13.30500,-2.81092,1.49029,1.23390,0.43668,-0.60308,0.92577
12.59526,13.31563,-0.53385,1.20594,0.15821,0.82259,-0.49945,0.27995
12.45062,13.90709,-0.24773,0.99051,0.70985,0.48543,-0.20144,-0.22068
12.79258,14.09471,-0.80977,0.76303,0.04943,-0.43202,0.99832,0.19624
12.74695,13.78160,-0.94212,1.03200,1.34152,-0.36424,-0.64942,-0.47706
12.83862,14.28719,-0.64088,1.45005,1.11800,-0.12094,-0.39833,-0.31262
13.24393,13.92296,-2.87827,1.15011,1.36711,-0.29265,0.64249,0.02296
13.04779,13.45665,-1.17987,1.07452,0.77527,-0.78347,0.11106,-0.35578
13.24445,14.20133,-0.84642,0.82558,0.49132,0.45849,0.95779,0.71598
12.98521,14.12833,-2.40185,1.06617,1.30116,0.34924,-0.03054,0.14220
