# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.40207,13.32782,-0.41764,0.80270,0.78674,-0.77232,-0.10580,-0.51426
12.41592,13.34412,-2.41191,1.11407,1.10405,-0.22252,0.53549,0.91234
12.98161,13.36044,-2.25438,1.28877,0.38548,-0.18089,-0.22843,0.80382
12.77193,14.38022,-2.09595,1.21314,0.05362,-0.66112,0.54725,-0.31618
12.75355,14.35073,-1.50793,0.76659,1.24021,0.13506,-0.57953,-0.97128
12.51778,14.34697,-2.10962,1.45275,0.70022,0.50718,0.49023,-0.60002
12.88224,13.45900,-0.45494,0.99657,0.31492,0.26694,0.01794,0.45176
12.93675,13.45489,-2.32719,1.32472,1.22622,-0.52562,0.94295,-0.00175
12.78963,13.78530,-2.70463,1.43962,0.03935,-0.73043,-0.74435,0.92913
13.26081,13.73112,-1.40557,1.08582,1.24450,0.30423,0.30151,0.45511
12.93987,13.20060,-2.22338,1.31803,1.30886,0.76894,-0.91500,-0.02214
12.40211,13.66010,-1.65802,1.37678,0.27188,0.38914,-0.15350,0.73189
13.24734,14.17393,-2.17668,1.23683,0.52059,-0.76828,-0.99247,-0.65783
12.96647,13.49025,-1.53753,1.02051,0.15809,0.22741,0.91639,-0.83862
12.77259,13.41464,-2.48357,0.91448,0.52981,-0.82208,0.54761,-0.26906
13.28933,13.30864,-2.98082,0.71583,1.03878,0.13167,-0.16643,0.22993
13.26317,13.84168,-1.29687,1.40466,0.48140,-0.38661,-0.64715,-0.78340
13.28305,13.71582,-1.16407,1.25952,0.67018,-0.64263,-0.73469,0.53059
12.84829,14.25489,-1.42260,0.71984,1.04858,0.18690,-0.75847,0.98194
12.77462,13.66814,-0.60911,0.95265,0.11680,-0.19775,0.99844,-0.39407
13.21921,13.98971,-1.89482,0.70844,0.53326,-0.49151,0.19803,-0.94755
12.41063,14.04456,-0.16905,0.70245,0.51800,0.18745,0.07026,-0.65487
12.82951,13.85962,-1.25493,0.97531,0.08320,-0.25391,-0.40106,0.36455
12.60442,14.35225,-1.55308,0.72894,0.24486,-0.06420,0.69519,-0.38532
12.44959,13.21785,-1.26211,0.70169,1.43683,0.70757,0.17756,0.02050
12.50705,14.05795,-1.61422,1.15901,0.80748,-0.38311,0.16082,-0.08304
12.47874,13.31566,-1.46699,1.12642,0.00566,-0.46986,0.10014,0.80906
12.56977,14.26893,-2.63483,1.27821,0.88880,0.52231,-0.46158,-0.84711
12.86731,13.36640,-2.23955,0.97026,0.50976,-0.73181,-0.39499,-0.25289
12.96826,14.09613,-0.31860,1.42733,1.33693,0.94842,0.04891,-0.45469
12.88413,14.08852,-0.38105,1.13991,0.88647,-0.14185,-0.65600,-0.52744
12.53904,13.50614,-0.67401,0.83256,0.23561,0.67472,-0.12756,-0.05451
12.52590,13.24909,-0.66507,1.01309,0.73331,0.08868,-0.81608,-0.07608
12.40397,13.65863,-2.67663,0.72212,1.18901,0.04441,0.67923,-0.60912
13.06455,13.91585,-0.44218,0.75093,0.64392,0.65945,-0.69820,-0.46091
13.15360,13.77292,-0.48462,1.16967,1.00267,-0.06351,-0.11215,0.96388
12.75239,14.31629,-0.70936,0.73202,0.31760,-0.72259,-0.86964,-0.70469
12.80680,13.26419,-2.81525,0.78316,0.78418,0.26226,0.44146,0.63584
12.59456,14.22453,-2.59688,1.46454,0.59751,-0.08680,0.69343,0.66137
12.75255,13.90579,-0.54917,1.04452,0.69017,0.68096,-0.24702,-0.43868
13.09804,14.15527,-2.53560,1.27527,0.59825,0.15398,-0.53160,-0.01384
12.79634,14.17232,-1.02922,1.49589,0.35294,-0.21128,0.18682,-0.35104
12.47476,13.28472,-1.56270,1.21574,0.03339,0.07759,0.86804,-0.15522
12.87014,13.77687,-2.99138,1.34139,0.03712,-0.20371,0.81039,-0.68997
12.73874,13.99548,-0.65607,0.84504,1.48346,-0.13002,0.56580,0.67658
12.41754,14.34040,-1.78952,0.72401,1.25049,0.70602,-0.44294,0.88349
13.02587,13.97096,-1.76276,0.89243,1.05966,-0.04512,0.89881,-0.28947
13.06297,13.88385,-2.94109,1.11941,1.11866,0.56085,0.87095,-0.85620
12.76668,13.86844,-0.73125,0.94870,1.20942,0.52146,-0.42876,-0.32858
12.60832,14.34382,-0.41688,1.08447,0.14785,0.39747,0.06937,0.64042
13.22362,13.71776,-1.03333,1.24376,0.86752,-0.44192,0.10790,-0.49741
12.68003,14.12987,-0.52867,1.20729,1.19208,0.51800,0.26924,-0.86737
12.50034,13.61115,-0.16610,0.78542,0.87823,0.92989,-0.08358,0.41870
13.13439,13.50897,-1.69598,1.08423,0.42268,-0.27855,-0.69613,-0.05341
13.11935,13.50120,-2.16351,0.99454,1.48025,0.82948,-0.17496,-0.14559
12.90988,13.76723,-0.77323,1.13447,1.30937,0.18922,0.77490,-0.40651
12.86120,14.17591,-1.60877,1.14215,1.21417,0.98266,-0.97403,0.27351
12.72636,13.88884,-2.46018,1.13343,1.00660,-0.65246,0.59288,0.53620
12.66448,13.44987,-1.45680,1.36734,1.37819,-0.67255,-0.77781,0.39283
13.12341,14.12045,-1.25269,1.33667,0.99371,0.43535,0.45310,0.54244
12.99748,13.36148,-1.52373,0.93753,0.56402,0.29075,-0.41052,0.68774
12.62947,13.36302,-2.35267,1.39082,0.59694,-0.16767,-0.64338,-0.00093
12.61353,13.45874,-2.60601,1.11416,0.64571,0.90369,-0.50592,0.18185
13.13048,13.22625,-0.00383,1.10995,0.02626,-0.09354,0.95447,-0.88907
13.09334,13.37109,-2.22785,1.05087,0.59879,-0.16737,-0.79481,0.96630
12.53714,13.29863,-2.34903,0.97231,1.36638,0.89400,-0.48858,0.88801
13.16024,13.96922,-0.99545,1.23023,0.54202,-0.34440,0.96717,0.92382
12.84111,13.52729,-2.53302,0.73977,0.05526,-0.24141,0.72791,0.79810
12.48305,13.99785,-0.29192,0.80777,1.20602,0.90501,0.43406,0.55813
13.27975,13.23058,-2.66341,1.47307,1.41291,-0.45843,0.31145,0.71831
13.15128,13.93360,-1.17195,1.40037,0.77370,0.97222,0.27039,-0.38031
12.42978,13.39383,-1.48730,1.17425,0.43060,0.62512,0.52193,-0.39848
13.26678,14.23626,-0.52295,0.95618,0.61309,-0.29315,0.87434,0.77282
12.42017,13.56091,-2.44908,1.33137,0.13663,0.59318,-0.51833,-0.20476
12.99663,14.01735,-0.05008,1.39290,0.89388,-0.78643,0.84111,-0.44527
12.55684,13.84955,-2.11513,1.13242,1.08951,0.50394,-0.92857,-0.65731
12.86417,14.39955,-2.83285,0.70645,0.64305,-0.72092,-0.70824,0.67081
12.79832,14.04299,-0.46429,1.46026,1.11267,-0.00635,0.29527,0.76761
13.06712,14.13191,-0.79277,0.72697,0.35091,0.38345,0.28253,-0.20257
13.06321,13.79324,-2.99159,0.80322,1.20487,0.67286,0.81144,0.71020
12.73379,13.25662,-1.74517,1.44925,0.81453,-0.85621,-0.44700,0.43249
13.20572,14.29442,-1.41827,1.00026,1.40251,-0.76518,0.95306,-0.69369
12.72015,13.54180,-1.26647,0.94849,1.23936,-0.54211,0.12283,0.70808
12.90190,13.31596,-1.63530,0.82563,1.25974,-0.99152,0.48204,-0.84241
12.81362,13.68385,-0.40288,0.73088,0.92542,0.78961,0.48117,-0.47632
