# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.46514,14.21328,-1.95817,0.95705,1.34442,-0.71667,-0.84925,0.34524
12.59243,13.30534,-2.96827,1.37712,1.33599,0.42026,-0.93373,0.46045
12.65497,13.34347,-2.79954,0.78141,0.54933,-0.67589,-0.73575,0.92772
13.04466,14.38669,-2.25481,1.34098,1.01108,-0.06131,-0.29709,-0.27284
13.21017,13.31166,-0.62447,0.78957,1.46304,0.60690,0.18850,-0.02462
12.83701,14.07003,-0.24889,0.77922,0.07108,-0.50519,0.42613,-0.21304
13.15072,13.67216,-0.93904,1.03904,0.84321,-0.69503,0.14603,0.12898
12.52678,14.26195,-2.94616,1.08754,0.78819,0.26839,0.54849,0.35733
12.49045,14.08542,-2.29931,1.19486,0.59949,-0.40042,-0.90242,-0.97163
13.14217,14.14485,-0.97669,0.82163,0.69436,-0.78678,0.53917,0.66115
12.84726,13.98802,-0.93770,1.09732,0.26225,-0.92673,0.25005,-0.58331
12.45933,13.82194,-0.12642,1.42535,0.84176,-0.01333,0.99261,0.05997
12.42105,13.57996,-1.46587,0.74895,0.16166,-0.11842,-0.00723,0.22527
13.02511,13.77265,-2.03419,1.24454,1.05905,0.59793,-0.77482,0.28193
13.09780,14.24677,-2.94908,1.43960,0.24787,-0.88284,-0.89944,0.05380
13.12806,13.99468,-1.50395,1.41283,0.48820,-0.29629,0.70016,0.23435
12.89765,13.37489,-1.80013,1.39114,0.69913,-0.18084,-0.73735,-0.50182
12.47115,13.26740,-2.56708,1.17079,0.76117,-0.74656,0.01258,0.15717
12.91651,13.32768,-0.04729,1.01639,1.49447,0.47679,-0.60314,0.47682
12.62809,13.36715,-0.71016,1.22666,0.88363,0.59339,0.77063,-0.72111
13.00435,13.36490,-1.72449,1.10630,0.23551,-0.83796,-0.38640,0.45171
12.61759,13.54720,-2.65524,0.97385,0.95846,0.98752,0.18719,0.83059
12.81891,13.47168,-0.24891,1.43114,0.50270,0.03158,-0.59310,-0.21502
13.18404,13.81793,-0.92900,1.01214,0.16809,-0.92391,-0.72976,0.86848
13.11941,13.55703,-0.25504,0.75112,1.29946,-0.82013,0.46903,-0.31700
12.49488,13.42501,-2.13902,0.80298,1.40581,-0.16908,-0.69014,0.12952
12.86603,13.74595,-1.98419,1.16736,1.23310,-0.73891,-0.90273,-0.61602
12.83679,13.85580,-1.05856,1.03422,0.70888,-0.08933,0.63728,0.09491
13.06405,13.38022,-1.23271,0.81266,0.66652,0.89109,-0.28557,-0.28708
12.95512,13.96229,-1.27731,1.44502,0.66506,-0.76673,-0.21478,-0.26713
12.60446,13.75996,-2.15528,0.83127,1.12222,-0.90836,0.28135,-0.96577
12.68710,13.67072,-1.37563,0.94169,1.11347,-0.91951,0.41965,-0.29451
13.24096,14.19421,-1.62857,1.31956,0.48595,0.81664,-0.62687,0.07290
12.77637,13.82705,-2.63676,1.25051,0.06728,-0.86821,-0.02432,-0.02609
