# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.53209,13.95886,-1.44747,1.44128,0.60444,-0.02030,0.28736,-0.28916
12.87471,13.63824,-0.93233,1.06070,0.18707,-0.89523,-0.85311,-0.11745
12.43038,14.03290,-0.76458,1.35816,0.49369,-0.58135,-0.99544,-0.04427
12.89841,13.33138,-1.69983,0.74297,1.07467,0.77872,-0.65960,0.31489
13.10821,14.02873,-2.70333,0.77481,0.41851,-0.72615,0.42245,-0.46531
13.26871,14.34253,-0.11516,0.72881,0.54107,0.71802,0.98287,0.75919
12.76643,13.70004,-1.78713,1.20327,0.64139,-0.41920,0.21000,0.70470
12.55065,14.35110,-1.56039,1.32102,0.03191,-0.63616,0.20118,-0.73569
12.81797,13.53756,-0.17674,1.02963,1.12450,0.54808,0.90518,0.10017
12.65703,14.13653,-0.68276,1.48243,0.51188,0.75840,0.84088,-0.29927
12.88777,14.09614,-0.44364,0.73562,0.91298,0.96035,0.81064,0.12319
13.27742,13.21162,-2.72892,0.88687,0.08567,0.90280,-0.38562,-0.62096
13.18278,14.27691,-1.24751,0.74689,0.11524,0.55766,0.27421,0.84348
12.82452,13.52795,-2.81702,1.22165,0.46849,0.25476,-0.41412,-0.05205
13.22959,13.57143,-0.91303,1.03939,0.93801,0.13271,-0.26187,0.81976
13.06557,13.51548,-1.25258,0.73222,0.25249,0.74969,-0.37245,-0.42092
12.77992,13.66962,-0.09278,1.32442,1.09616,0.28563,0.92812,0.96949
13.29126,14.36251,-1.95225,1.03122,0.28068,0.19532,-0.68021,-0.53532
12.89588,13.66730,-0.15910,1.40429,1.24352,0.87965,0.78302,-0.41803
12.45683,13.63167,-0.96860,1.00429,1.07427,-0.26914,-0.74071,-0.80204
12.49881,13.91252,-2.78803,0.75226,0.55107,0.34083,0.77729,-0.91568
12.85260,14.23426,-0.32849,1.18873,0.85275,-0.29437,-0.32668,0.21072
12.56415,13.58493,-0.85483,1.14851,0.61572,0.45247,0.62539,0.94280
13.29027,14.34933,-1.26042,0.95415,0.96917,0.40877,-0.58101,0.27534
13.09525,14.18513,-1.56305,1.20394,0.44375,-0.62005,-0.33505,0.47702
12.99097,14.23727,-1.03093,1.38427,1.12322,-0.44028,-0.78284,-0.77482
12.87399,14.38095,-1.21878,0.93200,0.01114,0.69146,-0.10850,-0.28702
12.89986,14.38524,-1.20176,0.86714,0.91414,0.47534,0.23056,-0.08066
12.80522,13.40865,-1.11481,0.92479,0.80985,-0.71889,-0.61819,-0.58808
12.73074,13.78652,-2.19669,1.21768,0.25747,0.57266,0.11869,0.53967
12.69251,14.01590,-1.13176,1.16219,1.23525,0.56129,-0.07459,0.38471
12.51008,13.85715,-0.92497,1.43385,1.14352,-0.73712,-0.37742,-0.14988
12.82746,14.14128,-1.91722,1.08123,1.47316,-0.36357,0.12843,-0.46107
12.61899,13.44742,-2.53785,0.71346,0.88584,0.30192,-0.59932,0.65180
13.19746,13.62635,-0.38797,0.96709,0.43944,0.49897,-0.96871,-0.32096
12.43191,13.58057,-2.86372,1.34261,0.10162,-0.58693,0.24057,-0.61153
12.50996,14.12324,-1.82095,0.91445,0.68805,-0.58334,0.29656,0.20958
12.50958,13.74745,-2.92169,1.06129,1.11364,-0.17534,-0.85495,0.70578
12.59056,13.25667,-2.45777,1.44227,0.24297,-0.04359,-0.91478,-0.17742
12.48919,13.80391,-2.16213,1.25125,0.46267,0.24188,-0.11048,-0.12762
12.96130,14.02635,-1.27856,1.19387,0.11681,-0.20687,0.26090,-0.52510
12.64862,13.72348,-0.53966,1.24665,0.60475,-0.96151,0.13965,-0.10287
13.12774,13.81377,-2.47837,0.85053,1.49425,-0.68158,-0.78882,-0.15143
13.13653,14.08593,-0.38349,0.93906,0.57407,-0.79111,-0.62720,-0.45016
12.44010,13.79870,-0.06839,1.04114,0.66745,-0.51437,-0.43223,0.53771
12.91646,13.61069,-0.28167,0.85323,0.29030,0.37713,0.42456,-0.63716
12.44319,14.21043,-0.87482,0.80241,1.27701,-0.62384,-0.95442,-0.90319
12.47843,13.77066,-2.47681,0.76980,1.28119,-0.45500,-0.02926,-0.05471
12.94612,13.32429,-0.17763,1.41634,0.46820,0.54288,0.12666,-0.52226
12.59534,13.53282,-2.42218,1.12942,1.04121,-0.85498,0.25852,0.32589
12.97792,13.98418,-1.31585,0.96260,1.33331,0.37470,-0.41179,0.07219
12.84324,13.41017,-2.06851,1.46700,0.38831,-0.53713,-0.60538,-0.16515
12.91518,13.85732,-2.45336,1.20101,0.78171,0.90605,-0.91697,-0.78969
12.92885,13.74156,-0.46630,0.91008,0.96487,-0.05159,-0.87477,-0.51233
13.14852,13.92729,-1.95894,0.84945,1.45124,0.10667,0.47002,-0.71227
13.18207,14.08270,-2.98836,0.77460,1.40601,0.95100,0.03280,-0.92779
13.03533,13.98878,-2.22306,0.74923,0.90641,0.54365,-0.54111,0.44314
13.19506,14.35676,-1.80698,0.79849,1.18777,-0.52464,0.95406,-0.76186
13.04403,14.31583,-1.66967,1.38951,0.15121,-0.78847,-0.52938,0.53760
12.55624,14.12272,-1.43795,1.37480,0.77040,0.91017,0.01243,0.68487
12.81741,13.64726,-2.42279,1.47718,1.12729,-0.85008,0.44942,0.58607
12.68299,13.29309,-2.68855,1.15280,0.48127,-0.16576,-0.09713,-0.35018
13.16845,13.85449,-1.96543,1.04007,1.45596,0.49316,-0.87605,0.81925
12.53645,13.67662,-1.81550,0.80904,0.96664,0.60172,-0.29301,-0.93465
12.46305,13.83187,-0.50123,0.70420,0.26438,0.01414,0.27259,-0.08905
13.29559,13.35651,-1.33812,1.03517,0.40675,-0.59207,0.35062,0.22554
12.60775,13.40374,-2.42313,1.05968,1.43704,0.02523,-0.56677,-0.58832
12.99856,13.23981,-1.46823,1.30087,0.93247,-0.56685,0.51462,-0.23123
13.08547,14.36230,-1.41060,1.17317,0.66372,-0.10810,0.33963,0.44618
12.62522,13.31757,-1.98820,0.94675,0.67917,-0.19930,0.57928,-0.45186
13.12276,14.24735,-2.60651,1.37931,0.33878,0.51200,-0.59387,-0.72170
13.02346,14.25907,-2.31663,1.23543,0.51719,0.11282,0.98493,-0.69137
13.23442,14.22067,-0.97164,1.46630,1.31088,-0.13174,0.50988,-0.13907
12.68073,13.64603,-1.51010,1.22901,1.40886,-0.51397,-0.23175,-0.81228
12.72490,13.50426,-0.50557,0.71703,0.90633,-0.72699,0.51506,-0.06730
12.63026,13.47569,-2.46946,1.24563,0.22758,-0.97203,-0.84885,0.76389
