# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
13.19063,14.23205,-0.06599,1.36004,0.94789,0.66738,-0.22753,0.63095
12.46917,13.53861,-2.53137,0.91281,1.13336,-0.34605,-0.30221,0.59138
12.84920,13.35175,-2.67797,0.83929,0.28856,0.11681,0.96816,-0.33144
13.24315,13.40049,-0.46695,1.26908,0.28290,-0.46318,-0.53295,0.68550
13.05613,13.89142,-1.07573,0.86439,0.65782,-0.98980,-0.16281,0.43243
12.40615,13.37205,-2.80552,0.91618,0.40219,0.86594,0.91195,-0.87509
12.56688,13.68153,-1.59947,0.71992,0.08042,0.58361,0.03716,-0.09071
12.50226,13.22343,-0.00718,1.38285,0.41542,-0.85398,0.03046,0.51128
12.74732,13.68146,-2.22043,1.04220,0.98784,0.76361,-0.82491,0.23734
12.69471,13.93478,-1.01166,0.96143,0.86086,0.72229,-0.00868,-0.91276
12.52206,13.52129,-1.51895,1.18015,0.72165,0.49821,0.24951,0.02277
13.18144,14.20517,-1.05530,1.08575,1.09270,-0.97574,0.32796,-0.14658
12.93332,14.06856,-1.51118,1.07762,0.19454,-0.45351,0.89681,0.93587
12.68643,13.35846,-2.80914,1.01260,0.08640,-0.38624,0.68076,-0.38827
12.47408,13.63243,-1.41596,1.44997,0.04985,-0.61092,-0.16692,-0.18475
12.81873,13.80396,-1.62496,0.83432,0.13859,-0.23370,-0.89808,0.58659
12.62289,13.38135,-2.86225,0.84588,1.29741,0.56652,0.21868,0.62037
12.44562,14.23355,-1.39928,0.79541,0.08856,0.21182,0.16237,-0.56042
12.85795,13.66831,-2.67012,1.13400,0.24666,0.89633,0.47948,0.09633
13.09298,13.73057,-2.24763,1.38251,0.23464,0.72812,0.28608,-0.08013
12.40634,13.29534,-1.67998,1.36214,0.84471,0.95647,-0.09458,-0.61741
13.03705,13.34220,-0.78470,1.48793,0.58442,0.25284,-0.06508,-0.06162
12.84780,13.96430,-1.79085,1.08942,1.03754,0.91344,-0.49606,0.19083
12.50447,13.29678,-1.91777,0.93191,0.41839,0.71465,-0.79377,0.24950
13.13813,13.33577,-2.95756,0.77870,0.66782,-0.39683,-0.20442,-0.60097
12.40812,13.59857,-2.32777,0.95781,0.84324,0.50335,-0.39133,-0.72268
12.86705,13.73915,-1.06408,0.90924,1.14205,-0.30090,-0.75821,0.80930
12.78456,13.93758,-0.29681,0.98546,1.36835,0.60923,-0.41588,-0.74644
13.29357,14.16351,-1.70889,1.01300,1.43529,-0.11355,0.39243,0.68689
12.55777,14.00914,-2.85972,0.80425,1.10738,0.31476,-0.23962,-0.66228
13.09675,14.01161,-1.38910,1.38376,1.04389,-0.12975,0.46364,-0.02070
12.43280,14.18197,-0.89485,1.37673,0.65165,0.49907,-0.13463,0.68746
12.65984,13.43967,-2.10379,0.96432,1.16664,-0.02312,0.38501,0.42967
12.75440,13.73626,-0.80683,0.90842,1.44539,-0.01566,-0.17171,0.08323
12.94510,13.77690,-1.69312,0.72528,0.38404,0.40118,0.04003,-0.48720
12.82656,14.10020,-1.91082,1.12282,1.38123,0.34547,-0.71630,-0.56320
13.09062,13.40130,-0.59349,1.49733,0.06254,-0.25580,-0.61392,0.37505
13.12615,13.38075,-1.37579,1.02711,0.23329,0.90237,0.12066,-0.60200
12.65381,14.21979,-2.93999,0.83978,0.05357,0.60147,0.49971,-0.63659
12.94317,14.27052,-2.68074,1.03022,0.74244,0.71917,0.19435,0.03167
12.74870,14.12076,-0.49897,1.46053,0.26479,0.69572,0.52811,-0.74762
12.78178,13.65229,-0.07861,1.39367,0.43469,0.57678,-0.84365,-0.32874
12.79868,14.05069,-1.14624,1.13099,0.25889,0.09235,0.32635,-0.63153
12.87203,13.22853,-2.89589,1.39612,0.89955,0.06420,-0.35337,-0.86765
13.22034,13.21578,-2.60230,1.44289,1.45440,0.16997,-0.45822,0.84800
12.83635,13.51397,-0.22005,0.98792,0.37651,0.61789,0.40012,-0.43556
13.18652,13.47244,-0.90418,1.15056,0.14192,0.34942,0.73909,-0.53323
12.88370,13.46397,-2.29300,0.89745,1.36614,0.94524,-0.21451,0.61563
12.70129,13.67896,-1.83880,0.99230,1.32918,-0.87585,0.98339,0.28791
12.57064,13.90564,-1.05355,1.08477,0.70620,-0.66462,0.54606,0.07766
