# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
13.29998,14.06058,-1.26601,1.01976,0.11975,0.80944,-0.64867,-0.94483
12.73436,13.58722,-0.90888,1.02841,1.35560,-0.90293,0.70574,-0.24383
12.67268,13.26659,-2.10368,1.40637,1.25027,0.13594,-0.27388,0.43840
12.44793,13.28541,-2.32095,1.19928,0.65828,0.28630,0.69701,0.54600
12.98969,13.21071,-0.61686,1.38639,1.27847,-0.19312,-0.62878,0.26585
12.58779,13.48556,-1.70926,0.81229,1.48215,0.49399,-0.26213,-0.06544
13.00186,13.51417,-1.78045,1.40682,1.09731,-0.12870,-0.72773,-0.97348
12.52745,13.98020,-0.90741,0.70104,0.80208,-0.58492,-0.60660,0.74249
12.51087,14.10728,-0.02322,1.10980,0.71187,-0.85244,-0.56310,0.31277
13.22157,13.36829,-1.52216,1.16946,1.41771,-0.82350,0.61917,0.62638
12.98658,14.28703,-0.58868,1.35571,1.48379,0.12145,-0.20826,0.39379
13.13751,13.36250,-2.66244,0.84276,0.43429,0.49407,0.34651,-0.94600
13.20031,13.70074,-0.39507,0.76433,1.49694,0.82617,0.70259,0.20145
12.76988,13.23283,-1.27766,1.45689,1.00465,-0.82712,-0.61122,-0.89713
13.24425,13.21713,-1.90167,1.45746,0.92956,-0.36712,0.34046,-0.88880
13.16061,13.78743,-0.34042,0.92756,1.32691,0.41783,-0.14551,-0.07854
13.04987,13.26641,-1.55894,0.71042,0.18473,0.71807,-0.95127,0.60910
12.83804,13.75837,-2.63245,1.09014,1.37756,0.15322,0.85201,-0.57499
12.70898,13.66738,-2.63947,0.78374,0.67252,0.76307,0.78888,-0.23278
12.77939,13.87851,-1.62458,1.43103,1.08391,-0.55880,-0.74842,0.09111
12.45847,13.56974,-2.00345,1.46365,0.43728,0.59787,-0.73053,0.63211
12.70858,14.19617,-0.75352,1.12086,0.54968,0.35779,0.59381,-0.85002
13.17961,14.07675,-1.44531,0.71504,0.59117,-0.29434,-0.10116,0.91875
13.26688,13.53162,-2.42920,1.28328,1.18190,-0.11368,0.11642,0.52158
13.07249,14.22580,-2.08558,1.45276,0.52764,0.63445,0.85893,0.36044
12.42033,13.27676,-0.83833,0.87313,1.44890,-0.66767,0.76236,0.01805
12.44222,14.03684,-1.14720,1.08193,1.22798,0.25386,0.11292,0.26231
12.56707,13.26873,-2.72501,0.82861,1.15811,0.67311,-0.72279,0.74757
12.83688,14.28910,-0.14499,1.47097,1.20161,-0.48917,0.37927,-0.98508
12.50924,13.49019,-0.32380,1.27465,1.08525,-0.80209,0.53425,0.43216
12.65599,13.35617,-1.73768,1.30890,1.07137,-0.56206,0.54957,0.28056
12.79840,13.49463,-2.91970,1.05995,0.34009,0.45938,0.96688,0.08282
12.49644,14.39068,-0.53161,1.43619,1.19790,-0.25920,0.02464,-0.90441
12.79518,13.23168,-0.45381,0.71519,0.30908,-0.16519,-0.43847,-0.44611
13.05749,14.25282,-0.73601,0.79412,0.80377,-0.19086,-0.72729,0.51534
12.80441,13.30089,-2.17423,1.29824,1.12241,-0.76752,0.21163,-0.17000
12.81053,13.58054,-1.93154,1.38415,1.41391,-0.04663,-0.14754,-0.26585
