# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.64190,13.60975,-2.88820,0.76759,0.60329,0.57889,-0.89882,0.02187
13.21703,13.72081,-0.85006,0.78642,0.51080,-0.93462,-0.85926,-0.43254
12.44437,13.46377,-1.30771,1.48494,1.48283,0.51044,0.29588,-0.37244
12.96539,13.62652,-2.24809,1.22330,0.78710,-0.49479,0.36756,0.39456
12.65380,13.22471,-0.53982,0.85790,0.98007,-0.74708,0.81269,0.29353
12.41705,13.20373,-0.80318,1.42743,0.83856,-0.90410,0.82746,-0.30384
13.03235,14.06631,-0.24582,0.85199,1.34266,0.44411,-0.79447,-0.53068
13.04355,13.65648,-2.06494,1.31861,0.74265,-0.78743,0.43075,-0.26318
13.24791,13.63330,-0.58948,0.94104,1.24035,-0.30634,-0.22092,0.77458
12.52007,14.37483,-1.08796,1.39228,0.05055,0.71713,-0.09587,0.93004
12.64619,13.73602,-2.19645,1.08919,0.23570,-0.22712,0.88040,-0.03569
12.74315,13.40868,-2.46119,1.05101,0.65013,-0.48754,-0.36690,-0.32076
12.76146,14.05685,-0.99300,1.44273,0.16305,-0.27873,0.25668,0.25008
12.68854,13.62994,-1.09046,1.41730,0.92601,0.35740,-0.76179,0.60289
12.40735,13.82020,-2.31192,1.49922,0.39450,-0.73620,0.98071,-0.50679
12.85236,14.22759,-1.50813,1.10640,0.82564,0.82463,-0.65037,-0.42573
13.22516,14.27202,-1.69394,1.06639,1.17191,0.41582,-0.10751,-0.59242
13.13357,13.60347,-2.06910,0.90691,0.30870,-0.25706,-0.19494,0.37635
13.14551,14.19734,-2.38943,0.88029,0.70411,-0.04846,0.00083,-0.10605
12.54017,14.30727,-2.81331,1.32519,1.25449,0.08494,-0.22950,0.04961
13.22869,13.76195,-1.96007,1.03113,0.78774,0.52186,0.22200,0.80521
12.46928,14.37629,-1.03452,0.76616,1.10397,0.94584,-0.05031,-0.13961
12.76515,13.44272,-1.77211,0.78080,0.55113,0.12941,-0.02703,0.80136
12.89740,14.13367,-0.50360,1.44651,0.31444,-0.91626,-0.85396,0.61585
12.53004,13.35434,-1.97606,0.84228,0.38437,0.07237,-0.63988,0.65121
12.55232,14.13139,-2.88208,1.04745,0.11172,0.37325,0.27633,-0.30945
