# logM_cut, logM_1, sigma, alpha, kappa, s, B_cen, B_sat
12.84628,13.20715,-0.57286,1.39537,0.21248,0.36586,-0.12641,-0.10488
13.15106,13.75491,-2.14180,0.96675,0.81662,0.27312,0.63895,0.46790
12.41221,14.18220,-2.90156,1.45661,1.23081,-0.59303,-0.86065,0.87638
12.62058,14.39943,-0.46086,1.32871,1.02467,0.52466,-0.02649,-0.17814
12.75103,13.86402,-2.74793,1.47285,1.26693,0.19171,0.27273,-0.84157
13.27209,13.94009,-0.20553,1.12775,1.05131,-0.31501,0.10420,-0.03091
13.04247,14.24490,-0.22483,1.31924,0.44468,-0.50840,-0.30054,0.99304
12.41762,13.29920,-1.29021,0.98778,0.63444,0.76435,0.48718,-0.37626
12.90505,13.80079,-2.45264,1.07621,1.33972,0.98500,0.00214,0.67696
12.89530,13.78599,-2.49692,1.02017,0.12537,0.36572,0.93686,0.77653
12.79916,14.29748,-1.95100,1.02713,0.13917,0.11069,0.12968,0.00405
13.18882,13.20360,-2.05895,1.13001,0.15660,0.11657,-0.00410,-0.05913
12.80085,13.32586,-0.74393,1.12116,1.28861,-0.64384,-0.89409,-0.21633
13.19168,14.36098,-2.09214,1.42111,1.40068,0.76889,0.44458,0.98115
12.47478,13.79094,-2.65832,1.33366,0.98717,0.55886,-0.50046,-0.87889
13.05372,13.43362,-0.71558,1.05885,1.01761,0.02296,-0.76920,-0.00522
13.19905,13.53459,-1.11783,1.34713,0.35986,0.44086,0.38365,0.47274
12.97984,14.39391,-1.75630,1.06773,0.54328,0.62444,0.46159,-0.94542
12.83808,14.24985,-2.57664,1.18463,0.45751,0.70868,0.14109,-0.21913
13.07202,13.69556,-2.19118,1.06238,1.09297,0.96501,0.43236,-0.76552
13.28154,13.95070,-0.62348,1.15305,0.11500,-0.67743,-0.97888,0.70704
12.67481,14.18078,-1.97237,1.29380,0.28831,0.89154,-0.21803,0.58647
13.02282,13.28672,-0.56202,1.03036,0.58216,-0.70457,-0.86632,0.78351
12.90234,13.66237,-2.45023,0.70595,0.87517,-0.58479,-0.65420,0.56908
13.11567,13.48202,-0.17721,1.17935,0.22931,0.95058,0.30946,0.91078
13.10806,13.95351,-0.99012,1.04047,0.43813,0.65780,-0.50726,0.62966
