# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
12.83115,13.96971,-1.33429,0.81863,0.91807,0.33005,0.86656,0.12093,-0.55625
12.49181,13.96108,-0.92926,0.70178,0.30223,0.17140,1.14553,-0.21991,-0.88025
12.42655,13.22260,-0.25846,1.26353,1.25098,0.12668,1.08600,-0.10939,0.77775
13.25255,13.56721,-1.64404,1.13100,0.53783,0.45809,0.70651,-0.24395,0.38007
13.02283,14.37886,-1.94531,1.03497,0.83693,0.18679,1.22718,-0.22072,-0.01497
12.91291,14.10326,-2.33700,0.70782,0.61286,0.37786,0.81449,-0.00454,-0.81658
12.77612,14.08144,-0.82405,1.33642,0.81641,0.36037,1.16684,-0.30926,-0.76709
13.03936,13.94190,-0.29601,0.71216,0.04490,0.32941,1.28269,-0.25753,-0.80798
13.03587,14.22794,-2.40039,0.99941,0.28076,0.00966,1.19902,-0.26978,0.11309
12.65442,13.69859,-0.80521,0.98869,1.44301,0.38993,0.89967,-0.10838,0.35065
12.99572,14.26098,-1.67577,1.20933,0.13609,0.05792,0.84987,0.44377,0.27608
12.98700,13.43500,-2.34039,1.11039,0.17007,0.48926,0.87392,-0.05380,0.58167
12.78138,14.08435,-1.69515,1.27508,1.39236,0.19813,1.11536,-0.00097,-0.55891
13.06044,13.39560,-0.35122,0.82882,1.48886,0.17209,1.00449,0.31979,0.93162
13.10557,13.35793,-2.04250,0.71235,0.36380,0.49258,1.11043,-0.22463,-0.41536
13.21972,14.08184,-2.39084,1.41570,0.61495,0.03184,1.05522,0.28192,-0.62206
12.52457,13.43367,-0.87317,0.72802,0.88159,0.14797,1.10165,0.10995,0.10901
13.16263,14.00899,-1.20006,0.96352,1.25343,0.27241,0.85616,-0.19803,0.61070
13.23155,13.40455,-2.47577,0.75002,1.25287,0.34772,1.27273,-0.03289,0.81877
13.08078,14.16183,-2.73443,1.47831,0.94108,0.47899,1.10999,0.23865,0.34367
12.71965,13.90093,-1.95396,1.37677,1.20966,0.39854,1.16678,-0.16251,-0.49928
13.16786,13.83455,-1.85112,0.79714,0.83383,0.12639,0.86271,0.31573,0.07762
13.26442,14.00423,-2.49821,1.12481,0.07019,0.48688,1.13805,0.05810,-0.81173
12.68258,13.22826,-1.86869,1.43295,0.62394,0.26574,1.05720,0.32432,-0.59149
13.17985,13.99140,-1.33739,0.83477,1.04281,0.38472,0.91690,0.25673,-0.55967
12.45569,13.30651,-2.27468,1.29404,0.85915,0.47181,1.19439,-0.03849,0.94388
12.45736,14.26347,-2.68192,1.40902,1.31806,0.22844,1.16247,-0.23823,-0.02448
13.29579,13.60961,-2.88292,0.72976,1.38010,0.09745,0.73500,0.19155,0.87062
12.75981,13.90692,-1.35302,0.95852,0.86918,0.00246,1.00783,-0.33114,0.32147
13.11824,13.97987,-1.22139,1.17509,0.96405,0.17554,1.14211,0.11459,-0.20479
13.26173,14.33501,-2.08597,1.18083,0.50334,0.38137,1.07805,0.26818,-0.17436
12.81317,13.58740,-1.09788,0.79951,0.07444,0.25476,1.16071,-0.16848,-0.15595
12.75568,13.28671,-1.89519,1.42346,0.48707,0.22615,1.19064,-0.12970,-0.40998
12.60592,13.26477,-2.09213,1.17634,0.26852,0.33514,1.12258,-0.45291,0.21643
12.81157,13.77275,-2.72160,1.20282,0.44917,0.04959,1.03906,-0.45780,0.70963
13.15567,13.28786,-1.44517,1.45134,0.19004,0.38748,0.89000,-0.02561,0.52012
13.29678,13.97919,-1.20562,1.27075,1.21201,0.38561,0.81561,0.04930,0.76045
13.13226,13.80903,-0.63672,0.72311,1.13550,0.02700,0.79461,0.23465,0.74584
13.22051,14.10267,-1.08610,0.90019,0.29087,0.26353,0.98323,0.19724,-0.18630
12.61955,13.25189,-0.57400,0.87088,1.34981,0.00964,1.22450,0.32983,-0.58585
12.90001,14.05314,-1.02616,1.49240,1.08281,0.01198,1.18431,0.07870,0.85671
13.23554,14.33070,-1.03283,1.09899,0.32892,0.14990,1.07953,-0.31594,0.43028
13.20857,14.23097,-2.41919,1.16286,0.58268,0.21663,1.16605,-0.16979,-0.11304
13.18733,13.74516,-2.70160,1.11580,1.14841,0.10667,1.06946,0.32652,0.48011
12.87193,13.33547,-0.28370,0.95003,0.61101,0.47441,1.18311,0.36285,0.40026
12.68754,13.65702,-0.64799,1.37405,0.44827,0.39782,0.82266,-0.27489,-0.39737
12.58696,14.09462,-0.73305,0.95807,0.11552,0.27654,0.86059,0.46917,-0.00397
12.99437,14.03169,-1.60775,1.43802,0.98046,0.11382,0.78236,-0.49424,-0.01636
12.96110,13.76298,-1.95970,1.31917,1.32397,0.44849,1.17278,-0.24855,-0.91774
12.87337,14.32491,-2.76310,1.39204,0.42223,0.36350,1.18443,0.04183,0.38762
12.99467,13.84997,-0.22885,1.02596,0.44314,0.05148,0.93441,-0.17624,-0.73126
12.77992,13.59056,-2.34949,0.84940,1.16014,0.33358,1.20742,0.03590,-0.15060
13.03061,14.17896,-1.70201,1.47408,0.85290,0.16420,1.09405,0.36095,0.05461
13.19810,13.25817,-1.40251,0.83980,0.30844,0.01382,0.85426,0.16612,0.43131
12.67420,13.63896,-1.14072,0.98667,0.72588,0.16173,0.97769,0.34005,-0.60698
13.20145,13.78484,-1.07054,0.96833,1.17067,0.44148,1.23213,0.08602,0.88834
13.28505,14.26960,-1.37271,1.01872,0.66717,0.04345,1.06490,-0.27976,-0.79661
13.02408,14.26242,-0.45818,1.10933,0.54920,0.13407,1.07995,0.46564,-0.03082
13.00992,13.62493,-0.73938,0.92728,1.21121,0.47946,1.16208,-0.41284,-0.15922
13.10584,14.02465,-0.00499,1.16491,1.04828,0.40175,1.23590,0.02768,0.90297
12.45294,13.66459,-0.20527,1.46990,0.70015,0.11483,0.84928,0.41161,-0.70323
12.60006,14.05233,-2.69817,0.82490,0.88415,0.15843,1.09258,-0.32466,0.65749
12.81003,14.03845,-1.16704,1.19177,0.61249,0.16075,1.00811,0.40134,-0.00452
12.41194,13.26623,-0.35500,1.40422,0.82832,0.19244,0.72524,-0.17092,-0.77985
12.49372,13.31630,-2.17754,1.20331,0.76809,0.15237,0.84128,-0.00472,-0.51296
13.02127,13.20040,-0.12940,1.19316,0.51170,0.26952,1.01735,0.30836,-0.70450
12.56324,13.88169,-2.61689,0.74521,0.62987,0.07605,0.83945,0.31537,0.73596
13.13824,14.02754,-0.54665,0.95892,0.79127,0.09011,0.71910,-0.17658,-0.54283
12.86182,13.85850,-0.53343,1.42152,0.84287,0.15681,1.15709,0.22537,0.22072
12.98423,13.33390,-1.36924,1.14092,0.17818,0.37483,0.81246,0.48430,0.13397
12.97391,14.06793,-0.30400,0.94319,1.15938,0.25257,1.24014,0.32739,-0.21792
12.92978,13.80400,-2.32634,1.48856,1.13052,0.27453,1.10187,0.09710,-0.27131
13.03983,14.21837,-0.98118,1.27522,1.11830,0.49597,0.93985,0.11103,-0.15946
12.45783,13.68905,-0.37690,0.90576,0.77786,0.22145,1.19071,0.47368,0.20093
12.54498,13.24377,-0.74722,1.36904,1.07463,0.13695,1.12695,0.20157,-0.97855
12.86103,13.38255,-0.65720,1.07603,1.28818,0.45600,1.21052,0.11555,-0.76800
12.53676,13.37824,-1.88235,1.19766,1.02952,0.30632,0.71324,-0.19805,0.72986
12.71956,13.26015,-1.93065,1.37391,1.38371,0.15931,1.05731,-0.32319,-0.82814
12.76328,13.76866,-0.53300,1.27623,0.99325,0.33837,1.19688,-0.28859,0.57709
12.49271,14.29516,-0.10659,1.40720,1.23959,0.45243,1.03536,-0.05696,-0.48999
12.68741,13.23268,-0.72833,0.85975,0.93142,0.40886,1.03544,0.48832,-0.42104
12.42687,14.18320,-1.64813,1.25319,0.37635,0.45045,0.70260,0.43164,-0.72330
12.96308,13.54006,-0.20159,0.99859,1.10575,0.00060,0.73367,-0.24503,-0.85407
12.85861,14.27028,-1.67799,0.76410,0.15179,0.03539,1.01495,-0.15435,0.81667
13.19586,14.07552,-0.85404,1.23662,0.66730,0.19648,1.09778,0.17843,-0.94353
13.09611,13.22674,-0.50090,0.89344,0.14985,0.14985,1.01636,0.24771,0.02665
13.25120,13.84306,-2.99966,1.30547,0.45067,0.20839,0.93898,-0.31600,-0.10184
12.55550,14.04371,-0.48699,0.84035,1.28066,0.46641,0.70427,-0.17928,-0.80967
12.91860,13.25466,-0.07607,1.22772,1.42566,0.24311,1.21337,0.00828,-0.51914
13.25978,13.35774,-0.32000,1.13854,0.37530,0.42787,0.80537,-0.20223,-0.33223
12.89450,13.70673,-1.45741,0.73880,1.43099,0.36963,1.16480,0.40858,-0.41361
12.43855,14.01561,-0.93421,1.39740,0.29453,0.45199,1.12785,-0.10001,-0.48629
13.15786,13.94783,-1.10148,1.46142,0.68157,0.48011,1.08654,0.24937,0.32588
12.67283,13.95733,-1.82580,0.93795,1.32479,0.41408,0.86347,-0.05731,0.17083
12.78455,13.46913,-1.44341,1.47802,0.11077,0.47477,1.01423,0.14207,0.80787
12.53586,14.23362,-2.70645,0.79021,0.84120,0.09785,0.92756,-0.10952,0.17809
13.19029,13.59444,-2.94005,0.94477,0.92827,0.22901,1.25460,-0.15501,-0.61051
13.18402,13.79833,-1.32305,1.48565,0.58984,0.28147,0.77382,-0.14676,-0.39008
12.82649,13.71555,-0.76915,1.25512,1.20605,0.36716,1.03171,0.08609,0.94451
12.78741,13.51020,-2.02150,1.16957,0.87287,0.40056,1.27976,0.06527,-0.89455
12.43526,13.50182,-1.06973,0.89174,0.92138,0.27696,1.22844,0.00292,-0.42412
12.66312,13.29129,-0.22079,1.07761,0.23816,0.35421,1.17383,0.04407,-0.14049
13.07990,14.28793,-1.75222,1.00018,1.49566,0.09378,1.09787,-0.46011,0.52407
13.29335,13.75830,-0.30225,1.48079,0.52098,0.07667,1.19788,0.25321,0.90885
12.72488,13.98036,-0.72167,1.27395,0.67037,0.33450,1.17148,0.25741,0.82593
12.93164,14.34998,-0.81809,0.94870,1.09344,0.11501,1.10068,0.49209,0.05826
12.87380,14.30654,-0.62471,1.07323,1.00885,0.39253,1.22636,0.39129,-0.23217
12.85674,13.80528,-2.87309,1.27872,0.31669,0.12713,0.94052,-0.13414,-0.81253
