# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
12.82063,14.21740,-2.47322,0.84140,0.62588,0.26341,1.24064,-0.41056,-0.04578
12.61093,14.21075,-2.83211,1.02794,1.16577,0.46913,0.90288,0.33724,-0.08460
12.67804,14.17983,-2.03111,1.25050,1.14269,0.30254,0.73746,0.48791,-0.57227
12.97014,14.09329,-0.57404,0.96636,0.98903,0.37818,0.84273,-0.49757,-0.06952
12.92220,13.93938,-0.23329,0.71601,0.03327,0.40213,1.16180,-0.14407,0.59939
12.44295,13.49290,-2.13822,1.15215,0.30410,0.37714,0.98269,-0.39775,0.08245
12.86792,13.36726,-2.89024,0.78432,0.19499,0.39205,0.88787,-0.23148,0.31681
12.84742,13.28487,-0.86176,1.14616,0.09349,0.17478,1.06892,0.12910,-0.98097
13.07613,13.82438,-1.77765,1.31725,0.91197,0.46961,0.80613,0.28810,0.67715
12.70693,13.40565,-0.30445,1.27819,0.39215,0.26588,1.06216,-0.41886,0.49589
12.83221,14.16365,-1.24622,1.04761,0.68704,0.13599,0.79049,-0.48236,-0.10778
12.64617,13.63208,-2.92414,0.81216,0.63139,0.03750,1.01239,0.22696,0.51712
12.79012,13.70997,-0.70094,0.89100,1.30378,0.13857,0.75581,0.35178,0.39048
12.54373,14.16068,-0.33414,0.86195,0.26848,0.18267,0.70230,-0.18870,0.06079
13.29859,13.97816,-2.51088,0.76875,0.19168,0.41332,0.84258,-0.44181,-0.53313
12.97119,13.22059,-1.31689,0.70569,0.57400,0.42192,0.83085,-0.47085,-0.34515
13.29338,13.40713,-1.79060,1.08811,0.49543,0.30318,0.73912,0.25755,0.91452
12.54439,13.90616,-1.04460,0.92675,0.03967,0.13900,0.90903,0.22722,0.81592
12.44908,13.29626,-2.49806,1.13962,0.85724,0.32801,0.74405,-0.26567,0.00303
13.18482,14.12278,-1.63415,1.35096,0.41194,0.07341,0.78059,-0.03450,0.36017
13.02067,14.13653,-0.59837,0.83479,0.53762,0.06664,1.24598,0.20671,0.73138
12.54266,13.94963,-0.56966,1.27719,0.42260,0.05876,1.10352,-0.12983,0.09076
12.87274,13.83908,-1.75666,1.12811,0.36028,0.20030,1.10927,0.24262,-0.85746
12.65555,14.39904,-0.29655,1.20289,1.03281,0.48960,1.02393,0.15749,0.12698
12.80873,13.41243,-1.31790,1.20066,0.91819,0.20076,1.25965,-0.25466,0.13693
12.90414,13.64567,-0.22100,1.03038,0.21754,0.25429,1.13001,0.03925,0.49149
12.66104,13.39142,-2.50113,1.20814,0.53683,0.13215,0.92965,0.38495,0.12159
12.87446,13.96859,-1.33688,0.73963,0.07541,0.15581,1.14156,0.18807,0.07204
12.71749,13.96319,-2.95719,1.40965,0.24921,0.06447,0.74278,-0.18895,-0.13601
12.97712,14.09934,-2.08591,1.03118,0.21642,0.45721,0.97206,-0.14306,0.18744
12.83572,13.47521,-2.22774,1.16016,0.70572,0.11659,0.92322,0.21344,-0.69647
13.09404,13.80586,-2.68765,1.23628,0.43878,0.07290,0.88418,0.26194,0.14237
12.51271,14.38490,-2.10224,1.29629,0.68829,0.24282,0.94166,0.33755,-0.94739
12.59386,13.50336,-2.31047,1.29553,0.98950,0.22583,0.83885,0.25238,0.72334
13.27027,13.46599,-2.22291,1.17063,0.94759,0.19433,1.27411,-0.00764,0.07801
