# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
13.13367,13.56583,-1.08476,1.25200,0.93119,0.47834,1.00019,0.30748,0.05433
12.49874,13.67190,-1.50072,0.79975,1.26445,0.09390,0.71684,-0.20977,-0.04768
12.83872,14.37192,-1.29901,1.27948,0.51717,0.24176,0.80128,0.18001,0.99549
13.04021,13.73890,-1.93218,0.87552,0.61868,0.39437,1.01291,-0.24639,0.96892
12.74355,13.91841,-1.65839,1.00423,0.66857,0.30183,0.85874,-0.27499,0.81955
13.27688,13.66015,-2.77512,1.42931,0.35605,0.14477,0.82736,-0.14486,0.93981
13.26048,14.12979,-1.97697,0.73969,0.14444,0.41938,0.79050,0.03901,0.12913
12.60914,14.35483,-1.81790,1.30497,1.39519,0.13785,0.74042,0.15397,-0.95815
12.45858,13.64386,-1.55575,1.35723,0.18132,0.31391,1.15351,-0.46450,0.31469
13.29807,13.86354,-0.36591,0.94294,0.25777,0.04396,1.15840,0.15325,0.91597
13.10999,13.76878,-1.58069,0.98042,1.48332,0.12398,1.09386,0.07997,0.84564
12.72654,13.51820,-2.81806,1.11483,0.35164,0.14962,1.22808,0.13043,0.74055
12.99964,14.37640,-0.25023,1.17820,0.98894,0.09378,1.07428,-0.32720,-0.89080
13.08518,13.44031,-2.34903,0.77411,0.63244,0.15505,1.03607,-0.01319,-0.80272
12.40028,14.10465,-2.00982,1.30769,1.44812,0.44392,0.88691,0.05758,-0.51793
12.82613,13.94066,-1.74913,1.29489,0.11221,0.15637,0.81524,0.14982,-0.11868
12.90116,13.25644,-0.61801,0.92870,0.25366,0.46728,0.95979,0.37436,-0.19628
13.05799,13.83085,-1.92241,1.29175,0.02661,0.40519,1.08223,-0.29453,0.04132
13.29155,13.36148,-1.90587,1.46248,1.10620,0.08034,0.84720,-0.05090,0.85620
12.64713,14.31260,-1.00159,1.16367,0.87826,0.30154,0.89250,0.46310,-0.86298
13.05654,13.84646,-2.44294,0.92888,0.44188,0.44711,0.77223,-0.27240,-0.69616
12.61536,13.31206,-0.30370,1.00566,0.96840,0.07479,0.92011,-0.06632,0.40491
13.01577,13.75711,-2.33131,0.87365,1.24599,0.19173,0.70631,0.13360,-0.38596
13.12326,14.03139,-0.13419,1.43986,0.70244,0.30955,1.22388,0.26868,0.35129
13.05964,14.07329,-1.02142,1.01699,0.52407,0.35023,1.21846,-0.12196,0.73495
12.43380,13.84817,-1.18003,1.34536,0.08830,0.47561,1.29163,0.06820,-0.25672
13.00486,13.43425,-2.94254,1.05977,1.46965,0.18534,1.03384,0.09538,-0.91748
12.43631,13.81939,-0.99816,1.49510,0.82034,0.08796,1.17892,-0.05730,-0.38872
13.09975,13.81527,-0.47512,0.95154,0.09122,0.40311,1.06595,0.41031,0.48319
12.82610,14.02790,-0.19000,1.01371,1.49365,0.13426,0.83131,0.34933,0.71091
13.19501,13.76430,-1.47783,0.94846,0.16853,0.28040,0.94561,-0.43573,-0.27466
12.70082,13.90071,-2.87820,1.14277,1.27967,0.09670,1.08499,-0.47081,0.62312
13.19165,13.90463,-1.36804,1.48748,0.51156,0.42143,1.24030,-0.42594,0.16442
12.43894,13.31775,-2.20981,0.81757,0.03605,0.12383,0.94452,0.47383,-0.31115
12.95761,13.25272,-1.13093,1.41180,0.06902,0.37812,0.91610,-0.07417,0.11422
12.41109,13.44086,-0.96906,0.96601,0.04129,0.42325,0.89263,-0.30229,0.97939
12.60187,14.39959,-0.44572,1.41610,0.53546,0.49773,0.93511,0.49707,0.12322
12.71086,13.69288,-2.90274,0.97403,0.19933,0.15588,1.02051,0.04016,0.87651
12.43724,14.24292,-2.38005,1.23460,0.29215,0.26223,1.07502,0.23199,-0.38961
12.77668,13.66084,-2.51239,1.44525,0.65131,0.22097,0.98604,-0.39386,0.86980
12.82412,13.32109,-1.74255,1.26015,1.23116,0.09261,1.05218,0.02374,-0.17442
12.87749,14.07581,-1.14463,1.14820,0.57711,0.25579,0.98754,0.11985,-0.81088
12.41395,13.42966,-1.98879,1.25788,0.71981,0.47568,1.05468,0.26710,-0.54767
12.99794,13.41971,-1.10266,1.27501,0.37472,0.15010,1.04463,-0.26660,-0.24592
12.65923,13.93292,-2.61453,1.33110,0.54875,0.05251,0.92365,0.05277,0.11834
12.83107,13.31371,-0.69235,0.78077,0.98226,0.41088,0.92546,-0.27099,-0.50885
12.48060,14.30648,-0.13418,0.86418,0.73299,0.25114,1.14442,-0.44062,0.72881
12.86399,14.37810,-1.41071,1.21623,1.17237,0.17301,1.01442,-0.46606,-0.06424
12.88707,13.26544,-2.39563,1.38066,0.54218,0.36304,0.71424,0.48037,0.36048
12.70104,13.99807,-1.97984,0.80695,0.83566,0.14870,1.08801,0.06080,-0.93589
12.91158,13.21043,-0.79471,0.97386,0.40160,0.04469,1.06640,-0.37906,0.40189
12.44011,14.03285,-1.38145,0.84118,1.07830,0.36740,0.77512,0.16700,0.77868
12.75940,14.11439,-2.61298,1.30486,0.30573,0.08026,0.74863,0.34578,-0.52664
12.81940,13.93500,-2.29737,1.44225,0.12664,0.30199,1.24458,0.07358,0.29420
13.10196,13.69419,-2.48466,0.97548,0.77452,0.49977,0.76469,0.48318,0.38295
12.50832,14.37026,-0.17091,1.26416,0.85696,0.05435,0.96289,0.47119,0.99421
12.72525,14.02414,-0.00708,0.91409,0.66499,0.25697,0.76180,0.29264,-0.50866
12.53584,13.73257,-2.68866,1.31366,1.45568,0.42923,1.22306,-0.30698,-0.86203
12.48597,13.57379,-1.87468,0.80991,1.49038,0.33722,0.75704,0.31086,-0.53132
13.19977,14.21410,-0.99148,1.40334,1.20461,0.15294,0.92555,0.06960,-0.49917
12.82577,14.31985,-0.49377,1.37900,0.21963,0.45384,1.05483,0.32654,-0.57356
