# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
12.69419,13.25409,-2.83185,0.99261,0.89686,0.24981,0.93419,0.07782,-0.02476
13.14133,14.23028,-0.09378,0.99517,0.44482,0.07496,0.70960,0.08336,0.56994
12.71200,13.92689,-1.97273,1.02271,0.97653,0.28317,0.70422,0.46336,-0.86565
13.09672,13.93372,-1.41885,1.05265,1.30477,0.11348,0.77316,-0.39640,0.92969
12.93170,13.94286,-0.60858,0.81544,1.15380,0.38298,1.15448,-0.31632,0.44813
13.18696,13.92710,-0.45277,0.74530,1.04309,0.23468,0.97269,0.03041,0.75008
13.13867,14.04857,-1.35416,0.87861,0.74885,0.20084,0.70700,0.40568,0.39808
12.72774,13.99772,-1.67753,1.11972,1.49299,0.03917,0.96986,-0.03113,-0.65605
12.69997,13.61491,-2.51530,1.38054,0.85730,0.39926,0.95381,-0.01919,0.41667
13.20004,13.56169,-0.23611,0.95813,1.48249,0.47744,0.70687,0.02165,-0.30045
12.85835,13.85473,-2.72627,0.85909,0.42081,0.11100,1.09935,0.04023,0.79345
13.01786,13.64433,-0.49052,0.90165,0.77914,0.20170,0.85516,0.48271,0.06470
13.27644,13.90393,-2.65926,1.36735,0.96600,0.49062,0.90414,0.47306,-0.26325
12.48169,14.08646,-1.72565,1.04747,0.39843,0.40133,1.16283,-0.12309,-0.58918
13.13428,13.94798,-2.46488,0.73596,0.80455,0.19731,1.05551,-0.48223,0.12665
12.51121,13.21478,-2.64597,1.41686,0.50301,0.42283,0.70489,0.42442,0.06019
12.45061,13.65847,-2.53993,1.48329,1.43771,0.14237,0.93316,-0.19075,-0.69727
13.20696,14.24892,-0.38775,0.94635,0.92529,0.44341,0.70617,-0.35562,-0.95326
12.66271,14.27851,-1.41001,1.40240,1.45819,0.00616,0.99776,-0.10906,0.11045
13.11031,13.98105,-1.61753,1.32715,1.33966,0.17042,1.04682,-0.13378,-0.26932
13.25249,13.66212,-1.47078,1.30832,0.74001,0.12236,1.27525,0.00247,-0.13991
12.47211,13.77588,-0.67185,1.46010,0.40038,0.30837,1.20237,-0.30163,-0.84263
13.20352,13.58834,-1.68972,0.80703,1.46928,0.08098,0.97064,0.39639,0.96594
13.27839,13.38204,-2.86892,1.06541,1.10278,0.25255,0.81231,-0.15827,-0.79219
12.42024,14.31700,-2.45003,0.81471,0.29753,0.14430,0.96076,-0.15210,0.75222
12.84831,14.09065,-0.05086,0.79780,1.37669,0.12708,0.96704,-0.22663,0.72357
13.29650,13.97608,-1.29615,0.71278,1.42748,0.40417,0.99093,-0.12563,0.12192
12.75071,13.53120,-1.43949,1.34956,0.98757,0.16601,1.02057,0.19831,0.45436
12.54115,13.65020,-1.98468,1.46093,0.50000,0.46137,1.18700,-0.39203,0.04127
13.07742,13.46547,-0.64626,0.88528,0.48548,0.27050,0.86950,-0.08788,-0.96247
12.74177,13.91167,-2.19803,0.80984,0.14509,0.34102,1.09358,0.43045,-0.09685
13.25929,13.46119,-2.15770,0.77511,0.95717,0.14308,0.75060,0.15579,-0.69652
13.09860,13.53523,-0.46498,1.10391,1.25774,0.01503,1.23678,-0.41960,-0.16595
13.20393,13.26724,-0.19688,0.78514,0.23185,0.48968,0.80947,0.11407,0.34487
12.58206,13.95222,-0.09930,0.87116,0.74253,0.34021,0.94712,0.26518,0.17834
12.56376,13.99530,-0.93863,1.07355,0.86881,0.09343,1.21013,-0.06784,0.91395
12.98145,13.82064,-2.34528,0.93435,1.23046,0.33774,1.19507,0.34921,-0.77564
12.68862,13.75353,-2.65099,1.08831,0.39390,0.22504,0.73984,0.47565,-0.44554
12.89789,14.16564,-1.57360,1.26063,0.24159,0.42612,1.28659,0.47864,0.21144
13.27169,13.74487,-1.25712,0.77633,0.06399,0.09913,0.77762,-0.38179,0.53256
12.86860,14.13165,-2.52615,1.14038,0.30443,0.44119,1.19928,0.32886,-0.27183
13.00738,13.33983,-1.17569,0.85997,1.36728,0.12532,0.73496,-0.14800,-0.08537
13.03256,13.23276,-0.21944,1.22298,1.28532,0.41220,1.11055,0.42833,0.62128
12.55490,14.39386,-2.79000,0.89328,0.02434,0.21549,0.94352,0.38134,0.31282
13.13391,14.11725,-0.21941,1.22764,0.00140,0.40660,0.74200,-0.44153,-0.24959
13.18411,14.20047,-2.16021,1.10705,1.49740,0.04298,1.03290,-0.35160,-0.37468
13.28033,14.11219,-1.64287,0.81652,0.89467,0.03031,0.88268,-0.13440,-0.14095
12.88304,14.09762,-1.61547,1.45380,0.68689,0.07349,0.81869,0.36294,0.97522
12.78117,13.45580,-0.17066,1.04851,0.70012,0.15236,1.04741,0.38639,-0.52184
12.77847,14.34530,-1.62705,0.79361,1.45582,0.43407,0.72325,-0.12848,-0.65492
12.80667,14.20535,-0.03809,0.87218,1.42911,0.36147,0.83585,-0.16398,0.25519
12.69499,13.97953,-1.96757,0.72586,1.14065,0.04038,0.72870,0.02153,0.71956
13.19969,13.36131,-2.12980,0.88653,1.46283,0.35744,1.14519,-0.48776,-0.76420
12.90805,13.74303,-2.06713,1.42041,0.35588,0.30795,1.21720,-0.44639,-0.15728
12.59070,14.10815,-0.36348,0.80573,0.33841,0.05257,0.91148,-0.40810,0.89881
13.08266,13.69804,-1.06006,1.03284,0.16653,0.04163,1.16384,-0.12228,-0.19390
12.68316,13.99563,-1.56007,1.43099,1.36435,0.10199,1.12496,-0.12957,0.01137
13.11783,14.12169,-0.86118,0.80728,0.15886,0.25741,1.01729,0.32237,-0.87264
12.80313,13.69814,-2.38762,1.47483,0.90906,0.41866,0.71073,0.25076,0.89130
12.98608,13.47821,-0.54735,1.02588,1.06048,0.36934,1.26680,-0.34256,0.48533
13.00739,13.70907,-1.22081,1.13033,0.19504,0.39483,1.15084,0.01867,-0.53444
12.66977,14.19656,-1.15591,0.78703,1.49947,0.20086,0.94826,-0.48272,-0.33352
12.62963,13.98609,-1.70530,1.22689,0.90727,0.33134,1.27568,-0.03968,0.26933
13.22172,13.64099,-0.88134,1.47006,1.24784,0.27431,0.91289,-0.15806,0.34384
13.18184,13.51345,-0.76049,1.11113,0.29645,0.03532,1.24292,-0.07278,0.38639
12.50759,13.62882,-1.04204,0.70474,0.47347,0.39211,0.97588,0.42185,0.89889
13.11899,13.89836,-0.26867,1.33663,0.71782,0.36100,1.16130,-0.14399,0.25388
12.58992,13.36200,-2.83822,1.41552,0.73634,0.22746,1.09745,0.37135,0.73617
13.26718,14.36843,-0.68300,0.93746,0.67522,0.14907,0.92870,-0.42111,-0.21572
12.53539,13.61926,-1.84000,1.19514,0.78595,0.46736,0.76957,-0.29154,0.76820
