# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
12.61273,14.13954,-0.34132,1.44399,0.77400,0.24269,1.17138,0.28931,0.26656
13.25529,13.22098,-2.94902,1.45302,0.67111,0.32860,0.83210,-0.18413,0.12446
12.67686,13.21044,-0.19517,1.02374,0.93254,0.30193,0.96655,-0.06602,-0.51994
12.79339,14.16897,-0.12326,1.43907,0.34999,0.35394,1.11256,-0.44003,0.75006
12.95117,13.81921,-2.72580,0.81716,0.71273,0.03202,0.98621,-0.10620,0.44907
12.93836,13.30857,-0.82340,1.07308,1.23062,0.33361,0.95236,0.16717,0.30776
12.43065,13.36108,-2.55508,1.36454,1.30117,0.25832,0.92293,-0.25286,-0.44779
12.81228,13.75496,-2.85160,0.80805,1.36531,0.45852,1.07596,-0.11992,-0.29969
13.26914,14.09556,-2.65411,1.40304,0.91064,0.43060,1.23973,-0.18614,0.69188
12.57835,13.84770,-1.57777,1.15078,1.26459,0.39030,1.26459,-0.00532,-0.00648
12.84712,14.24185,-1.21747,0.73042,0.26550,0.33716,1.26731,0.35783,0.49963
12.84042,13.77820,-2.40861,1.45696,0.20142,0.28035,0.76463,-0.05505,-0.64460
12.77577,13.27732,-2.57043,0.96895,0.04072,0.31259,0.79875,-0.03696,0.72766
12.88515,13.26366,-1.40432,0.92425,1.01516,0.17739,1.14035,-0.22661,-0.33704
13.25833,13.40238,-1.13937,1.23229,1.42306,0.20935,1.10889,-0.38119,-0.61503
12.95839,13.92058,-1.33884,1.24248,0.92899,0.32496,0.86731,0.03144,0.31311
12.74693,13.80354,-1.16568,1.34748,0.13306,0.39747,0.83029,0.48856,-0.47829
13.10281,13.71528,-1.08171,1.35851,0.98016,0.08941,0.78996,0.07433,-0.36790
12.49352,14.20033,-2.17070,1.35888,0.29001,0.27534,0.92529,-0.39038,0.79454
13.27967,13.24661,-1.52461,0.72343,1.05539,0.08498,1.03793,0.29991,0.52323
13.05128,13.26224,-1.88732,0.89334,0.19555,0.29625,1.01659,-0.19110,0.42161
12.96768,13.37064,-0.81534,1.27260,0.96344,0.24766,0.91933,0.21777,-0.01800
12.52467,14.26809,-1.45678,1.06240,1.37498,0.34434,0.89959,-0.12771,-0.17346
13.00983,14.27945,-2.44022,1.31947,0.10132,0.48589,1.18361,0.28704,0.80181
12.99578,13.97893,-2.47595,1.35960,1.14960,0.09058,0.82075,-0.25805,0.61917
12.77020,14.11902,-0.71431,0.96905,0.85210,0.07468,0.89095,-0.11493,0.22722
13.19468,13.79855,-1.30949,0.90599,0.59272,0.00949,1.26437,-0.11107,-0.38392
13.00721,13.38725,-0.72804,1.01954,0.34073,0.18665,1.01277,-0.42009,-0.45483
12.99426,14.28681,-2.63813,0.93769,0.08732,0.28791,0.76062,0.06389,0.41875
