# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
12.48190,14.09816,-0.50668,1.41857,1.20840,0.16171,0.73446,-0.02785,-0.14347
12.76397,13.72190,-0.52202,1.19021,0.52201,0.45756,0.83328,-0.10525,0.97983
12.43419,13.85393,-0.99436,1.36002,0.74296,0.00280,1.13486,-0.34461,0.14596
13.12039,13.73731,-1.59265,1.33428,0.34438,0.18460,1.18818,-0.11471,-0.53455
12.65121,14.06987,-2.30520,0.74143,0.57523,0.11983,1.19212,-0.38241,0.74227
12.64599,14.20345,-2.52923,1.29973,1.05814,0.01862,0.89234,-0.08307,0.05049
13.22530,13.60779,-0.88126,0.97678,0.94198,0.07665,0.82764,-0.16298,-0.75382
12.63774,14.38337,-1.42669,1.40308,1.37369,0.22688,1.09779,0.24528,0.56174
12.44435,13.39643,-2.20229,0.77699,1.36262,0.02844,0.82788,0.06854,0.42973
12.73091,14.02097,-1.71404,1.09564,0.83709,0.36846,0.97380,0.44035,-0.81303
12.91661,14.39040,-1.61089,0.74451,0.51832,0.12073,0.82056,0.34068,0.75729
12.82296,13.70590,-2.19698,0.89006,0.43350,0.26062,1.12929,0.30787,0.37275
12.54433,14.20426,-1.99924,0.74483,1.27931,0.19702,0.95807,-0.02667,0.12830
12.56077,14.27837,-2.84954,1.10896,0.18244,0.03805,1.28994,-0.32196,0.34438
12.57937,14.07908,-1.09702,1.42676,1.23466,0.23350,1.20551,0.14627,0.40000
13.13790,14.07148,-1.14547,0.95425,0.26890,0.45487,0.72399,-0.13018,0.67529
12.54840,14.14931,-2.66908,0.87152,0.08542,0.43505,0.92833,-0.22429,0.10384
12.47170,13.25026,-1.05831,0.82681,1.40725,0.01368,1.24562,0.25611,-0.58407
12.49265,14.01718,-1.37553,1.22374,0.77657,0.36709,1.28396,-0.16728,-0.99329
12.83670,13.55830,-0.26454,0.75867,0.89291,0.23119,0.95686,0.31563,-0.76202
12.57873,13.41774,-0.91403,1.49808,1.30067,0.29185,1.28183,0.00732,-0.21620
12.97969,14.37603,-2.71341,1.21497,1.01997,0.33614,1.16842,0.42652,0.40085
13.07985,13.96897,-0.78669,1.30026,0.39155,0.27704,0.96702,0.24287,0.69248
12.90335,13.37785,-2.11820,0.81017,0.68061,0.15574,1.03995,0.36616,-0.00804
12.53574,14.14451,-0.87965,0.84091,1.28670,0.16394,1.03039,-0.19957,0.42647
13.26342,14.25991,-1.13522,0.90007,0.27877,0.23523,1.00450,0.41450,0.97411
12.77864,13.93369,-0.49610,1.01751,1.40882,0.25432,0.72554,0.29430,0.23031
12.46003,14.08956,-2.74882,1.41007,1.29953,0.41250,1.05385,-0.18005,-0.87892
12.84624,14.15789,-2.74105,0.95804,0.34529,0.36239,1.05434,0.03846,0.08916
13.12914,13.29548,-0.99560,1.19973,0.79245,0.27786,1.02879,0.46848,0.77167
12.46838,13.38336,-0.76112,1.17850,1.48686,0.21276,1.24637,-0.13934,0.37304
12.77675,14.32807,-1.55887,1.10316,1.19765,0.41753,1.09744,-0.29720,-0.90175
12.94987,14.04780,-2.85258,1.41057,1.05893,0.22846,0.84710,0.09263,-0.30763
13.01018,14.32652,-1.53052,1.27848,0.63090,0.27924,1.06309,0.26647,0.96661
12.57416,13.49045,-0.75603,1.09733,0.55080,0.42845,1.08411,-0.22518,0.50394
13.22286,13.48727,-2.10923,1.17741,0.34673,0.38176,0.86549,-0.20861,0.44128
13.13750,13.89213,-0.71555,1.08131,1.08540,0.32263,1.14949,0.47013,0.54971
12.64433,13.40083,-2.82591,1.44612,1.10703,0.03187,0.70446,0.14310,0.50184
12.75597,14.09235,-0.45554,0.85253,0.89447,0.40161,1.06529,0.12382,0.08835
13.26614,13.86921,-2.91474,0.74463,1.12648,0.09938,1.26776,0.01288,-0.78197
12.79599,14.32448,-1.36995,1.12919,0.66740,0.29932,0.78577,-0.03147,0.86903
12.82184,14.14613,-2.29165,1.05358,0.66925,0.25947,0.81270,0.42326,-0.92535
12.42526,13.85556,-1.68869,0.93536,0.78063,0.18791,0.74638,-0.47550,-0.35510
12.63672,13.22242,-1.39789,0.83512,1.11356,0.31635,1.22709,-0.00998,0.76082
12.74582,13.58033,-1.09158,1.10250,0.32850,0.19185,1.01914,0.26642,0.34625
12.45071,13.42482,-1.70271,1.22277,0.75581,0.42771,1.11290,-0.47999,0.70569
12.60348,14.14112,-2.02166,1.05174,0.71260,0.20506,0.94287,0.08286,0.66137
13.04376,13.99076,-1.30315,1.45619,0.84676,0.23706,0.93653,0.26513,-0.88818
12.59556,14.17987,-1.89769,0.87440,1.14111,0.14752,1.27459,-0.19367,-0.01274
12.58269,13.22461,-1.79967,1.18199,1.49074,0.29484,0.79372,-0.30455,-0.49011
12.72061,14.16417,-1.92923,1.09446,1.00251,0.44344,1.16899,-0.21716,0.26365
12.82572,13.47861,-0.35324,0.74971,1.15550,0.44548,0.85009,0.45549,0.67016
13.19600,13.38401,-1.22862,1.26242,0.59269,0.46963,1.02460,-0.19455,0.55489
12.60317,13.86476,-2.24961,0.94649,0.50604,0.14698,0.99575,0.10713,-0.56740
