# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
13.03706,13.59584,-0.34082,0.86857,0.37181,0.22897,1.08535,-0.32335,-0.27426
13.25634,13.82327,-2.84599,1.14254,1.47076,0.06160,0.85779,0.21022,-0.53050
12.44183,13.73755,-1.00646,1.45950,0.28615,0.45383,1.28507,-0.38909,0.16631
12.89499,14.34798,-0.27038,1.30392,1.36669,0.33859,1.20860,-0.31337,-0.44355
12.57549,13.86004,-1.89717,0.78341,1.14068,0.13984,0.81474,0.14604,-0.22855
13.01318,14.23760,-1.30549,1.39250,0.25522,0.27163,1.00309,0.36193,0.49460
12.98504,13.30685,-1.40165,0.75108,0.11931,0.18336,1.23376,0.06625,-0.67659
13.04253,14.29844,-1.75966,1.15170,0.87332,0.27487,0.74885,0.38986,0.31512
12.79805,14.25956,-2.52757,0.95166,0.40630,0.01719,1.28420,-0.49151,0.87517
13.22949,13.54636,-2.18885,0.80550,1.11899,0.12730,0.84107,-0.47761,-0.71400
13.23201,13.75128,-1.75615,0.99300,0.28822,0.39897,1.28594,-0.14074,-0.51184
13.13020,13.87549,-0.73890,0.99249,1.35556,0.10529,0.95769,0.25323,-0.99962
12.64501,13.30726,-0.09608,1.19338,0.43994,0.36282,1.01499,-0.44067,-0.52709
12.76657,13.58576,-1.65123,1.45370,0.33381,0.10244,1.01583,0.41889,-0.13675
13.16206,13.72023,-0.49881,1.44802,0.55097,0.38242,0.89081,-0.12060,-0.15238
12.93740,14.18030,-1.28368,1.05731,1.44425,0.39315,0.94057,0.07157,0.98812
12.79197,13.97061,-1.72696,1.28987,0.03972,0.06198,1.10571,0.42419,-0.65292
13.13043,13.77691,-0.56912,1.41260,0.85277,0.38396,0.84757,0.29914,0.28252
12.48917,14.21353,-2.31676,0.96872,0.18435,0.44863,0.77257,-0.10057,-0.82507
12.40800,13.94472,-2.18014,1.10378,0.90326,0.30726,1.24917,-0.03942,0.28284
12.74040,13.86913,-0.11477,1.06628,0.40423,0.39136,1.11400,0.06658,0.47095
12.50717,13.44320,-1.90897,0.77094,0.11331,0.38872,1.16064,0.38656,-0.16133
12.47661,14.20297,-0.68957,0.86842,0.40088,0.06414,0.85357,-0.38595,-0.01434
12.53867,14.00679,-2.09334,1.49739,1.27765,0.06216,1.23186,-0.40852,0.69724
13.29210,14.15168,-0.80550,0.78161,1.47347,0.09929,0.72203,0.46189,0.91382
12.46183,13.40415,-0.43035,0.72342,0.24161,0.06591,0.78695,-0.37021,0.56095
12.91679,13.26620,-0.55821,0.86833,0.12433,0.42010,0.86441,0.19484,0.86799
12.98469,14.18183,-0.23320,1.38214,1.09396,0.14138,1.21631,0.27372,-0.80041
12.95849,13.47122,-1.12522,0.80860,1.12538,0.20955,1.24999,-0.30439,0.66010
12.89121,14.02423,-0.20652,1.05703,0.99597,0.19191,0.73075,-0.16650,0.22966
13.01219,14.08773,-0.08160,0.91080,1.25352,0.40862,1.03171,-0.10634,0.73353
13.25404,13.36233,-0.97293,1.18325,0.59033,0.27845,0.86313,-0.07749,0.70989
13.22267,13.36180,-0.53629,1.12130,0.31634,0.40498,1.14972,-0.42183,-0.37192
12.41723,13.68317,-1.15951,0.87544,0.52123,0.16084,0.76745,-0.25833,0.00768
12.92245,13.66362,-1.60884,1.37680,1.43782,0.06544,0.77430,-0.05298,0.85471
12.40916,13.72522,-2.54972,1.17346,0.35952,0.40668,1.23363,-0.28341,-0.43631
12.78101,13.34931,-1.66188,0.80651,1.20557,0.43216,1.20503,-0.48561,0.06073
12.90652,14.22316,-2.12108,1.32470,1.06585,0.46077,1.22354,0.27810,0.82360
12.92407,13.59155,-0.11881,1.28918,1.16569,0.48781,0.75110,0.43025,-0.07769
12.95169,13.77353,-1.24563,1.12079,1.45474,0.12051,0.87275,-0.04510,-0.30593
12.60895,13.29324,-2.75041,0.77550,1.47982,0.28834,0.72105,0.10208,-0.85607
13.07214,13.29802,-0.02076,0.84569,0.97960,0.42344,1.12825,0.48067,-0.37500
12.53931,13.29074,-0.98856,0.82881,0.67967,0.31495,1.03911,-0.40996,0.68502
12.64757,14.38785,-1.25341,0.91912,0.32256,0.09287,0.76225,-0.36899,-0.79354
12.98741,13.79695,-1.07490,1.19106,1.44545,0.32563,1.28443,-0.13949,-0.76414
12.82091,13.37053,-1.46070,1.40045,0.14883,0.10708,0.96454,-0.48987,0.45916
12.60375,13.33134,-1.57767,0.82670,1.21159,0.30554,0.82483,0.22529,-0.52169
13.27743,13.69408,-0.95258,0.99229,1.06885,0.36557,1.05149,0.47765,-0.35743
12.70404,13.29765,-0.02890,0.72800,1.13415,0.05820,0.77016,-0.26905,-0.15829
12.59113,14.09773,-2.41054,0.83881,0.31203,0.06624,0.78803,0.30079,-0.99008
12.59787,13.72654,-1.44805,0.93045,1.13191,0.43850,0.73734,-0.33971,0.39070
13.28197,14.37035,-0.07736,0.92351,0.28780,0.32988,0.85822,0.29294,0.03805
12.61277,13.92876,-0.32455,1.05647,1.43398,0.26395,0.97695,0.36678,-0.56858
12.61068,13.78902,-1.51897,0.76166,0.77188,0.01144,1.22419,-0.09015,-0.03515
12.83088,13.62446,-2.30370,1.10547,0.07126,0.29255,0.81163,-0.11300,0.16768
12.86979,13.65940,-2.35151,0.76719,0.51634,0.06023,0.93908,0.41195,-0.14012
13.19192,14.25059,-1.39878,0.83502,0.61512,0.25075,1.02429,-0.48732,0.84051
12.93721,13.87973,-2.92602,0.94625,0.58665,0.18987,0.81515,-0.02006,0.96888
12.91143,13.70267,-1.80071,1.14368,0.63197,0.24701,1.26503,-0.03253,0.58881
12.95822,13.95269,-0.17314,0.77775,1.45739,0.19326,0.84714,0.27643,-0.82312
12.84181,14.01901,-1.63938,1.05456,0.23324,0.05443,1.00739,0.24668,-0.13175
12.54106,14.39479,-0.77148,0.78627,0.72774,0.42013,0.71651,-0.11306,0.04505
12.40960,13.39889,-1.02346,1.23257,0.11984,0.14018,0.79906,-0.36565,-0.49290
13.22754,13.77438,-2.55922,1.32021,0.55713,0.03094,0.99086,-0.06052,0.21797
13.04425,13.74141,-2.13535,1.16470,0.67179,0.06597,1.14906,0.48139,-0.37826
12.79081,14.38667,-1.74895,0.92940,0.72757,0.13317,1.06167,0.30817,0.54380
12.72315,13.77265,-2.64352,0.95799,1.02312,0.24847,1.27914,0.29733,0.64787
12.81570,13.58690,-2.59479,1.03072,1.12575,0.49561,0.77432,0.10111,0.50728
12.98988,14.15300,-0.21501,1.25100,0.05805,0.15694,0.70068,0.18075,-0.61116
13.13108,13.96831,-0.76938,1.17913,1.22979,0.32400,1.07469,-0.23716,-0.48485
12.60585,14.29323,-1.24123,1.25583,0.60770,0.22008,0.97733,-0.41201,-0.46197
13.19525,13.89642,-1.88008,0.83713,0.44854,0.11985,1.07033,0.10207,-0.52605
12.60927,13.23555,-2.11384,0.79768,1.13305,0.30859,0.74819,0.00850,-0.42289
13.22104,13.47495,-1.63420,1.02890,0.19390,0.49381,1.27731,0.17584,0.23801
13.17175,14.18379,-1.36756,0.72369,1.39644,0.18595,1.02664,-0.40446,0.67090
12.52833,13.30338,-1.17925,1.47626,0.19801,0.26584,0.72499,-0.21447,-0.40071
12.46568,13.24884,-1.36907,1.42660,0.58713,0.08795,1.23128,0.36765,-0.77784
12.79248,13.33817,-2.45581,1.29403,0.70740,0.02303,1.05791,-0.36272,0.36204
13.08747,14.19931,-2.01579,0.90946,0.40515,0.48831,1.04853,-0.12660,0.34426
12.72599,13.58857,-0.22216,0.79592,0.79106,0.36728,0.72937,-0.29390,-0.11215
12.85974,13.36870,-2.80349,1.34552,0.58849,0.17021,0.70430,0.11562,0.03506
13.27649,14.15023,-0.54161,1.20087,0.49595,0.26416,1.11859,0.28051,-0.44948
12.72321,14.00302,-2.42152,0.95165,0.69753,0.02279,1.12620,-0.42288,0.35296
13.26911,14.31230,-0.28874,1.16279,0.53756,0.37347,0.80819,-0.19167,-0.70516
12.82701,13.43154,-0.03650,0.99923,0.24154,0.35213,1.27915,0.48251,0.16824
12.75926,13.50602,-0.77220,0.82274,0.19769,0.07501,0.83000,-0.38999,-0.29090
12.70844,13.58950,-0.62749,0.75742,1.19167,0.19365,0.84967,0.23068,0.40625
13.10307,13.62175,-2.27979,1.46704,1.32237,0.00729,1.04475,-0.36748,0.05014
12.73872,13.93054,-0.95215,1.02059,0.70122,0.23267,0.74722,0.05843,0.66730
12.69813,14.30529,-1.12936,1.00808,0.49980,0.31079,1.17432,0.40773,0.58646
13.15178,13.45279,-0.87553,0.81539,0.33947,0.35025,1.21237,-0.28479,-0.81632
13.02829,13.35264,-2.73922,1.02357,0.01775,0.18683,1.11343,-0.14269,-0.05337
12.43825,13.71510,-0.53432,0.91138,0.29501,0.26668,1.19914,0.02077,-0.41845
13.17992,14.23863,-0.19245,1.45998,0.80415,0.07900,1.14544,0.23822,0.24628
12.63464,13.72806,-2.23283,0.81387,0.72206,0.32336,1.13136,0.17756,-0.34692
12.73951,13.78698,-2.44440,1.40068,0.48671,0.19209,0.93775,-0.21095,0.97284
12.43003,13.74734,-2.77531,1.29405,0.17732,0.31369,0.87655,0.21427,-0.16046
12.99679,13.20501,-0.06979,0.93904,1.09870,0.02188,1.05869,-0.18928,-0.52141
13.01816,14.31019,-1.95058,1.34716,0.24947,0.42783,1.22370,0.09172,-0.43848
13.05941,13.38028,-0.41188,0.98745,0.11640,0.23512,1.07246,0.26032,-0.13833
13.13156,14.13557,-2.21941,0.98607,1.36171,0.13413,1.19782,0.20812,0.96804
12.59134,13.53445,-0.64095,0.71549,0.84829,0.31465,0.92614,0.04759,0.73059
13.23348,14.09045,-2.14794,0.82927,0.82052,0.28022,0.71057,0.38120,-0.98059
12.76727,13.81745,-0.97493,1.06008,1.01549,0.20984,0.92526,-0.49448,-0.39879
13.26088,13.34019,-2.20400,0.99726,1.24879,0.31135,0.96186,-0.06371,-0.22156
12.49636,14.32553,-0.22093,0.75166,0.61809,0.48135,1.08075,0.06107,-0.14341
12.47403,13.26187,-0.77252,1.18104,0.68042,0.03321,1.08320,-0.15549,-0.08541
13.29242,14.15607,-2.45526,1.28130,0.96046,0.20231,0.84663,0.01270,-0.45884
12.60252,13.78752,-1.31335,1.02581,0.56743,0.43563,0.91817,-0.04906,-0.80399
12.47685,13.38808,-0.08878,1.11991,0.64818,0.38681,1.27879,-0.09870,-0.22494
13.23855,14.08317,-1.40367,1.10003,0.43169,0.48958,0.76093,-0.31985,0.03802
12.63915,13.32278,-0.60611,0.94577,1.07287,0.41782,1.20806,-0.40880,-0.60367
12.76426,14.07570,-1.70467,0.81663,0.97582,0.28197,0.93720,0.08239,0.83837
13.25412,13.88180,-1.06039,1.20074,1.14852,0.14321,0.72799,-0.45758,-0.73659
13.01117,13.95736,-1.06638,0.96508,0.69876,0.37739,1.17393,0.27086,-0.31829
13.08284,13.81780,-2.20088,1.32510,0.99751,0.33628,1.15134,0.48482,0.11825
13.11622,14.28714,-2.92757,1.00220,0.18613,0.11775,1.13091,0.32623,-0.25529
13.02651,14.20016,-1.26636,1.11067,0.08812,0.43837,0.70713,0.29895,-0.32539
13.12520,14.26009,-0.50958,1.46564,1.19175,0.47162,0.73821,-0.16846,-0.03398
12.68756,14.39633,-1.29779,0.83205,1.07473,0.42664,0.71610,0.39929,0.02577
12.67360,13.87588,-0.95246,0.94554,0.32866,0.19354,0.82880,-0.10002,0.19990
12.61108,13.68168,-2.23590,1.04786,0.34242,0.33791,0.99779,0.08398,-0.84549
12.78956,13.55646,-1.30349,1.29849,0.91551,0.29377,1.15088,-0.26931,-0.27636
13.08490,13.46264,-0.96390,1.07230,0.13220,0.27047,1.16694,-0.49241,0.70147
12.65011,14.24565,-0.78143,0.99530,1.11802,0.24160,1.00562,-0.29441,0.46305
13.29700,13.91947,-1.47981,1.06646,0.03552,0.14569,0.90477,0.21211,-0.17511
12.70965,13.29578,-1.57712,1.14405,0.66874,0.25881,1.07590,-0.48418,0.55297
12.64192,14.05643,-2.09053,0.80735,1.45130,0.34818,0.75514,0.18508,0.65431
12.91994,13.91813,-1.47597,1.23566,0.05584,0.24620,1.14400,0.03479,-0.84170
13.26686,13.24487,-0.68416,1.32293,0.91933,0.28949,1.16592,-0.03788,-0.55732
12.91244,13.51361,-1.53167,0.93938,0.52311,0.19767,1.23564,0.14151,-0.67358
13.02612,13.93638,-1.59449,1.29933,0.13063,0.26570,1.27856,-0.37603,-0.63300
12.76203,13.54198,-0.57070,0.95271,0.14633,0.23931,0.94186,-0.11878,-0.47081
12.93070,13.66784,-0.20732,0.75558,0.11916,0.29314,0.97164,0.24207,0.36525
13.16186,13.91740,-0.38528,0.73434,0.10774,0.49085,1.10357,0.06252,-0.98189
12.92677,13.59944,-2.22209,0.92975,0.55847,0.35826,1.12171,-0.46585,0.98537
12.65731,14.30828,-1.53928,1.26919,0.34757,0.14684,0.90861,-0.23319,0.12651
12.57493,14.11543,-0.98926,1.11101,1.30690,0.18259,1.07004,-0.13737,-0.88342
13.19943,13.75644,-1.86808,1.13953,0.36639,0.26211,0.71897,0.18122,-0.01233
12.69940,13.44963,-2.26136,0.97238,0.54821,0.33521,1.25944,0.18677,-0.21271
12.97055,13.96046,-2.51856,0.93987,0.70756,0.23051,1.14558,-0.01736,-0.77789
12.83591,13.56381,-0.63959,1.05677,0.07811,0.42082,0.99528,-0.23323,-0.78837
13.12087,13.36613,-0.44123,0.99856,1.35004,0.42310,1.09544,0.28209,0.61884
13.25458,13.47264,-0.93400,1.33611,1.06020,0.28178,0.94346,-0.05615,0.24232
12.67177,14.15823,-2.68100,0.74879,0.56679,0.00444,1.20480,-0.17713,-0.18971
12.68003,13.71059,-2.42069,1.41093,1.29645,0.08510,1.02021,-0.46149,-0.07841
13.26761,14.17223,-1.68099,0.73027,0.33897,0.08622,0.73200,0.46498,0.40362
12.40392,13.37090,-2.49314,0.96441,1.16103,0.14423,0.97268,-0.34097,0.20524
12.95837,14.25746,-0.52464,1.22910,1.45072,0.08683,1.03652,-0.00399,-0.69197
12.49518,13.66485,-2.38591,1.45376,0.81148,0.40965,1.25903,-0.17173,-0.12367
13.10246,14.03192,-1.80415,1.04150,1.07266,0.20628,1.27688,-0.48479,-0.41685
13.21189,13.60868,-1.53289,1.09634,1.18559,0.44791,0.70240,-0.33325,-0.31844
13.14404,13.47996,-0.81144,1.18400,0.05163,0.04041,0.86226,-0.07073,-0.24497
12.85283,13.98042,-1.68955,0.95380,1.30009,0.00592,0.85321,-0.15163,0.39896
12.62183,14.05415,-0.99856,1.07029,0.17419,0.45632,0.77198,0.39144,-0.00943
12.73616,13.96916,-0.56141,1.14875,0.26363,0.15029,0.99726,-0.02052,-0.54208
13.29077,14.18834,-1.99196,0.90043,1.29254,0.34044,1.03459,0.15840,0.70313
12.62009,13.54092,-2.63914,1.17273,0.97298,0.02309,0.90555,-0.39398,-0.60904
12.76047,14.04104,-1.17308,1.32093,1.28545,0.13459,1.07409,0.08756,0.28938
12.63168,13.28527,-1.46890,1.08388,0.50664,0.16604,0.76050,0.37621,0.26143
12.58412,13.58159,-0.54322,1.04266,1.45798,0.32075,0.97328,-0.18488,0.74288
12.55383,14.18170,-0.99051,1.20548,0.52631,0.35621,0.74476,0.46079,0.50704
12.85960,13.56229,-0.59918,0.81684,0.91282,0.28939,0.96205,0.15792,-0.89154
12.53728,13.93329,-1.17841,0.79791,1.08700,0.42909,0.96087,0.35515,0.15547
12.80656,14.37413,-1.59165,1.04712,0.82024,0.04898,1.19775,0.30481,-0.63660
12.65156,13.93060,-2.48310,1.20048,0.22051,0.11280,0.99334,-0.08514,0.47337
13.22168,13.33028,-2.61653,1.31569,1.19966,0.16240,0.86587,-0.49294,0.02049
12.89649,13.68708,-1.25344,1.04400,0.42325,0.40529,1.05539,0.43988,-0.89524
12.65956,13.97651,-0.34333,0.94931,1.15369,0.38012,0.98434,-0.20145,-0.76368
13.29390,13.90490,-2.64503,1.28063,0.52460,0.42974,1.19877,0.05289,0.74083
12.58642,14.07346,-2.29690,0.78827,0.38943,0.46789,1.11669,-0.35303,-0.64106
12.76038,13.91673,-0.09439,1.34080,0.71809,0.44292,1.17883,-0.05871,0.96262
13.15613,13.28061,-2.96892,1.30591,1.30978,0.34944,0.82733,0.37384,0.35264
12.51054,14.21585,-0.16606,0.75366,0.51864,0.45738,1.05984,-0.10291,-0.97204
13.26351,13.69639,-1.82544,1.31061,1.49918,0.12637,0.82342,-0.36229,-0.40864
12.59802,14.27540,-0.96913,0.90711,1.41513,0.34230,1.25592,-0.49966,-0.55636
13.12293,13.53551,-0.92209,1.36478,0.27128,0.37739,0.88935,0.11990,0.73607
12.86945,13.76193,-1.10277,0.88925,0.31506,0.13040,1.01797,-0.21796,-0.85202
13.24810,13.55441,-0.39459,0.72179,1.06020,0.43190,1.04161,0.40400,-0.12092
12.66998,13.81783,-0.87727,1.42950,0.60853,0.27143,0.95334,0.01268,0.35416
12.50588,13.58920,-2.40691,0.83774,1.27810,0.29102,1.21918,-0.22050,-0.46911
12.60352,14.33750,-1.55292,0.81605,0.45409,0.15288,1.10205,0.16437,0.98601
12.65249,13.49951,-0.17811,0.74441,0.96532,0.49146,1.21398,-0.26244,0.35156
13.01449,13.90871,-2.71897,0.88520,0.04727,0.42060,0.99240,0.42300,-0.23083
12.75594,14.37662,-2.98861,1.14928,0.19961,0.22353,0.84569,-0.26813,0.29122
13.01657,14.05204,-1.13698,0.98246,0.21229,0.23703,1.25168,0.25143,-0.87808
13.05488,14.05750,-0.81244,1.24826,0.95129,0.10607,1.14092,-0.20263,0.81798
12.47769,13.22369,-2.80831,1.01634,0.36395,0.27153,0.95809,0.46389,0.62437
