# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
12.41483,13.74984,-0.00894,1.40934,0.81098,0.48576,1.26451,-0.39119,-0.56291
12.97741,13.70528,-1.43263,0.90404,0.32784,0.36660,1.26213,0.35613,-0.25893
12.59289,13.72089,-1.09801,1.10569,0.17613,0.06044,1.11512,0.16625,-0.05380
12.67503,14.30446,-2.84891,1.15529,0.88387,0.25288,0.81481,0.09198,-0.20573
13.23706,13.42820,-0.95144,1.31689,1.39231,0.29439,1.03745,0.38312,-0.51874
13.23934,14.19749,-2.97994,1.44833,0.48688,0.36581,0.80103,0.36071,-0.74977
12.91823,14.08688,-0.36112,1.00943,1.31412,0.37266,0.75453,0.49595,-0.80563
13.23543,14.21243,-0.00897,0.94253,1.11660,0.41872,0.73322,-0.37221,-0.63151
12.45129,13.36033,-2.53534,0.88723,0.04366,0.21304,1.01004,0.01827,-0.23369
12.92702,14.33474,-2.67737,1.12006,0.00357,0.32365,0.94733,0.05381,-0.42032
12.52302,13.90925,-1.06765,1.04667,0.05099,0.33726,1.07929,0.26352,-0.89022
12.86893,13.70841,-2.00956,0.79025,1.28555,0.44230,1.27968,0.14651,0.64514
13.24472,13.38497,-1.55864,0.75082,1.26354,0.39533,0.90653,0.19146,0.87486
12.98175,13.49126,-0.77093,0.72923,1.16543,0.44536,0.93788,0.16964,0.79826
13.13539,13.27325,-0.17006,1.13901,0.56229,0.30280,1.27066,-0.05743,-0.72838
13.07420,14.16411,-2.72730,0.96796,0.85248,0.05302,1.20631,0.11122,0.39941
12.84601,14.11453,-2.18987,1.16816,0.89741,0.02207,1.09715,-0.16368,0.33866
13.16913,14.04734,-2.50991,0.72021,0.06990,0.24712,1.29072,-0.15708,0.55705
12.54251,13.65377,-1.12521,0.89990,1.14477,0.33704,1.04711,0.16904,-0.94764
13.08480,13.52139,-0.32579,1.46973,0.07860,0.35988,1.14082,0.49329,-0.86928
13.03994,13.88866,-1.97352,1.33386,1.12307,0.44660,0.90284,-0.47442,-0.54971
12.93826,13.60572,-1.95433,0.92715,0.97539,0.44672,0.96213,0.00115,-0.02793
13.23654,14.28782,-1.39785,1.33086,0.62878,0.07110,0.72911,0.25811,0.86134
12.91224,13.79569,-1.51041,1.06837,0.22376,0.15702,1.01517,0.27788,-0.29101
12.62518,14.18333,-0.99251,1.35998,0.00969,0.10773,0.84226,-0.20689,-0.01686
12.51311,13.50128,-0.81929,0.78798,0.00794,0.30302,0.85244,-0.15001,0.59667
13.26184,13.63909,-1.44447,1.08820,0.32514,0.45449,0.94508,-0.44965,0.56703
12.69977,14.09189,-1.55626,1.01795,0.52827,0.05481,0.98512,-0.42057,0.42842
12.88845,13.64828,-0.56881,1.46385,0.44812,0.34798,0.98777,0.13017,-0.88618
13.16215,13.37391,-0.20200,0.86517,1.23548,0.28476,0.80806,-0.15067,-0.42079
13.17292,14.13378,-1.78549,1.47846,1.17122,0.39743,0.84730,0.45743,0.25370
12.41699,13.23975,-0.47172,1.37302,0.77252,0.05869,1.01780,-0.29043,0.41852
12.67655,13.93031,-0.15928,1.49408,0.78145,0.49559,1.01627,0.12512,0.23387
12.60212,13.35775,-1.99730,0.80954,0.83392,0.11864,0.70769,-0.44029,0.69063
12.59376,14.32035,-0.24335,1.26842,1.42761,0.49606,1.26493,0.10296,-0.13348
13.28388,13.67588,-2.68248,1.46643,1.08795,0.20562,1.08107,-0.38155,0.17320
12.86819,13.34897,-2.39577,1.25418,0.16080,0.35241,1.28521,-0.18627,-0.59636
12.57569,13.53976,-1.92562,1.34663,0.83148,0.30885,1.06709,0.19392,-0.09492
13.28007,13.53468,-1.47131,1.35814,1.10109,0.35531,0.81277,-0.04487,0.70783
12.72672,13.65877,-0.49563,0.87031,1.31776,0.38936,0.98204,-0.21083,-0.32219
12.70806,13.23622,-2.02682,1.33074,0.41093,0.10899,1.27264,0.18347,0.46297
