# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
12.72504,13.69514,-0.71303,1.26983,1.12222,0.47265,0.93798,-0.13621,-0.28903
12.98332,13.61007,-0.58962,0.88849,1.43066,0.48507,1.23144,-0.07225,-0.19818
12.86094,13.43405,-1.88161,0.99041,1.35487,0.44861,1.15459,-0.31505,0.09295
12.46100,13.26644,-1.14896,0.75064,1.16629,0.19663,0.73822,0.37891,-0.17700
13.02072,13.53934,-0.30587,1.03762,0.83331,0.37844,1.05437,0.21575,-0.25977
13.11333,14.21152,-0.91551,0.90639,1.00782,0.30083,0.89722,-0.26084,-0.92658
12.71497,14.26575,-0.55908,1.32737,0.25022,0.19280,1.11376,-0.00595,0.10957
12.62132,14.05758,-2.38663,1.07965,0.39121,0.18911,1.01820,0.13567,-0.05760
13.07711,13.65527,-0.86047,1.22234,0.91767,0.25867,1.05395,-0.00580,0.08414
12.81776,13.76913,-0.28201,1.41188,0.46973,0.22990,1.07094,0.31424,0.54986
13.03644,14.28922,-1.45380,1.42733,0.48133,0.04038,1.00563,0.45736,0.89770
12.75840,13.26694,-1.05567,1.48817,1.39975,0.20351,1.00642,0.47129,0.86325
12.62647,13.77183,-1.80898,1.41730,1.14866,0.41987,1.08567,0.24299,-0.02844
12.54813,14.15327,-0.03039,0.73531,1.28176,0.08171,0.70261,-0.00939,0.88176
12.41188,13.42148,-2.29544,1.41128,0.28282,0.47971,0.85039,0.13522,0.14535
12.80001,14.00174,-1.44017,1.46658,1.39098,0.33739,1.18495,-0.40432,-0.41421
12.58717,13.82088,-1.07264,0.70759,0.35631,0.45566,0.92737,0.00829,0.81819
13.29743,13.62285,-0.50615,1.37386,1.29765,0.12378,1.29582,0.43624,0.43429
12.81737,14.38579,-2.15882,0.90125,0.90171,0.41903,1.00384,0.09662,-0.29363
13.18883,13.94661,-1.73602,0.97612,1.11421,0.03923,0.77047,-0.10257,-0.64892
13.01313,13.59447,-0.49372,1.18407,0.75889,0.07435,0.81614,-0.28575,-0.92196
12.93645,13.43953,-1.66935,1.10028,0.22109,0.27333,0.76563,0.13800,-0.36342
12.89374,13.67719,-1.52786,1.17641,0.75793,0.08762,1.25232,0.45940,0.05373
12.88658,13.69316,-0.52611,0.70212,0.96167,0.41726,0.70182,-0.34553,-0.43779
12.52638,13.82726,-0.88866,0.71567,0.26523,0.08650,1.17252,-0.11761,0.71922
12.86779,14.28453,-0.60016,0.72598,1.21657,0.47931,1.25091,-0.32863,-0.03502
12.60837,13.59580,-2.95888,1.00689,0.71970,0.39498,1.03033,0.41820,-0.13126
12.55521,14.01674,-0.77766,0.91540,0.44418,0.42559,1.20907,0.46153,0.08278
13.18541,13.93392,-2.24917,1.01533,1.09609,0.26717,1.08195,-0.23990,0.92082
