# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
12.62965,13.48962,-1.08888,0.74046,0.72151,0.44309,1.08686,-0.30381,0.68177
12.58086,13.92443,-0.19683,1.28675,1.48789,0.44497,1.28595,-0.45661,-0.41838
13.27142,13.47573,-1.66903,0.86592,1.40586,0.30734,1.04578,0.37638,-0.51499
13.01710,13.77517,-2.13156,0.72166,0.63148,0.47742,0.85798,0.11825,0.75528
13.03580,14.21664,-1.21306,1.05286,0.67799,0.47918,1.18810,0.45429,-0.29984
12.70725,14.21084,-2.23661,0.97063,0.41040,0.04864,1.18167,0.37336,-0.47069
12.77651,13.71366,-1.97973,1.42897,0.47945,0.20130,0.77564,0.19948,-0.28763
12.65574,13.71172,-1.38138,1.47453,0.68769,0.03576,1.00860,-0.36255,-0.87378
13.17093,13.46431,-1.16496,1.10233,0.12192,0.36753,1.17976,-0.43797,-0.81022
12.68814,13.46005,-0.43377,1.49588,0.72103,0.35599,0.88232,-0.04016,0.81304
13.06080,13.81546,-0.87043,1.47533,0.70025,0.13084,0.73792,-0.49823,-0.58394
12.42769,13.44478,-1.98830,1.42652,0.01673,0.02826,0.83406,0.11238,-0.41207
12.66166,13.61888,-0.33405,1.30566,1.38268,0.19195,1.04646,-0.35887,0.06307
12.49028,13.45762,-1.87950,0.94402,1.07233,0.10232,1.13624,0.08966,-0.05131
12.58904,13.28992,-1.61183,0.82357,1.36331,0.08929,1.06781,0.30165,0.74761
12.60128,13.62696,-1.09920,0.93058,0.23280,0.30377,1.20163,0.21317,0.35829
12.64935,13.51532,-1.95787,0.74792,0.39809,0.22418,0.79762,-0.17272,-0.98976
12.70875,14.11086,-2.83552,1.26523,0.14423,0.47587,1.18345,-0.40190,0.75643
13.16283,13.61180,-1.79792,1.20437,0.23002,0.29412,0.82794,0.10703,0.15228
13.04379,13.82050,-0.46963,0.87343,0.09255,0.13958,1.15625,-0.29011,0.70486
