# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
12.72436,14.23956,-1.05811,0.80856,0.31343,0.00974,0.80693,0.42904,0.39860
13.03743,13.53760,-1.76734,1.18878,1.21736,0.12664,1.02941,-0.48466,0.92224
12.41821,13.94193,-1.20383,1.06927,1.16201,0.49469,1.12682,-0.40721,0.09926
13.21361,13.68468,-0.58301,1.43716,0.86128,0.17857,1.09052,0.22962,-0.37960
13.16702,13.63460,-2.04073,1.38144,0.33180,0.32177,1.19523,-0.03030,0.93102
13.20753,13.27830,-2.40926,1.28692,0.46309,0.46280,0.76153,-0.06574,-0.79755
12.61299,14.34318,-1.22112,0.74095,1.47730,0.37104,0.88557,0.06141,-0.45050
13.08055,13.42761,-1.04432,0.95596,1.00821,0.01338,0.80467,0.18660,0.49821
12.94799,13.78497,-2.20621,0.97331,0.06449,0.47016,0.92523,-0.31598,-0.25490
12.50110,13.31384,-1.03882,0.89340,1.04255,0.46748,0.89126,-0.41409,0.40176
12.43660,13.30086,-2.60981,0.73004,1.09481,0.01157,1.04765,-0.31939,-0.43616
13.12121,13.66533,-1.03393,0.94653,0.74489,0.43894,0.97228,-0.09543,0.04667
12.73527,13.30540,-2.61351,0.86781,0.40068,0.34363,1.28077,0.29331,0.45785
13.17099,13.76890,-2.85525,0.92395,1.11428,0.32149,1.23447,0.06392,0.94218
12.85851,13.20691,-0.56251,1.28778,0.44239,0.49882,0.86767,-0.17798,0.03653
12.86628,13.66899,-0.32485,1.33547,0.99875,0.25592,0.80554,0.42702,0.12973
13.13816,13.64916,-0.84050,0.71155,0.59893,0.19115,0.72849,-0.32374,0.03528
13.15230,13.98306,-1.88548,1.14755,0.68023,0.18656,0.98099,-0.34728,0.57138
12.90348,14.11314,-2.24384,1.35092,1.18919,0.32338,0.79712,-0.46625,0.53502
12.99002,13.73336,-1.20779,0.90732,1.34383,0.02548,0.74471,0.47567,0.53919
12.48354,13.61579,-2.47642,1.35675,0.21392,0.10326,0.84858,0.28322,0.33972
13.15300,13.21940,-2.69490,1.15628,0.63218,0.48393,1.06057,-0.30388,0.63326
12.80974,13.85918,-1.69577,1.06306,0.49877,0.49481,1.23137,0.39052,-0.97673
12.55807,13.95745,-1.27175,0.78863,0.46545,0.13711,0.81017,-0.46861,0.47476
12.71580,13.64501,-0.97120,0.82812,0.47938,0.34934,0.90470,0.25525,0.59223
