# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
12.95932,13.70623,-0.33273,0.94935,0.42244,0.10346,1.02080,0.33947,-0.95191
13.05516,13.28523,-2.67677,1.30683,1.13219,0.29744,1.14135,0.02262,0.37952
12.58990,13.54791,-1.13550,1.38403,0.49235,0.30092,1.13262,-0.41156,0.59296
12.85875,14.38504,-2.76361,1.35951,0.77470,0.06298,1.12132,-0.30543,0.14602
12.49485,13.48047,-2.04190,1.30588,0.07514,0.31349,1.04429,-0.02413,-0.22888
12.54102,13.60934,-2.29797,0.83631,1.43842,0.32901,0.84167,0.37789,-0.52731
12.93923,14.12303,-2.08316,1.22677,1.46648,0.08826,1.20197,-0.16495,0.64830
12.56960,13.41953,-2.74266,1.48139,0.37503,0.37853,0.95049,0.17674,0.43390
12.88862,13.51102,-2.03331,1.33471,1.00776,0.34873,1.05094,-0.01846,0.63736
12.65008,14.29413,-2.39715,0.97124,1.34695,0.29275,0.98010,0.07953,-0.42872
13.13973,13.38665,-2.16309,1.19447,0.33980,0.23122,0.72367,0.31897,0.85499
12.61810,14.03255,-2.89383,1.43062,0.17621,0.12277,0.70674,-0.41418,-0.95373
12.85658,13.25561,-2.94019,1.30227,0.94471,0.03355,0.76293,0.06928,-0.92868
12.45083,13.51482,-1.42990,0.84699,1.40093,0.29922,1.25775,-0.36630,0.36447
13.21630,13.57123,-2.88900,0.71695,0.90860,0.08146,1.02840,-0.23948,0.09028
12.86986,14.09764,-2.85180,1.45445,0.53204,0.44807,1.01802,-0.21167,0.93048
13.13622,13.37644,-0.28846,1.16962,0.57694,0.17908,0.95134,0.11536,0.88268
13.19224,13.81365,-2.22867,1.19849,0.91534,0.16822,0.81416,0.12583,-0.60001
13.13660,14.33645,-1.28697,0.90264,0.45773,0.12614,1.05765,0.00512,0.59171
12.45624,14.36535,-2.28209,0.85300,0.36504,0.04748,0.85702,-0.18920,0.70250
13.03762,14.19374,-1.76754,0.88773,0.82357,0.06339,0.70386,0.42558,-0.79690
12.49104,13.85872,-2.24548,0.93354,0.24626,0.21950,1.25595,0.21219,-0.87837
12.82794,13.88016,-1.30637,1.25404,0.20863,0.15396,1.21838,0.11258,0.75651
12.43636,14.36757,-1.12563,0.94039,1.20516,0.23236,0.80591,-0.39329,0.08827
12.72957,13.80727,-2.43912,1.10104,1.24373,0.45623,1.08487,0.43616,-0.32763
13.14952,13.92687,-2.55946,0.74955,0.95465,0.36492,1.26263,0.04729,0.63123
13.22883,13.30447,-1.36325,1.24222,1.25499,0.37958,0.74973,-0.42904,-0.96421
12.78447,14.07797,-1.87294,0.75573,0.54464,0.11223,0.96330,0.20893,-0.59896
12.88439,13.89732,-0.06907,1.48802,0.16818,0.35570,0.95527,-0.33883,-0.09182
13.26296,14.00963,-0.46926,1.17584,1.23827,0.17339,0.70997,0.09962,0.65738
13.11078,13.99453,-1.01043,1.33953,1.02382,0.45902,0.87773,-0.07656,-0.58356
13.29292,13.26680,-1.79281,1.28240,0.18120,0.14272,0.86367,0.02046,-0.91328
13.22641,13.49872,-1.58365,1.48572,0.14694,0.05672,1.27588,-0.43332,-0.37552
12.54624,13.27080,-2.29420,1.40725,0.92563,0.04124,0.81868,0.18080,0.78530
13.13258,14.36858,-1.86451,0.86974,0.51534,0.16604,1.19366,-0.07819,-0.08213
13.16850,13.69087,-0.13261,1.37969,0.79082,0.25420,1.25167,-0.35438,0.13352
13.24244,14.17187,-0.85838,0.85715,1.15332,0.47273,0.99565,0.27058,-0.90774
12.84634,13.88163,-0.50681,0.72765,0.37378,0.03126,0.86978,-0.14673,0.86034
12.57770,13.60864,-1.01357,0.72452,1.24088,0.05126,0.76924,-0.38783,-0.27741
12.43099,13.66975,-0.40919,1.29401,0.07433,0.49648,0.70005,-0.01738,0.08097
12.99019,14.17056,-1.11079,1.25105,1.05484,0.46184,1.01155,0.07888,0.68691
12.60237,13.37610,-1.87266,1.45399,0.92263,0.19183,1.11489,0.40331,0.86728
13.19009,13.59057,-0.81071,1.42637,0.71776,0.28768,0.78386,0.27910,-0.08127
13.14186,13.81526,-0.02839,1.30816,0.28263,0.31283,0.82437,0.14972,-0.10836
13.06836,13.82398,-2.42409,0.81789,0.63101,0.29656,0.83675,0.08669,-0.44734
12.67255,13.26909,-2.60710,0.80753,1.01662,0.22912,0.75471,-0.38512,-0.51692
12.83908,13.81150,-1.26503,1.35641,0.79235,0.44719,0.87067,0.15190,0.73393
13.03025,13.79175,-1.50224,0.86599,1.30853,0.08151,1.16240,-0.36446,-0.68956
12.55614,14.00586,-2.90834,0.87407,1.33940,0.06391,0.79913,0.26604,0.76348
13.07032,13.34664,-0.65617,1.03678,0.85169,0.01322,1.00152,0.22563,0.08627
12.45853,13.77985,-1.88895,1.33579,1.41509,0.09505,0.97676,0.30045,-0.99248
