# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
13.15996,14.31992,-0.56748,1.17340,0.26496,0.20805,1.16944,0.37893,0.20064
13.12956,13.33944,-2.76146,1.11968,1.03713,0.41655,0.95683,0.10447,0.71036
13.20516,14.18492,-1.82433,1.01871,0.61159,0.38559,1.04670,-0.34275,-0.92171
12.44190,14.39328,-2.48216,1.34463,0.26650,0.32233,1.05700,-0.26969,0.11012
12.55393,13.57838,-2.55107,1.22626,0.55075,0.20854,0.94291,-0.10987,0.36791
13.10243,13.31447,-1.05701,1.23192,1.31434,0.41820,1.05878,0.16792,-0.99199
13.05069,13.57218,-0.88476,0.88540,1.47816,0.26293,0.98646,0.32773,0.36429
12.72873,13.74785,-2.06314,0.77181,0.30149,0.40480,0.75984,0.11369,-0.51247
12.94738,13.87091,-0.04934,1.24586,0.43697,0.04232,0.99029,0.21396,-0.99945
12.98874,14.02937,-1.97177,1.06512,1.03130,0.44714,0.97182,0.20376,0.78751
12.40996,13.92346,-0.86145,0.80252,1.13954,0.19156,0.90585,-0.20038,0.95676
12.88029,13.44880,-1.80526,1.07295,1.37084,0.28056,0.70501,-0.07766,-0.94670
12.58082,13.28539,-0.39513,1.41671,0.21057,0.39737,1.09618,-0.17400,-0.73086
13.14290,13.57189,-1.09620,1.35216,1.14242,0.20174,1.16902,-0.30967,-0.93749
13.09407,14.38496,-1.01517,1.02443,1.19437,0.12633,0.70729,-0.18428,0.76168
13.04856,14.35458,-0.14971,1.36652,0.66032,0.33853,0.78165,0.00770,-0.48923
13.28740,13.82246,-0.23589,1.41429,0.54968,0.02635,0.95534,-0.04960,0.74860
12.51745,13.44606,-0.22529,0.86169,0.83086,0.47166,0.70949,-0.21609,0.65970
12.73202,13.26205,-0.31239,1.15066,1.06662,0.47755,1.28416,0.20704,-0.23675
13.14260,13.62594,-1.00377,1.06129,0.72374,0.27489,0.91413,0.01934,-0.72847
12.96249,13.95806,-2.89625,1.33669,1.16501,0.37079,0.72372,-0.14723,0.54422
12.99841,13.74709,-2.17016,1.10572,1.12746,0.00205,1.04944,-0.31397,0.31153
12.54301,13.50576,-2.53580,0.93140,0.29181,0.02586,1.21564,-0.08383,-0.52404
12.91303,13.73980,-1.04278,1.19625,0.06612,0.26495,1.06073,-0.49078,-0.38790
12.95025,14.04049,-0.13682,0.95352,0.22362,0.30702,1.29006,-0.09904,0.91889
13.04143,13.37738,-2.55368,1.35212,0.53402,0.49582,1.29485,-0.01904,0.26623
13.00090,13.78347,-1.86413,0.87479,1.27011,0.03582,0.75908,-0.06363,0.26470
13.16069,14.16973,-0.98663,1.36905,0.15360,0.00325,1.22838,-0.45564,0.32659
12.58762,13.93361,-0.13140,0.71297,1.12850,0.01922,0.75441,-0.19450,-0.17115
13.06232,14.33367,-2.67642,1.07675,0.08491,0.46850,0.78387,0.32942,-0.57487
12.97632,13.79290,-0.02585,1.35393,0.77036,0.33471,1.27890,-0.39182,-0.39057
13.15434,13.58918,-2.92739,1.04350,1.13399,0.18086,1.07685,-0.37237,-0.51288
12.72514,13.94828,-0.78645,1.03250,0.27064,0.12547,1.18679,-0.06588,0.73780
12.53110,13.36371,-1.95547,1.47732,0.80668,0.15173,0.70824,-0.23146,0.97960
12.70989,14.24459,-1.25926,0.81096,1.22526,0.19143,1.22264,-0.45318,-0.39333
12.63558,13.61706,-2.48508,0.82356,0.86150,0.02090,0.75741,-0.09648,-0.24772
13.13171,14.00240,-0.85628,0.81734,1.28661,0.02983,0.71269,0.45602,0.71409
12.41340,13.44032,-0.64379,1.07536,0.76827,0.43003,0.98148,-0.00195,0.32212
12.86804,13.87844,-2.58937,0.98202,0.27679,0.02778,0.89177,0.38337,-0.58815
12.58903,14.27559,-2.82374,0.90033,0.77593,0.42806,1.21780,0.25947,0.20070
13.17031,14.25684,-2.76918,1.45279,0.31058,0.07101,1.01466,0.12106,0.94673
12.97511,14.19342,-1.62555,1.42819,0.22895,0.37246,0.74367,-0.38625,-0.84179
12.40299,13.95917,-2.65069,0.79568,0.23921,0.49523,0.93276,-0.36484,-0.82953
13.13464,13.45512,-1.16963,0.73862,0.18636,0.28363,0.90442,-0.25154,0.35304
12.70468,14.17608,-1.03047,1.20795,0.49464,0.37449,1.18886,-0.35089,-0.79056
