# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
13.01382,13.24593,-1.19061,1.49839,0.13879,0.41999,0.76415,-0.23885,0.85999
12.72306,14.36253,-0.51937,0.72085,0.69677,0.45105,0.80766,0.09573,-0.36561
13.07700,13.53571,-2.85947,1.04924,0.12684,0.38110,1.10581,0.43104,0.76788
12.87060,13.31716,-2.11117,1.38730,0.23321,0.48216,1.04164,0.45603,0.37961
12.70318,13.96450,-2.82898,1.46289,0.59575,0.37505,1.04673,-0.36655,0.18427
12.41861,13.47224,-0.50108,1.03291,0.53830,0.39749,1.29451,0.35615,0.47719
12.99786,14.29922,-1.50018,1.47014,0.28777,0.29876,1.17364,-0.14284,0.10144
12.86607,14.23815,-2.14950,1.30397,0.43391,0.40457,0.76098,-0.41852,-0.77371
12.65891,13.43269,-0.97318,0.84804,1.28471,0.32551,0.96404,0.15831,0.52862
12.54857,14.38526,-1.04366,1.18972,0.33921,0.42609,1.21914,-0.26748,0.00243
12.78874,13.97144,-0.09916,0.87378,0.14515,0.20269,1.20689,-0.27982,0.18677
12.72453,13.20827,-0.47692,0.97264,0.37042,0.02338,1.17362,0.34832,-0.22865
12.93467,13.87351,-1.31487,1.29664,0.46539,0.07842,1.27579,-0.42006,0.02735
12.91777,13.36443,-0.95328,1.19142,0.15079,0.19750,1.08667,-0.22077,0.78962
12.81197,13.50573,-0.16234,0.70679,1.34781,0.26394,0.71433,-0.33219,-0.32792
13.03035,13.78683,-1.47235,0.93867,0.78576,0.03107,1.00524,0.08600,-0.85834
13.01709,14.37518,-1.02179,0.80351,0.56573,0.28182,0.72222,0.17516,-0.02523
12.71538,13.52212,-2.15188,0.86092,1.27068,0.08019,0.82625,-0.31050,-0.04101
12.81690,14.05262,-1.51691,1.38529,1.32349,0.47326,1.15581,0.00899,0.00141
12.97203,13.24683,-0.58675,1.45272,1.17546,0.37120,0.98076,0.18977,-0.67490
12.59110,13.86895,-1.19934,0.94705,0.04032,0.43661,0.89046,-0.26417,0.54201
12.84007,13.57183,-2.76017,0.92109,0.51456,0.04855,0.91369,0.13622,-0.34311
13.02717,13.68841,-0.12685,1.40145,1.23809,0.48120,0.86299,-0.26959,0.15471
12.47450,14.28929,-2.58082,0.77354,0.23295,0.26424,1.11920,-0.42787,0.36978
12.77350,14.08010,-0.43531,1.46943,0.24501,0.27169,1.09297,-0.08599,-0.42034
12.41023,13.25602,-1.66609,1.31337,1.29372,0.14100,0.80257,-0.44536,0.20560
