# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
12.73264,13.70899,-2.93917,1.08962,1.39796,0.31156,1.18803,0.20790,0.40251
12.90302,13.39081,-1.37031,0.96609,0.47552,0.37440,1.24611,0.28597,-0.27941
12.60244,14.16036,-2.85216,0.87105,0.20656,0.13740,1.24384,-0.00075,-0.37352
13.05238,13.97095,-1.51974,0.99607,1.32392,0.42541,1.02489,0.40040,0.04289
13.18474,14.14645,-0.02347,1.02606,0.11604,0.41855,0.93757,0.02547,0.22152
13.17816,13.69212,-0.95410,1.19240,1.13647,0.09389,0.80877,-0.31056,-0.48211
13.00062,13.63746,-1.22987,1.27469,0.01592,0.07820,0.70024,0.33816,0.25396
12.72238,14.36318,-0.86931,1.19306,1.04883,0.49172,1.24656,-0.10294,0.99636
13.07860,13.91861,-1.61971,0.82407,0.43939,0.04658,0.85327,-0.16808,0.73615
12.77272,13.29859,-1.86580,1.27488,0.53463,0.04309,1.27199,-0.15626,0.30978
12.41823,13.42651,-0.98294,0.79013,0.29643,0.48209,1.09410,-0.41649,-0.99758
12.82422,13.91063,-2.19968,1.25428,0.86034,0.07995,0.90500,0.33192,-0.08445
12.78276,13.22382,-2.07526,1.40946,1.00668,0.29625,1.22982,0.06363,-0.22605
13.21879,13.96412,-1.85552,1.36112,1.27892,0.17156,0.77413,-0.39951,-0.79787
13.16012,14.14480,-2.75713,1.27523,1.45201,0.19008,1.11782,0.19582,-0.89484
13.14407,13.85731,-0.55762,1.01767,1.09264,0.29819,1.00587,-0.16594,0.10713
13.12963,14.31144,-2.82137,1.04450,0.54168,0.38682,0.72034,-0.17663,0.03075
12.87689,13.66865,-2.70650,0.72972,0.78242,0.26643,1.06315,0.34676,0.98192
12.97300,13.75744,-0.59779,0.81861,0.70560,0.37261,0.82336,0.24587,0.48569
12.78401,13.24600,-2.95373,1.25436,0.51465,0.35369,1.21973,-0.12167,0.54921
12.41902,14.12569,-0.40603,1.00663,0.65938,0.18939,0.88311,-0.44075,0.21201
13.03981,13.45849,-0.42055,0.75899,0.43051,0.28339,1.09810,0.40918,0.34915
12.67288,13.89578,-2.55972,0.82145,0.86016,0.38149,1.01381,-0.19776,0.53466
13.25345,13.25046,-2.99015,0.90246,0.87874,0.03670,1.04415,-0.28757,-0.09265
12.40924,14.18241,-2.99977,0.79259,0.35399,0.41124,1.16413,0.15900,-0.24159
12.76305,13.70323,-2.85121,1.40697,1.42591,0.24719,1.28231,0.04709,-0.98895
12.43773,13.47703,-1.84587,1.31135,0.09369,0.49648,1.28823,0.46642,0.42558
13.08606,13.74137,-1.82520,1.32079,1.35418,0.47953,1.21402,0.24965,-0.94901
12.98405,13.20516,-0.26526,1.22848,1.34826,0.19531,1.15842,0.17304,-0.59241
12.76166,14.10410,-2.28507,0.79662,0.18579,0.30799,0.78336,-0.21618,-0.56588
12.58700,13.26289,-2.70137,1.14110,0.61928,0.32107,0.91939,0.21076,-0.35487
13.22703,14.11399,-0.05189,0.92495,1.08814,0.15368,1.20887,-0.31213,0.63836
12.81712,14.22834,-0.43485,0.71071,1.32125,0.36443,0.96841,-0.03968,-0.63997
13.14626,13.87341,-2.83292,1.44789,1.06639,0.36458,0.76335,0.00538,0.15146
12.52167,13.94078,-0.61908,1.27145,0.61721,0.32134,1.14247,-0.47636,0.41068
12.82202,14.28556,-1.57510,0.84777,1.00374,0.12002,0.72540,0.37914,-0.13903
13.16349,14.30714,-2.00302,1.03772,0.88088,0.09460,1.15332,-0.08201,-0.89777
12.91269,13.32236,-0.21330,1.24279,1.47547,0.44904,1.10392,0.37982,0.83240
13.19046,13.42393,-1.38979,1.13992,0.05331,0.26268,0.78290,0.05066,-0.44308
12.60668,13.52868,-2.98897,1.46332,0.91154,0.12572,1.14781,0.17332,-0.28499
12.47192,13.71313,-2.34058,1.22869,0.26676,0.47222,1.24011,0.13667,0.11011
12.80802,13.64882,-1.55355,0.70411,1.26318,0.02441,1.27308,-0.29101,-0.11849
12.75619,13.22896,-2.64698,1.18579,0.09245,0.03495,1.29828,-0.39178,0.10098
13.07252,13.76996,-0.22561,1.40345,0.25199,0.31623,0.85043,0.11613,-0.93741
13.19902,13.30791,-0.35072,1.48765,0.80392,0.28030,1.24542,0.43362,0.27542
13.29489,13.88487,-0.08633,0.70340,0.84893,0.49183,0.91298,0.14955,-0.86654
12.44807,14.01874,-0.62881,0.75812,1.36631,0.26764,1.24178,0.14561,-0.77351
12.75133,13.26126,-0.68112,0.73592,1.49126,0.24549,0.93534,0.05360,0.43237
12.73237,13.88308,-1.45935,1.35789,1.09607,0.34532,1.09719,-0.44498,-0.18593
13.06245,13.79203,-2.27514,1.27252,0.91488,0.05859,0.80576,-0.01856,0.67108
12.77820,14.09820,-1.77711,1.22185,1.48847,0.22807,1.22825,0.03461,0.57289
13.12662,13.62409,-1.81044,1.28055,1.39885,0.39961,1.23526,-0.45997,-0.33968
13.09963,13.33023,-1.38210,1.21504,1.40702,0.28984,1.28546,0.27672,0.21622
13.16569,14.33747,-2.51499,1.08282,0.01691,0.10981,0.86344,-0.45707,0.47292
12.99118,13.34500,-2.55288,1.31730,0.36367,0.20315,1.25533,0.35214,-0.24992
13.26910,13.61271,-1.60021,1.27951,0.74151,0.28906,0.95270,-0.22674,-0.28055
12.43029,14.27947,-0.77444,1.34508,0.99803,0.37252,0.86029,-0.23453,0.77314
12.81752,14.35406,-2.11715,1.04097,0.85162,0.27436,1.09984,-0.17720,0.39175
12.63004,14.13576,-2.41107,0.70115,1.07560,0.31214,1.13642,-0.38329,0.96527
12.56360,13.82567,-0.98680,1.00414,0.11189,0.13979,0.89648,-0.23153,-0.77078
13.14722,13.51009,-0.94475,1.10953,0.62905,0.45945,1.26316,0.17861,0.50420
12.81021,13.46017,-0.20045,1.02048,1.29766,0.27254,1.04805,0.19785,0.35268
12.98310,14.31797,-1.79356,1.15867,0.02720,0.29670,0.85155,-0.21694,0.83901
13.27555,13.30800,-2.71380,0.85006,0.17800,0.18918,0.88406,-0.22099,-0.38433
12.95069,13.66812,-1.91449,0.95415,0.72210,0.31121,1.21672,0.14628,0.12386
13.23035,13.96983,-2.40530,1.48046,0.98160,0.28934,1.06223,-0.11414,0.99799
13.16870,14.29169,-2.98250,1.10637,0.24164,0.48575,0.93087,0.21473,-0.42347
12.49694,13.20090,-0.38880,1.39274,0.32066,0.27676,1.13466,0.10774,-0.08774
12.77502,14.20299,-1.41358,1.49788,0.91925,0.39392,1.29325,0.04063,-0.46067
13.21921,13.40899,-2.34787,0.86747,0.09819,0.31637,1.09851,0.00098,-0.21097
12.70252,14.10277,-0.97204,0.78908,0.71461,0.02170,1.20294,0.30851,-0.27292
12.83759,14.18866,-1.71883,0.79636,0.64574,0.25209,0.79376,0.30856,0.61906
12.58997,13.66868,-0.60721,1.33422,1.00025,0.49463,1.09916,-0.12351,-0.71598
12.69300,13.85946,-0.78742,0.97597,0.87969,0.16277,1.08309,-0.22558,0.21636
13.17331,13.47767,-0.60704,1.33790,0.16744,0.24549,0.97006,0.35102,-0.13569
12.69147,13.30212,-0.62419,1.29672,0.86532,0.29736,0.98288,-0.15673,-0.54537
12.88444,13.60474,-0.13291,1.33806,0.65420,0.47454,1.13896,0.20033,-0.55005
13.25373,13.27521,-2.42404,1.19889,0.46884,0.00247,0.89898,0.12152,-0.79482
12.99550,13.65369,-1.39589,1.21220,0.12176,0.33487,0.76670,-0.27767,-0.52193
13.03980,13.50886,-0.36429,0.96418,0.25926,0.44160,0.92033,-0.23754,-0.13753
13.12552,14.22064,-0.85993,1.45881,1.00629,0.07272,0.93547,-0.36067,-0.82907
12.47285,14.08988,-1.24194,1.05743,0.71575,0.07396,1.20424,-0.08403,0.63153
12.77997,13.39578,-2.96009,1.41984,0.52983,0.34040,1.08172,-0.37007,-0.84399
13.16204,13.58401,-2.56972,1.10570,0.86062,0.17189,0.86588,0.23530,0.01473
13.24626,13.64419,-2.34597,0.83487,0.86778,0.09804,1.04152,-0.46624,-0.54989
12.53276,14.21910,-1.72052,1.15463,0.04099,0.02412,1.12949,-0.35912,-0.81796
12.86040,13.72695,-0.26945,1.10596,0.85046,0.24336,1.27878,0.18288,-0.81570
12.71790,13.34410,-2.92266,1.40675,0.67928,0.36510,1.25265,0.03739,0.82245
12.59369,14.29940,-2.99545,0.93521,1.40193,0.44210,0.96683,-0.40983,-0.69321
12.66260,13.57411,-0.66781,1.08859,0.31971,0.29565,0.95799,-0.32280,-0.59731
13.28696,13.76667,-2.35184,1.38147,1.23289,0.41700,1.13961,0.38085,0.82759
12.48464,13.58993,-1.83156,0.79684,0.65787,0.09726,1.28819,-0.12143,0.70939
12.57472,13.54532,-1.85181,1.07581,0.13230,0.29462,0.77670,0.24727,-0.79053
13.28727,14.39448,-2.64716,1.22469,0.93225,0.21963,1.15666,0.18473,-0.42173
12.74934,13.70164,-1.29657,1.15895,1.08041,0.03604,0.83097,0.27633,-0.72676
12.48754,13.97525,-1.38581,0.90702,0.58037,0.35751,1.09604,0.31723,0.28978
12.84245,13.21447,-0.08720,1.34308,0.73880,0.25980,0.99046,-0.16973,-0.13768
13.15341,13.43672,-2.10282,1.49187,0.46914,0.16310,1.24970,0.13928,0.92742
12.42752,14.38528,-2.89391,1.01903,0.14874,0.01394,1.23941,-0.19821,-0.62150
12.46293,14.01973,-0.75545,1.39237,0.27206,0.23087,0.71715,0.28554,0.48834
13.12620,14.06938,-1.72717,0.72637,0.02125,0.43534,0.76284,-0.03152,-0.64078
12.59282,13.73904,-0.16562,1.39625,0.18423,0.03671,1.08707,0.15576,0.82662
13.23775,14.09471,-0.34710,0.88457,0.24720,0.31217,1.25777,-0.21404,-0.06286
13.29351,13.86057,-2.65626,0.78155,0.74460,0.25553,0.98897,0.33185,0.39575
