# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
12.87944,13.36446,-2.41939,1.05818,0.19177,0.28558,1.04442,-0.32654,-0.95175
12.72362,14.09699,-1.74775,0.99519,1.23570,0.06588,1.21092,0.05213,-0.31916
12.88203,13.88787,-2.53453,0.73470,0.06114,0.12314,1.23809,-0.13940,0.78542
12.90537,13.88673,-0.42506,1.00754,0.94565,0.03687,0.82892,0.05130,0.35134
13.16522,13.50481,-0.77349,1.06881,1.12361,0.08052,1.18701,-0.29890,-0.83211
12.53039,13.88221,-0.48677,1.48606,0.33324,0.40976,1.16435,0.40745,-0.45233
13.14702,13.36390,-0.05724,0.89939,1.31680,0.19312,1.06793,-0.41396,-0.27321
12.50240,13.57295,-2.68296,1.02166,1.31362,0.32696,1.23702,0.43450,-0.30218
12.64739,14.17943,-1.93887,0.97292,0.14591,0.29598,1.26001,0.22847,-0.23059
12.80740,13.48712,-0.24547,0.73340,0.71006,0.31395,0.85274,0.13941,0.94162
12.62504,13.22027,-1.75253,1.19369,0.11699,0.10237,0.83226,0.13376,-0.59110
12.60770,14.14657,-2.24001,1.00674,0.95770,0.16585,0.88778,0.44203,-0.21526
12.41332,13.25875,-1.23251,1.33723,0.12397,0.19442,1.03555,0.05127,0.38343
12.52332,13.56608,-0.89282,1.12921,0.64019,0.40942,1.02685,-0.10238,-0.98438
13.05470,13.33655,-2.51113,0.71909,0.22885,0.03728,1.23522,-0.29548,-0.46720
12.93165,13.75054,-0.17837,1.12363,1.49480,0.08690,1.03417,-0.34177,-0.64949
12.72507,13.20825,-1.93296,1.21397,1.21894,0.41161,1.01133,0.00420,-0.09166
12.97909,13.94023,-2.67355,1.25720,0.11870,0.10977,0.83579,-0.10471,0.83781
13.19587,14.24606,-2.36739,0.77301,1.22864,0.46229,0.76685,0.04086,0.36542
12.58059,14.19631,-1.89587,0.70595,0.32551,0.39942,0.95960,0.16776,-0.20076
12.46281,13.51406,-0.72534,0.79381,0.64706,0.42491,1.26292,-0.46599,0.43851
13.14894,14.20725,-2.15406,1.01291,0.60898,0.31346,0.76151,0.40844,0.87507
12.83560,13.51613,-0.55313,1.48056,0.94650,0.00500,1.11430,0.48121,0.70200
