# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
12.87547,13.60256,-1.10677,0.95822,1.13902,0.46617,0.86755,0.15175,0.50090
13.22116,13.69383,-2.52784,1.05354,1.18505,0.14438,0.92943,-0.01371,-0.00932
12.73700,13.99534,-2.63326,1.18966,0.32955,0.19435,0.75635,0.28952,0.87699
13.12415,14.19452,-0.01687,0.83788,1.29508,0.23604,0.75954,0.17920,-0.74010
13.29241,13.74126,-0.53922,1.45427,0.20665,0.24285,1.12007,0.45553,0.85868
12.64471,13.67695,-0.16530,0.75555,0.45689,0.37240,1.00845,0.30694,0.56023
13.00686,14.33754,-0.02394,0.98873,1.27208,0.14803,0.74284,-0.09719,-0.69270
12.92331,13.56024,-0.62480,1.29206,1.29320,0.09571,0.94613,-0.26954,-0.73869
12.91221,13.21796,-2.40803,1.48689,1.05909,0.19932,1.29340,0.47843,0.64833
13.26610,13.36477,-1.26684,1.20599,1.06952,0.48440,0.91313,-0.44271,0.58748
12.68457,14.08549,-1.89528,1.38867,1.21440,0.10540,1.04428,0.02924,-0.12326
13.05121,13.51439,-0.67729,1.44143,0.57444,0.15690,0.73091,-0.16845,0.39584
13.09595,14.02510,-2.77952,0.85010,1.22801,0.07846,1.06110,0.05998,0.22382
13.23633,13.22160,-1.08224,0.75658,1.16253,0.11193,1.04048,-0.43957,0.45333
12.81547,13.88101,-2.42158,0.78129,1.16076,0.26812,1.21165,0.33568,-0.18782
12.73476,13.45259,-2.95619,1.12526,0.70315,0.01177,0.76554,0.40144,-0.75782
12.87594,13.89225,-2.73552,1.47297,0.19114,0.47292,0.91510,0.36169,0.38340
12.49639,14.07316,-1.81968,1.44216,0.08751,0.03508,1.13550,0.04180,0.20442
12.66277,13.45904,-0.09738,0.71507,1.28205,0.47550,0.78319,-0.21835,0.26355
12.51674,13.73785,-1.03446,1.11068,0.64369,0.35944,1.28882,0.44264,0.21819
12.41832,14.19242,-1.53914,1.23182,0.85867,0.25380,0.86541,0.39575,0.21216
12.91726,13.37649,-1.95256,1.20089,0.92597,0.04788,1.19899,-0.32553,-0.47106
12.44134,14.27093,-2.23910,0.84049,1.09932,0.24943,1.12043,-0.09863,-0.12784
12.58851,14.19205,-0.10113,1.21661,1.49133,0.22198,0.96367,-0.03742,0.79412
12.56055,13.88269,-2.31863,0.79159,0.67921,0.18528,0.72535,-0.34926,0.05052
12.65771,14.03124,-1.98211,0.71686,1.00426,0.20603,1.21139,-0.41818,-0.15598
13.03467,14.23464,-0.47298,1.20867,1.17529,0.25405,0.82072,-0.01596,-0.18608
12.97810,13.23922,-0.36315,1.39325,1.48720,0.04550,0.96221,-0.49288,0.43215
13.01759,14.20262,-2.20840,1.36041,0.60541,0.19298,0.94560,0.15863,0.22537
12.73595,14.18259,-2.12130,1.30328,0.23866,0.23166,1.10624,-0.27781,-0.45777
13.14504,13.41171,-1.16176,1.42734,0.76843,0.48103,0.89433,0.46251,0.14568
12.41928,13.90096,-0.52314,0.87162,0.12157,0.29550,0.81421,0.44163,-0.90165
12.55845,14.21626,-2.15035,1.24321,0.55153,0.06622,1.28739,-0.47913,0.86411
13.12995,13.95759,-2.49513,0.80571,0.04272,0.26516,0.95832,0.15782,0.93783
13.25528,13.84176,-0.14869,0.86830,1.32874,0.16996,0.84431,-0.09524,0.44307
12.59188,13.91598,-1.57753,1.23697,0.78430,0.24866,1.09974,0.29396,-0.15197
12.42522,13.47379,-2.59151,1.13388,0.28219,0.25921,0.71595,0.18389,0.34755
13.23402,13.86756,-2.83878,1.29345,0.40939,0.48982,0.83464,0.12007,0.46719
12.40138,13.54653,-0.63630,1.21121,0.90667,0.26688,1.04545,0.02663,0.52293
12.81922,14.31904,-2.06184,1.16616,0.59478,0.33253,1.05047,-0.49194,0.10629
12.46010,13.44723,-2.92043,0.74512,0.03874,0.16774,1.08193,-0.23274,-0.37759
13.12828,13.63175,-2.46919,1.47302,1.24817,0.48309,1.09882,-0.30444,0.43565
12.62757,13.47791,-0.08040,1.49569,1.03904,0.11311,0.78525,0.32694,0.14400
12.41579,13.34198,-0.76420,1.45872,0.36345,0.38054,0.83118,-0.49270,0.25636
13.10864,13.75788,-2.35763,1.37271,0.14709,0.04404,1.13582,0.23493,0.40227
12.43142,14.25444,-0.04443,1.06630,0.66644,0.26145,1.08545,0.09920,0.65561
13.06553,13.85938,-2.18600,0.85608,0.50302,0.11438,0.70565,0.06847,-0.26254
12.95611,13.74631,-1.82062,1.35656,0.39621,0.45633,1.08392,-0.27296,-0.53011
12.65835,13.84099,-2.46193,0.84808,0.93361,0.41041,1.26439,-0.31570,-0.64779
12.42011,14.17823,-2.88084,0.73245,0.48592,0.24722,0.75077,0.06972,0.04952
13.13914,13.51126,-1.23528,1.37308,1.18622,0.02750,1.03844,-0.30337,0.53455
12.40429,13.94081,-1.95740,0.89263,1.48356,0.34760,0.76314,-0.07914,0.18491
12.55766,13.72888,-0.94616,1.10623,0.27373,0.47341,1.28971,-0.19918,-0.17409
12.80152,13.84573,-2.33510,1.20336,1.13593,0.18134,1.09838,0.42962,-0.92545
12.97386,13.69069,-2.16835,0.93253,0.94191,0.10254,0.98378,0.10572,-0.55483
12.42226,13.47065,-1.93554,1.09263,0.47763,0.37746,1.27537,-0.08184,-0.45417
12.40735,13.88130,-2.82760,1.44664,0.25031,0.36720,0.95233,-0.36831,-0.08137
12.94385,14.17137,-2.37048,1.45795,0.95123,0.47664,0.70943,-0.38401,-0.22674
13.01946,13.62146,-0.98838,1.38734,1.04136,0.07968,1.03394,0.11077,0.30187
13.14482,14.13933,-1.12095,1.43193,0.66855,0.06941,0.70464,-0.11528,-0.96805
12.95260,14.03893,-1.03906,1.17033,0.65410,0.47945,1.25781,-0.26922,0.94125
12.64273,14.24852,-0.63667,0.82900,0.98395,0.27299,0.95973,0.33314,0.74862
13.21325,13.94863,-2.00670,1.23444,1.12212,0.43526,0.94048,0.38055,-0.98679
13.09829,13.27186,-2.14930,0.70217,1.08463,0.05258,1.25303,-0.22607,0.10970
13.09022,13.61703,-2.22863,0.85711,1.23377,0.03871,1.22579,0.16105,-0.59218
12.68680,13.29585,-2.15838,0.78708,0.63866,0.06144,1.09716,-0.01470,-0.92062
12.50091,13.52913,-0.25475,1.23494,0.91470,0.34800,0.77069,0.27527,-0.32450
12.75323,13.76451,-2.99218,1.32190,0.12832,0.05489,0.98874,0.15339,0.45649
12.92129,13.51331,-2.74525,0.79276,1.23934,0.44531,0.70545,-0.41252,0.30459
12.60281,13.60070,-2.82820,1.14915,0.60267,0.45037,1.09931,-0.37744,0.57332
13.11950,13.43702,-2.17090,1.43365,1.28076,0.27071,0.76270,0.24127,-0.08348
12.73745,13.50614,-2.83069,1.08238,0.25890,0.20408,0.77800,-0.24282,0.65249
13.29930,13.73281,-2.71690,0.75039,1.49678,0.32432,0.84354,0.31838,-0.16617
12.73535,13.79481,-0.35115,1.39870,1.34995,0.15759,0.92217,0.47300,0.55353
12.99423,14.07532,-0.44763,0.92430,0.74940,0.40158,0.96694,-0.04810,-0.77541
12.72164,13.83104,-1.50693,1.25995,0.15325,0.29300,1.13994,-0.29266,-0.29857
12.89263,13.46981,-0.68129,1.13918,1.45011,0.33310,1.18282,-0.31574,0.41971
12.66971,13.51261,-0.18130,0.82015,1.44059,0.43486,1.15560,-0.14713,0.92404
12.89593,14.18305,-0.61830,1.04231,0.81990,0.30566,0.98781,0.07651,-0.44811
13.14745,14.11459,-0.45923,0.88347,0.59474,0.04190,1.15265,0.02690,0.46277
12.96821,14.13155,-2.26112,1.23175,1.00547,0.21154,1.02141,0.41746,0.44248
12.62190,14.09205,-0.83931,1.07192,0.71897,0.44202,1.11637,-0.20542,-0.86475
12.92134,13.88289,-1.11438,1.43260,0.40390,0.07083,0.90383,0.40583,0.31053
12.47690,14.07911,-2.70076,1.28361,1.19447,0.17615,0.76436,-0.27678,-0.29925
13.04479,14.38047,-2.26544,1.30352,1.40170,0.24843,1.18911,0.37483,0.62748
12.42832,14.38999,-0.83119,0.81948,0.51397,0.32590,0.70199,-0.28738,0.24921
12.60646,13.60931,-2.74700,1.09596,1.35338,0.20901,0.90143,-0.06260,0.76596
12.76420,14.04624,-2.98098,0.81862,1.15724,0.30628,1.20774,-0.40209,-0.51666
12.94923,14.20842,-1.82416,1.13920,0.39366,0.28697,1.03648,-0.13273,-0.14710
13.28348,13.34348,-2.47734,0.77967,0.82566,0.31568,0.95494,0.20084,0.88212
13.07508,14.28937,-1.04192,0.70725,0.17318,0.43254,1.07943,0.10859,-0.00001
13.24011,14.00194,-1.76187,0.80150,0.52292,0.34226,1.08380,-0.47277,-0.46598
13.06359,13.91617,-1.23616,0.81580,1.20140,0.27623,1.28926,-0.22696,-0.41579
13.11089,13.91819,-2.23630,0.83155,1.31238,0.25753,0.77146,-0.13413,0.47131
12.63919,13.47957,-2.85896,1.28998,0.14387,0.22290,0.84702,0.02469,0.07495
12.65307,13.41929,-2.57259,1.45392,0.90431,0.09416,1.04330,0.08010,-0.04458
12.87107,13.56018,-0.86151,1.09242,0.63818,0.38526,0.77852,-0.04251,-0.56732
12.77293,13.49381,-1.60639,0.73305,0.87711,0.47027,1.13792,-0.26106,0.51635
12.65855,14.03204,-2.61213,1.29758,0.41945,0.10185,0.92373,0.31275,0.35553
13.06986,13.81321,-2.37157,0.82775,0.53848,0.29790,1.02278,0.48461,-0.91599
12.65806,13.45209,-1.61425,0.95455,1.36025,0.27990,1.26789,0.07712,-0.57024
13.23463,13.45470,-1.27927,1.18027,0.40464,0.29807,1.08197,0.48688,-0.28425
12.87844,13.27123,-0.57102,1.04255,0.17740,0.17402,1.19082,-0.33670,0.25739
