# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
12.52801,13.38835,-1.39938,0.76366,1.04631,0.41487,1.14191,0.39635,-0.89994
12.60409,13.72669,-2.70203,1.34672,0.16791,0.48443,1.22179,-0.08043,-0.32725
13.10048,13.69209,-1.53264,1.18594,0.06433,0.03021,1.21706,0.29903,0.17391
12.99313,13.34255,-2.61417,0.86454,0.97658,0.37472,1.28218,0.34433,-0.01886
13.28544,13.65577,-2.27811,0.91149,1.04052,0.15683,0.80874,0.11434,-0.28812
12.54891,13.89100,-0.04797,0.73146,0.99656,0.18476,0.88166,0.41736,-0.06391
12.52079,13.83161,-2.05583,0.70521,0.84563,0.24990,0.97585,0.46237,0.73412
13.28363,14.28247,-1.20658,0.77836,1.29409,0.46398,0.91209,-0.37775,0.12658
13.06428,13.37058,-0.74624,1.30824,0.34451,0.08943,1.04410,-0.09211,0.25033
12.59314,13.92188,-0.36999,0.78204,0.15073,0.13787,1.02939,-0.40672,-0.34609
13.15860,13.33913,-0.29764,1.20716,1.05520,0.29563,0.98399,-0.10693,0.04143
12.63285,13.21829,-2.12157,1.11230,0.71124,0.30721,1.28314,-0.49579,0.32543
12.51149,13.61207,-1.30771,1.03348,1.18525,0.28463,1.24143,0.19869,0.76268
13.08985,14.09525,-2.45683,0.75212,1.48546,0.10801,1.16872,0.18464,-0.28925
13.23842,13.82991,-1.85184,1.18857,0.67264,0.10830,1.01309,0.41316,0.72898
12.64897,13.41588,-1.57655,1.02556,1.25080,0.30193,1.07687,-0.05545,0.82912
12.97943,14.24330,-2.63659,1.13430,1.40848,0.28717,1.23962,0.18476,0.62905
12.48645,13.91380,-1.95297,0.96271,0.12997,0.41134,1.06182,0.09553,0.09534
12.70416,13.99259,-0.31143,0.70530,1.04662,0.13768,1.19636,0.23723,0.22064
13.28025,14.05521,-0.20958,1.38790,0.17361,0.43445,0.92976,-0.40849,-0.99762
13.28968,13.55550,-2.44135,0.83405,0.85967,0.47101,0.70206,-0.22364,-0.07359
13.27908,14.21679,-2.03125,0.99457,0.34867,0.35763,0.96243,-0.39354,0.04646
12.62546,14.08945,-0.47732,0.89901,0.77341,0.25689,0.91027,0.33403,0.41179
12.42775,14.17925,-2.10577,1.31028,1.23138,0.02561,0.89234,0.18995,0.64989
13.27816,14.18644,-1.17107,0.98160,0.31064,0.02880,0.75676,-0.06381,-0.99427
12.56846,13.75752,-0.40183,1.41285,0.60691,0.26986,1.24636,-0.07041,0.88752
13.00721,14.05506,-2.72668,0.86951,1.24288,0.47799,1.12706,-0.31870,-0.89823
13.25709,14.17713,-2.34399,1.11760,1.40120,0.30913,1.19243,0.39194,0.76604
12.41338,13.86495,-0.82006,1.03874,1.33347,0.38466,1.27316,0.44843,0.33605
12.72890,14.19288,-0.47905,1.00723,0.80632,0.13197,0.96562,-0.20930,0.01120
12.86829,13.55485,-2.62641,1.16792,0.44978,0.02258,1.14390,-0.12604,-0.26949
12.99086,13.67952,-0.11262,1.12093,0.13737,0.49826,0.81218,0.38584,-0.46172
12.97726,13.37134,-2.77378,0.83319,0.73502,0.30182,0.83776,0.16997,-0.61425
13.09796,13.57350,-1.40102,1.39230,1.32581,0.35562,1.04940,-0.31174,0.81153
12.75119,13.79620,-1.49780,1.14867,1.49875,0.46731,1.23840,0.12355,-0.33567
13.14662,14.29979,-1.87892,1.48166,0.15017,0.23035,1.22970,-0.00091,0.98631
12.63782,14.08791,-0.30640,1.03192,1.01237,0.03970,0.71238,-0.46900,0.71239
12.68975,14.33602,-2.23502,1.20180,1.15782,0.04256,1.19490,-0.07005,-0.61972
13.19775,13.49467,-2.29855,1.09531,0.36599,0.12929,0.77857,0.35764,-0.98847
12.91400,13.55490,-2.59473,0.85389,0.17900,0.20186,0.74043,-0.09761,-0.20079
12.68714,14.13206,-1.47736,0.85344,0.55515,0.10289,0.74783,0.43908,-0.74905
13.05049,13.96657,-0.54836,0.71891,0.66934,0.01622,0.99244,-0.49564,-0.44720
12.41211,14.34557,-2.03943,0.72214,0.49586,0.15333,1.11553,-0.20708,0.50933
13.21669,14.04676,-0.87465,1.23011,0.62395,0.35279,0.72067,0.38917,-0.54419
12.68135,13.66925,-0.43786,0.78004,0.63510,0.41609,0.74324,-0.20483,-0.97202
13.04061,14.24317,-1.46570,1.24041,1.20983,0.37972,0.72089,-0.02869,0.80656
12.41442,14.33232,-0.39854,1.48458,1.27822,0.35879,0.83343,0.09837,0.04223
