# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
12.88534,13.59468,-0.53486,0.73685,0.12374,0.12540,1.17106,0.49182,-0.08659
12.57842,13.52300,-2.67708,0.77721,1.44809,0.47588,1.28793,0.16241,0.36877
12.82866,14.01765,-0.34116,0.84999,0.53525,0.38350,0.72491,-0.17782,0.48440
13.08335,13.96942,-0.65147,1.26452,0.17823,0.20800,1.17412,-0.05488,0.78635
13.20359,13.47434,-2.01706,1.24211,0.50471,0.23699,0.93909,0.22722,-0.89468
13.25482,13.51930,-0.02291,1.21514,0.81102,0.21425,0.76449,0.27256,0.04213
12.86223,13.65261,-1.88168,0.74999,0.53164,0.41207,0.79067,0.26711,0.75187
13.25657,14.00756,-1.49125,1.42457,1.06531,0.02940,0.76614,-0.04448,0.59744
12.93853,13.29090,-1.75836,1.30410,1.04165,0.14403,0.79580,0.20827,-0.47298
13.22712,13.73701,-0.11543,1.03663,0.24405,0.25828,1.10961,-0.21949,0.26016
12.74918,13.34509,-1.55216,1.40504,1.00519,0.34112,1.12923,0.24796,0.76147
13.10428,13.93939,-0.41244,1.04164,1.05313,0.21270,1.18673,0.48258,0.91899
12.45355,14.35247,-1.73791,1.45085,0.35716,0.42640,1.27307,0.46577,0.48980
12.48275,13.64799,-2.83719,1.04940,1.10826,0.42331,0.88841,0.34760,0.27858
13.10592,13.67904,-1.36037,0.87416,0.06722,0.18674,0.96414,0.48152,0.67667
12.77643,13.65464,-0.46389,0.88373,0.38782,0.42706,0.73613,-0.34412,0.27996
12.54508,13.99439,-2.05657,0.82366,1.17014,0.34141,1.14970,0.28039,-0.46446
12.72391,14.32610,-2.25021,1.20115,1.25179,0.25830,0.76332,0.23273,-0.81786
12.90221,13.94540,-1.14755,1.06256,0.25896,0.26887,1.24460,-0.13288,-0.62409
12.49175,14.35895,-1.57688,0.85346,0.14030,0.04600,0.90758,-0.31093,-0.78697
13.27724,13.21080,-2.44686,1.39587,1.38847,0.01836,1.14621,0.06643,0.12070
13.14914,13.97081,-1.71931,1.01296,0.23584,0.44981,0.91322,-0.09610,-0.60075
12.93411,13.60911,-2.53242,1.06514,1.28553,0.26798,1.28869,0.01338,0.47959
12.89692,13.49300,-2.51028,0.94083,0.20888,0.20194,0.93208,0.33736,0.57794
12.55195,13.76524,-0.13223,0.79383,1.44678,0.24803,0.75683,-0.36184,0.96182
12.42547,13.89577,-0.37802,0.74134,0.87077,0.45462,1.22771,-0.37711,0.21913
12.44008,14.03728,-2.36565,1.41873,0.90588,0.34349,1.22676,-0.16245,0.05609
12.96867,13.44344,-0.75331,1.47896,0.39598,0.33327,0.97904,0.39823,-0.99547
12.83521,13.47426,-1.69970,1.37904,0.80555,0.00536,0.84195,-0.23420,-0.31920
12.60043,13.71881,-2.53202,1.05324,0.62940,0.20138,1.05244,-0.17110,0.04494
12.90251,13.43350,-1.69493,1.32453,0.83783,0.32224,0.86148,-0.11679,0.74874
13.08599,13.43275,-1.66329,1.06871,0.46406,0.31271,1.13546,-0.31809,0.40065
12.73915,13.95960,-1.38410,1.25421,0.79827,0.33616,1.14353,0.26421,0.83363
12.73954,14.34654,-1.38754,0.97395,0.20161,0.01873,1.07516,-0.06967,-0.81307
12.53863,13.72660,-2.74072,1.47784,1.12059,0.19788,1.04253,-0.13747,0.98937
12.42658,13.64999,-2.11213,1.14509,1.04879,0.11824,1.12429,-0.07884,0.31038
13.13267,14.17617,-2.31816,0.88581,0.74082,0.26942,0.80580,0.40591,0.85848
12.73115,13.55653,-1.08797,0.96308,0.41260,0.02702,1.08028,-0.44181,-0.63648
12.67455,13.77769,-1.11854,1.29352,0.70777,0.49652,1.16931,-0.36244,-0.05545
12.45019,13.23281,-2.50584,0.75897,0.34324,0.47149,1.22524,0.22278,0.43408
12.94649,14.12767,-1.87092,1.12047,0.67681,0.16745,0.81641,-0.20600,0.20344
12.42729,13.89379,-1.13476,1.00304,0.51438,0.32604,1.29214,-0.48225,0.94444
12.41491,13.26590,-2.31033,1.32872,0.60497,0.32178,1.18259,-0.01277,0.64125
13.16510,13.32137,-2.27016,1.42710,0.37843,0.10761,1.11332,-0.07571,-0.50682
13.09629,14.11111,-1.69874,0.81127,1.12616,0.21031,1.00916,0.31623,0.03669
12.75523,14.36681,-0.59959,1.33539,0.95933,0.23584,0.73712,-0.36820,0.34344
13.05701,14.00094,-0.57619,1.17759,0.43503,0.38969,0.71554,0.14653,-0.37785
12.89436,13.94546,-0.55181,0.88556,0.58377,0.47106,1.08384,-0.20705,0.27253
13.02673,14.05498,-1.91512,0.87723,0.60388,0.23864,0.87983,-0.31533,0.82118
12.82708,13.58143,-0.59825,0.96078,0.69585,0.05999,0.98493,0.11377,-0.82284
12.52570,13.62298,-1.10500,1.27041,1.22169,0.01215,1.04133,0.45420,0.57339
12.49609,13.52954,-0.51575,1.41776,0.26809,0.37457,0.92785,-0.36224,-0.75255
12.63288,13.73787,-0.22798,1.29904,1.00470,0.32530,1.07788,0.31021,-0.29289
12.99992,14.27233,-0.54765,0.79228,0.27358,0.06029,0.81044,0.40594,0.14910
12.94025,14.12794,-1.01100,0.94538,0.00223,0.18794,0.82549,0.05182,0.15297
12.55632,13.61692,-0.56285,0.97224,0.90496,0.37354,1.28025,0.44784,-0.34558
12.80729,13.77197,-0.55167,0.84404,0.06193,0.24567,1.23409,0.41820,0.66658
12.76325,13.28529,-1.21223,1.36886,1.47019,0.30765,0.82954,-0.10612,-0.65844
13.27294,13.98055,-1.23634,1.45435,0.25813,0.37503,0.96622,-0.39588,-0.92813
12.48922,13.69170,-0.53528,1.45812,0.45514,0.03519,0.74984,0.38898,-0.62404
12.97989,14.11157,-2.05932,1.03124,0.44553,0.08620,0.99749,0.03181,-0.36050
13.10602,13.77637,-1.40568,1.03816,0.41272,0.06710,1.07646,-0.10899,0.94908
12.68442,14.06848,-0.68029,1.29293,1.37220,0.16068,1.00207,-0.31199,0.21611
