# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
13.17845,13.24752,-2.45038,1.00119,0.60588,0.37504,0.95131,0.48975,0.39907
12.69194,14.17937,-1.76658,1.43126,1.18534,0.18354,1.02190,0.27242,0.14789
12.56203,13.40192,-0.90457,1.06842,1.09947,0.14607,1.19444,0.20528,0.76381
13.03957,14.13531,-0.79570,0.75704,0.74090,0.00862,1.25053,-0.20774,-0.27895
12.89699,13.73864,-2.60528,1.15901,0.50854,0.13032,0.95131,-0.22417,0.43590
12.72714,13.59983,-2.88932,1.48006,1.41177,0.47038,1.16946,0.19820,0.74490
12.63818,13.35442,-1.23755,1.17171,0.43142,0.31577,1.06516,-0.09128,0.10648
12.79669,13.86750,-1.57892,0.82857,1.24747,0.02268,0.70063,-0.30955,0.08228
12.98881,13.73705,-1.76260,1.32427,1.40415,0.34487,1.10693,-0.46180,0.10636
13.05874,13.24664,-0.67840,1.19555,0.31041,0.20651,0.79719,-0.30763,-0.18743
12.48068,14.23685,-1.38861,1.48013,0.42000,0.24358,0.78551,0.14281,0.00364
12.51478,13.50467,-1.96200,1.37498,0.30051,0.29661,0.93099,0.22432,0.63698
12.48693,13.99773,-2.79579,0.86091,0.65376,0.45293,0.84273,-0.28426,0.19487
13.29759,14.33896,-1.36301,1.31921,0.32156,0.05336,1.25756,-0.18179,-0.57009
12.57417,13.23310,-1.74407,1.39969,1.29827,0.25058,0.92061,-0.32139,-0.72674
12.98558,13.52192,-1.84754,1.09928,1.20294,0.23839,0.96626,-0.16628,0.45926
12.47042,13.64768,-2.65432,1.42987,0.84740,0.25428,1.28437,0.37152,-0.96965
12.74829,13.31941,-2.48232,0.70604,0.50115,0.28964,0.71081,0.28552,-0.58499
13.22238,14.24395,-1.49511,0.84657,0.73225,0.31914,1.20128,-0.40575,-0.11351
12.88868,13.91351,-2.26042,1.39465,0.19194,0.28483,0.94597,-0.35310,0.63990
12.52637,14.01700,-1.29315,0.72535,0.75317,0.11017,0.77712,-0.34113,-0.30744
13.02122,14.36591,-1.33797,1.31931,0.12290,0.30190,1.22801,0.38675,-0.41459
12.42601,13.24627,-2.43088,0.81543,0.39908,0.21389,0.84409,0.44923,0.40096
12.41943,13.24860,-1.71654,0.90737,0.83520,0.25108,0.95521,-0.46337,-0.12537
12.93423,13.27407,-0.01330,1.02803,0.66694,0.09501,1.22214,-0.29254,0.26727
12.54889,14.25735,-2.81852,1.14650,0.16815,0.33539,1.28550,0.24880,0.46240
13.10663,14.33038,-1.19022,1.05735,0.55044,0.44818,0.72622,-0.20696,0.12856
12.68228,13.42591,-2.06549,1.47273,1.40121,0.40412,0.97319,0.10214,0.58775
13.15453,13.97432,-0.84036,0.92295,1.14578,0.28508,0.92091,-0.25876,-0.38254
13.16094,13.60563,-1.77820,1.32439,0.92496,0.13456,0.93413,0.49777,0.23372
13.17492,13.76552,-2.49772,1.14773,0.64841,0.37604,1.24697,0.35766,-0.52892
13.02523,13.45634,-1.57120,1.38302,0.47752,0.30382,1.22726,-0.33919,0.89378
13.05773,13.26687,-0.91905,1.32873,0.08356,0.08684,1.07757,-0.46209,-0.85957
12.46311,13.76957,-1.06762,0.73408,0.89158,0.21071,0.83274,-0.05644,-0.82667
12.69835,13.25020,-0.39751,0.84625,0.14833,0.39034,1.28156,-0.17104,-0.41866
13.13131,13.32540,-0.38939,1.11736,1.26940,0.22006,0.83366,-0.07362,-0.81209
12.70384,13.48151,-2.53715,0.78777,0.13534,0.23808,0.91794,-0.37716,0.80012
12.46796,13.49648,-1.58100,0.72212,0.12422,0.36839,0.85287,-0.16053,-0.16658
13.19371,13.64504,-0.55080,1.19615,1.30534,0.06326,1.25136,-0.37657,0.44337
13.18018,13.54907,-0.23980,1.21973,0.46400,0.06927,0.85706,0.02845,-0.91026
13.16611,13.83024,-0.47662,1.24815,0.68261,0.13155,1.18546,0.10021,-0.32507
12.78315,13.43310,-0.60727,1.25295,0.20011,0.13101,1.13055,-0.31125,0.12773
13.13805,14.05670,-2.03600,0.80220,0.53311,0.41092,1.19472,0.35070,0.53491
13.08328,13.71332,-0.15680,1.14758,1.25539,0.31868,1.20834,-0.31856,0.48437
12.76925,13.70132,-1.14058,1.29004,0.84845,0.23048,0.87977,-0.38195,0.63901
12.58424,13.55198,-0.22927,1.47933,0.10382,0.22447,0.97905,-0.28925,0.27101
12.88987,13.77125,-1.18381,1.28682,1.08444,0.14207,1.11989,0.25597,-0.18651
12.53434,14.39954,-2.84090,1.11114,0.49920,0.24511,1.21948,0.26251,0.28052
12.69310,13.94690,-0.80668,0.92739,0.83364,0.04282,0.70307,0.17305,0.81767
12.46541,13.85169,-0.45692,1.17101,1.29435,0.10764,0.93731,0.17183,0.43418
13.10810,13.68017,-2.86040,1.20631,0.11106,0.18118,1.21871,-0.31565,-0.27551
12.55459,13.75423,-2.54326,1.40423,0.27075,0.00885,0.84041,-0.41036,-0.79542
12.74470,13.70546,-2.99477,0.81962,1.15671,0.49392,0.77299,-0.20845,-0.94697
13.24661,13.31644,-0.28698,0.83126,0.28224,0.28165,0.88437,-0.20474,-0.66475
13.01140,14.30622,-0.63604,1.30113,1.13016,0.15362,1.29807,0.11270,0.01722
12.61532,14.12369,-1.64254,1.23137,0.54104,0.12062,1.24855,-0.27742,-0.84668
12.72200,14.10881,-1.17280,0.91128,0.77900,0.30614,0.96982,0.29930,0.33688
12.65463,13.51649,-1.68270,1.39197,1.27063,0.08937,0.98234,-0.15677,0.71693
12.66541,13.57040,-1.76207,0.71089,0.65988,0.09886,1.04443,0.28481,0.50303
13.06079,14.30611,-1.74466,0.85499,1.45277,0.26730,0.80438,-0.12078,0.07627
13.12999,13.25245,-2.35345,1.34449,0.68297,0.29110,1.11211,-0.40006,0.89732
12.63031,13.87515,-0.36544,1.26743,0.55071,0.22390,1.23190,-0.23888,-0.50894
12.53787,13.93095,-1.83673,0.83638,0.30344,0.36112,1.03066,0.26315,0.42996
13.11894,13.52762,-1.35035,1.17787,0.43733,0.03820,0.90951,0.28188,0.88848
12.61473,13.76222,-1.44311,0.94557,0.38921,0.10494,0.92878,0.49526,-0.12300
13.22313,14.09662,-0.63492,1.48110,1.20791,0.44183,1.12151,-0.08151,0.28178
12.43661,13.51149,-1.51307,0.98127,0.01175,0.05638,1.24084,-0.15040,-0.73374
12.95651,13.22067,-0.34915,1.09667,0.54150,0.46257,0.81630,-0.25269,0.61189
13.24024,13.49732,-2.36302,1.38079,0.32293,0.24546,1.19443,0.43381,-0.21059
