# \logM_cut, \logM_1, \sigma, lpha, \kappa, lpha_c, lpha_s, B_cen, B_sat
13.28026,13.47545,-0.43286,0.77949,0.28860,0.24523,0.94593,-0.05311,0.03998
12.42615,13.80102,-1.04469,1.13119,1.23745,0.37165,0.98029,0.44787,0.17541
13.21172,13.44526,-1.43707,1.26109,1.07282,0.44317,0.93360,0.41750,0.77422
12.51326,14.00022,-0.70267,1.08517,1.22391,0.09396,0.81414,0.10585,-0.69278
13.22017,13.32403,-0.35996,0.87972,1.20720,0.00883,1.27773,-0.36739,0.10709
13.22427,13.26475,-0.21971,1.05017,0.36667,0.46522,0.82220,0.16097,-0.29105
13.14445,13.20238,-1.17180,1.12155,0.37841,0.22638,1.13482,0.26798,-0.63177
12.54377,13.97661,-2.92523,1.18256,0.74854,0.40325,1.09114,-0.02649,0.46061
12.54137,13.51041,-2.18569,1.17391,0.03182,0.44017,1.23752,0.05290,0.29697
12.60464,13.46192,-0.90043,1.33261,0.27391,0.44528,0.92725,-0.06343,0.48936
12.94803,14.08022,-2.89654,1.14718,0.68200,0.00095,0.92130,0.48387,-0.83579
13.21935,13.83131,-1.97099,0.99767,0.48759,0.18725,0.97243,0.31328,0.30796
13.14824,14.26569,-1.38060,0.72281,1.22009,0.28510,1.09531,-0.22730,0.45430
12.57539,13.41669,-0.52485,1.38721,0.79528,0.05030,0.82757,-0.14342,-0.25283
13.05104,13.41209,-1.25879,1.28657,0.35731,0.28642,1.14102,0.49205,0.08428
13.25456,13.49976,-2.64936,0.83392,0.80195,0.23869,0.89314,-0.21080,0.21011
13.18709,13.25258,-2.73815,0.75223,1.49622,0.11883,1.08767,0.48562,0.90764
13.08314,14.33492,-1.96328,0.85276,0.79767,0.17193,0.75670,0.12758,-0.01520
12.75037,13.78100,-1.05837,0.75902,1.25101,0.34250,1.13679,-0.13313,0.56670
13.10073,13.36699,-2.29660,0.95561,1.23987,0.24250,0.87868,-0.46108,0.45023
12.98722,14.37428,-0.16964,1.12996,0.34585,0.36843,1.04796,0.19682,-0.82498
13.24207,13.28294,-0.65444,1.46575,1.34726,0.09907,1.00759,-0.30356,0.30317
12.66298,13.29608,-1.94513,0.80389,0.19697,0.13382,0.83896,-0.32247,0.74405
12.65668,13.65271,-1.42068,0.90518,0.06779,0.45563,0.98418,0.36751,0.34081
13.04829,13.86720,-2.49638,0.72304,1.16862,0.21475,0.84031,0.07574,0.06149
13.25455,13.37056,-1.30267,1.41798,1.49815,0.29493,1.23866,0.09852,0.61416
13.03024,14.15665,-0.68379,1.09431,1.23575,0.46214,0.82168,0.23206,-0.49020
13.04898,14.11291,-0.48743,1.48176,0.35101,0.46905,0.85820,0.17909,-0.69557
12.59318,13.94672,-1.54310,0.98088,0.95689,0.10125,1.28373,-0.08445,-0.90171
12.72273,13.96220,-1.65253,1.17954,0.57468,0.26603,0.96905,0.25865,-0.98892
12.50647,13.44107,-0.06438,0.80968,0.57835,0.45907,1.15215,-0.49493,0.97273
12.48522,13.76854,-1.24698,1.09110,1.15038,0.27262,0.73513,-0.40892,-0.72850
13.22707,13.38955,-1.33347,1.22563,0.36824,0.03950,1.15326,0.06799,-0.19398
12.70557,13.64153,-0.52707,1.25405,0.57730,0.32108,1.20048,0.08254,-0.89937
12.73584,13.40592,-2.72536,0.87309,0.32575,0.07157,0.77656,0.28111,0.27298
13.20106,13.96488,-2.03165,1.48799,0.19432,0.34651,0.98063,0.00749,0.51689
12.78360,13.30561,-2.03592,1.44149,0.66436,0.46547,0.77575,0.45700,0.89275
12.66603,13.94246,-2.55307,1.18697,0.18749,0.42758,0.98895,0.29900,0.21358
13.10776,13.22691,-1.62110,1.33720,0.77001,0.14094,0.79921,0.48165,0.60299
13.09576,13.78096,-2.75657,1.18433,0.89186,0.11044,0.82266,-0.35106,0.35645
12.95291,13.33915,-1.63836,0.77045,0.08519,0.28529,0.79520,-0.06825,-0.62478
12.44525,14.09911,-0.71283,1.18786,0.76381,0.30403,0.71362,-0.08966,0.24502
12.49671,14.19994,-1.20804,1.16202,0.74361,0.36604,0.98915,-0.10500,-0.97420
12.67919,14.04522,-2.59726,1.26100,0.18646,0.14114,1.02485,-0.20064,0.06623
12.63604,14.21216,-2.88932,0.71496,0.64395,0.27921,0.88449,-0.24445,0.02931
12.47476,13.59745,-0.12572,1.36749,0.44313,0.37363,0.99474,-0.07689,-0.58311
12.56531,14.30438,-1.46161,1.13318,0.96657,0.25705,1.15591,0.02854,0.49937
13.14822,13.45608,-0.41674,1.24236,0.66598,0.01524,1.11840,-0.31835,-0.46275
12.74816,14.09115,-2.28072,0.94048,0.51223,0.06120,1.13262,0.17126,0.66900
13.27588,14.37574,-1.59900,1.40762,1.09018,0.48764,0.81703,0.37071,0.33570
12.72184,13.44483,-0.94366,0.77120,1.26561,0.45691,1.12725,-0.26195,-0.83436
12.78456,14.39008,-1.17667,0.87712,0.20621,0.20228,0.70688,0.26341,-0.56864
12.75463,13.23289,-1.26815,0.86227,0.50722,0.03238,1.01654,-0.42877,-0.29344
12.74504,13.26867,-0.83934,0.75857,0.89203,0.00905,0.83868,-0.34867,0.94733
13.06151,13.47108,-0.34964,1.44315,1.21973,0.45782,0.94984,0.15189,-0.00865
13.11781,13.32235,-0.59165,0.71123,0.27647,0.43051,1.14880,-0.01967,-0.82574
12.99377,13.41794,-1.76838,0.73855,0.36202,0.31403,1.11507,-0.00355,-0.20435
12.98773,13.22673,-1.36275,1.19851,0.67106,0.31826,1.05599,0.06827,0.15758
12.67004,14.24120,-1.35923,1.34902,0.81142,0.20176,0.98764,0.14940,-0.81598
12.74022,13.37144,-1.40630,1.02728,0.90303,0.08666,0.96792,0.37187,-0.54485
12.68818,13.34761,-2.75532,0.72978,0.65368,0.33018,1.03060,-0.31220,0.75684
12.94796,14.30586,-0.72359,0.95488,0.16778,0.42853,0.98440,-0.42812,-0.86288
12.87458,13.29167,-0.77364,0.84825,0.09586,0.37142,1.06098,-0.02782,0.63716
12.66926,13.41669,-0.77076,1.15480,0.39862,0.46309,1.22659,0.24021,-0.80936
12.52220,13.46666,-2.95832,1.21281,1.40997,0.10061,1.23212,0.17331,-0.44962
13.08634,14.17701,-0.70557,1.37239,0.28750,0.22423,0.91346,0.23520,0.57968
12.48955,14.39410,-2.62191,0.87571,0.49886,0.03020,1.06243,-0.31402,-0.50513
13.01234,13.44732,-0.31073,0.86255,1.35026,0.18475,1.06382,0.06842,0.75871
12.96784,14.04418,-2.37976,1.10706,1.10598,0.29715,0.97854,0.47571,0.05123
13.27633,14.26959,-1.82344,1.15117,0.41476,0.45406,1.01324,0.09714,-0.78305
12.40520,14.00276,-2.06840,0.87232,1.31195,0.49508,1.04013,-0.37049,-0.92968
12.49101,14.20791,-0.89853,0.75886,1.08417,0.43918,1.00213,-0.32714,-0.39486
12.55405,13.45801,-0.29087,1.33225,1.41214,0.47085,1.11665,0.33566,-0.56786
12.67811,14.30127,-2.93638,0.94962,1.09678,0.42316,1.19260,-0.19112,-0.51723
13.29434,14.27204,-2.11374,1.49498,1.20835,0.09293,0.71745,0.42215,-0.28958
13.10894,13.44835,-0.75379,0.76893,0.16620,0.48344,1.18524,0.27540,-0.73894
12.61102,14.37001,-1.48866,1.46656,0.16626,0.18978,1.14504,-0.26018,0.91180
12.45248,14.22904,-1.62442,0.79821,0.09438,0.15607,1.09162,0.34877,0.30755
13.14320,13.64458,-1.94165,1.10448,1.14819,0.10063,0.87526,0.41997,-0.89532
12.98535,13.81907,-0.58097,1.31189,0.65630,0.18962,1.05364,0.09862,-0.08472
12.59926,14.17332,-0.52286,0.74625,0.19976,0.09458,1.25369,-0.15851,0.50101
13.14234,14.02310,-0.82530,1.22250,1.12601,0.49968,1.24236,-0.05140,0.40370
13.06066,13.35176,-0.50613,1.27567,1.32390,0.40866,0.90533,0.23605,-0.18123
12.42995,14.07924,-0.70151,1.33055,0.61775,0.18214,0.73784,0.27949,-0.72062
12.96372,14.30596,-0.05414,0.76090,0.26814,0.32653,0.82066,-0.23417,0.52206
12.70242,14.18783,-1.24320,1.43541,0.67897,0.46513,0.75113,-0.36084,0.57687
12.40674,13.49374,-2.56746,1.29769,0.11184,0.23453,1.17900,-0.20352,0.15736
12.62625,14.15542,-2.68509,0.90406,0.17048,0.20900,0.88110,0.26487,0.83919
12.74147,14.13328,-1.27045,1.42858,1.23338,0.17015,0.87763,-0.31411,-0.74615
12.62387,13.54388,-0.45429,0.89184,0.59362,0.06765,1.02278,0.20146,-0.99460
12.40222,14.28345,-1.72984,1.03196,0.24986,0.33237,0.84832,0.46160,-0.31136
12.45813,13.79925,-2.30148,1.09064,0.42505,0.15447,1.15480,-0.25952,-0.06221
12.41058,14.04920,-2.63486,1.35504,1.07860,0.41614,1.11201,-0.24083,-0.18768
13.11108,13.90467,-2.65546,0.97074,0.08394,0.29834,0.81167,-0.37934,0.06201
12.56863,13.30169,-0.65496,1.23435,1.29150,0.43170,0.85787,0.44644,0.29663
13.03363,13.68455,-2.83561,0.78310,0.94404,0.18893,0.86381,0.05433,0.10446
12.57454,13.88238,-0.72195,0.85048,0.18270,0.16832,1.19254,-0.46177,-0.27037
12.58513,13.61726,-2.10713,1.06943,0.61141,0.48541,0.75060,-0.30254,-0.31639
12.70436,14.33870,-2.06633,1.45531,0.58777,0.14071,1.21036,0.48528,-0.12164
12.97879,13.57160,-1.81534,1.12653,1.31998,0.37776,1.26911,0.39686,-0.49622
12.82830,13.67347,-1.68380,1.22417,0.64278,0.29771,1.04487,-0.40699,0.39485
12.42365,14.39034,-2.91934,1.25694,1.15169,0.15182,1.09126,-0.30722,0.31439
12.54129,13.85526,-0.98710,0.70292,0.39745,0.06567,0.86375,-0.44564,0.74528
12.49824,13.24737,-2.61163,1.28006,0.45823,0.33892,0.74555,0.25020,0.11784
13.13035,13.21270,-0.11125,1.07568,1.02234,0.33326,1.02928,0.35937,0.59515
12.96414,14.15527,-1.75389,1.39794,0.23058,0.45148,1.16970,0.12596,-0.36758
12.53948,13.26113,-1.62857,0.72610,0.93156,0.10390,0.73787,-0.06498,-0.55071
12.69317,13.40953,-1.63361,1.15512,1.27236,0.04468,1.16830,0.02253,0.88329
13.10618,13.54508,-0.55389,0.87703,0.22057,0.20135,0.79024,0.25986,-0.88035
12.83485,14.09982,-0.65921,1.09669,0.74021,0.44577,0.93429,-0.18882,0.48146
12.52800,14.27235,-0.97938,1.34419,0.28486,0.22475,1.23151,-0.36340,0.77456
13.15440,13.53995,-0.08656,1.31842,0.02160,0.23292,0.95185,-0.19129,-0.30778
12.67461,14.30980,-0.88258,1.33759,0.39400,0.47109,0.85908,-0.43629,0.52184
12.43890,13.33317,-0.07859,0.84802,0.56568,0.28122,1.28169,0.44332,-0.77508
12.68113,14.21437,-2.99806,0.85707,0.45033,0.04629,1.22355,-0.00451,-0.39696
12.46107,13.83308,-1.63943,1.13569,0.87595,0.02391,0.96700,0.15958,-0.06974
13.02210,13.31949,-2.20357,1.45651,1.26804,0.06516,0.90103,-0.13063,0.83943
13.23708,14.01994,-2.27511,1.00965,0.28346,0.41876,1.01814,-0.32150,-0.85647
13.24532,13.72686,-0.67731,1.15327,1.07597,0.45509,1.17149,0.20639,-0.73638
12.47844,13.65445,-0.27702,1.44410,1.05656,0.08520,1.22739,-0.00250,-0.28708
12.69131,13.58317,-0.93455,1.35695,0.69981,0.14271,1.18286,-0.26819,0.07079
13.01021,13.25059,-1.84289,1.48003,0.22659,0.11276,0.94313,0.37053,0.15886
12.76343,13.63036,-1.05472,0.91946,0.79463,0.23202,1.14242,-0.22692,-0.23580
12.96837,14.30483,-2.36373,1.15859,1.17641,0.22825,1.23050,-0.08469,-0.55258
12.65897,13.60069,-1.57901,1.31538,0.56736,0.17924,0.99361,-0.01971,-0.82140
12.74608,13.82322,-1.75958,0.75072,0.71203,0.48768,0.78350,0.10748,0.45134
12.67109,14.33551,-2.73773,0.84692,0.59622,0.46093,0.85002,-0.00512,0.09666
12.61762,14.31965,-1.36895,0.95305,1.07695,0.24362,1.05460,-0.05449,-0.55495
12.84122,14.11467,-1.41979,0.77495,0.37338,0.34158,0.98274,0.26753,-0.16169
12.87070,14.11668,-1.19959,0.71829,0.30222,0.29688,0.90181,-0.19905,-0.28655
12.81578,13.45753,-2.85028,1.20549,0.14978,0.08397,1.13530,-0.22152,0.21133
13.15828,14.06711,-2.44322,1.44943,0.44532,0.00530,1.28797,0.14607,-0.70325
12.69201,13.25191,-2.75001,1.37436,0.11523,0.33075,0.76235,0.22241,-0.19702
12.95496,13.72269,-2.78682,1.01351,1.13330,0.28582,1.05762,-0.42199,0.17397
12.99010,13.29653,-2.14294,1.45869,0.26418,0.47150,0.70519,-0.24253,0.27765
12.97982,13.65146,-1.34190,1.17064,1.15856,0.20754,0.80560,-0.28080,-0.57074
13.04761,14.25740,-0.88114,1.14743,1.19295,0.21123,0.81491,0.33566,-0.93064
12.43991,13.40414,-2.29483,0.88507,1.09059,0.30427,0.99999,-0.01724,0.64806
12.74681,13.96135,-2.95980,0.83322,1.04536,0.07308,0.91461,-0.01315,0.67357
12.84448,14.14815,-2.90096,1.47865,0.05849,0.19949,0.87028,-0.26801,-0.35569
13.24617,13.87649,-0.81833,1.33865,1.44074,0.36086,1.12431,-0.20877,-0.44418
13.19345,13.34227,-1.80434,1.40948,0.24505,0.48935,0.89029,-0.13503,0.82764
12.62680,13.23759,-0.31780,1.42100,0.24432,0.49197,1.21179,0.45707,0.64609
12.57521,13.57234,-1.44911,0.71770,0.83027,0.08690,1.19370,-0.03342,-0.01062
12.43310,13.81803,-0.29845,1.37271,1.44265,0.31718,1.02967,0.18290,-0.83801
12.71896,13.94113,-0.95288,0.83474,0.50305,0.43147,0.80309,-0.11325,-0.82424
13.02576,14.38149,-0.91021,1.29384,1.31496,0.28976,0.85303,-0.26327,0.88244
13.29383,13.44002,-0.58863,1.05776,0.83641,0.22645,0.80983,0.49489,0.88377
13.26250,14.06863,-0.07239,1.08668,0.32964,0.33993,0.89546,0.32821,-0.95854
13.29310,14.36964,-2.01394,1.35812,0.06039,0.03584,1.27863,0.29106,0.02891
13.27232,13.99498,-2.43796,1.49379,0.31642,0.24077,1.14168,0.29550,-0.53885
12.87996,13.20823,-2.34324,1.49021,1.29728,0.00149,1.01103,-0.16574,0.43345
13.00138,13.31095,-2.22087,0.96293,1.48798,0.15820,0.80049,-0.11909,-0.20367
12.40651,13.80572,-2.45620,0.85923,1.23500,0.20605,1.09865,-0.05855,-0.57855
13.00275,13.48644,-1.88317,1.44772,1.05626,0.35210,0.75521,0.45920,-0.41445
13.23281,13.78463,-0.24540,1.45540,1.11398,0.03929,0.98276,-0.49387,0.61781
13.27033,14.34296,-2.47193,1.38530,0.91441,0.09551,1.16958,0.14667,-0.50631
13.01766,13.71926,-1.20202,1.37440,0.42603,0.45366,1.05152,0.00179,0.19692
12.72291,13.41420,-1.14676,1.39180,1.36543,0.17180,1.08349,0.35994,-0.95467
13.18743,13.23350,-2.23029,1.24153,1.45856,0.15752,0.70226,-0.16173,0.01460
13.00414,13.24944,-1.52036,1.40131,1.32550,0.07122,0.97270,-0.03469,0.48509
12.68160,14.01742,-2.16687,0.83645,1.24760,0.38623,0.92541,-0.31062,-0.48787
12.51836,13.80357,-2.66203,1.46130,1.07946,0.14480,0.93827,-0.19724,-0.52280
13.17782,14.02044,-0.69154,1.01612,1.08962,0.10258,1.15299,-0.30572,0.70726
12.49815,13.53771,-1.36313,1.45431,0.06354,0.38680,1.26394,-0.26684,-0.77236
13.25385,13.34400,-0.69864,0.92336,1.21948,0.08214,0.81589,-0.45412,0.97894
12.61412,13.25735,-0.85217,1.12681,0.14115,0.16378,0.77691,-0.27659,-0.46243
13.12726,13.38999,-0.88952,0.79457,1.16820,0.09789,0.84066,0.18876,-0.02380
12.83795,13.65686,-0.04222,1.44328,0.36520,0.12059,1.28613,0.13919,0.65867
13.02890,13.22125,-1.20111,1.01080,0.74921,0.41957,1.24798,0.04485,-0.20674
12.53097,13.24491,-2.26281,1.05425,1.33953,0.31282,0.96925,-0.10608,-0.64619
12.77938,13.87244,-1.36906,1.40106,0.72929,0.00815,0.93699,-0.21199,-0.06968
12.75853,13.52855,-2.18617,1.37682,1.48065,0.34161,1.19396,-0.16959,-0.55399
12.44906,13.31405,-2.67114,1.36659,0.06556,0.33087,1.15080,0.41141,-0.99016
12.46227,14.03224,-2.97745,1.17821,1.21361,0.32265,0.74251,-0.43792,-0.03148
12.46179,13.28391,-2.25800,1.34627,0.25659,0.00629,0.73674,0.17760,0.52869
12.48159,14.27689,-2.59768,0.83153,0.47196,0.11792,1.25722,-0.19892,-0.68947
13.28109,14.10308,-2.44780,0.95037,0.36059,0.22613,1.18235,0.12938,-0.55987
12.86371,13.44905,-1.56910,1.38220,0.46430,0.15423,1.26457,0.14327,0.46266
12.89160,13.62337,-1.44282,1.40564,0.84922,0.36405,1.00494,0.34901,-0.89159
12.95718,13.34405,-1.82690,0.82307,1.47020,0.06591,1.05899,0.12405,-0.71143
12.62699,13.68655,-2.91624,1.10780,0.18712,0.42307,0.72165,-0.23521,0.60924
13.11682,13.47842,-1.03376,0.71795,0.77634,0.04615,0.99768,0.24864,0.81362
12.69043,14.33724,-2.79305,1.09353,0.36151,0.17242,1.15558,0.12289,0.54858
13.07104,14.30732,-0.86483,1.07193,0.51538,0.49789,0.76870,0.00462,0.07389
13.02645,13.89148,-2.77297,0.95647,0.01712,0.10755,0.83013,0.04453,-0.12192
12.96454,13.75383,-1.19911,0.74837,0.23591,0.11407,1.07026,0.09550,-0.67782
13.17761,14.29022,-1.05828,0.93880,1.33757,0.40395,1.14533,-0.02678,0.17712
12.81780,13.61032,-2.51180,0.93683,0.60089,0.33663,1.23231,-0.37583,0.09106
12.47972,13.42529,-2.47284,0.97153,0.64047,0.01772,1.26421,0.05536,0.73439
13.12078,13.40307,-2.10321,0.99455,0.88661,0.27863,1.26667,0.29863,0.74649
12.98863,14.38042,-0.20083,1.29863,0.24067,0.20668,1.28321,0.08075,-0.64032
12.96256,13.62644,-0.56774,0.72228,0.23165,0.28390,0.74877,0.37500,0.75304
12.56871,13.76564,-2.32395,1.10095,0.33366,0.46730,0.95528,0.23799,0.51942
12.66485,13.42572,-0.73670,0.78067,0.20107,0.35308,1.05965,0.03743,-0.18827
13.27436,13.22186,-2.49906,0.90247,0.68844,0.10313,0.76546,-0.45886,-0.57834
12.43683,13.22701,-0.33781,0.78369,1.30461,0.49101,1.18592,0.36295,0.52154
13.10433,13.98244,-0.85722,1.28524,0.31655,0.45796,0.88174,-0.02892,0.56932
12.95927,13.42627,-0.56993,1.19760,0.44125,0.37634,1.28700,0.46315,0.91909
12.62473,13.71432,-1.78317,1.39265,0.16398,0.46860,1.27567,0.47704,0.18966
12.74156,14.36136,-1.71175,0.77558,0.98569,0.36920,0.84119,-0.38032,-0.76099
12.98593,13.36359,-0.08104,1.23353,1.14340,0.08268,0.86713,-0.06151,-0.82718
12.46948,13.35253,-2.64401,1.29539,0.72307,0.00313,0.76146,-0.40026,-0.51220
13.16339,14.38078,-1.71368,1.35160,1.13068,0.00769,1.08120,0.18326,0.20262
12.66452,13.52494,-2.31008,1.37967,0.47987,0.37377,1.09198,-0.07509,0.40276
12.75191,13.58591,-0.26297,0.70989,0.79736,0.25526,0.78334,0.06836,0.52535
12.55155,13.51616,-0.72880,1.08819,0.01736,0.47253,0.93607,0.45365,-0.75454
13.21599,13.65314,-1.47099,0.71229,1.17264,0.04829,0.98430,0.26982,-0.36277
12.44542,13.24118,-2.48268,1.06766,0.68493,0.49398,0.92669,0.11491,0.47301
12.63566,14.09483,-2.06687,1.05404,0.66959,0.00904,1.01384,-0.05860,-0.82942
12.45681,13.36847,-2.05775,1.32082,0.65136,0.25727,1.16834,0.19890,-0.29395
13.23329,13.88782,-1.38845,1.32316,0.56501,0.19812,1.04131,-0.45556,0.54476
13.09320,14.32388,-1.59843,1.35449,0.35319,0.36130,1.00874,0.25034,0.87173
12.44972,13.34452,-1.93081,1.38259,1.39761,0.06653,0.89421,-0.30276,-0.11722
12.83843,14.16902,-1.14408,1.04130,1.00172,0.10107,1.08620,0.45070,0.97632
12.61326,14.10949,-0.18573,0.76538,1.13735,0.09358,0.76746,0.35738,-0.50606
13.16542,14.38406,-0.47619,1.03255,0.83808,0.44289,0.88524,-0.10818,-0.43841
12.81005,13.21110,-1.74758,1.36228,0.40976,0.21240,1.19487,-0.37785,0.82707
12.84999,14.39393,-2.90085,0.80167,0.29901,0.10150,1.19091,0.43636,0.31237
13.03283,13.57653,-1.85833,0.76085,0.52088,0.21071,0.99099,0.08425,0.67248
13.04484,13.40884,-0.52468,0.92028,0.50715,0.22394,1.13786,0.01964,-0.79539
13.24857,14.12697,-2.18379,1.14861,0.11676,0.46590,0.96062,-0.32772,-0.94839
12.65768,13.35899,-0.44685,1.01221,0.16052,0.01882,0.86083,0.20480,0.36625
12.88647,14.38426,-2.53191,1.10868,0.82309,0.45664,0.87199,0.20160,-0.00073
12.44024,13.96031,-2.58605,1.08083,0.44249,0.10603,1.18332,0.25704,0.23092
13.29270,14.37687,-0.92527,1.39525,1.34389,0.10956,1.28829,0.39586,-0.67847
12.67478,14.08005,-2.21006,1.10809,0.29122,0.36587,0.73501,-0.15289,-0.74691
12.41034,13.33141,-1.87804,0.99956,1.05155,0.24139,1.00426,-0.06854,0.66550
12.51658,13.77147,-1.90414,0.75502,0.75661,0.02080,0.87701,0.05396,-0.31344
12.76340,13.59686,-0.37425,0.73523,0.69435,0.46433,1.24244,-0.25379,-0.74240
12.81809,14.37357,-2.50299,1.48570,0.81412,0.22182,1.27350,0.36155,-0.52233
13.12272,13.94341,-1.50854,1.28673,1.02487,0.15593,1.04558,0.07533,-0.34463
12.63396,13.61580,-1.43967,1.10491,1.44909,0.04136,0.79299,-0.01843,0.35704
13.05436,14.05775,-1.72327,1.19666,0.61739,0.13043,1.07505,0.08214,0.37519
13.22307,13.83569,-2.08759,1.06584,0.02194,0.17972,1.15407,-0.46409,-0.63377
13.13185,13.65620,-1.38480,1.28950,0.20743,0.13299,1.24762,0.03858,0.27491
12.64679,14.21135,-2.03094,1.05842,1.21043,0.19073,1.05198,-0.18496,0.48502
12.93933,13.26000,-0.62931,0.86372,1.34443,0.19514,1.09853,-0.27717,0.90042
12.55018,13.27410,-1.45719,0.76536,0.70789,0.17417,0.71865,-0.42266,0.46731
13.01409,13.73357,-0.27522,1.46736,1.39090,0.22601,0.71489,-0.38258,-0.67137
13.25775,13.76815,-1.38544,0.94556,0.68221,0.08416,0.74330,-0.01612,0.19213
12.52216,13.70787,-1.53054,1.43105,0.47472,0.43260,1.23510,-0.19907,0.58761
12.72733,13.72093,-2.87848,0.99463,0.32076,0.13516,0.94916,-0.09714,-0.14024
12.66776,14.12663,-2.50460,1.45950,1.27870,0.41351,0.81243,0.41693,-0.40627
12.58265,13.68712,-1.82662,1.22765,0.31465,0.36542,0.80932,0.18614,0.20460
12.77563,13.86480,-1.91316,0.92378,0.83518,0.01389,1.28449,0.41011,-0.81914
12.98696,14.01634,-1.96499,0.71307,0.83831,0.06427,1.20804,0.27194,-0.95690
12.70830,13.74504,-0.25993,1.28362,0.28426,0.08522,1.11016,0.18828,-0.72012
12.75114,14.33943,-0.68611,0.98793,0.72697,0.25551,0.90915,-0.43054,0.30324
12.75868,13.91574,-2.00748,1.48740,1.32497,0.05238,0.96144,-0.02503,0.48055
12.55694,13.63183,-2.78827,0.79457,0.43659,0.34738,0.89763,0.36603,-0.72573
12.46002,14.26048,-1.35345,0.83597,0.96730,0.27319,1.06612,-0.26265,0.29352
12.76901,13.35185,-2.98630,0.75330,1.49108,0.31113,1.21027,-0.14494,0.68611
12.49198,14.33756,-2.26601,1.15160,0.90600,0.25392,1.17090,-0.07199,0.21349
12.70629,13.60379,-2.13402,1.06300,0.49374,0.06509,0.85914,0.42068,0.59715
13.11514,13.99044,-1.52542,1.04698,1.34356,0.05705,1.10262,-0.06319,-0.51254
12.98771,13.49418,-1.29858,1.45886,0.84831,0.33530,0.72629,-0.43151,-0.15611
12.55657,13.52571,-2.45225,1.00618,0.10184,0.48660,0.80804,0.33180,-0.30587
13.13588,14.22399,-0.82002,1.21643,0.13677,0.21335,0.83936,-0.14669,0.00290
13.00317,13.21550,-2.49045,0.99081,1.06211,0.25542,1.26408,-0.07709,0.83913
12.47953,14.16507,-1.39743,1.30416,1.15291,0.07435,0.97738,0.00721,0.80025
13.15547,13.69083,-2.62780,0.89421,0.39712,0.32089,0.74266,0.07971,0.09830
13.15241,13.74892,-0.62069,1.09908,0.79317,0.11381,0.77787,-0.02460,0.97736
13.16779,13.95125,-2.63616,1.47638,0.76410,0.34010,0.89176,0.47684,-0.76223
12.75757,14.29353,-1.69742,0.72577,0.83602,0.19723,0.92930,-0.22790,0.53526
